year,iso,adm1_id,getal_admin_name,gdppc_adm0_PWT,gdppc_adm1_PWT_downscaled,adm0_pop
1998,FRA,40160000,FR5,28443.844,24980.68553859093,60186288
1999,FRA,40160000,FR5,29283.77,25718.890697302984,60496718
1998,FRA,40210000,FR1,28443.844,44396.36687342419,60186288
1999,FRA,40210000,FR1,29283.77,45708.32554605275,60496718
1998,FRA,40110000,FR8,28443.844,24609.685258484657,60186288
1999,FRA,40110000,FR8,29283.77,25336.926973885824,60496718
1998,FRA,40040000,FR2,28443.844,25228.019058945833,60186288
1999,FRA,40040000,FR2,29283.77,25973.533179420334,60496718
1998,FRA,40050000,FR5,28443.844,24980.68553859093,60186288
1999,FRA,40050000,FR5,29283.77,25718.890697302984,60496718
1998,FRA,40080000,FR8,28443.844,24609.685258484657,60186288
1999,FRA,40080000,FR8,29283.77,25336.926973885824,60496718
1998,FRA,40120000,FR6,28443.844,24857.018778643298,60186288
1999,FRA,40120000,FR6,29283.77,25591.569456175203,60496718
1998,FRA,40180000,FR5,28443.844,24980.68553859093,60186288
1999,FRA,40180000,FR5,29283.77,25718.890697302984,60496718
1998,FRA,40190000,FR8,28443.844,24609.685258484657,60186288
1999,FRA,40190000,FR8,29283.77,25336.926973885824,60496718
1998,FRA,40140000,FR6,28443.844,24857.018778643298,60186288
1999,FRA,40140000,FR6,29283.77,25591.569456175203,60496718
1998,FRA,40010000,FR6,28443.844,24857.018778643298,60186288
1999,FRA,40010000,FR6,29283.77,25591.569456175203,60496718
1998,FRA,40020000,FR7,28443.844,28072.35454097637,60186288
1999,FRA,40020000,FR7,29283.77,28901.921724074222,60496718
1998,FRA,40150000,FR3,28443.844,22383.683576790223,60186288
1999,FRA,40150000,FR3,29283.77,23045.144634589855,60496718
1998,FRA,40070000,FR2,28443.844,25228.019058945833,60186288
1999,FRA,40070000,FR2,29283.77,25973.533179420334,60496718
1998,FRA,40060000,FR2,28443.844,25228.019058945833,60186288
1999,FRA,40060000,FR2,29283.77,25973.533179420334,60496718
1998,FRA,40170000,FR2,28443.844,25228.019058945833,60186288
1999,FRA,40170000,FR2,29283.77,25973.533179420334,60496718
1990,GBR,50010000,UKH,22667.332,21583.325213515156,57247586
1991,GBR,50010000,UKH,22322.014,21255.227962455483,57424897
1992,GBR,50010000,UKH,22361.186,21292.464115687344,57580402
1993,GBR,50010000,UKH,22888.021,21793.720971682724,57718614
1994,GBR,50010000,UKH,23742.76,22606.550568630486,57865745
1995,GBR,50010000,UKH,24271.23,23111.004053346172,58019030
1996,GBR,50010000,UKH,24843.432,23655.990821487412,58166950
1997,GBR,50010000,UKH,25532.197,24311.741292645293,58316954
1998,GBR,50010000,UKH,26307.08,25049.69920295203,58487141
1999,GBR,50010000,UKH,27033.092,25741.13048109449,58682466
2000,GBR,50010000,UKH,27960.313,26622.78260874435,58892514
2001,GBR,50010000,UKH,28627.779,27303.90336132972,59119673
1990,GBR,50020000,UKC,22667.332,16162.85541094223,57247586
1991,GBR,50020000,UKC,22322.014,15917.15701314779,57424897
1992,GBR,50020000,UKC,22361.186,15945.041620901402,57580402
1993,GBR,50020000,UKC,22888.021,16320.412051608424,57718614
1994,GBR,50020000,UKC,23742.76,16929.106361812148,57865745
1995,GBR,50020000,UKC,24271.23,17306.870614849187,58019030
1996,GBR,50020000,UKC,24843.432,17714.988560244932,58166950
1997,GBR,50020000,UKC,25532.197,18206.052840149277,58316954
1998,GBR,50020000,UKC,26307.08,18758.678855271366,58487141
1999,GBR,50020000,UKC,27033.092,19276.46300884263,58682466
2000,GBR,50020000,UKC,27960.313,19936.695652020273,58892514
2001,GBR,50020000,UKC,28627.779,20568.13865554153,59119673
1992,GBR,50070000,UKL,22361.186,16139.493347590236,57580402
1993,GBR,50070000,UKL,22888.021,16519.44146685179,57718614
1994,GBR,50070000,UKL,23742.76,17135.558878491716,57865745
1995,GBR,50070000,UKL,24271.23,17517.93001281119,58019030
1996,GBR,50070000,UKL,24843.432,17931.025006229236,58166950
1997,GBR,50070000,UKL,25532.197,18428.077874649982,58316954
1998,GBR,50070000,UKL,26307.08,18987.443231528454,58487141
1999,GBR,50070000,UKL,27033.092,19511.54182579911,58682466
2000,GBR,50070000,UKL,27960.313,20179.82608680679,58892514
2001,GBR,50070000,UKL,28627.779,20447.857142758912,59119673
1990,GBR,50070000,UKL,22667.332,25652.208371591667,57247586
1991,GBR,50070000,UKL,22322.014,25265.575223466625,57424897
1990,GBR,50000000,UKF,22667.332,18922.367310206075,57247586
1991,GBR,50000000,UKF,22322.014,18634.72040557057,57424897
1992,GBR,50000000,UKF,22361.186,18667.36579976642,57580402
1993,GBR,50000000,UKF,22888.021,19106.823865562834,57718614
1994,GBR,50000000,UKF,23742.76,19819.441594163673,57865745
1995,GBR,50000000,UKF,24271.23,20261.702183510963,58019030
1996,GBR,50000000,UKF,24843.432,20739.49880246823,58166950
1997,GBR,50000000,UKF,25532.197,21314.403324988456,58316954
1998,GBR,50000000,UKF,26307.08,21961.38012308587,58487141
1999,GBR,50000000,UKF,27033.092,22567.566449074187,58682466
2000,GBR,50000000,UKF,27960.313,23340.521739182688,58892514
2001,GBR,50000000,UKF,28627.779,23695.457983277734,59119673
1990,GBR,50090000,UKE,22667.332,18331.043331971247,57247586
1991,GBR,50090000,UKE,22322.014,18052.385393012133,57424897
1992,GBR,50090000,UKE,22361.186,18084.010618829907,57580402
1993,GBR,50090000,UKE,22888.021,18509.735619636114,57718614
1994,GBR,50090000,UKE,23742.76,19200.084044506315,57865745
1995,GBR,50090000,UKE,24271.23,19628.52399036426,58019030
1996,GBR,50090000,UKE,24843.432,20091.389464750115,58166950
1997,GBR,50090000,UKE,25532.197,20648.328221249823,58316954
1998,GBR,50090000,UKE,26307.08,21275.086994230147,58487141
1999,GBR,50090000,UKE,27033.092,21862.329997579378,58682466
2000,GBR,50090000,UKE,27960.313,22611.130434844,58892514
2001,GBR,50090000,UKE,28627.779,23454.89495793752,59119673
1993,GBR,50040000,UKM,22888.021,20002.456234148318,57718614
1994,GBR,50040000,UKM,23742.76,20748.47791902162,57865745
1995,GBR,50040000,UKM,24271.23,21211.469473293735,58019030
1996,GBR,50040000,UKM,24843.432,21711.6628087975,58166950
1997,GBR,50040000,UKM,25532.197,22313.515980714725,58316954
1998,GBR,50040000,UKM,26307.08,22990.8198163196,58487141
1999,GBR,50040000,UKM,27033.092,23625.421126483787,58682466
2000,GBR,50040000,UKM,27960.313,24434.608695592113,58892514
2001,GBR,50040000,UKM,28627.779,25619.962184935353,59119673
1990,GBR,50040000,UKM,22667.332,25652.208371591667,57247586
1991,GBR,50040000,UKM,22322.014,25265.575223466625,57424897
1992,GBR,50040000,UKM,22361.186,26587.044889529974,57580402
1990,GBR,50030000,UKN,22667.332,18133.9353388872,57247586
1991,GBR,50030000,UKN,22322.014,17858.273721911704,57424897
1992,GBR,50030000,UKN,22361.186,17889.558891581204,57580402
1993,GBR,50030000,UKN,22888.021,18310.706204746737,57718614
1994,GBR,50030000,UKN,23742.76,18993.631528013924,57865745
1995,GBR,50030000,UKN,24271.23,19417.464591986445,58019030
1996,GBR,50030000,UKN,24843.432,19875.35301864053,58166950
1997,GBR,50030000,UKN,25532.197,20426.3031861743,58316954
1998,GBR,50030000,UKN,26307.08,21046.32261819883,58487141
1999,GBR,50030000,UKN,27033.092,21627.25118038283,58682466
2000,GBR,50030000,UKN,27960.313,22368,58892514
2001,GBR,50030000,UKN,28627.779,22973.768907722486,59119673
1990,GBR,50080000,UKG,22667.332,19415.137292383315,57247586
1991,GBR,50080000,UKG,22322.014,19119.99958270441,57424897
1992,GBR,50080000,UKG,22361.186,19153.495117514427,57580402
1993,GBR,50080000,UKG,22888.021,19604.397403613195,57718614
1994,GBR,50080000,UKG,23742.76,20335.572886055685,57865745
1995,GBR,50080000,UKG,24271.23,20789.350678062896,58019030
1996,GBR,50080000,UKG,24843.432,21279.589917114994,58166950
1997,GBR,50080000,UKG,25532.197,21869.46591172503,58316954
1998,GBR,50080000,UKG,26307.08,22533.291063753037,58487141
1999,GBR,50080000,UKG,27033.092,23155.26349223211,58682466
2000,GBR,50080000,UKG,27960.313,23948.347826045712,58892514
2001,GBR,50080000,UKG,28627.779,24296.865546185036,59119673
1990,GBR,50060000,UKK,22667.332,20105.015267117935,57247586
1991,GBR,50060000,UKK,22322.014,19799.39043053425,57424897
1992,GBR,50060000,UKK,22361.186,19834.07616248405,57580402
1993,GBR,50060000,UKK,22888.021,20301.000357127738,57718614
1994,GBR,50060000,UKK,23742.76,21058.156694199202,57865745
1995,GBR,50060000,UKK,24271.23,21528.05857014049,58019030
1996,GBR,50060000,UKK,24843.432,22035.717477594168,58166950
1997,GBR,50060000,UKK,25532.197,22646.553533031223,58316954
1998,GBR,50060000,UKK,26307.08,23333.966380621692,58487141
1999,GBR,50060000,UKK,27033.092,23978.039352173466,58682466
2000,GBR,50060000,UKK,27960.313,24799.30434780834,58892514
2001,GBR,50060000,UKK,28627.779,25619.962184920823,59119673
1990,GBR,50050000,"UKI, UKJ",22667.332,25652.208371591667,57247586
1991,GBR,50050000,"UKI, UKJ",22322.014,25265.575223466625,57424897
1992,GBR,50050000,"UKI, UKJ",22361.186,26587.044889529974,57580402
1993,GBR,50050000,"UKI, UKJ",22888.021,28622.240282865067,57718614
1994,GBR,50050000,"UKI, UKJ",23742.76,29688.36281920743,57865745
1995,GBR,50050000,"UKI, UKJ",24271.23,30340.666489996263,58019030
1996,GBR,50050000,"UKI, UKJ",24843.432,31041.700483561675,58166950
1997,GBR,50050000,"UKI, UKJ",25532.197,31896.271887527088,58316954
1998,GBR,50050000,"UKI, UKJ",26307.08,32847.098475248335,58487141
1999,GBR,50050000,"UKI, UKJ",27033.092,33729.26502800237,58682466
2000,GBR,50050000,"UKI, UKJ",27960.313,35208.37305033605,58892514
2001,GBR,50050000,"UKI, UKJ",28627.779,35846.61271423428,59119673
1998,IND,60030000,Meghalaya,2099.5906,2140.132897810878,1019483581
1999,IND,60030000,Meghalaya,2208.8975,2254.3425148910414,1038058156
1998,IND,60010000,Haryana,2099.5906,2140.132897810878,1019483581
1999,IND,60010000,Haryana,2208.8975,2254.3425148910414,1038058156
1998,IND,60020000,Madhya Pradesh,2099.5906,1597.3857284455705,1019483581
1999,IND,60020000,Madhya Pradesh,2208.8975,1659.3290656098752,1038058156
1998,IND,60000000,Gujarat,2099.5906,2666.344083621462,1019483581
1999,IND,60000000,Gujarat,2208.8975,2783.7836729612445,1038058156
1998,IND,60050000,Tamil Nadu,2099.5906,2140.132897810878,1019483581
1999,IND,60050000,Tamil Nadu,2208.8975,2254.3425148910414,1038058156
1998,IND,60040000,Orissa,2099.5906,1413.1501244481105,1019483581
1999,IND,60040000,Orissa,2208.8975,1484.454800436938,1038058156
2005,MEX,70120000,Hidalgo,12980.532,7464.672952976345,106005203
2006,MEX,70120000,Hidalgo,13426.465,7940.7810258395075,107560153
2007,MEX,70120000,Hidalgo,13644.275,8290.623237181137,109170502
2008,MEX,70120000,Hidalgo,13611.974,8489.424480670707,110815271
2009,MEX,70120000,Hidalgo,12761.721,8161.725014134502,112463887
2010,MEX,70120000,Hidalgo,13221.274,8664.309875407149,114092963
2005,MEX,70020000,Baja California Sur,12980.532,16013.72463799566,106005203
2006,MEX,70020000,Baja California Sur,13426.465,16095.144811364842,107560153
2007,MEX,70020000,Baja California Sur,13644.275,15884.912673203886,109170502
2008,MEX,70020000,Baja California Sur,13611.974,15382.138617164475,110815271
2009,MEX,70020000,Baja California Sur,12761.721,13989.323453799387,112463887
2010,MEX,70020000,Baja California Sur,13221.274,14051.490045026141,114092963
2005,MEX,70300000,Yucatan,12980.532,10616.360430502878,106005203
2006,MEX,70300000,Yucatan,13426.465,10942.786390701576,107560153
2007,MEX,70300000,Yucatan,13644.275,11081.882905963092,109170502
2008,MEX,70300000,Yucatan,13611.974,11017.912698821663,110815271
2009,MEX,70300000,Yucatan,12761.721,10294.483211183797,112463887
2010,MEX,70300000,Yucatan,13221.274,10630.18908556189,114092963
2005,MEX,70150000,Morelos,12980.532,11647.679677105305,106005203
2006,MEX,70150000,Morelos,13426.465,11512.023088338352,107560153
2007,MEX,70150000,Morelos,13644.275,11159.923561248044,109170502
2008,MEX,70150000,Morelos,13611.974,10601.56881961041,110815271
2009,MEX,70150000,Morelos,12761.721,9445.480280038355,112463887
2010,MEX,70150000,Morelos,13221.274,9280.051629445972,114092963
2005,MEX,70010000,Baja California Norte,12980.532,16690.322365141692,106005203
2006,MEX,70010000,Baja California Norte,13426.465,16388.514058175715,107560153
2007,MEX,70010000,Baja California Norte,13644.275,15774.183330668346,109170502
2008,MEX,70010000,Baja California Norte,13611.974,14867.900901624456,110815271
2009,MEX,70010000,Baja California Norte,12761.721,13132.471615654922,112463887
2010,MEX,70010000,Baja California Norte,13221.274,12779.310351749784,114092963
2005,MEX,70050000,Chihuahua,12980.532,18475.999229201625,106005203
2006,MEX,70050000,Chihuahua,13426.465,17891.19686422457,107560153
2007,MEX,70050000,Chihuahua,13644.275,16954.893776763452,109170502
2008,MEX,70050000,Chihuahua,13611.974,15703.800104475318,110815271
2009,MEX,70050000,Chihuahua,12761.721,13598.714199616681,112463887
2010,MEX,70050000,Chihuahua,13221.274,12936.77988732499,114092963
2005,MEX,70170000,Nayarit,12980.532,7556.383715610903,106005203
2006,MEX,70170000,Nayarit,13426.465,7906.834663224408,107560153
2007,MEX,70170000,Nayarit,13644.275,8126.561443835698,109170502
2008,MEX,70170000,Nayarit,13611.974,8197.796034874125,110815271
2009,MEX,70170000,Nayarit,12761.721,7769.561166026809,112463887
2010,MEX,70170000,Nayarit,13221.274,8136.173817716089,114092963
2005,MEX,70290000,Veracruz,12980.532,7936.318509373145,106005203
2006,MEX,70290000,Veracruz,13426.465,8434.548869530105,107560153
2007,MEX,70290000,Veracruz,13644.275,8798.359467897219,109170502
2008,MEX,70290000,Veracruz,13611.974,9001.85237073355,110815271
2009,MEX,70290000,Veracruz,12761.721,8647.606022651598,112463887
2010,MEX,70290000,Veracruz,13221.274,9173.342019691328,114092963
2005,MEX,70310000,Zacatecas,12980.532,7121.5508466775755,106005203
2006,MEX,70310000,Zacatecas,13426.465,7744.466760597532,107560153
2007,MEX,70310000,Zacatecas,13644.275,8250.649787947168,109170502
2008,MEX,70310000,Zacatecas,13611.974,8607.084700620966,110815271
2009,MEX,70310000,Zacatecas,12761.721,8418.247536573612,112463887
2010,MEX,70310000,Zacatecas,13221.274,9080.072359777665,114092963
2005,MEX,70160000,Mexico,12980.532,9218.81553141845,106005203
2006,MEX,70160000,Mexico,13426.465,9491.071814167659,107560153
2007,MEX,70160000,Mexico,13644.275,9600.411274392263,109170502
2008,MEX,70160000,Mexico,13611.974,9533.79092602023,110815271
2009,MEX,70160000,Mexico,12761.721,8897.375718475176,112463887
2010,MEX,70160000,Mexico,13221.274,9176.784195437716,114092963
2005,MEX,70000000,Aguascalientes,12980.532,15374.336497622075,106005203
2006,MEX,70000000,Aguascalientes,13426.465,15513.784647635546,107560153
2007,MEX,70000000,Aguascalientes,13644.275,15374.580028090522,109170502
2008,MEX,70000000,Aguascalientes,13611.974,14952.46158746856,110815271
2009,MEX,70000000,Aguascalientes,12761.721,13660.229060679758,112463887
2010,MEX,70000000,Aguascalientes,13221.274,13786.150530200204,114092963
2005,MEX,70190000,Oaxaca,12980.532,5839.029869162307,106005203
2006,MEX,70190000,Oaxaca,13426.465,6064.304798988702,107560153
2007,MEX,70190000,Oaxaca,13644.275,6187.559070704226,109170502
2008,MEX,70190000,Oaxaca,13611.974,6197.594110751517,110815271
2009,MEX,70190000,Oaxaca,12761.721,5833.272911855056,112463887
2010,MEX,70190000,Oaxaca,13221.274,6067.352682301645,114092963
2005,MEX,70030000,Campeche,12980.532,21845.04570224457,106005203
2006,MEX,70030000,Campeche,13426.465,37296.76478761304,107560153
2007,MEX,70030000,Campeche,13644.275,52689.73925968739,109170502
2008,MEX,70030000,Campeche,13611.974,67169.84957957585,110815271
2009,MEX,70030000,Campeche,12761.721,76527.95633490152,112463887
2010,MEX,70030000,Campeche,13221.274,93194.64378956956,114092963
2005,MEX,70060000,Coahuila,12980.532,17644.270454226298,106005203
2006,MEX,70060000,Coahuila,13426.465,18005.020134868744,107560153
2007,MEX,70060000,Coahuila,13644.275,18050.412379739348,109170502
2008,MEX,70060000,Coahuila,13611.974,17764.397828278765,110815271
2009,MEX,70060000,Coahuila,12761.721,16428.672431261188,112463887
2010,MEX,70060000,Coahuila,13221.274,16790.138241502416,114092963
2005,MEX,70250000,Sonora,12980.532,15338.510891858623,106005203
2006,MEX,70250000,Sonora,13426.465,15594.095314008413,107560153
2007,MEX,70250000,Sonora,13644.275,15574.250714873087,109170502
2008,MEX,70250000,Sonora,13611.974,15268.25098368966,110815271
2009,MEX,70250000,Sonora,12761.721,14064.497538547374,112463887
2010,MEX,70250000,Sonora,13221.274,14316.009838602109,114092963
2005,MEX,70200000,Puebla,12980.532,9113.175128326084,106005203
2006,MEX,70200000,Puebla,13426.465,9307.563420021519,107560153
2007,MEX,70200000,Puebla,13644.275,9339.24944950975,109170502
2008,MEX,70200000,Puebla,13611.974,9199.4955232925,110815271
2009,MEX,70200000,Puebla,12761.721,8515.517391044035,112463887
2010,MEX,70200000,Puebla,13221.274,8710.927943378076,114092963
2005,MEX,70090000,Durango,12980.532,11671.507880570398,106005203
2006,MEX,70090000,Durango,13426.465,11973.47012449646,107560153
2007,MEX,70090000,Durango,13644.275,12068.226523411882,109170502
2008,MEX,70090000,Durango,13611.974,11941.63958382481,110815271
2009,MEX,70090000,Durango,12761.721,11104.54685751647,112463887
2010,MEX,70090000,Durango,13221.274,11412.106928000956,114092963
2005,MEX,70130000,Jalisco,12980.532,12477.102180500364,106005203
2006,MEX,70130000,Jalisco,13426.465,12907.585414030335,107560153
2007,MEX,70130000,Jalisco,13644.275,13118.941265719166,109170502
2008,MEX,70130000,Jalisco,13611.974,13090.069733224194,110815271
2009,MEX,70130000,Jalisco,12761.721,12274.221692041103,112463887
2010,MEX,70130000,Jalisco,13221.274,12719.401570985048,114092963
2005,MEX,70110000,Guerrero,12980.532,7082.295233616057,106005203
2006,MEX,70110000,Guerrero,13426.465,7181.693058850164,107560153
2007,MEX,70110000,Guerrero,13644.275,7153.504772040622,109170502
2008,MEX,70110000,Guerrero,13611.974,6993.812668322626,110815271
2009,MEX,70110000,Guerrero,12761.721,6424.33981764038,112463887
2010,MEX,70110000,Guerrero,13221.274,6520.351332241056,114092963
2005,MEX,70260000,Tabasco,12980.532,8551.633445357918,106005203
2006,MEX,70260000,Tabasco,13426.465,12125.191755571572,107560153
2007,MEX,70260000,Tabasco,13644.275,15621.036044628596,109170502
2008,MEX,70260000,Tabasco,13611.974,18842.426749542916,110815271
2009,MEX,70260000,Tabasco,12761.721,20689.270775485536,112463887
2010,MEX,70260000,Tabasco,13221.274,24538.17079191428,114092963
2005,MEX,70080000,Distrito Federal,12980.532,33302.647461637185,106005203
2006,MEX,70080000,Distrito Federal,13426.465,33423.32235651859,107560153
2007,MEX,70080000,Distrito Federal,13644.275,32936.39248030497,109170502
2008,MEX,70080000,Distrito Federal,13611.974,31842.712561901906,110815271
2009,MEX,70080000,Distrito Federal,12761.721,28910.46786241272,112463887
2010,MEX,70080000,Distrito Federal,13221.274,28987.1661284287,114092963
2005,MEX,70040000,Chiapas,12980.532,5128.463639978109,106005203
2006,MEX,70040000,Chiapas,13426.465,5399.316411481412,107560153
2007,MEX,70040000,Chiapas,13644.275,5582.177196753594,109170502
2008,MEX,70040000,Chiapas,13611.974,5663.152005473912,110815271
2009,MEX,70040000,Chiapas,12761.721,5396.733006699672,112463887
2010,MEX,70040000,Chiapas,13221.274,5681.225027682856,114092963
2005,MEX,70220000,Quintana Roo,12980.532,19298.443029595015,106005203
2006,MEX,70220000,Quintana Roo,13426.465,19170.600508754203,107560153
2007,MEX,70220000,Quintana Roo,13644.275,18686.287239908965,109170502
2008,MEX,70220000,Quintana Roo,13611.974,17856.994208781845,110815271
2009,MEX,70220000,Quintana Roo,12761.721,16012.657445126568,112463887
2010,MEX,70220000,Quintana Roo,13221.274,15843.329044286218,114092963
2005,MEX,70180000,Nuevo Leon,12980.532,23901.05067062731,106005203
2006,MEX,70180000,Nuevo Leon,13426.465,24638.05526405186,107560153
2007,MEX,70180000,Nuevo Leon,13644.275,24953.363947405218,109170502
2008,MEX,70180000,Nuevo Leon,13611.974,24811.429519829428,110815271
2009,MEX,70180000,Nuevo Leon,12761.721,23184.29010085811,112463887
2010,MEX,70180000,Nuevo Leon,13221.274,23942.35753741515,114092963
2005,MEX,70210000,Queretaro,12980.532,14951.397040577005,106005203
2006,MEX,70210000,Queretaro,13426.465,15435.198028987836,107560153
2007,MEX,70210000,Queretaro,13644.275,15655.708695695603,109170502
2008,MEX,70210000,Queretaro,13611.974,15589.426672430625,110815271
2009,MEX,70210000,Queretaro,12761.721,14588.269689153474,112463887
2010,MEX,70210000,Queretaro,13221.274,15087.088557631423,114092963
2005,MEX,70100000,Guanajuato,12980.532,9341.408335474958,106005203
2006,MEX,70100000,Guanajuato,13426.465,9894.874948204786,107560153
2007,MEX,70100000,Guanajuato,13644.275,10289.39449230568,109170502
2008,MEX,70100000,Guanajuato,13611.974,10496.317158133475,110815271
2009,MEX,70100000,Guanajuato,12761.721,10055.154879546684,112463887
2010,MEX,70100000,Guanajuato,13221.274,10638.32897189945,114092963
2005,MEX,70240000,Sinaloa,12980.532,9894.587878834627,106005203
2006,MEX,70240000,Sinaloa,13426.465,10497.09872075408,107560153
2007,MEX,70240000,Sinaloa,13644.275,10931.60960053236,109170502
2008,MEX,70240000,Sinaloa,13611.974,11166.869600650634,110815271
2009,MEX,70240000,Sinaloa,12761.721,10711.522004889976,112463887
2010,MEX,70240000,Sinaloa,13221.274,11346.815894502284,114092963
2005,MEX,70280000,Tlaxcala,12980.532,6704.547479117785,106005203
2006,MEX,70280000,Tlaxcala,13426.465,6947.067293082091,107560153
2007,MEX,70280000,Tlaxcala,13644.275,7072.08700976335,109170502
2008,MEX,70280000,Tlaxcala,13611.974,7067.645861852216,110815271
2009,MEX,70280000,Tlaxcala,12761.721,6637.471170789152,112463887
2010,MEX,70280000,Tlaxcala,13221.274,6888.7944438704035,114092963
2005,MEX,70070000,Colima,12980.532,12570.841546800822,106005203
2006,MEX,70070000,Colima,13426.465,12980.469203642362,107560153
2007,MEX,70070000,Colima,13644.275,13168.790677501114,109170502
2008,MEX,70070000,Colima,13611.974,13115.886785421584,110815271
2009,MEX,70070000,Colima,12761.721,12276.230493332627,112463887
2010,MEX,70070000,Colima,13221.274,12698.716073706022,114092963
2005,MEX,70140000,Michoacan,12980.532,7163.745921186712,106005203
2006,MEX,70140000,Michoacan,13426.465,7599.379118436778,107560153
2007,MEX,70140000,Michoacan,13644.275,7913.366240611203,109170502
2008,MEX,70140000,Michoacan,13611.974,8083.114143899856,110815271
2009,MEX,70140000,Michoacan,12761.721,7753.0075909074985,112463887
2010,MEX,70140000,Michoacan,13221.274,8212.328305885983,114092963
2005,MEX,70230000,San Luis Potosi,12980.532,10269.64770571168,106005203
2006,MEX,70230000,San Luis Potosi,13426.465,10727.212222227467,107560153
2007,MEX,70230000,San Luis Potosi,13644.275,11006.6996904799,109170502
2008,MEX,70230000,San Luis Potosi,13611.974,11085.003074091717,110815271
2009,MEX,70230000,San Luis Potosi,12761.721,10489.262299163734,112463887
2010,MEX,70230000,San Luis Potosi,13221.274,10967.276821237321,114092963
2005,MEX,70270000,Tamaulipas,12980.532,14911.211514661381,106005203
2006,MEX,70270000,Tamaulipas,13426.465,15194.064782606682,107560153
2007,MEX,70270000,Tamaulipas,13644.275,15209.922095902883,109170502
2008,MEX,70270000,Tamaulipas,13611.974,14946.444205689104,110815271
2009,MEX,70270000,Tamaulipas,12761.721,13801.46198864325,112463887
2010,MEX,70270000,Tamaulipas,13221.274,14083.139027750552,114092963
2003,USA,80040000,California,41939.832,45974.36541824903,290107933
2004,USA,80040000,California,43153.078,47229.28671891971,292805298
2005,USA,80040000,California,44203.773,48302.81358528416,295516599
2006,USA,80040000,California,44969.367,48891.047659961354,298379912
2007,USA,80040000,California,45345.02,49047.47742245639,301231207
2008,USA,80040000,California,44794.457,48198.39083000986,304093966
2009,USA,80040000,California,43160.105,46193.74962961187,306771529
2010,USA,80040000,California,43875.266,46705.7928098428,309326085
2003,USA,80400000,South Carolina,41939.832,34553.33857191425,290107933
2004,USA,80400000,South Carolina,43153.078,35509.84989412055,292805298
2005,USA,80400000,South Carolina,44203.773,36330.31285247591,295516599
2006,USA,80400000,South Carolina,44969.367,36879.82673577113,298379912
2007,USA,80400000,South Carolina,45345.02,37107.495897041255,301231207
2008,USA,80400000,South Carolina,44794.457,36575.15696149875,304093966
2009,USA,80400000,South Carolina,43160.105,35161.66640006519,306771529
2010,USA,80400000,South Carolina,43875.266,35662.6907311511,309326085
2003,USA,80420000,Tennessee,41939.832,37010.970495631525,290107933
2004,USA,80420000,Tennessee,43153.078,38112.04563064041,292805298
2005,USA,80420000,Tennessee,44203.773,39069.02388376542,295516599
2006,USA,80420000,Tennessee,44969.367,39662.5860415723,298379912
2007,USA,80420000,Tennessee,45345.02,39910.11347635671,301231207
2008,USA,80420000,Tennessee,44794.457,39340.249426042246,304093966
2009,USA,80420000,Tennessee,43160.105,37822.514879990056,306771529
2010,USA,80420000,Tennessee,43875.266,38364.148203977085,309326085
2003,USA,80230000,Minnesota,41939.832,44935.27625509244,290107933
2004,USA,80230000,Minnesota,43153.078,46184.283586554506,292805298
2005,USA,80230000,Minnesota,44203.773,47256.47382079608,295516599
2006,USA,80230000,Minnesota,44969.367,48097.636194443556,298379912
2007,USA,80230000,Minnesota,45345.02,48523.620125238056,301231207
2008,USA,80230000,Minnesota,44794.457,47956.63379161269,304093966
2009,USA,80230000,Minnesota,43160.105,46229.31088541758,306771529
2010,USA,80230000,Minnesota,43875.266,47017.80644032486,309326085
2003,USA,80380000,Pennsylvania,41939.832,41301.81151382123,290107933
2004,USA,80380000,Pennsylvania,43153.078,42382.53320435346,292805298
2005,USA,80380000,Pennsylvania,44203.773,43299.30376377812,295516599
2006,USA,80380000,Pennsylvania,44969.367,44376.4581946699,298379912
2007,USA,80380000,Pennsylvania,45345.02,45081.58821967986,301231207
2008,USA,80380000,Pennsylvania,44794.457,44866.24509365274,304093966
2009,USA,80380000,Pennsylvania,43160.105,43553.3421843049,306771529
2010,USA,80380000,Pennsylvania,43875.266,44607.469456941886,309326085
2003,USA,80280000,Nevada,41939.832,43978.485126620275,290107933
2004,USA,80280000,Nevada,43153.078,45617.26679913495,292805298
2005,USA,80280000,Nevada,44203.773,47091.85355671932,295516599
2006,USA,80280000,Nevada,44969.367,46670.930399205914,298379912
2007,USA,80280000,Nevada,45345.02,45801.808787684466,301231207
2008,USA,80280000,Nevada,44794.457,43986.947907206355,304093966
2009,USA,80280000,Nevada,43160.105,41157.09554972408,306771529
2010,USA,80280000,Nevada,43875.266,40580.018257755546,309326085
2003,USA,80330000,North Carolina,41939.832,38078.245697685285,290107933
2004,USA,80330000,North Carolina,43153.078,39010.31949636812,292805298
2005,USA,80330000,North Carolina,44203.773,39789.87058583246,295516599
2006,USA,80330000,North Carolina,44969.367,40271.28603754288,298379912
2007,USA,80330000,North Carolina,45345.02,40396.912704565686,301231207
2008,USA,80330000,North Carolina,44794.457,39694.34578587841,304093966
2009,USA,80330000,North Carolina,43160.105,38040.23374502067,306771529
2010,USA,80330000,North Carolina,43875.266,38458.627121038335,309326085
2003,USA,80090000,Florida,41939.832,41314.93853064946,290107933
2004,USA,80090000,Florida,43153.078,42864.29111911709,292805298
2005,USA,80090000,Florida,44203.773,44259.60218759763,295516599
