city,country,Region_ID,year_2020,year_2021,year_2022,year_2023,year_2024,year_2025,year_2026,year_2027,year_2028,year_2029,year_2030,year_2031,year_2032,year_2033,year_2034,year_2035,year_2036,year_2037,year_2038,year_2039,year_2040,year_2041,year_2042,year_2043,year_2044,year_2045,year_2046,year_2047,year_2048,year_2049,year_2050,year_2051,year_2052,year_2053,year_2054,year_2055,year_2056,year_2057,year_2058,year_2059,year_2060,year_2061,year_2062,year_2063,year_2064,year_2065,year_2066,year_2067,year_2068,year_2069,year_2070,year_2071,year_2072,year_2073,year_2074,year_2075,year_2076,year_2077,year_2078,year_2079,year_2080,year_2081,year_2082,year_2083,year_2084,year_2085,year_2086,year_2087,year_2088,year_2089,year_2090,year_2091,year_2092,year_2093,year_2094,year_2095,year_2096,year_2097,year_2098,year_2099
Ibadan,Nigeria,NGA.31.637,5232.757198448449,5329.2219975245,5427.46510527451,5527.51930444818,5629.4179821342395,5733.19514090381,5799.50567129835,5866.58315385556,5934.436459206159,6003.07456056342,6072.506534945699,6136.29060195114,6200.74464062432,6265.8756881388,6331.690855647261,6398.19732896922,6465.296149289,6533.098644632701,6601.6121945486,6670.84425596444,6740.80236402792,6813.55887302823,6887.1006757164405,6961.43624813396,7036.5741577996205,7112.523064677471,7193.14865176001,7274.6881881258305,7357.1520340362795,7440.550667210029,7524.894684134781,7608.99156127895,7694.02829007905,7780.015374144541,7866.9634344785,7954.8832107893595,8032.8927116697205,8111.667212104491,8191.214214078721,8271.54129309817,8352.65609901701,8419.02979846615,8485.93093108967,8553.3636881126,8621.33229402443,8689.84100691029,8746.94881808336,8804.43192981662,8862.2928084842,8920.53393671042,8979.15781340799,9025.975070020659,9073.0364314359,9120.343170415601,9167.89656634398,9215.697905304009,9257.412989530909,9299.31689812062,9341.410485787399,9383.69461110426,9426.170136579409,9463.013413189308,9500.000696018531,9537.132547914642,9574.40953395384,9611.83222140282,9648.24990872528,9684.805576808041,9721.49974844624,9758.332948409019,9795.305703439459,9828.66131543616,9862.130512147041,9895.713680329209,9929.41120811519,9963.223484898292,9995.5459461512,10027.9732671789,10060.5057881912,10093.1438504548
Faisalabad,Pakistan,PAK.7.21.84,3395.6147206090995,3402.0782349547303,3408.5540525166602,3415.0421967405105,3421.54269105915,3428.0555590073604,3444.3880331548603,3460.79832102723,3477.28679333514,3493.85382257222,3510.49978302776,3538.25145108961,3566.2225053110496,3594.4146800179997,3622.8297232395003,3651.4693968223705,3686.1141560418105,3721.0876211091795,3756.39291074957,3792.0331732848,3828.0115868881603,3867.1858695297296,3906.7610455227205,3946.7412174674605,3987.13052988877,4027.93316978354,4069.8385636356898,4112.17992848282,4154.96180002598,4198.18876117584,4241.86544249841,4285.89955383133,4330.39077607954,4375.34385441365,4420.76358330245,4466.65480697142,4511.47595300415,4556.74686182177,4602.47204663485,4648.6560659151,4695.30352387927,4739.70453353178,4784.5254201217895,4829.770154197729,4875.44274387704,4921.54723515182,4965.3469799789,5009.53652451062,5054.11933780635,5099.09891979569,5144.47880154598,5189.1296936192,5234.16812780478,5279.5974677268705,5325.42110619882,5371.64246550336,5418.30382574855,5465.37051502349,5512.8460542455105,5560.73399492203,5609.03791944348,5658.466250411371,5708.33015693168,5758.633477449971,5809.38008417301,5860.57388346348,5913.1080665893505,5966.1131661235495,6019.59340337177,6073.55303745069,6127.996365670029,6183.55150605513,6239.610297777371,6296.177306860451,6353.257140666729,6410.854448381179,6469.44247193427,6528.565924354661,6588.22969886036,6648.43873338287
Fuzhou,China,CHN.4.20.123,24213.6591754286,25373.6654905444,26589.2443501281,27863.0580739094,29197.8965257562,30596.683223416,31573.4411359783,32581.380729636,33621.4974375209,34694.8184708044,35802.4038328061,36640.571695343395,37498.3618539316,38376.2336849358,39274.6573190117,40194.1138932631,40907.0476652826,41632.6269346049,42371.0759979404,43122.6231302397,43887.5006555023,44489.7613037559,45100.2866716766,45719.1901745232,46346.586784057996,46982.593049687304,47479.015575107594,47980.683347739694,48487.65178965231,48999.9769080991,49517.7153021414,49931.3039224274,50348.3469740925,50768.8733096324,51192.9120226212,51620.492449749196,51951.4057034782,52284.4402771066,52619.6097695996,52956.9278665225,53296.4083418229,53566.4600951864,53837.880194928206,54110.67557450599,54384.8532023992,54660.4200823642,54893.315696111604,55127.203625017,55362.0880970595,55597.973358556796,55834.8636734013,56060.8322560138,56287.7153531895,56515.5166661771,56744.2399109981,56973.888818956395,57200.0420739185,57427.0930261511,57655.045238725,57883.9022892296,58113.6677692629,58337.766127876,58562.728656149906,58788.558686647404,59015.2595645392,59242.8346479862,59464.2327844434,59686.4583141871,59909.5143295929,60133.4039342438,60358.1302431843,60587.548172368704,60817.838106582596,61049.00336005,61281.047259985,61513.973145954806,61760.595381116604,62008.206375879294,62256.810094347195,62506.4105164163
Changsha,China,CHN.14.150.1017,28590.1168979756,29959.786633213,31395.0732803591,32899.1203558488,34475.2219727311,36126.830055322,37280.130458948,38470.2484249874,39698.359304467005,40965.6759701829,42273.4500139421,43263.111138603905,44275.9411587014,45312.4824796556,46373.2902054701,47458.9324353349,48300.72424103809,49157.4471336425,50029.3659498842,50916.7502239,51819.8742705159,52530.9895221634,53251.8632863699,53982.629477833,54723.4238484386,55474.38401311389,56060.531605561504,56652.8724889221,57251.472102055595,57856.396575474006,58467.7127380908,58956.0547485549,59448.475555877194,59945.009227387694,60445.690115304,60950.5528583871,61341.2764800347,61734.5048361962,62130.2539833602,62528.540081043204,62929.3793925545,63248.241202758,63568.71867898059,63890.8200075746,64214.5534166642,64539.9271760179,64814.9171215788,65091.078736784904,65368.417013858096,65646.936966161,65926.6436285785,66193.45452838679,66461.3452352262,66730.3201192011,67000.3835681179,67271.5399874853,67538.5689379956,67806.657838465,68075.8108961137,68346.0323352276,68617.3263963935,68881.92904159719,69147.5520494588,69414.1993547916,69681.8749073091,69950.5826723893,70211.9970483084,70474.3883633421,70737.7602688167,71002.11642917599,71267.4605226177,71538.3442155007,71810.2575223165,72083.2043567379,72357.1886469559,72632.2143364436,72923.4118990262,73215.7769329482,73509.3141186724,73804.0281557644
Dakar,Senegal,SEN.1.1.1,2644.67191005605,2658.14235534797,2671.68141138193,2685.28942761347,2698.96675530653,2712.7137474697897,2721.21258499954,2729.73804909251,2738.29022316467,2746.8691908994,2755.4750362475297,2760.4228008903697,2765.3794498034003,2770.34499893118,2775.31946425646,2780.30286180019,2781.4627865683697,2782.6231952509697,2783.78408803901,2784.9454651617198,2786.10732678466,2786.23009639759,2786.35287143573,2786.4756518736303,2786.59843771128,2786.72122897414,2788.98173058154,2791.24406584989,2793.50823624372,2795.7742432658197,2798.0420884061896,2804.78480878365,2811.54377776096,2818.3190344990503,2825.1106182479903,2831.91856835973,2842.90641854667,2853.9369016211103,2865.0101829885903,2876.12642871692,2887.2858054978997,2900.61111141252,2913.99791583401,2927.4465025931104,2940.9571568195397,2954.5301649802504,2969.26992628812,2984.08322232443,2998.9704199410903,3013.93188782386,3028.9679964924103,3044.2296389871303,3059.5681782043202,3074.98400160153,3090.4774985848,3106.04906049593,3121.2387209578496,3136.5026641282298,3151.8412533058504,3167.25485352145,3182.74383158874,3198.2265419214,3213.78456911659,3229.4182795804604,3245.12804146391,3260.91422473899,3277.3010901886,3293.77030351044,3310.3222785240196,3326.95743112474,3343.67617930931,3361.1002892010997,3378.6151972431103,3396.22137658846,3413.91930286091,3431.70945415484,3450.30393525569,3468.9991692646995,3487.7957021170196,3506.69408268961
Izmir,Turkey,TUR.41.485,18083.347194556,18347.5359808693,18615.5844350443,18887.5489449917,19163.486722339,19443.4558146558,19683.6552793256,19926.8221065686,20172.992954448502,20422.2049337677,20674.4956140527,20918.9110254163,21166.215933808402,21416.444499016798,21669.6312849193,21925.811263558702,22170.127032337798,22417.165172309502,22666.956018226498,22919.530243217203,23174.9188619695,23416.0723064998,23659.7351442296,23905.933487535898,24154.693720056803,24406.0425005121,24634.317542120898,24864.727689930096,25097.292914228197,25332.033371748,25568.969408086097,25803.2530860875,26039.6834615409,26278.28020431,26519.0631643352,26762.0523734164,27008.2994773588,27256.812388074,27507.6119538196,27760.7192150278,28016.1554055798,28276.2148868663,28538.6883659769,28803.5982504742,29070.9671565244,29340.8179099161,29610.047547867,29881.747621347597,30155.940798993302,30432.649957278998,30711.8981825567,30977.650261386898,31245.701910456602,31516.0730282275,31788.7836849599,32063.8541250051,32317.045750306403,32572.236698466,32829.4427571309,33088.6798387539,33349.9639811025,33595.602420485804,33843.0501043871,34092.3203588552,34343.4266081277,34596.3823748856,34848.2388463534,35101.9287949921,35357.4655685002,35614.8626113644,35874.1334660054,36140.2149512502,36408.269985352,36678.3132064733,36950.3593608991,37224.4233048196,37508.9136505481,37795.5782342377,38084.433672855695,38375.4967099578
Xiangtan,China,CHN.14.156.1070,25575.914150019704,26801.182157403902,28085.1492079448,29430.6274030573,30840.563563340096,32318.0456835697,33349.7557747564,34414.4018213351,35513.0352593613,36646.7410905786,37816.6389539633,38701.9619503733,39608.011188786404,40535.2718898678,41484.240634007,42455.4256265938,43208.468890870296,43974.8690853354,44754.8631255593,45548.692129110896,46356.601490569,46992.745186336906,47637.6185729916,48291.3414465392,48954.0352471079,49625.8230809799,50150.1742250288,50680.06571289481,51215.5560843656,51756.7044977804,52303.5707365248,52740.4277588184,53180.933557907694,53625.118609779005,54073.013644614904,54524.6496494678,54874.1800078503,55225.951031182696,55579.9770831828,55936.2726198988,56294.852189709694,56580.09699338111,56866.787126422,57154.929912243606,57444.532711316795,57735.6029215541,57981.601189595705,58228.6476003548,58476.7466195774,58725.9027323674,58976.1204425497,59214.8019663643,59454.449455192596,59695.066818504696,59936.6579811803,60179.22688452769,60418.103470371905,60657.928257707004,60898.705010057005,61140.4375063558,61383.1295401825,61619.835621534294,61857.454490675496,62095.9896675045,62335.444685419294,62575.8230914445,62809.677036818095,63044.404924636205,63280.010020856396,63516.4956037893,63753.8649639712,63996.189893867595,64239.4358874346,64483.6064457227,64728.7050827721,64974.7353262499,65235.232472575706,65496.7740057359,65759.3641129567,66023.00699827481
Lanzhou,China,CHN.5.35.219,23124.8970734127,24232.743948120296,25393.6645593897,26610.2015165255,27885.019237518798,29220.909784980402,30153.7479830896,31116.365784414902,32109.7138628705,33134.7732412595,34192.5562599174,34993.0360805686,35812.2558847037,36650.6543931152,37508.680597073,38386.793999531,39067.6708539807,39760.6246038823,40465.8694600024,41183.6234333089,41914.1084011948,42489.288525908,43072.3617487792,43663.436385487,44262.6222381697,44870.030615674004,45344.1316063043,45823.2419928622,46307.414705253206,46796.703232205895,47291.1616281496,47686.1533229289,48084.4441213238,48486.061578488894,48891.0334797052,49299.387842672004,49615.4216513611,49933.4813953993,50253.580061949906,50575.730721465,50899.9465284493,51157.85546139599,51417.071213368705,51677.6004059387,51939.4496942979,52202.6257675146,52425.0492787187,52648.4204859513,52872.7434271812,53098.0221573154,53324.2607489625,53540.068701653094,53756.750048026,53974.3083227526,54192.747074895095,54412.069867906604,54628.0541893027,54844.8958430532,55062.5982322743,55281.1647734542,55500.5988969624,55714.6207198866,55929.467855283096,56145.1434858206,56361.650806393896,56578.993024123396,56790.436039676795,57002.6692452562,57215.6955937864,57429.5180492718,57644.1395869238,57863.241787148094,58083.1767827012,58303.9477390596,58525.5578337978,58748.0102562072,58983.5431743225,59220.02039273651,59457.4456971328,59695.8228886042
Incheon,"Korea, South",KOR.11.R5ca567607be6efbd,37958.9131704158,38036.558339781004,38114.3623327386,38192.325474165096,38270.4480897012,38348.7305054969,38491.111776455204,38634.0216809244,38777.4621816627,38921.4352488148,39065.942859402596,39269.9119493483,39474.9459921725,39681.050548217005,39888.231206860095,40096.4935863891,40327.0895273782,40559.0116314892,40792.2675253599,41026.8648798196,41262.811409506496,41529.5593473356,41798.0317062288,42068.2396338686,42340.194350146405,42613.9071474173,42915.7580756637,43219.7471316783,43525.889460996295,43834.2003156199,44144.695056437595,44484.540154585,44827.001528257,45172.099318904104,45519.8538225826,45870.285492120194,46237.09583321559,46606.839442046105,46979.5397749229,47355.2204760024,47733.9053781775,48126.8368858713,48523.0028904426,48922.4300174995,49325.1451113143,49731.1752377533,50157.0680484638,50586.608162627694,51019.8268153803,51456.7555092975,51897.4260168155,52361.0431950857,52828.802021524,53300.739495117195,53776.8929450772,54257.3000340254,54761.8593115271,55271.1106776755,55785.0977660184,56303.864615976396,56827.4556761539,57372.169607691605,57922.1048404592,58477.31142275481,59037.8398826141,59603.7412323945,60178.196394409,60758.1881005485,61343.7697112977,61934.9951015184,62531.9186656711,63123.7091177225,63721.100164488096,64324.1448091013,64932.89655621,65547.4094165612,66153.7842904022,66765.7686992373,67383.4145365767,68006.7741757951
Sapporo,Japan,JPN.12.576,39118.2036566888,39182.110693110604,39246.1221339581,39310.2381495015,39374.458910902904,39438.7845891968,39652.1743514884,39866.7186928337,40082.4238601324,40299.2961342873,40517.3418300772,40825.9139674079,41136.8361296585,41450.1262141992,41765.8022546677,42083.8824219876,42451.9801838885,42823.2976099095,43197.862861658396,43575.7043469157,43956.8507223085,44370.31981644849,44787.6781040044,45208.96216752,45634.208934027694,46063.45567759599,46527.105518114906,46995.4222071414,47468.452718809196,47946.2444998579,48428.84547459889,48947.6071726348,49471.9257592462,50001.860758910996,50537.47233376151,51078.821290206906,51669.5488741419,52267.108234179,52871.578380125895,53483.039235418095,54101.5716475612,54753.215822304104,55412.7089397662,56080.145538876604,56755.621297606,57439.233046339,58128.691540712,58826.4257901097,59532.5351305788,60247.1200904413,60970.2824049395,61679.108729458894,62396.175704004105,63121.57913237019,63855.4159324327,64597.7841483737,65322.6435534313,66055.6366919316,66796.8548335352,67546.3902718174,68304.3363362396,69078.3534130445,69861.1415646003,70652.80018375309,71453.4297894007,72263.1320399918,73107.3187571849,73961.3673665564,74825.3930758528,75699.5124388105,76583.8433706924,77505.59338048121,78438.43741541481,79382.50900112849,80337.9432705745,81304.8769832528,82293.51958537429,83294.1837811001,84307.01574943769,85332.1634468547
Xiamen,China,CHN.4.27.179,27848.9014489881,29183.0616978083,30581.137701864103,32046.1914800767,33581.4317436059,35190.220923676,36313.6213420031,37472.8848058373,38669.1561949308,39903.6169371945,41177.4861763938,42141.4897594325,43128.061570709,44137.729953625,45171.0356207034,46228.531942806105,47048.499805161395,47883.0116572754,48732.3254699237,49596.703789151106,50476.4138184144,51169.092992544596,51871.2776842519,52583.0983360925,53304.6871806908,54036.178265318,54607.129639689105,55184.1137403433,55767.1943095492,56356.4357632708,56951.9031979168,57427.5846571093,57907.239167838896,58390.8999144999,58878.6003584786,59370.3742405729,59750.9681246009,60134.0018063068,60519.490926118095,60907.4512245616,61297.898543154406,61608.493675007805,61920.662585845996,62234.4132497246,62549.753681452195,62866.6919363354,63134.5526073188,63403.5545716778,63673.702692117,63945.0018523537,64217.4569564819,64477.3506281217,64738.296112144,65000.2976655642,65263.3595620808,65527.486093094405,65787.592162509,66048.73070186599,66310.9058096265,66574.1216002984,66838.3822048182,67096.1248721958,67354.8614486767,67614.5957670646,67875.3316749363,68137.07303464151,68391.7100903029,68647.2987575758,68903.8425929089,69161.3451656136,69419.81005875519,69683.6709340282,69948.5347298742,70214.4052583389,70481.28634611309,70749.1818342784,71032.82993027571,71317.61523022929,71603.5422933624,71890.6156971094
Guayaquil,Ecuador,ECU.10.82.406,9613.010527863242,9749.952265106609,9888.844800098,10029.7159228558,10172.5938192738,10317.507076750699,10440.7618880412,10565.4891236672,10691.7063734935,10819.4314374656,10948.682328233299,11068.9446075049,11190.527869105601,11313.4466229283,11437.7155382733,11563.349445541899,11673.1605159925,11784.014404650201,11895.9210145804,12008.8903429622,12122.9324818525,12220.4200668772,12318.6916065409,12417.7534051029,12517.6118174707,12618.273249696598,12688.041141063999,12758.194787226399,12828.736320894199,12899.6678869272,12970.991641786799,13032.584185555601,13094.4692005559,13156.6480754404,13219.122205866299,13281.892993603702,13353.2222602838,13424.9345945427,13497.0320538889,13569.516706274098,13642.390631493401,13731.2463032008,13820.6807102053,13910.6976216347,14001.3008315774,14092.494158701298,14197.321745021201,14302.929095391799,14409.3220104694,14516.506333445901,14624.4879513227,14741.874634866299,14860.2035484647,14979.4822553343,15099.7183790564,15220.919604596102,15344.424537679299,15468.931609136001,15594.448950557,15720.9847593746,15848.5472996263,15972.791760343,16098.010233738798,16224.210355621,16351.3998215251,16479.5863873518,16605.3105870916,16731.9939476504,16859.643786581102,16988.2674773447,17117.8724493098,17247.4636003339,17378.0358233191,17509.596545723798,17642.1532507868,17775.713478673402,17912.9597114496,18051.2656220323,18190.6393921891,18331.0892667275
George Town,Malaysia,MYS.9.65,19212.4125982182,19439.9758899605,19670.2345774499,19903.2205862001,20138.9662205991,20377.5041669651,20652.4592377806,20931.1242962726,21213.5494016918,21499.7852885123,21789.883375983,22117.1919856865,22449.417139683,22786.632689872597,23128.9135977787,23476.3359507214,23821.3770405524,24171.4893370226,24526.7473738781,24887.226779969704,25253.0042960638,25578.450094580698,25908.0900464502,26241.9782031725,26580.1693131206,26922.7188303289,27211.7479955953,27503.8800369167,27799.1482651488,28097.5863488802,28399.228318254103,28657.898758492098,28918.925262582998,29182.329290458598,29448.1324975372,29716.3567363786,29960.2554087095,30206.1558930052,30454.074619534,30704.0281529214,30956.0331940598,31201.4375701892,31448.7873927869,31698.0980845072,31949.385190136,32202.6643777363,32455.7545112934,32710.833754030096,32967.9177389877,33227.022221975,33488.1630825877,33751.9074569757,34017.7290159459,34285.6441189588,34555.6692539733,34827.8210392302,35103.180564073904,35380.717166459704,35660.4480589829,35942.3905905061,36226.562246796,36514.3400063175,36804.403824222405,37096.771860609304,37391.4624199948,37688.493951822595,37987.5161416925,38288.9107869684,38592.696710746604,38898.8928856353,39207.5184346464,39519.0127103684,39832.981733015,40149.44516379,40468.4228202861,40789.934677122,41115.5631657453,41443.7911660884,41774.63943013,42108.1288756622
Mashhad,Iran,IRN.23.204,15723.6254013995,15778.8544040782,15834.2773977511,15889.895064009299,15945.7080864814,16001.7171512159,16043.272567324399,16084.9359001157,16126.7074298931,16168.587437469,16210.576204802099,16268.6880654909,16327.008246251698,16385.53749388,16444.2765578459,16503.2261902939,16583.012700788,16663.18494728,16743.744794466398,16824.6941164683,16906.0347960665,17030.5839426572,17156.050660401,17282.4417091737,17409.763898519,17538.024088666698,17683.3685030065,17829.917443070903,17977.6808911386,18126.6689121405,18276.8916548051,18433.5053938701,18591.4611480171,18750.770416804,18911.4447986141,19073.495990783602,19256.108428456002,19440.4692242598,19626.5951172934,19814.5030068649,20004.2099540199,20221.610682118502,20441.3740668594,20663.525784818998,20888.0917918581,21115.0983257961,21338.2002884918,21563.659544757,21791.5010017038,22021.7498298096,22254.431465209,22446.445285256297,22640.1158229238,22835.457372394703,23032.4843515115,23231.2113024129,23383.2537397678,23536.2912565964,23690.3303655832,23845.3776218212,24001.439623321403,24138.4683116221,24276.2793222327,24414.877121663398,24554.2662016404,24694.4510798699,24849.276299906298,25005.0722176337,25161.8449191054,25319.600528326002,25478.345207887796,25664.1275362089,25851.2645472479,26039.766119109197,26229.642201724,26420.9028177421,26630.80572481,26842.3762217169,27055.627556953797,27270.573083822797
Damascus,Syria,SYR.13.52,7465.88541740549,7561.26003000985,7657.8530268104905,7755.67997230731,7854.756629861271,7955.098964203299,8026.05658261751,8097.647126362991,8169.87624099326,8242.7496223788,8316.27301725476,8378.589411284609,8441.372761235229,8504.6265661575,8568.35435132422,8632.55966839563,8684.36858194122,8736.48843032371,8788.92107964073,8841.66840719696,8894.73230154233,8931.45265128431,8968.32459456968,9005.34875726004,9042.52576772587,9079.856256999301,9098.0240781976,9116.22825127864,9134.468848948009,9152.74594410233,9171.059609778331,9182.20090106377,9193.35572714156,9204.52410445293,9215.706049451841,9226.90157864317,9246.09114446615,9265.32061962664,9284.59008712035,9303.89963010853,9323.24933195617,9359.390357726279,9395.67148204127,9432.093248009029,9468.656200787858,9505.36088771375,9557.69075391839,9610.30871176226,9663.21634725645,9716.415255173879,9769.90703906207,9834.36803438376,9899.254337734681,9964.56875525294,10030.3141116192,10096.4932501077,10168.7994161429,10241.623403707901,10314.9689211958,10388.8397035528,10463.239512468901,10536.0566605116,10609.380567205699,10683.2147592504,10757.562787872901,10832.4282290451,10904.5131774502,10977.0778188318,11050.1253453464,11123.6589703548,11197.681928651298,11270.583086963401,11343.958859481201,11417.8123361225,11492.1466269272,11566.9648621583,11645.034294268,11723.6306438887,11802.757467341798,11882.4183450054
Daegu,"Korea, South",KOR.4.44,37955.8738470013,38033.5127993946,38111.3105626451,38189.2674617567,38267.383822115095,38345.659969870496,38488.0298404787,38630.9283023168,38774.3573180156,38918.3188573377,39062.8148975597,39266.7676559354,39471.7852818632,39677.8733354305,39885.0374052513,40093.2831094856,40323.860587022005,40555.764121341,40789.0013386983,41023.5799092861,41259.507546979,41526.2341266309,41794.6849892967,42064.8712817674,42336.8042229156,42610.4951043322,42912.3218637296,43216.2865797332,43522.4043966049,43830.6905652005,44141.160445135,44480.9783322345,44823.4122854908,45168.4824444442,45516.209104005,45866.612714835705,46233.3936858745,46603.1076896828,46975.7781810437,47351.4288016938,47730.0833831251,48122.9834292506,48519.1177133457,48918.5128587262,49321.195707754196,49727.193323876105,50153.052033763,50582.557755211,51015.7417206812,51452.6354302025,51893.270653918495,52356.85071081611,52824.572084383,53296.4717705495,53772.587095471106,54252.955718839905,54757.4745967857,55266.6851878154,55780.631121911,56299.3564347996,56822.905571774696,57367.5758886128,57917.46708883691,58472.6292164152,59033.1127954353,59598.9688341794,60173.3780003827,60753.3232672693,61338.857991121105,61930.0360427249,62526.911811956204,63118.654880053,63715.998094455594,64318.994454094696,64927.6974591607,65542.1611161981,66148.4874383886,66760.4228462732,67378.0192295416,68001.32895711099
Nagpur,India,IND.21.323.1304,10564.8505332338,11176.5526174267,11823.67209238,12508.259615779,13232.4845778316,13998.641975838402,14530.570796347,15082.712168137901,15655.834139968701,16250.733945355702,16868.2391114329,17275.031673563702,17691.634399411698,18118.2838699916,18555.2223712052,19002.698032401,19278.6662826784,19558.642304632198,19842.6843014571,20130.8513217144,20423.2032711756,20597.0433791645,20772.3631953572,20949.175315053202,21127.4924404009,21307.3273819256,21406.0719799665,21505.2741902844,21604.9361335547,21705.059940514,21805.6477513225,21870.8914286741,21936.3303185859,22001.9650052244,22067.7960744115,22133.8241137521,22191.586980687098,22249.500591838198,22307.5653408524,22365.7816220133,22424.1498307507,22488.3518389723,22552.7376623332,22617.3078270545,22682.0628610125,22747.003293357404,22819.6482067638,22892.5251192931,22965.634771755296,23038.977907380297,23112.5552720722,23190.678004135898,23269.0647987593,23347.7165485567,23426.6341490715,23505.8184990312,23585.8364235904,23666.126743135097,23746.690385047,23827.5282796368,23908.641360653797,23989.8352224439,24071.3048190414,24153.0510867427,24235.074965155298,24317.3773970704,24401.1230370428,24485.1570853166,24569.4805349875,24654.0943828442,24738.999628986803,24825.8447955135,24912.994828245497,25000.4507973268,25088.2137767217,25176.2848442154,25268.220514484103,25360.4919042905,25453.100239403302,25546.0467503033
Lianshan,China,CHN.18.203.1363,21220.6963307782,22237.318460348197,23302.6440130253,24419.0062290389,25588.850127141402,26814.737859658,27670.7622589102,28554.1140845183,29465.665727644904,30406.317429556002,31376.9981704146,32111.5631346928,32863.3249538026,33632.6862225515,34420.0589602218,35225.8648325454,35850.6754391601,36486.568479031295,37133.740524080895,37792.3916332722,38462.7254137397,38990.5428012487,39525.603336299304,40068.0064154307,40617.852799001295,41175.2446301639,41610.306162402405,42049.964595879,42494.2685021114,42943.2669653385,43397.009588888795,43759.476015577406,44124.9698838103,44493.5164798281,44865.141301022406,45239.870057718,45529.8803209255,45821.7496953445,46115.490098885995,46411.113525745306,46708.632047165804,46945.303679894,47183.1745226493,47422.2506519336,47662.538174813395,47904.043229302,48108.151458458204,48313.1293462996,48518.9805981501,48725.708935507304,48933.318095278606,49131.3555185782,49330.194416617596,49529.838033195,49730.2896248438,49931.5524617239,50129.7517306931,50328.7377357584,50528.513599733094,50729.0824579106,50930.4474579379,51126.8458288237,51324.0015525045,51521.9175495572,51720.5967517662,51920.042102250096,52114.0740156554,52308.8310514595,52504.315919471104,52700.5313396871,52897.4800422924,53098.5404509413,53300.3650791099,53502.9568315837,53706.3186242278,53910.453383732405,54126.5915363717,54343.5962315054,54561.4709433125,54780.219159980596
Shijiazhuang,China,CHN.10.97.658,29417.329602680802,30826.6287038688,32303.443245335096,33851.0076961941,35472.7114797989,37172.1063971241,38358.7758404355,39583.3281078689,40846.972557543304,42150.9571546456,43496.569704204,44514.8652083501,45556.999965529,46623.5320749499,47715.032701816905,48832.08638233809,49698.2341877479,50579.745088859905,51476.8915850887,52389.9510092622,53319.2056132025,54050.895931802996,54792.627111190704,55544.5369403837,56306.7650993316,57079.453184640704,57682.560089775,58292.0394797179,58907.9586865529,59530.3857538829,60159.3894445979,60661.8609081599,61168.529182541395,61679.4293207812,62194.5966688296,62714.0668679671,63116.09549917519,63520.701335531,63927.900898359905,64337.710814690196,64750.1478182714,65078.2354228158,65407.9854403162,65739.4062940006,66072.50645001531,66407.2944174243,66690.240789898,66974.3927326422,67259.755382042,67546.3338968966,67834.1334575277,68108.6641356099,68384.3058634996,68661.0631375079,68938.9404725391,69217.9424014542,69492.6974392862,69768.5430951114,70045.4836980268,70323.5235944492,70602.6671476062,70874.9256786662,71148.23409500929,71422.5964453018,71698.0167936199,71974.4992200862,72243.4772338786,72513.4604532045,72784.45263483831,73056.4575493084,73329.4789812794,73608.2002928158,73887.9810086051,74168.82515553679,74450.7367755275,74733.71992615849,75033.3428591284,75334.16704244139,75636.1972920633,75939.438443445
Tunis,Tunisia,TUN.23,13724.0287646115,13864.1446703284,14005.691093798001,14148.682640071102,14293.1340629464,14439.060267135601,14522.1990299426,14605.816497928301,14689.9154275124,14774.498590906398,14859.568776240601,15063.319748751499,15269.8645077179,15479.2413605471,15691.4891403581,15906.647212731,16267.6972152698,16636.9423516331,17014.5686357027,17400.766302972,17795.7299073337,18277.9907065969,18773.3206790285,19282.0739969212,19804.6144302416,20341.3156070663,20873.8582627769,21420.3430687679,21981.1350355474,22556.6087292715,23147.1485227557,23657.9134890733,24179.9489949325,24713.5037360189,25258.8318956414,25816.1932662271,26254.677221551603,26700.608757433598,27154.1143698993,27615.3227034137,28084.36458743,28437.4803259744,28795.035927393197,29157.0872156799,29523.6907169227,29894.9036679648,30182.251049180803,30472.360390036603,30765.258238328,31060.9713968104,31359.526926255698,31608.4128625426,31859.274090634102,32112.1262871259,32366.9852535466,32623.866916739702,32859.0417020238,33095.9117855069,33334.4893879444,33574.786818219705,33816.8164741085,34058.488052692,34301.8867351494,34547.024864112704,34793.9148704693,35042.5692741257,35307.8288999367,35575.0964456705,35844.3871103506,36115.716208254504,36389.0991698051,36685.7145353682,36984.7476765429,37286.218301016605,37590.1462773234,37896.5516358621,38219.4940354117,38545.1884477263,38873.6583245326,39204.9273175007
