temp,tercile,ref,lrt_eval,yhat,se,lower_ci,upper_ci
-5.3,3,27,31.24262809753418,-136.55675,40.225071,-215.39644,-57.717056
-5.2,3,27,31.24262809753418,-136.13397,40.100536,-214.72958,-57.538364
-5.1,3,27,31.24262809753418,-135.7112,39.976002,-214.06271,-57.359673
-5,3,27,31.24262809753418,-135.28842,39.851463,-213.39586,-57.180984
-4.9,3,27,31.24262809753418,-134.86565,39.726929,-212.72899,-57.002293
-4.8,3,27,31.24262809753418,-134.44287,39.602394,-212.06213,-56.823605
-4.7,3,27,31.24262809753418,-134.0201,39.477856,-211.39526,-56.644913
-4.6,3,27,31.24262809753418,-133.59732,39.353321,-210.72841,-56.466221
-4.5,3,27,31.24262809753418,-133.17455,39.228786,-210.06154,-56.287529
-4.4,3,27,31.24262809753418,-132.75175,39.104252,-209.39468,-56.108841
-4.3,3,27,31.24262809753418,-132.32898,38.979713,-208.72783,-55.930149
-4.2,3,27,31.24262809753418,-131.9062,38.855179,-208.06096,-55.751457
-4.1,3,27,31.24262809753418,-131.48343,38.73064,-207.3941,-55.572769
-4,3,27,31.24262809753418,-131.06065,38.606106,-206.72723,-55.394077
-3.9,3,27,31.24262809753418,-130.63788,38.481571,-206.06038,-55.215389
-3.8,3,27,31.24262809753418,-130.2151,38.357037,-205.39351,-55.036697
-3.7,3,27,31.24262809753418,-129.79233,38.232498,-204.72665,-54.858006
-3.6,3,27,31.24262809753418,-129.36955,38.107964,-204.05978,-54.679314
-3.5,3,27,31.24262809753418,-128.94678,37.983429,-203.39293,-54.500626
-3.4,3,27,31.24262809753418,-128.524,37.858891,-202.72606,-54.321934
-3.3,3,27,31.24262809753418,-128.10123,37.734356,-202.0592,-54.143246
-3.2,3,27,31.24262809753418,-127.67844,37.609821,-201.39233,-53.964554
-3.1,3,27,31.24262809753418,-127.25567,37.485283,-200.72548,-53.785862
-3,3,27,31.24262809753418,-126.83289,37.360748,-200.05861,-53.607174
-2.9,3,27,31.24262809753418,-126.41012,37.236214,-199.39175,-53.428482
-2.8,3,27,31.24262809753418,-125.98734,37.111675,-198.72488,-53.24979
-2.7,3,27,31.24262809753418,-125.56457,36.987141,-198.05803,-53.071102
-2.6,3,27,31.24262809753418,-125.14178,36.862606,-197.39116,-52.89241
-2.5,3,27,31.24262809753418,-124.71901,36.738068,-196.7243,-52.713718
-2.4,3,27,31.24262809753418,-124.29623,36.613533,-196.05745,-52.53503
-2.3,3,27,31.24262809753418,-123.87346,36.488998,-195.39058,-52.356339
-2.2,3,27,31.24262809753418,-123.45068,36.36446,-194.72372,-52.177647
-2.1,3,27,31.24262809753418,-123.02791,36.239925,-194.05685,-51.998959
-2,3,27,31.24262809753418,-122.60513,36.115391,-193.39,-51.820267
-1.9,3,27,31.24262809753418,-122.18235,35.990852,-192.72313,-51.641575
-1.8,3,27,31.24262809753418,-121.75957,35.866318,-192.05627,-51.462887
-1.7,3,27,31.24262809753418,-121.3368,35.741783,-191.3894,-51.284195
-1.6,3,27,31.24262809753418,-120.91402,35.617249,-190.72255,-51.105503
-1.5,3,27,31.24262809753418,-120.49125,35.49271,-190.05568,-50.926815
-1.4,3,27,31.24262809753418,-120.06847,35.368176,-189.38882,-50.748123
-1.3,3,27,31.24262809753418,-119.6457,35.243641,-188.72195,-50.569431
-1.2,3,27,31.24262809753418,-119.22292,35.119102,-188.0551,-50.390743
-1.1,3,27,31.24262809753418,-118.80014,34.994568,-187.38823,-50.212051
-1,3,27,31.24262809753418,-118.37737,34.870033,-186.72137,-50.03336
-.9,3,27,31.24262809753418,-117.95459,34.745495,-186.0545,-49.854671
-.8,3,27,31.24262809753418,-117.53181,34.62096,-185.38765,-49.67598
-.7,3,27,31.24262809753418,-117.10904,34.496426,-184.72079,-49.497288
-.6,3,27,31.24262809753418,-116.68626,34.371887,-184.05392,-49.3186
-.5,3,27,31.24262809753418,-116.26349,34.247353,-183.38707,-49.139908
-.4,3,27,31.24262809753418,-115.84071,34.122818,-182.7202,-48.961216
-.3,3,27,31.24262809753418,-115.41793,33.99828,-182.05334,-48.782528
-.2,3,27,31.24262809753418,-114.99516,33.873745,-181.38647,-48.603836
-.1,3,27,31.24262809753418,-114.57238,33.74921,-180.71962,-48.425144
0,3,27,31.24262809753418,-114.1496,33.624672,-180.05275,-48.246456
.1,3,27,31.24262809753418,-113.72683,33.500137,-179.38589,-48.067764
.2,3,27,31.24262809753418,-113.30405,33.375603,-178.71902,-47.889072
.3,3,27,31.24262809753418,-112.88127,33.251064,-178.05217,-47.710384
.4,3,27,31.24262809753418,-112.4585,33.12653,-177.3853,-47.531693
.5,3,27,31.24262809753418,-112.03572,33.001995,-176.71844,-47.353001
.6,3,27,31.24262809753418,-111.61295,32.877457,-176.05157,-47.174313
.7,3,27,31.24262809753418,-111.19017,32.752922,-175.38472,-46.995621
.8,3,27,31.24262809753418,-110.7674,32.628387,-174.71785,-46.816929
.9,3,27,31.24262809753418,-110.34462,32.503853,-174.05099,-46.638241
1,3,27,31.24262809753418,-109.92184,32.379314,-173.38414,-46.459549
1.1,3,27,31.24262809753418,-109.49906,32.25478,-172.71727,-46.280857
1.2,3,27,31.24262809753418,-109.07629,32.130245,-172.05042,-46.102169
1.3,3,27,31.24262809753418,-108.65351,32.005707,-171.38354,-45.923477
1.4,3,27,31.24262809753418,-108.23074,31.881172,-170.71669,-45.744785
1.5,3,27,31.24262809753418,-107.80796,31.756636,-170.04982,-45.566097
1.6,3,27,31.24262809753418,-107.38519,31.632101,-169.38297,-45.387405
1.7,3,27,31.24262809753418,-106.96241,31.507565,-168.71609,-45.208714
1.8,3,27,31.24262809753418,-106.53963,31.383028,-168.04924,-45.030025
1.9,3,27,31.24262809753418,-106.11685,31.258493,-167.38237,-44.851334
2,3,27,31.24262809753418,-105.69408,31.133957,-166.71552,-44.672642
2.1,3,27,31.24262809753418,-105.2713,31.00942,-166.04865,-44.493954
2.2,3,27,31.24262809753418,-104.84853,30.884886,-165.38179,-44.315262
2.3,3,27,31.24262809753418,-104.42575,30.760349,-164.71492,-44.136574
2.4,3,27,31.24262809753418,-104.00298,30.635813,-164.04807,-43.957882
2.5,3,27,31.24262809753418,-103.58019,30.511278,-163.3812,-43.77919
2.6,3,27,31.24262809753418,-103.15742,30.386742,-162.71434,-43.600502
2.7,3,27,31.24262809753418,-102.73464,30.262205,-162.04747,-43.42181
2.8,3,27,31.24262809753418,-102.31187,30.137671,-161.38062,-43.243118
2.9,3,27,31.24262809753418,-101.88909,30.013134,-160.71376,-43.064426
3,3,27,31.24262809753418,-101.46632,29.888599,-160.04689,-42.885738
3.1,3,27,31.24262809753418,-101.04354,29.764063,-159.38004,-42.707047
3.2,3,27,31.24262809753418,-100.62077,29.639526,-158.71317,-42.528358
3.3,3,27,31.24262809753418,-100.19798,29.514992,-158.04631,-42.349667
3.4,3,27,31.24262809753418,-99.775208,29.390455,-157.37944,-42.170975
3.5,3,27,31.24262809753418,-99.352432,29.265919,-156.71259,-41.992287
3.6,3,27,31.24262809753418,-98.929657,29.141384,-156.04572,-41.813595
3.7,3,27,31.24262809753418,-98.506882,29.016848,-155.37886,-41.634903
3.8,3,27,31.24262809753418,-98.084106,28.892313,-154.71199,-41.456215
3.9,3,27,31.24262809753418,-97.661331,28.767776,-154.04514,-41.277523
4,3,27,31.24262809753418,-97.238548,28.64324,-153.37827,-41.098831
4.1,3,27,31.24262809753418,-96.815773,28.518705,-152.71141,-40.920143
4.2,3,27,31.24262809753418,-96.392998,28.394169,-152.04456,-40.741451
4.3,3,27,31.24262809753418,-95.970222,28.269632,-151.37769,-40.562759
4.4,3,27,31.24262809753418,-95.547447,28.145098,-150.71082,-40.384071
4.5,3,27,31.24262809753418,-95.124672,28.020561,-150.04396,-40.205379
4.6,3,27,31.24262809753418,-94.701897,27.896025,-149.37711,-40.026688
4.7,3,27,31.24262809753418,-94.279121,27.77149,-148.71024,-39.848
4.8,3,27,31.24262809753418,-93.856339,27.646954,-148.04338,-39.669308
4.9,3,27,31.24262809753418,-93.433563,27.522417,-147.37651,-39.490616
5,3,27,31.24262809753418,-93.010788,27.397882,-146.70966,-39.311928
5.1,3,27,31.24262809753418,-92.588013,27.273346,-146.04279,-39.133236
5.2,3,27,31.24262809753418,-92.165237,27.148811,-145.37593,-38.954544
5.3,3,27,31.24262809753418,-91.742462,27.024275,-144.70906,-38.775856
5.4,3,27,31.24262809753418,-91.319679,26.899738,-144.04221,-38.597164
5.5,3,27,31.24262809753418,-90.896904,26.775204,-143.37534,-38.418472
5.6,3,27,31.24262809753418,-90.474129,26.650667,-142.70848,-38.239784
5.7,3,27,31.24262809753418,-90.051353,26.526131,-142.04161,-38.061092
5.8,3,27,31.24262809753418,-89.628578,26.401596,-141.37476,-37.882401
5.9,3,27,31.24262809753418,-89.205803,26.27706,-140.70789,-37.703712
6,3,27,31.24262809753418,-88.783028,26.152523,-140.04103,-37.525021
6.1,3,27,31.24262809753418,-88.360252,26.027988,-139.37418,-37.346329
6.2,3,27,31.24262809753418,-87.937477,25.903452,-138.70731,-37.167641
6.3,3,27,31.24262809753418,-87.514694,25.778915,-138.04044,-36.988949
6.4,3,27,31.24262809753418,-87.091919,25.654381,-137.37358,-36.810257
6.5,3,27,31.24262809753418,-86.669144,25.529844,-136.70673,-36.631569
6.6,3,27,31.24262809753418,-86.246368,25.40531,-136.03986,-36.452877
6.7,3,27,31.24262809753418,-85.823593,25.280773,-135.373,-36.274185
6.8,3,27,31.24262809753418,-85.400818,25.156237,-134.70613,-36.095497
6.9,3,27,31.24262809753418,-84.978035,25.031702,-134.03928,-35.916805
7,3,27,31.24262809753418,-84.55526,24.907166,-133.37241,-35.738113
7.1,3,27,31.24262809753418,-84.132484,24.782629,-132.70555,-35.559425
7.2,3,27,31.24262809753418,-83.709709,24.658094,-132.03868,-35.380733
7.3,3,27,31.24262809753418,-83.286934,24.533558,-131.37183,-35.202042
7.4,3,27,31.24262809753418,-82.864159,24.409021,-130.70496,-35.023354
7.5,3,27,31.24262809753418,-82.441383,24.284487,-130.0381,-34.844662
7.6,3,27,31.24262809753418,-82.018608,24.15995,-129.37123,-34.66597
7.7,3,27,31.24262809753418,-81.595825,24.035416,-128.70438,-34.487282
7.8,3,27,31.24262809753418,-81.17305,23.910879,-128.03751,-34.30859
7.9,3,27,31.24262809753418,-80.750275,23.786343,-127.37065,-34.129898
8,3,27,31.24262809753418,-80.327499,23.661808,-126.70379,-33.95121
8.1,3,27,31.24262809753418,-79.904724,23.537271,-126.03693,-33.772518
8.199999999999999,3,27,31.24262809753418,-79.481949,23.412735,-125.37006,-33.59383
8.300000000000001,3,27,31.24262809753418,-79.059166,23.2882,-124.7032,-33.415138
8.4,3,27,31.24262809753418,-78.636398,23.163664,-124.03635,-33.236446
8.5,3,27,31.24262809753418,-78.213615,23.039127,-123.36948,-33.057755
8.6,3,27,31.24262809753418,-77.79084,22.914593,-122.70261,-32.879066
8.699999999999999,3,27,31.24262809753418,-77.368065,22.790056,-122.03576,-32.700375
8.800000000000001,3,27,31.24262809753418,-76.94529,22.66552,-121.36889,-32.521683
8.9,3,27,31.24262809753418,-76.522514,22.540985,-120.70203,-32.342995
9,3,27,31.24262809753418,-76.099739,22.416449,-120.03517,-32.164303
9.1,3,27,31.24262809753418,-75.676956,22.291912,-119.3683,-31.985613
9.199999999999999,3,27,31.24262809753418,-75.254181,22.167377,-118.70145,-31.806923
9.300000000000001,3,27,31.24262809753418,-74.831406,22.042841,-118.03458,-31.628231
9.4,3,27,31.24262809753418,-74.40863,21.918306,-117.36772,-31.449541
9.5,3,27,31.24262809753418,-73.985855,21.79377,-116.70086,-31.270851
9.6,3,27,31.24262809753418,-73.56308,21.669233,-116.034,-31.092159
9.699999999999999,3,27,31.24262809753418,-73.140305,21.544699,-115.36713,-30.913469
9.800000000000001,3,27,31.24262809753418,-72.717522,21.420162,-114.70027,-30.734779
9.9,3,27,31.24262809753418,-72.294754,21.295628,-114.03341,-30.556089
10,3,27,31.24262809753418,-71.871971,21.171091,-113.36655,-30.377398
10.1,3,27,31.24262809753418,-71.449196,21.046555,-112.69968,-30.198706
10.2,3,27,31.24262809753418,-71.026421,20.92202,-112.03282,-30.020018
10.3,3,27,31.24262809753418,-70.603645,20.797483,-111.36596,-29.841326
10.4,3,27,31.24262809753418,-70.18087,20.672947,-110.6991,-29.662636
10.5,3,27,31.24262809753418,-69.758095,20.548412,-110.03223,-29.483944
10.6,3,27,31.24262809753418,-69.335312,20.423876,-109.36537,-29.305254
10.7,3,27,31.24262809753418,-68.912537,20.299339,-108.69852,-29.126564
10.8,3,27,31.24262809753418,-68.489761,20.174805,-108.03165,-28.947872
10.9,3,27,31.24262809753418,-68.066986,20.050268,-107.36479,-28.769182
11,3,27,31.24262809753418,-67.644211,19.925732,-106.69793,-28.590492
11.1,3,27,31.24262809753418,-67.221436,19.801197,-106.03107,-28.4118
11.2,3,27,31.24262809753418,-66.79866,19.676661,-105.3642,-28.23311
11.3,3,27,31.24262809753418,-66.375877,19.552124,-104.69734,-28.05442
11.4,3,27,31.24262809753418,-65.95311,19.427589,-104.03048,-27.875731
11.5,3,27,31.24262809753418,-65.530327,19.303053,-103.36362,-27.697039
11.6,3,27,31.24262809753418,-65.107552,19.178516,-102.69675,-27.518349
11.7,3,27,31.24262809753418,-64.684776,19.053982,-102.02989,-27.339659
11.8,3,27,31.24262809753418,-64.262001,18.929445,-101.36303,-27.160967
11.9,3,27,31.24262809753418,-63.839226,18.804911,-100.69617,-26.982277
12,3,27,31.24262809753418,-63.416447,18.680374,-100.0293,-26.803587
12.1,3,27,31.24262809753418,-62.993668,18.555838,-99.362442,-26.624895
12.2,3,27,31.24262809753418,-62.570896,18.431303,-98.695587,-26.446205
12.3,3,27,31.24262809753418,-62.148117,18.306767,-98.028717,-26.267513
12.4,3,27,31.24262809753418,-61.725342,18.182232,-97.361862,-26.088825
12.5,3,27,31.24262809753418,-61.302567,18.057695,-96.695,-25.910133
12.6,3,27,31.24262809753418,-60.879787,17.933159,-96.02813,-25.731441
12.7,3,27,31.24262809753418,-60.457012,17.808624,-95.361275,-25.552752
12.8,3,27,31.24262809753418,-60.034237,17.684088,-94.694412,-25.374062
12.9,3,27,31.24262809753418,-59.611462,17.559551,-94.02755,-25.195372
13,3,27,31.24262809753418,-59.188683,17.435017,-93.360687,-25.01668
13.1,3,27,31.24262809753418,-58.765907,17.31048,-92.693825,-24.83799
13.2,3,27,31.24262809753418,-58.343132,17.185944,-92.026962,-24.6593
13.3,3,27,31.24262809753418,-57.920353,17.061409,-91.3601,-24.480608
13.4,3,27,31.24262809753418,-57.497581,16.936872,-90.693245,-24.301918
13.5,3,27,31.24262809753418,-57.074802,16.812336,-90.026375,-24.123228
13.6,3,27,31.24262809753418,-56.652023,16.687801,-89.359512,-23.944536
13.7,3,27,31.24262809753418,-56.229252,16.563265,-88.692657,-23.765846
13.8,3,27,31.24262809753418,-55.806473,16.438728,-88.025787,-23.587156
13.9,3,27,31.24262809753418,-55.383698,16.314194,-87.358932,-23.408466
14,3,27,31.24262809753418,-54.960922,16.189657,-86.69207,-23.229774
14.1,3,27,31.24262809753418,-54.538143,16.065121,-86.0252,-23.051083
14.2,3,27,31.24262809753418,-54.115368,15.940586,-85.358345,-22.872395
14.3,3,27,31.24262809753418,-53.692593,15.81605,-84.691483,-22.693703
14.4,3,27,31.24262809753418,-53.269817,15.691515,-84.02462,-22.515013
14.5,3,27,31.24262809753418,-52.847038,15.566978,-83.357758,-22.336321
14.6,3,27,31.24262809753418,-52.424259,15.442442,-82.690895,-22.157631
14.7,3,27,31.24262809753418,-52.001488,15.317907,-82.024033,-21.978941
14.8,3,27,31.24262809753418,-51.578709,15.193371,-81.35717,-21.800249
14.9,3,27,31.24262809753418,-51.155933,15.068835,-80.690308,-21.621561
15,3,27,31.24262809753418,-50.733158,14.9443,-80.023445,-21.442869
15.1,3,27,31.24262809753418,-50.310379,14.819763,-79.356583,-21.264177
15.2,3,27,31.24262809753418,-49.887604,14.695228,-78.68972,-21.085487
15.3,3,27,31.24262809753418,-49.464828,14.570692,-78.022858,-20.906797
15.4,3,27,31.24262809753418,-49.042053,14.446157,-77.356003,-20.728107
15.5,3,27,31.24262809753418,-48.619274,14.32162,-76.689133,-20.549416
15.6,3,27,31.24262809753418,-48.196499,14.197083,-76.02227,-20.370726
15.7,3,27,31.24262809753418,-47.773724,14.072549,-75.355415,-20.192036
15.8,3,27,31.24262809753418,-47.350945,13.948012,-74.688545,-20.013344
15.9,3,27,31.24262809753418,-46.928173,13.823478,-74.02169,-19.834654
16,3,27,31.24262809753418,-46.505394,13.698941,-73.354828,-19.655964
16.1,3,27,31.24262809753418,-46.082615,13.574405,-72.687958,-19.477272
16.2,3,27,31.24262809753418,-45.65984,13.449868,-72.021095,-19.29858
16.3,3,27,31.24262809753418,-45.237068,13.325335,-71.354248,-19.119892
16.4,3,27,31.24262809753418,-44.814289,13.200798,-70.687378,-18.941202
16.5,3,27,31.24262809753418,-44.391514,13.076262,-70.020515,-18.76251
16.6,3,27,31.24262809753418,-43.968735,12.951726,-69.353653,-18.583818
16.7,3,27,31.24262809753418,-43.545956,12.827189,-68.686783,-18.405128
16.8,3,27,31.24262809753418,-43.123188,12.702656,-68.019936,-18.22644
16.9,3,27,31.24262809753418,-42.700409,12.578119,-67.353073,-18.047749
17,3,27,31.24262809753418,-42.27763,12.453583,-66.686203,-17.869057
17.1,3,27,31.24262809753418,-41.854855,12.329046,-66.019341,-17.690367
17.2,3,27,31.24262809753418,-41.432076,12.20451,-65.352478,-17.511675
17.3,3,27,31.24262809753418,-41.009304,12.079976,-64.685623,-17.332987
17.4,3,27,31.24262809753418,-40.586529,11.95544,-64.018761,-17.154295
17.5,3,27,31.24262809753418,-40.16375,11.830904,-63.351894,-16.975605
17.6,3,27,31.24262809753418,-39.740971,11.706367,-62.685032,-16.796913
17.7,3,27,31.24262809753418,-39.318195,11.581831,-62.018166,-16.618221
17.8,3,27,31.24262809753418,-38.895424,11.457297,-61.351315,-16.439535
17.9,3,27,31.24262809753418,-38.472645,11.332761,-60.684448,-16.260843
18,3,27,31.24262809753418,-38.04987,11.208224,-60.017586,-16.082151
18.1,3,27,31.24262809753418,-37.62709,11.083688,-59.350719,-15.903461
18.2,3,27,31.24262809753418,-37.204311,10.959152,-58.683857,-15.72477
18.3,3,27,31.24262809753418,-36.781544,10.834618,-58.017002,-15.546082
18.4,3,27,31.24262809753418,-36.358765,10.710082,-57.35014,-15.36739
18.5,3,27,31.24262809753418,-35.935986,10.585546,-56.683273,-15.188699
18.6,3,27,31.24262809753418,-35.51321,10.461009,-56.016411,-15.010008
18.7,3,27,31.24262809753418,-35.090431,10.336473,-55.349545,-14.831316
18.8,3,27,31.24262809753418,-34.66766,10.211939,-54.682693,-14.652629
18.9,3,27,31.24262809753418,-34.244884,10.087402,-54.015827,-14.473937
19,3,27,31.24262809753418,-33.822105,9.9628658,-53.348965,-14.295246
19.1,3,27,31.24262809753418,-33.399326,9.8383303,-52.682098,-14.116554
19.2,3,27,31.24262809753418,-32.976547,9.7137938,-52.015236,-13.937863
19.3,3,27,31.24262809753418,-32.55378,9.5892601,-51.348381,-13.759175
19.4,3,27,31.24262809753418,-32.131001,9.4647236,-50.681519,-13.580484
19.5,3,27,31.24262809753418,-31.708223,9.3401871,-50.014652,-13.401793
19.6,3,27,31.24262809753418,-31.285446,9.2156506,-49.34779,-13.223102
19.7,3,27,31.24262809753418,-30.862667,9.091114,-48.680923,-13.044411
19.8,3,27,31.24262809753418,-30.439898,8.9665804,-48.014072,-12.865723
19.9,3,27,31.24262809753418,-30.01712,8.8420439,-47.347206,-12.687032
20,3,27,31.24262809753418,-29.594341,8.7175083,-46.680344,-12.50834
20.1,3,27,31.24262809753418,-29.171564,8.5929718,-46.013477,-12.329649
20.2,3,27,31.24262809753418,-28.748785,8.4684353,-45.346615,-12.150958
20.3,3,27,31.24262809753418,-28.326015,8.3439016,-44.679764,-11.97227
20.4,3,27,31.24262809753418,-27.903238,8.2193651,-44.012897,-11.793578
20.5,3,27,31.24262809753418,-27.480461,8.0948286,-43.346035,-11.614887
20.6,3,27,31.24262809753418,-27.057682,7.9702926,-42.679169,-11.436196
20.7,3,27,31.24262809753418,-26.634905,7.8457561,-42.012302,-11.257504
20.8,3,27,31.24262809753418,-26.212135,7.7212224,-41.345451,-11.078817
20.9,3,27,31.24262809753418,-25.789356,7.5966859,-40.678589,-10.900126
21,3,27,31.24262809753418,-25.366579,7.4721498,-40.011723,-10.721435
21.1,3,27,31.24262809753418,-24.9438,7.3476133,-39.34486,-10.542743
21.2,3,27,31.24262809753418,-24.521023,7.2230768,-38.677994,-10.364052
21.3,3,27,31.24262809753418,-24.098253,7.0985432,-38.011143,-10.185364
21.4,3,27,31.24262809753418,-23.675474,6.9740067,-37.344276,-10.006673
21.5,3,27,31.24262809753418,-23.252697,6.8494706,-36.677414,-9.8279819
21.6,3,27,31.24262809753418,-22.82992,6.7249341,-36.010548,-9.6492901
21.7,3,27,31.24262809753418,-22.407141,6.6003981,-35.343685,-9.4705992
21.8,3,27,31.24262809753418,-21.984371,6.4758639,-34.67683,-9.2919111
21.9,3,27,31.24262809753418,-21.561594,6.3513279,-34.009968,-9.1132202
22,3,27,31.24262809753418,-21.138815,6.2267914,-33.343102,-8.9345284
22.1,3,27,31.24262809753418,-20.716038,6.1022549,-32.676239,-8.7558374
22.2,3,27,31.24262809753418,-20.293261,5.9777188,-32.009373,-8.5771465
22.3,3,27,31.24262809753418,-19.870489,5.8531847,-31.342522,-8.3984585
22.4,3,27,31.24262809753418,-19.447712,5.7286487,-30.675657,-8.2197676
22.5,3,27,31.24262809753418,-19.024935,5.6041121,-30.008793,-8.0410757
22.6,3,27,31.24262809753418,-18.602156,5.4795761,-29.341928,-7.8623848
22.7,3,27,31.24262809753418,-18.179379,5.3550396,-28.675062,-7.6836934
22.8,3,27,31.24262809753418,-17.756609,5.2305059,-28.008211,-7.5050054
22.9,3,27,31.24262809753418,-17.33383,5.1059694,-27.341347,-7.3263144
23,3,27,31.24262809753418,-16.911053,4.9814329,-26.674482,-7.1476231
23.1,3,27,31.24262809753418,-16.488274,4.8568969,-26.007618,-6.9689317
23.2,3,27,31.24262809753418,-16.065496,4.7323604,-25.340754,-6.7902403
23.3,3,27,31.24262809753418,-15.642727,4.6078267,-24.673901,-6.6115527
23.4,3,27,31.24262809753418,-15.219949,4.4832902,-24.007036,-6.4328613
23.5,3,27,31.24262809753418,-14.797171,4.3587542,-23.340172,-6.2541699
23.6,3,27,31.24262809753418,-14.374393,4.2342176,-22.673307,-6.075479
23.7,3,27,31.24262809753418,-13.951615,4.1096811,-22.006443,-5.8967876
23.8,3,27,31.24262809753418,-13.528845,3.9851475,-21.33959,-5.7180996
23.9,3,27,31.24262809753418,-13.106068,3.8606112,-20.672726,-5.5394087
24,3,27,31.24262809753418,-12.68329,3.7360749,-20.005861,-5.3607173
24.1,3,27,31.24262809753418,-12.260511,3.6115384,-19.338997,-5.1820259
24.2,3,27,31.24262809753418,-11.837733,3.4870021,-18.672132,-5.0033345
24.3,3,27,31.24262809753418,-11.414964,3.3624682,-18.00528,-4.8246469
24.4,3,27,31.24262809753418,-10.992186,3.237932,-17.338415,-4.6459556
24.5,3,27,31.24262809753418,-10.569407,3.1133957,-16.671551,-4.4672642
24.6,3,27,31.24262809753418,-10.14663,2.9888594,-16.004686,-4.2885733
24.7,3,27,31.24262809753418,-9.7238522,2.8643231,-15.337822,-4.1098819
24.8,3,27,31.24262809753418,-9.3010817,2.7397892,-14.67097,-3.9311941
24.9,3,27,31.24262809753418,-8.8783045,2.615253,-14.004106,-3.7525027
25,3,27,31.24262809753418,-8.4555264,2.4907165,-13.337241,-3.5738115
25.1,3,27,31.24262809753418,-8.0327482,2.3661802,-12.670377,-3.3951201
25.2,3,27,31.24262809753418,-7.6099706,2.2416439,-12.003511,-3.216429
25.3,3,27,31.24262809753418,-7.1872005,2.11711,-11.33666,-3.0377412
25.4,3,27,31.24262809753418,-6.7644224,1.9925737,-10.669795,-2.8590498
25.5,3,27,31.24262809753418,-6.3416448,1.8680375,-10.002931,-2.6803586
25.6,3,27,31.24262809753418,-5.9188666,1.7435011,-9.3360662,-2.5016673
25.7,3,27,31.24262809753418,-5.496089,1.6189648,-8.6692019,-2.3229761
25.8,3,27,31.24262809753418,-5.073319,1.4944309,-8.0023499,-2.1442883
25.9,3,27,31.24262809753418,-4.6505408,1.3698946,-7.335485,-1.965597
26,3,27,31.24262809753418,-4.2277632,1.2453582,-6.6686206,-1.7869058
26.1,3,27,31.24262809753418,-3.8049853,1.120822,-6.0017557,-1.6082145
26.2,3,27,31.24262809753418,-3.3822072,.99628568,-5.3348913,-1.4295232
26.3,3,27,31.24262809753418,-2.9594374,.87175173,-4.6680393,-1.2508354
26.4,3,27,31.24262809753418,-2.5366595,.74721545,-4.0011749,-1.0721442
26.5,3,27,31.24262809753418,-2.1138816,.62267911,-3.3343103,-.89345288
26.6,3,27,31.24262809753418,-1.6911036,.49814284,-2.6674457,-.71476161
26.7,3,27,31.24262809753418,-1.2683257,.37360653,-2.000581,-.53607035
26.8,3,27,31.24262809753418,-.84555584,.24907261,-1.3337291,-.35738251
26.9,3,27,31.24262809753418,-.42277792,.12453631,-.66686457,-.17869125
27,3,27,31.24262809753418,0,0,0,0
27.1,3,27,31.24262809753418,.42251772,.12449229,.17851733,.66651809
27.2,3,27,31.24262809753418,.84347421,.2487206,.35599077,1.3309577
27.3,3,27,31.24262809753418,1.2613001,.3724193,.53137171,1.9912286
27.4,3,27,31.24262809753418,1.6744504,.49533123,.70361906,2.6452818
27.5,3,27,31.24262809753418,2.0813558,.61719424,.87167728,3.2910342
27.6,3,27,31.24262809753418,2.4804547,.73775136,1.0344887,3.9264209
27.7,3,27,31.24262809753418,2.8701866,.85674936,1.1909885,4.5493841
27.8,3,27,31.24262809753418,3.2489815,.97393703,1.3400998,5.1578631
27.9,3,27,31.24262809753418,3.6152945,1.0890758,1.4807451,5.7498441
28,3,27,31.24262809753418,3.9675562,1.2019264,1.6118239,6.3232889
28.1,3,27,31.24262809753418,4.3044858,1.3123051,1.7324153,6.8765569
28.2,3,27,31.24262809753418,4.6259232,1.4202179,1.8423475,7.4094992
28.3,3,27,31.24262809753418,4.9319806,1.5257162,1.9416317,7.9223294
28.4,3,27,31.24262809753418,5.2227936,1.6288602,2.0302861,8.4153013
28.5,3,27,31.24262809753418,5.4984746,1.729704,2.1083169,8.8886318
28.6,3,27,31.24262809753418,5.7591434,1.828305,2.1757317,9.342555
28.7,3,27,31.24262809753418,6.0049205,1.9247218,2.2325351,9.7773066
28.8,3,27,31.24262809753418,6.2359185,2.0190117,2.2787282,10.193109
28.9,3,27,31.24262809753418,6.4522719,2.1112397,2.3143184,10.590226
29,3,27,31.24262809753418,6.6540947,2.2014647,2.3393028,10.968886
29.1,3,27,31.24262809753418,6.8415055,2.2897491,2.3536794,11.329331
29.2,3,27,31.24262809753418,7.0146246,2.3761561,2.3574443,11.671804
29.3,3,27,31.24262809753418,7.1735649,2.460747,2.3505893,11.996541
29.4,3,27,31.24262809753418,7.3184614,2.5435915,2.3331137,12.303809
29.5,3,27,31.24262809753418,7.4494276,2.624753,2.3050063,12.593849
29.6,3,27,31.24262809753418,7.5665832,2.7042978,2.2662568,12.86691
29.7,3,27,31.24262809753418,7.6700468,2.7822931,2.2168527,13.123241
29.8,3,27,31.24262809753418,7.7599325,2.8588047,2.1567783,13.363087
29.9,3,27,31.24262809753418,7.8363748,2.9339056,2.086025,13.586724
30,3,27,31.24262809753418,7.899487,3.0076635,2.0045748,13.794399
30.1,3,27,31.24262809753418,7.949389,3.0801482,1.9124093,13.986369
