var_type,year,pctile,beta1,beta2,anomalymin,anomalymax,ssp,global_consumption,ratio
"value",2058,"0.85",.4711388,.045966,.6,3.463,"SSP3",2.483e+14,
"value",2058,"0.90",.5637679,.0369672,.6,3.463,"SSP3",2.483e+14,
"value",2058,"0.95",.7261817,.0146834,.6,3.463,"SSP3",2.483e+14,
"value",2059,"0.05",-.397976,.0585531,.61,3.583,"SSP3",2.504e+14,
"value",2059,"0.10",-.2947612,.0617578,.61,3.583,"SSP3",2.504e+14,
"value",2059,"0.15",-.2468106,.0805696,.61,3.583,"SSP3",2.504e+14,
"value",2059,"0.20",-.1943898,.0825101,.61,3.583,"SSP3",2.504e+14,
"value",2059,"0.25",-.1440143,.0872749,.61,3.583,"SSP3",2.504e+14,
"value",2059,"0.30",-.0705884,.0713562,.61,3.583,"SSP3",2.504e+14,
"value",2059,"0.35",-.0208984,.0672271,.61,3.583,"SSP3",2.504e+14,
"value",2059,"0.40",.02186,.0681925,.61,3.583,"SSP3",2.504e+14,
"value",2059,"0.45",.0568242,.0713528,.61,3.583,"SSP3",2.504e+14,
"value",2059,"0.50",.1025027,.0699591,.61,3.583,"SSP3",2.504e+14,
"value",2059,"0.55",.1489304,.0653174,.61,3.583,"SSP3",2.504e+14,
"value",2059,"0.60",.1913188,.0653622,.61,3.583,"SSP3",2.504e+14,
"value",2059,"0.65",.2464702,.0606176,.61,3.583,"SSP3",2.504e+14,
"value",2059,"0.70",.2968382,.0587914,.61,3.583,"SSP3",2.504e+14,
"value",2059,"0.75",.340091,.0603603,.61,3.583,"SSP3",2.504e+14,
"value",2059,"0.80",.402151,.056631,.61,3.583,"SSP3",2.504e+14,
"value",2059,"0.85",.4720183,.051678,.61,3.583,"SSP3",2.504e+14,
"value",2059,"0.90",.5715371,.0399664,.61,3.583,"SSP3",2.504e+14,
"value",2059,"0.95",.7290863,.0226826,.61,3.583,"SSP3",2.504e+14,
"value",2060,"0.05",-.4091614,.0621759,.61,3.713,"SSP3",2.526e+14,
"value",2060,"0.10",-.308714,.0699049,.61,3.713,"SSP3",2.526e+14,
"value",2060,"0.15",-.2494323,.0802319,.61,3.713,"SSP3",2.526e+14,
"value",2060,"0.20",-.1928624,.0812188,.61,3.713,"SSP3",2.526e+14,
"value",2060,"0.25",-.138815,.0839141,.61,3.713,"SSP3",2.526e+14,
"value",2060,"0.30",-.067023,.0691406,.61,3.713,"SSP3",2.526e+14,
"value",2060,"0.35",-.0160602,.0654392,.61,3.713,"SSP3",2.526e+14,
"value",2060,"0.40",.0231019,.0694116,.61,3.713,"SSP3",2.526e+14,
"value",2060,"0.45",.0686843,.0666951,.61,3.713,"SSP3",2.526e+14,
"value",2060,"0.50",.1093436,.0687831,.61,3.713,"SSP3",2.526e+14,
"value",2060,"0.55",.1514912,.0660444,.61,3.713,"SSP3",2.526e+14,
"value",2060,"0.60",.1977469,.0640632,.61,3.713,"SSP3",2.526e+14,
"value",2060,"0.65",.2587958,.0571776,.61,3.713,"SSP3",2.526e+14,
"value",2060,"0.70",.3143177,.0528561,.61,3.713,"SSP3",2.526e+14,
"value",2060,"0.75",.3597549,.0562205,.61,3.713,"SSP3",2.526e+14,
"value",2060,"0.80",.4131991,.0560676,.61,3.713,"SSP3",2.526e+14,
"value",2060,"0.85",.478938,.0525785,.61,3.713,"SSP3",2.526e+14,
"value",2060,"0.90",.5744589,.0445382,.61,3.713,"SSP3",2.526e+14,
"value",2060,"0.95",.7529172,.0177506,.61,3.713,"SSP3",2.526e+14,
"value",2061,"0.05",-.4143993,.0642138,.62,3.803,"SSP3",2.547e+14,
"value",2061,"0.10",-.3086665,.0698927,.62,3.803,"SSP3",2.547e+14,
"value",2061,"0.15",-.2470175,.0778451,.62,3.803,"SSP3",2.547e+14,
"value",2061,"0.20",-.189886,.0809709,.62,3.803,"SSP3",2.547e+14,
"value",2061,"0.25",-.148238,.0884278,.62,3.803,"SSP3",2.547e+14,
"value",2061,"0.30",-.0737813,.0731893,.62,3.803,"SSP3",2.547e+14,
"value",2061,"0.35",-.0290115,.0732359,.62,3.803,"SSP3",2.547e+14,
"value",2061,"0.40",.0215096,.0715568,.62,3.803,"SSP3",2.547e+14,
"value",2061,"0.45",.0678039,.0695876,.62,3.803,"SSP3",2.547e+14,
"value",2061,"0.50",.1138739,.0688725,.62,3.803,"SSP3",2.547e+14,
"value",2061,"0.55",.1564693,.0666021,.62,3.803,"SSP3",2.547e+14,
"value",2061,"0.60",.2097923,.060977,.62,3.803,"SSP3",2.547e+14,
"value",2061,"0.65",.2606847,.059619,.62,3.803,"SSP3",2.547e+14,
"value",2061,"0.70",.3145715,.0569876,.62,3.803,"SSP3",2.547e+14,
"value",2061,"0.75",.3645097,.0565598,.62,3.803,"SSP3",2.547e+14,
"value",2061,"0.80",.4281517,.0544904,.62,3.803,"SSP3",2.547e+14,
"value",2061,"0.85",.4897205,.0519055,.62,3.803,"SSP3",2.547e+14,
"value",2061,"0.90",.5848645,.0425677,.62,3.803,"SSP3",2.547e+14,
"value",2061,"0.95",.7763737,.0143824,.62,3.803,"SSP3",2.547e+14,
"value",2062,"0.05",-.3931468,.057522,.63,3.903,"SSP3",2.568e+14,
"value",2062,"0.10",-.3092911,.070263,.63,3.903,"SSP3",2.568e+14,
"value",2062,"0.15",-.261797,.0860927,.63,3.903,"SSP3",2.568e+14,
"value",2062,"0.20",-.1880302,.081179,.63,3.903,"SSP3",2.568e+14,
"value",2062,"0.25",-.1445621,.0874859,.63,3.903,"SSP3",2.568e+14,
"value",2062,"0.30",-.0721956,.0734282,.63,3.903,"SSP3",2.568e+14,
"value",2062,"0.35",-.0200684,.0715483,.63,3.903,"SSP3",2.568e+14,
"value",2062,"0.40",.0314388,.0692366,.63,3.903,"SSP3",2.568e+14,
"value",2062,"0.45",.0712222,.0706427,.63,3.903,"SSP3",2.568e+14,
"value",2062,"0.50",.1180504,.0672585,.63,3.903,"SSP3",2.568e+14,
"value",2062,"0.55",.1474507,.0730071,.63,3.903,"SSP3",2.568e+14,
"value",2062,"0.60",.2038755,.0667847,.63,3.903,"SSP3",2.568e+14,
"value",2062,"0.65",.2583777,.0631329,.63,3.903,"SSP3",2.568e+14,
"value",2062,"0.70",.3213945,.0562643,.63,3.903,"SSP3",2.568e+14,
"value",2062,"0.75",.3788706,.0543085,.63,3.903,"SSP3",2.568e+14,
"value",2062,"0.80",.4407422,.0527754,.63,3.903,"SSP3",2.568e+14,
"value",2062,"0.85",.5139226,.0467103,.63,3.903,"SSP3",2.568e+14,
"value",2062,"0.90",.5991395,.0425089,.63,3.903,"SSP3",2.568e+14,
"value",2062,"0.95",.8082752,.0088032,.63,3.903,"SSP3",2.568e+14,
"value",2063,"0.05",-.4090816,.0605586,.63,3.993,"SSP3",2.589e+14,
"value",2063,"0.10",-.308714,.0699049,.63,3.993,"SSP3",2.589e+14,
"value",2063,"0.15",-.2506922,.0793509,.63,3.993,"SSP3",2.589e+14,
"value",2063,"0.20",-.1824085,.0788155,.63,3.993,"SSP3",2.589e+14,
"value",2063,"0.25",-.1410663,.0863324,.63,3.993,"SSP3",2.589e+14,
"value",2063,"0.30",-.0681025,.0724031,.63,3.993,"SSP3",2.589e+14,
"value",2063,"0.35",-.0228086,.0727282,.63,3.993,"SSP3",2.589e+14,
"value",2063,"0.40",.0316967,.0696645,.63,3.993,"SSP3",2.589e+14,
"value",2063,"0.45",.0742729,.0691559,.63,3.993,"SSP3",2.589e+14,
"value",2063,"0.50",.1203398,.0658873,.63,3.993,"SSP3",2.589e+14,
"value",2063,"0.55",.1534926,.0688542,.63,3.993,"SSP3",2.589e+14,
"value",2063,"0.60",.2071734,.0650223,.63,3.993,"SSP3",2.589e+14,
"value",2063,"0.65",.2563132,.0648871,.63,3.993,"SSP3",2.589e+14,
"value",2063,"0.70",.3161874,.0597541,.63,3.993,"SSP3",2.589e+14,
"value",2063,"0.75",.3811913,.0551119,.63,3.993,"SSP3",2.589e+14,
"value",2063,"0.80",.4438101,.0519894,.63,3.993,"SSP3",2.589e+14,
"value",2063,"0.85",.5113319,.0500958,.63,3.993,"SSP3",2.589e+14,
"value",2063,"0.90",.6087754,.0419669,.63,3.993,"SSP3",2.589e+14,
"value",2063,"0.95",.7927629,.0189479,.63,3.993,"SSP3",2.589e+14,
"value",2064,"0.05",-.4154204,.0627169,.64,4.123,"SSP3",2.611e+14,
"value",2064,"0.10",-.2974757,.0633321,.64,4.123,"SSP3",2.611e+14,
"value",2064,"0.15",-.2535201,.0795089,.64,4.123,"SSP3",2.611e+14,
"value",2064,"0.20",-.1888939,.0814002,.64,4.123,"SSP3",2.611e+14,
"value",2064,"0.25",-.1367869,.0840014,.64,4.123,"SSP3",2.611e+14,
"value",2064,"0.30",-.0681982,.0730422,.64,4.123,"SSP3",2.611e+14,
"value",2064,"0.35",-.0184715,.071161,.64,4.123,"SSP3",2.611e+14,
"value",2064,"0.40",.0307538,.069806,.64,4.123,"SSP3",2.611e+14,
"value",2064,"0.45",.0717294,.071475,.64,4.123,"SSP3",2.611e+14,
"value",2064,"0.50",.1224273,.066137,.64,4.123,"SSP3",2.611e+14,
"value",2064,"0.55",.162841,.0667171,.64,4.123,"SSP3",2.611e+14,
"value",2064,"0.60",.2052258,.0687765,.64,4.123,"SSP3",2.611e+14,
"value",2064,"0.65",.256754,.0671145,.64,4.123,"SSP3",2.611e+14,
"value",2064,"0.70",.3217792,.0604303,.64,4.123,"SSP3",2.611e+14,
"value",2064,"0.75",.3860679,.0552045,.64,4.123,"SSP3",2.611e+14,
"value",2064,"0.80",.4467968,.0530121,.64,4.123,"SSP3",2.611e+14,
"value",2064,"0.85",.5187665,.0519205,.64,4.123,"SSP3",2.611e+14,
"value",2064,"0.90",.6213635,.0420855,.64,4.123,"SSP3",2.611e+14,
"value",2064,"0.95",.7920266,.0221961,.64,4.123,"SSP3",2.611e+14,
"value",2065,"0.05",-.4140932,.0619597,.64,4.263,"SSP3",2.633e+14,
"value",2065,"0.10",-.2921598,.0620851,.64,4.263,"SSP3",2.633e+14,
"value",2065,"0.15",-.2536571,.0808225,.64,4.263,"SSP3",2.633e+14,
"value",2065,"0.20",-.1919048,.083166,.64,4.263,"SSP3",2.633e+14,
"value",2065,"0.25",-.1375496,.0855075,.64,4.263,"SSP3",2.633e+14,
"value",2065,"0.30",-.0825779,.0799933,.64,4.263,"SSP3",2.633e+14,
"value",2065,"0.35",-.0310947,.0782178,.64,4.263,"SSP3",2.633e+14,
"value",2065,"0.40",.0211653,.0751696,.64,4.263,"SSP3",2.633e+14,
"value",2065,"0.45",.0682513,.0744846,.64,4.263,"SSP3",2.633e+14,
"value",2065,"0.50",.119934,.0685278,.64,4.263,"SSP3",2.633e+14,
"value",2065,"0.55",.1560196,.0715926,.64,4.263,"SSP3",2.633e+14,
"value",2065,"0.60",.2004329,.0739101,.64,4.263,"SSP3",2.633e+14,
"value",2065,"0.65",.2591626,.0690971,.64,4.263,"SSP3",2.633e+14,
"value",2065,"0.70",.3197967,.0639105,.64,4.263,"SSP3",2.633e+14,
"value",2065,"0.75",.3772039,.0628151,.64,4.263,"SSP3",2.633e+14,
"value",2065,"0.80",.4422231,.0592754,.64,4.263,"SSP3",2.633e+14,
"value",2065,"0.85",.5160549,.0563828,.64,4.263,"SSP3",2.633e+14,
"value",2065,"0.90",.6173507,.0482942,.64,4.263,"SSP3",2.633e+14,
"value",2065,"0.95",.7965541,.0243974,.64,4.263,"SSP3",2.633e+14,
"value",2066,"0.05",-.4026708,.058698,.65,4.423,"SSP3",2.654e+14,
"value",2066,"0.10",-.2853459,.0592563,.65,4.423,"SSP3",2.654e+14,
"value",2066,"0.15",-.2495956,.0800227,.65,4.423,"SSP3",2.654e+14,
"value",2066,"0.20",-.1854574,.0816458,.65,4.423,"SSP3",2.654e+14,
"value",2066,"0.25",-.1384211,.0870814,.65,4.423,"SSP3",2.654e+14,
"value",2066,"0.30",-.0850256,.0831675,.65,4.423,"SSP3",2.654e+14,
"value",2066,"0.35",-.040646,.0840153,.65,4.423,"SSP3",2.654e+14,
"value",2066,"0.40",.0166714,.0775839,.65,4.423,"SSP3",2.654e+14,
"value",2066,"0.45",.0681781,.0752195,.65,4.423,"SSP3",2.654e+14,
"value",2066,"0.50",.1129482,.0740084,.65,4.423,"SSP3",2.654e+14,
"value",2066,"0.55",.1582657,.0725477,.65,4.423,"SSP3",2.654e+14,
"value",2066,"0.60",.2099072,.0717285,.65,4.423,"SSP3",2.654e+14,
"value",2066,"0.65",.2523576,.0738239,.65,4.423,"SSP3",2.654e+14,
"value",2066,"0.70",.3115311,.07034,.65,4.423,"SSP3",2.654e+14,
"value",2066,"0.75",.3719902,.0680357,.65,4.423,"SSP3",2.654e+14,
"value",2066,"0.80",.4292345,.0681612,.65,4.423,"SSP3",2.654e+14,
"value",2066,"0.85",.4984312,.0688189,.65,4.423,"SSP3",2.654e+14,
"value",2066,"0.90",.6064557,.060004,.65,4.423,"SSP3",2.654e+14,
"value",2066,"0.95",.7928835,.0367403,.65,4.423,"SSP3",2.654e+14,
"value",2067,"0.05",-.4086765,.0593824,.65,4.603,"SSP3",2.675e+14,
"value",2067,"0.10",-.2755429,.0564056,.65,4.603,"SSP3",2.675e+14,
"value",2067,"0.15",-.2470882,.0790186,.65,4.603,"SSP3",2.675e+14,
"value",2067,"0.20",-.185477,.0832875,.65,4.603,"SSP3",2.675e+14,
"value",2067,"0.25",-.1361129,.0859943,.65,4.603,"SSP3",2.675e+14,
"value",2067,"0.30",-.0865732,.0842303,.65,4.603,"SSP3",2.675e+14,
"value",2067,"0.35",-.0440433,.0861085,.65,4.603,"SSP3",2.675e+14,
"value",2067,"0.40",.0130198,.0792501,.65,4.603,"SSP3",2.675e+14,
"value",2067,"0.45",.067795,.076413,.65,4.603,"SSP3",2.675e+14,
"value",2067,"0.50",.1211023,.072237,.65,4.603,"SSP3",2.675e+14,
"value",2067,"0.55",.1684285,.0694465,.65,4.603,"SSP3",2.675e+14,
"value",2067,"0.60",.2083195,.0737762,.65,4.603,"SSP3",2.675e+14,
"value",2067,"0.65",.2503996,.0765683,.65,4.603,"SSP3",2.675e+14,
"value",2067,"0.70",.3169795,.071177,.65,4.603,"SSP3",2.675e+14,
"value",2067,"0.75",.3756702,.0681564,.65,4.603,"SSP3",2.675e+14,
"value",2067,"0.80",.423576,.0723731,.65,4.603,"SSP3",2.675e+14,
"value",2067,"0.85",.5018277,.069528,.65,4.603,"SSP3",2.675e+14,
"value",2067,"0.90",.6068108,.0631661,.65,4.603,"SSP3",2.675e+14,
"value",2067,"0.95",.7998099,.0371546,.65,4.603,"SSP3",2.675e+14,
"value",2068,"0.05",-.3932191,.0543803,.66,4.753,"SSP3",2.697e+14,
"value",2068,"0.10",-.2762307,.0552475,.66,4.753,"SSP3",2.697e+14,
"value",2068,"0.15",-.246069,.0781312,.66,4.753,"SSP3",2.697e+14,
"value",2068,"0.20",-.2025159,.0900341,.66,4.753,"SSP3",2.697e+14,
"value",2068,"0.25",-.1416271,.0879844,.66,4.753,"SSP3",2.697e+14,
"value",2068,"0.30",-.0866943,.0844329,.66,4.753,"SSP3",2.697e+14,
"value",2068,"0.35",-.0400715,.0852106,.66,4.753,"SSP3",2.697e+14,
"value",2068,"0.40",.0139885,.0807765,.66,4.753,"SSP3",2.697e+14,
"value",2068,"0.45",.0653239,.077835,.66,4.753,"SSP3",2.697e+14,
"value",2068,"0.50",.1216921,.0734954,.66,4.753,"SSP3",2.697e+14,
"value",2068,"0.55",.1695837,.0710026,.66,4.753,"SSP3",2.697e+14,
"value",2068,"0.60",.2088753,.076752,.66,4.753,"SSP3",2.697e+14,
"value",2068,"0.65",.2535147,.078974,.66,4.753,"SSP3",2.697e+14,
"value",2068,"0.70",.3145693,.0750612,.66,4.753,"SSP3",2.697e+14,
"value",2068,"0.75",.3721182,.0723782,.66,4.753,"SSP3",2.697e+14,
"value",2068,"0.80",.4305818,.0733633,.66,4.753,"SSP3",2.697e+14,
"value",2068,"0.85",.5117882,.0685872,.66,4.753,"SSP3",2.697e+14,
"value",2068,"0.90",.6151068,.0621202,.66,4.753,"SSP3",2.697e+14,
"value",2068,"0.95",.8034477,.0417945,.66,4.753,"SSP3",2.697e+14,
"value",2069,"0.05",-.4097167,.0584468,.66,4.863,"SSP3",2.719e+14,
"value",2069,"0.10",-.2835297,.0557932,.66,4.863,"SSP3",2.719e+14,
"value",2069,"0.15",-.2596074,.0827302,.66,4.863,"SSP3",2.719e+14,
"value",2069,"0.20",-.2043229,.0904057,.66,4.863,"SSP3",2.719e+14,
"value",2069,"0.25",-.1549743,.0940701,.66,4.863,"SSP3",2.719e+14,
"value",2069,"0.30",-.0959591,.087159,.66,4.863,"SSP3",2.719e+14,
"value",2069,"0.35",-.0541089,.0906993,.66,4.863,"SSP3",2.719e+14,
"value",2069,"0.40",-.0001995,.0859725,.66,4.863,"SSP3",2.719e+14,
"value",2069,"0.45",.0523749,.0839149,.66,4.863,"SSP3",2.719e+14,
"value",2069,"0.50",.1165434,.0757999,.66,4.863,"SSP3",2.719e+14,
"value",2069,"0.55",.1608014,.076299,.66,4.863,"SSP3",2.719e+14,
"value",2069,"0.60",.1949701,.0836395,.66,4.863,"SSP3",2.719e+14,
"value",2069,"0.65",.2424958,.0840733,.66,4.863,"SSP3",2.719e+14,
"value",2069,"0.70",.2974436,.0842709,.66,4.863,"SSP3",2.719e+14,
"value",2069,"0.75",.3428675,.0868646,.66,4.863,"SSP3",2.719e+14,
"value",2069,"0.80",.4106068,.0846953,.66,4.863,"SSP3",2.719e+14,
"value",2069,"0.85",.4962497,.078402,.66,4.863,"SSP3",2.719e+14,
"value",2069,"0.90",.6006278,.0708895,.66,4.863,"SSP3",2.719e+14,
"value",2069,"0.95",.8134322,.0435617,.66,4.863,"SSP3",2.719e+14,
"value",2070,"0.05",-.4113006,.0588372,.66,4.983,"SSP3",2.741e+14,
"value",2070,"0.10",-.2879746,.0573985,.66,4.983,"SSP3",2.741e+14,
"value",2070,"0.15",-.2639324,.0841884,.66,4.983,"SSP3",2.741e+14,
"value",2070,"0.20",-.2139633,.0955092,.66,4.983,"SSP3",2.741e+14,
"value",2070,"0.25",-.1642646,.0976438,.66,4.983,"SSP3",2.741e+14,
"value",2070,"0.30",-.100872,.0902439,.66,4.983,"SSP3",2.741e+14,
"value",2070,"0.35",-.055494,.0916123,.66,4.983,"SSP3",2.741e+14,
"value",2070,"0.40",-.0060002,.0891774,.66,4.983,"SSP3",2.741e+14,
"value",2070,"0.45",.0493406,.0861294,.66,4.983,"SSP3",2.741e+14,
"value",2070,"0.50",.1075335,.0810559,.66,4.983,"SSP3",2.741e+14,
"value",2070,"0.55",.1522044,.0820371,.66,4.983,"SSP3",2.741e+14,
"value",2070,"0.60",.1944525,.0866589,.66,4.983,"SSP3",2.741e+14,
"value",2070,"0.65",.2351263,.0883984,.66,4.983,"SSP3",2.741e+14,
"value",2070,"0.70",.2916451,.0889502,.66,4.983,"SSP3",2.741e+14,
"value",2070,"0.75",.345105,.0893626,.66,4.983,"SSP3",2.741e+14,
"value",2070,"0.80",.4143364,.0859473,.66,4.983,"SSP3",2.741e+14,
"value",2070,"0.85",.5030232,.0817655,.66,4.983,"SSP3",2.741e+14,
"value",2070,"0.90",.6050512,.0734117,.66,4.983,"SSP3",2.741e+14,
"value",2070,"0.95",.8045839,.056021,.66,4.983,"SSP3",2.741e+14,
"value",2071,"0.05",-.4141243,.0593584,.67,5.093,"SSP3",2.762e+14,
"value",2071,"0.10",-.3000977,.0625535,.67,5.093,"SSP3",2.762e+14,
"value",2071,"0.15",-.2628331,.0823366,.67,5.093,"SSP3",2.762e+14,
"value",2071,"0.20",-.2150575,.0958619,.67,5.093,"SSP3",2.762e+14,
"value",2071,"0.25",-.163615,.0969439,.67,5.093,"SSP3",2.762e+14,
"value",2071,"0.30",-.1020123,.0897482,.67,5.093,"SSP3",2.762e+14,
"value",2071,"0.35",-.0519968,.0906922,.67,5.093,"SSP3",2.762e+14,
"value",2071,"0.40",-.0110654,.0921481,.67,5.093,"SSP3",2.762e+14,
"value",2071,"0.45",.0494092,.0859969,.67,5.093,"SSP3",2.762e+14,
"value",2071,"0.50",.1084689,.0806831,.67,5.093,"SSP3",2.762e+14,
"value",2071,"0.55",.1517559,.0825939,.67,5.093,"SSP3",2.762e+14,
"value",2071,"0.60",.195857,.0867178,.67,5.093,"SSP3",2.762e+14,
"value",2071,"0.65",.2346216,.091131,.67,5.093,"SSP3",2.762e+14,
"value",2071,"0.70",.2904257,.0902145,.67,5.093,"SSP3",2.762e+14,
"value",2071,"0.75",.3467155,.0901559,.67,5.093,"SSP3",2.762e+14,
"value",2071,"0.80",.4199118,.0853277,.67,5.093,"SSP3",2.762e+14,
"value",2071,"0.85",.5093526,.0806592,.67,5.093,"SSP3",2.762e+14,
"value",2071,"0.90",.6105837,.0735544,.67,5.093,"SSP3",2.762e+14,
"value",2071,"0.95",.8148912,.0505258,.67,5.093,"SSP3",2.762e+14,
"value",2072,"0.05",-.4127455,.0591934,.67,5.203,"SSP3",2.784e+14,
"value",2072,"0.10",-.2955661,.0604696,.67,5.203,"SSP3",2.784e+14,
"value",2072,"0.15",-.2630548,.0823875,.67,5.203,"SSP3",2.784e+14,
"value",2072,"0.20",-.2197153,.0968738,.67,5.203,"SSP3",2.784e+14,
"value",2072,"0.25",-.1630218,.0962258,.67,5.203,"SSP3",2.784e+14,
"value",2072,"0.30",-.1029612,.0906631,.67,5.203,"SSP3",2.784e+14,
"value",2072,"0.35",-.053374,.0912758,.67,5.203,"SSP3",2.784e+14,
"value",2072,"0.40",-.0077739,.0920908,.67,5.203,"SSP3",2.784e+14,
"value",2072,"0.45",.0499793,.0861955,.67,5.203,"SSP3",2.784e+14,
"value",2072,"0.50",.1117439,.0806523,.67,5.203,"SSP3",2.784e+14,
"value",2072,"0.55",.1567765,.0816289,.67,5.203,"SSP3",2.784e+14,
"value",2072,"0.60",.2032927,.0868667,.67,5.203,"SSP3",2.784e+14,
"value",2072,"0.65",.2304835,.0940449,.67,5.203,"SSP3",2.784e+14,
"value",2072,"0.70",.2880333,.0923935,.67,5.203,"SSP3",2.784e+14,
"value",2072,"0.75",.348721,.092146,.67,5.203,"SSP3",2.784e+14,
"value",2072,"0.80",.4273089,.0860081,.67,5.203,"SSP3",2.784e+14,
"value",2072,"0.85",.5104275,.0833781,.67,5.203,"SSP3",2.784e+14,
"value",2072,"0.90",.6236001,.0729003,.67,5.203,"SSP3",2.784e+14,
"value",2072,"0.95",.8438104,.0450983,.67,5.203,"SSP3",2.784e+14,
"value",2073,"0.05",-.4224355,.0623831,.67,5.313,"SSP3",2.806e+14,
"value",2073,"0.10",-.2893525,.0596572,.67,5.313,"SSP3",2.806e+14,
"value",2073,"0.15",-.2555255,.0807661,.67,5.313,"SSP3",2.806e+14,
"value",2073,"0.20",-.2075838,.0931028,.67,5.313,"SSP3",2.806e+14,
"value",2073,"0.25",-.1610956,.0961342,.67,5.313,"SSP3",2.806e+14,
"value",2073,"0.30",-.1080843,.0939597,.67,5.313,"SSP3",2.806e+14,
"value",2073,"0.35",-.0503891,.0911853,.67,5.313,"SSP3",2.806e+14,
"value",2073,"0.40",-.0077213,.0929463,.67,5.313,"SSP3",2.806e+14,
"value",2073,"0.45",.0516294,.0875584,.67,5.313,"SSP3",2.806e+14,
"value",2073,"0.50",.112674,.0827082,.67,5.313,"SSP3",2.806e+14,
"value",2073,"0.55",.1675323,.0798471,.67,5.313,"SSP3",2.806e+14,
"value",2073,"0.60",.2070285,.0864479,.67,5.313,"SSP3",2.806e+14,
"value",2073,"0.65",.2253375,.098985,.67,5.313,"SSP3",2.806e+14,
"value",2073,"0.70",.2900544,.0944598,.67,5.313,"SSP3",2.806e+14,
"value",2073,"0.75",.3557009,.0913778,.67,5.313,"SSP3",2.806e+14,
"value",2073,"0.80",.4174835,.0923426,.67,5.313,"SSP3",2.806e+14,
"value",2073,"0.85",.5120543,.0848061,.67,5.313,"SSP3",2.806e+14,
"value",2073,"0.90",.6201045,.0774582,.67,5.313,"SSP3",2.806e+14,
"value",2073,"0.95",.8500159,.0468673,.67,5.313,"SSP3",2.806e+14,
"value",2074,"0.05",-.42219,.0609086,.67,5.423,"SSP3",2.829e+14,
"value",2074,"0.10",-.278015,.0550633,.67,5.423,"SSP3",2.829e+14,
"value",2074,"0.15",-.25331,.0806919,.67,5.423,"SSP3",2.829e+14,
"value",2074,"0.20",-.2013202,.0905769,.67,5.423,"SSP3",2.829e+14,
"value",2074,"0.25",-.1590936,.0956181,.67,5.423,"SSP3",2.829e+14,
"value",2074,"0.30",-.0998961,.0924115,.67,5.423,"SSP3",2.829e+14,
"value",2074,"0.35",-.0511081,.0930977,.67,5.423,"SSP3",2.829e+14,
"value",2074,"0.40",.0014103,.0908222,.67,5.423,"SSP3",2.829e+14,
"value",2074,"0.45",.0528075,.0883535,.67,5.423,"SSP3",2.829e+14,
"value",2074,"0.50",.1102201,.084589,.67,5.423,"SSP3",2.829e+14,
"value",2074,"0.55",.1640473,.0823071,.67,5.423,"SSP3",2.829e+14,
"value",2074,"0.60",.2013024,.0894394,.67,5.423,"SSP3",2.829e+14,
"value",2074,"0.65",.2298306,.0981143,.67,5.423,"SSP3",2.829e+14,
"value",2074,"0.70",.2899327,.0956774,.67,5.423,"SSP3",2.829e+14,
"value",2074,"0.75",.3545842,.0947194,.67,5.423,"SSP3",2.829e+14,
"value",2074,"0.80",.4204322,.0938792,.67,5.423,"SSP3",2.829e+14,
"value",2074,"0.85",.5079509,.0885023,.67,5.423,"SSP3",2.829e+14,
"value",2074,"0.90",.6170906,.0812117,.67,5.423,"SSP3",2.829e+14,
"value",2074,"0.95",.8564919,.0497971,.67,5.423,"SSP3",2.829e+14,
"value",2075,"0.05",-.4078045,.0576835,.68,5.553,"SSP3",2.851e+14,
"value",2075,"0.10",-.2649438,.0517617,.68,5.553,"SSP3",2.851e+14,
"value",2075,"0.15",-.2424422,.0776566,.68,5.553,"SSP3",2.851e+14,
"value",2075,"0.20",-.1958092,.0895373,.68,5.553,"SSP3",2.851e+14,
"value",2075,"0.25",-.1551607,.0957585,.68,5.553,"SSP3",2.851e+14,
"value",2075,"0.30",-.1035885,.0957791,.68,5.553,"SSP3",2.851e+14,
"value",2075,"0.35",-.0553005,.0964864,.68,5.553,"SSP3",2.851e+14,
"value",2075,"0.40",-.0002511,.0934933,.68,5.553,"SSP3",2.851e+14,
"value",2075,"0.45",.0551639,.088898,.68,5.553,"SSP3",2.851e+14,
"value",2075,"0.50",.1020428,.0892734,.68,5.553,"SSP3",2.851e+14,
"value",2075,"0.55",.1559913,.0876679,.68,5.553,"SSP3",2.851e+14,
"value",2075,"0.60",.1937952,.0932702,.68,5.553,"SSP3",2.851e+14,
"value",2075,"0.65",.2261302,.1014061,.68,5.553,"SSP3",2.851e+14,
"value",2075,"0.70",.2750438,.1030991,.68,5.553,"SSP3",2.851e+14,
"value",2075,"0.75",.3345999,.1034134,.68,5.553,"SSP3",2.851e+14,
"value",2075,"0.80",.4084142,.1001699,.68,5.553,"SSP3",2.851e+14,
"value",2075,"0.85",.5024922,.0927446,.68,5.553,"SSP3",2.851e+14,
"value",2075,"0.90",.6150256,.0860596,.68,5.553,"SSP3",2.851e+14,
"value",2075,"0.95",.8136653,.0707976,.68,5.553,"SSP3",2.851e+14,
"value",2076,"0.05",-.4014345,.0566503,.68,5.703,"SSP3",2.873e+14,
"value",2076,"0.10",-.2671786,.0524402,.68,5.703,"SSP3",2.873e+14,
"value",2076,"0.15",-.2317234,.0739871,.68,5.703,"SSP3",2.873e+14,
"value",2076,"0.20",-.1923524,.0887244,.68,5.703,"SSP3",2.873e+14,
