hierid,ISO,diff,d_h,d_l,gdp,pop,gdppc,wage,diff_dis,h_dis,l_dis,diff_dis_p,h_dis_p,l_dis_p,pop_w,diff_dis_p_pw
ABW,ABW,-626.677383187493,-653.19862209943,-26.521238911937,192741020,107244,1797.2196,0.011981464,15.0170250125503,15.6525515510679,0.635526538517544,0.835569844249991,0.870931496132574,0.0353616518825826,1.54894609396598e-05,1.29425264648679e-05
AFG.1.12,AFG,-7125.87383320295,-7590.67134544458,-464.797512241629,24899318,17932.482,1388.5037,0.00925669133333333,131.924029108473,140.529003315117,8.60497420664395,9.50116511093726,10.1208951272594,0.619730016322171,2.59002349306398e-06,2.46082408488073e-05
AFG.1.R8abddb145b8788ee,AFG,-4561.26516218974,-4872.70760681092,-311.442444621189,543406800,391355.56,1388.5245,0.00925683,84.4457123826256,90.2116519119111,5.76593952928553,6.08168688291965,6.4969434757479,0.415256592828252,5.65242499360216e-05,0.000343762789402774
AFG.1.R91a8634efe8e02a7,AFG,-5561.52981688151,-5922.17013483729,-360.640317955782,175789140,126602.09,1388.5168,0.00925677866666667,102.963701125879,109.640436329065,6.67673520318594,7.41537308917534,7.89622684644972,0.480853757274376,1.82853877879816e-05,0.000135592972528134
AFG.1.Ra6a2bba0a271cb4a,AFG,-4012.94660686149,-4286.6144294462,-273.667822584714,653380400,470324.78,1389.211,0.00926140666666667,74.3310609155287,79.4001589086051,5.06909799307643,5.35059547581532,5.71548590592827,0.364890430112951,6.79299290287952e-05,0.000363465570933927
AFG.1.Rcf29900a4c191e96,AFG,-6928.0080905868,-7379.43976578356,-451.431675196757,21986844,15834.921,1388.5035,0.00925669,128.260846424108,136.618372571062,8.35752614695413,9.2373441207824,9.83925302104474,0.601908900262342,2.28706865010723e-06,2.11264401488937e-05
AFG.1.Rd0d6327d56611fba,AFG,-6031.08871803951,-6421.99739764629,-390.908679606781,81688880,58811.062,1389.0054,0.009260036,111.696197296479,118.935854188222,7.23965689174251,8.04145162405268,8.56266319686172,0.521211572809041,8.49419685641074e-06,6.83056731060073e-05
AFG.10.103,AFG,-5242.34620601911,-6162.57611156824,-920.229905549126,138163890,98998.25,1395.6195,0.00930413,97.5509412116173,114.674818553851,17.1238773422336,6.98979494135882,8.21676814875766,1.22697320739884,1.42985111192205e-05,9.99436606900901e-05
AFG.10.106,AFG,-5300.57227667061,-6237.4073219854,-936.835045314784,197453700,141872.72,1391.7665,0.00927844333333333,98.3621190066519,115.74686076792,17.384741761268,7.06742970222749,8.31654309598053,1.24911339375305,2.04909547838881e-05,0.000144818382466651
AFG.10.109,AFG,-4094.69437781464,-4730.05024993669,-635.355872122054,27817502,19818.56,1403.6086,0.00935739066666667,76.6313099076303,88.5218561232439,11.8905462156135,5.45959250375285,6.30673366658225,0.847141162829406,2.86243343217621e-06,1.56277201088008e-05
AFG.10.98,AFG,-5923.65879975569,-7023.86266643333,-1100.20386667764,20193902,14543.644,1388.5037,0.00925669133333333,109.666962146644,130.035457341794,20.3684951951495,7.89821173300758,9.36515022191111,1.46693848890353,2.10056698424451e-06,1.65907228009283e-05
AFG.10.R01090b16282376f5,AFG,-5757.16977726101,-6808.18906635661,-1051.0192890956,205838020,148115.58,1389.7122,0.009264748,106.677454359079,126.152312072298,19.4748577132197,7.67622636968134,9.07758542180881,1.40135905212746,2.13926232792983e-05,0.000164214618933208
AFG.10.R4231d3df78d3772c,AFG,-3574.75307142903,-4031.04968050651,-456.296609077479,428425500,308042.78,1390.7987,0.00927199133333333,66.2901589941934,74.751715403785,8.46155640959155,4.76633742857205,5.37473290734202,0.608395478769972,4.44912219663033e-05,0.000212060176500898
AFG.10.R7fc4ac9564655b4c,AFG,-4811.51720422907,-5626.25348307975,-814.736278850686,459122140,326840.53,1404.7283,0.00936485533333333,90.1183251028993,105.378099875409,15.25977477251,6.41535627230542,7.501671310773,1.08631503846758,4.72062178110917e-05,0.000302844705526203
AFG.11.116,AFG,-3434.43804416098,-3870.36230605814,-435.924261897166,690015040,321610.34,2145.5002,0.0143033346666667,98.2478334751332,110.718174689603,12.4703412144696,4.57925072554797,5.16048307474419,0.581232349196221,4.64508112269285e-05,0.000212709911013204
AFG.11.117,AFG,-3409.64473571806,-3835.60395573816,-425.959220020099,1183569500,810251.94,1460.7427,0.00973828466666667,66.4081820972478,74.7044063791419,8.29622428189404,4.54619298095742,5.11413860765088,0.567945626693465,0.00011702627443879,0.000532024027441224
AFG.11.124,AFG,-3600.99862525496,-4094.22353062015,-493.224905365188,317611230,228192.05,1391.8594,0.00927906266666667,66.8277838126427,75.9811134239313,9.15332961128862,4.80133150033995,5.45896470749353,0.657633207153583,3.2958224657938e-05,0.000158243362245439
AFG.11.R888b226f710b3709,AFG,-3307.45702329767,-3703.56803743613,-396.111014138454,582080830,418244.66,1391.7233,0.00927815533333333,61.3742000409602,68.7245590778018,7.35035903684155,4.40994269773023,4.93809071658151,0.528148018851272,6.04078953068825e-05,0.000266395356793839
AFG.11.R8c077254fc886fac,AFG,-3502.57621164988,-3735.44719881144,-232.870987161555,81731040,58837.496,1389.0979,0.00926065266666667,64.8722834692375,69.1853581257314,4.31307465649391,4.67010161553318,4.98059626508192,0.31049464954874,8.49801477079736e-06,3.96865925099256e-05
AFG.11.R95ece0d29da8aba1,AFG,-3178.38592791434,-3484.89411109394,-306.5081831796,859642100,616673.25,1393.9994,0.00929332933333333,59.0755743530804,64.7725373323797,5.69696297929936,4.23784790388578,4.64652548145858,0.4086775775728,8.90673251502004e-05,0.00037745377719249
AFG.12.Rc50339f5954ae669,AFG,-3882.16416898911,-4391.56198380097,-509.397814811855,784882400,564082.7,1391.4315,0.00927621,72.023540172037,81.4741023795088,9.45056220747175,5.17621889198549,5.85541597840129,0.679197086415806,8.14715690237949e-05,0.000421714674740667
