hierid,diff,d_h,d_l,gdp,pop,gdppc,wage,diff_dis,h_dis,l_dis,diff_dis_p,h_dis_p,l_dis_p,pop_w
BRA.24.4563.Rdd91c13f8fcbad66,-1241.19600891874,-1321.64579671647,-80.449787797734,39498150,3660.649,10789.9315,0.0719328766666667,178.565598857421,190.139568184449,11.5739693270278,1.65492801189165,1.76219439562196,0.107266383730312,5.28714703846414e-07
BRA.24.4565.8818,-1551.75070914881,-1651.02119924415,-99.2704900953402,9211418,847.4144,10870.0275,0.07246685,224.900971754561,239.288611184892,14.387639430331,2.06900094553175,2.2013615989922,0.132360653460454,1.2239372131313e-07
BRA.24.4565.8819,-1602.53383529213,-1705.47243093423,-102.938595642102,68926823,6300.7754,10939.4185,0.0729294566666667,233.743843795608,248.758355496025,15.0145117004164,2.1367117803895,2.27396324124564,0.137251460856136,9.10033330049883e-07
BRA.24.4567.8821,-1181.46808687731,-1257.55560470805,-76.0875178307444,17707976,1644.981,10764.852,0.07176568,169.577721306098,180.498666219369,10.920944913271,1.57529078250308,1.67674080627741,0.101450023774326,2.37587827253577e-07
BRA.24.4567.8822,-1172.12561625022,-1247.73855229272,-75.6129360425076,143397390,12692.184,11298.087,0.07532058,176.570362497647,187.960782894097,11.3904203964492,1.56283415500029,1.66365140305697,0.100817248056677,1.83315699066592e-06
BRA.24.4576.8833,-1257.2749956305,-1337.30730397138,-80.0323083408828,31015450,2856.7383,10856.945,0.0723796333333333,182.002206365808,193.587624630874,11.5854182650667,1.67636666084067,1.78307640529518,0.10670974445451,4.12604307119095e-07
BRA.24.4576.8834,-1183.46046884929,-1259.68659304444,-76.2261241951463,81511960,7145.4707,11407.5005,0.0760500033333333,180.004345201713,191.598339199969,11.5939939982559,1.57794729179905,1.67958212405925,0.101634832260195,1.0320343264251e-06
BRA.24.4578.8836,-1577.42638873903,-1678.11735875366,-100.690970014634,408242565,37187.445,10977.9675,0.07318645,230.892475056259,245.630904341114,14.7384292848551,2.10323518498537,2.23748981167155,0.134254626686179,5.37105550681855e-06
BRA.24.4578.8837,-1706.06366890716,-1815.93760338585,-109.873934478694,14709658,1364.02,10784.0485,0.0718936566666667,245.31031132777,261.108789171824,15.798477844054,2.27475155854288,2.4212501378478,0.146498579304925,1.97008079807866e-07
BRA.24.4600.8864,-1044.80913283933,-1111.95352956709,-67.1443967277632,4603078.5,411.4718,11186.8625,0.0745790833333333,155.841814770904,165.856949888757,10.0151351178525,1.39307884378577,1.48260470608946,0.0895258623036843,5.94296778735549e-08
BRA.24.4600.8865,-1067.28312058977,-1135.97250836307,-68.6893877732986,479447950,40003.652,11985.1045,0.0799006966666667,170.553329751393,181.529989624779,10.9766598733867,1.42304416078636,1.51463001115075,0.0915858503643981,5.77780579890479e-06
BRA.24.4601.8866,-1391.30798045604,-1479.74177571223,-88.4337952561895,283220050,23728.51,11935.8545,0.0795723633333333,221.419328258829,235.493100432971,14.0737721741422,1.85507730727473,1.97298903428298,0.117911727008253,3.42715516766745e-06
BRA.24.4601.8867,-1392.03573727763,-1480.51442632434,-88.4786890467094,18824997,1693.9225,11113.2575,0.0740883833333333,206.267354634249,219.377840696096,13.1104860618468,1.85604764970351,1.97401923509912,0.117971585395613,2.44656543942421e-07
BRA.24.4603.8869,-1549.9470297893,-1649.10928019546,-99.1622504061573,45477047,4087.5283,11125.8065,0.0741720433333333,229.925476515806,244.635609984119,14.7101334683127,2.06659603971907,2.19881237359394,0.132216333874876,5.90369717118013e-07
BRA.24.4603.8870,-1548.9877100626,-1648.06833714413,-99.0806270815371,28021078,2520.4915,11117.3075,0.0741153833333333,229.607635819823,244.294433133933,14.6867973141103,2.06531694675013,2.19742444952551,0.132107502775383,3.64039523311278e-07
BRA.24.4604.8873,-2415.28415566579,-2577.07251984635,-161.788364180564,247646615,22826.717,10848.981,0.07232654,349.378292192256,372.781477379136,23.4031851868802,3.22037887422105,3.43609669312847,0.215717818907418,3.29690743866481e-06
BRA.24.4604.8874,-2068.15814980704,-2204.58468354884,-136.426533741806,5180504.75,481.25888,10764.487,0.0717632466666667,296.835486900559,316.416308886142,19.5808219855831,2.75754419974272,2.93944624473179,0.181902044989075,6.9509162504424e-08
BRA.24.4604.Rc6c641dea0105ff5,-2438.15198717942,-2601.62150381015,-163.469516630735,7453683,692.43274,10764.487,0.0717632466666667,349.93940493356,373.401611422465,23.4622064889045,3.25086931623923,3.46882867174687,0.217959355507647,1.00009416653348e-07
BRA.24.4607.8881,-1400.46009658575,-1489.29050968298,-88.8304130972221,708767200,51636.086,13726.1995,0.0915079966666667,256.306595700338,272.563981991536,16.2573862911984,1.86728012878101,1.9857206795773,0.118440550796296,7.45790102172538e-06
BRA.24.4607.Rd4afb94c1d822416,-1400.46009658575,-1489.29050968298,-88.8304130972221,2149902100,142524.23,15084.4665,0.10056311,281.669245487128,299.53537069441,17.8661252072828,1.86728012878101,1.9857206795773,0.118440550796296,2.05850536490628e-05
BRA.24.4608.8884,-1121.4369454033,-1198.92687164413,-77.4899262408335,206202225,17009.918,12122.47,0.0808164666666667,181.261143033908,193.786067115997,12.5249240820896,1.49524926053773,1.59856916219217,0.103319901654445,2.45677576785477e-06
BRA.24.4608.Rf9482b45e08b328a,-1068.18969289546,-1145.29447074882,-77.1047778533604,49587416,4591.4453,10799.9575,0.0719997166666667,153.818710469454,164.92175478763,11.1030443181765,1.42425292386061,1.52705929433176,0.102806370471147,6.63151436266223e-07
BRA.24.4619.8899,-1506.87302778649,-1602.9161938815,-96.043166095011,33651849,2967.31,11340.86,0.0756057333333333,227.856480612035,242.379308620572,14.5228280085369,2.00916403704865,2.137221591842,0.128057554793348,4.28574394286506e-07
BRA.24.4619.8900,-1506.87302778649,-1602.9161938815,-96.043166095011,280378980,22756.93,12320.598,0.08213732,247.541024165335,263.318480700053,15.7774565347181,2.00916403704865,2.137221591842,0.128057554793348,3.2868279655885e-06
BRA.24.4621.8902,-1230.29802687959,-1309.47742935884,-79.1794024792525,12597659,1170.0663,10766.6195,0.0717774633333333,176.615343026844,187.981936343264,11.3665933164196,1.64039736917278,1.74596990581179,0.105572536639003,1.68994967090581e-07
BRA.24.4621.8903,-1194.69797540464,-1271.60526147937,-76.9072860747285,170625920,15486.385,11017.8015,0.07345201,175.505935272803,186.803924764471,11.2979894916676,1.59293063387286,1.6954736819725,0.102543048099638,2.23672891307704e-06
BRA.24.4622.8906,-1267.28664771346,-1350.34598695444,-83.0593392409801,73753110,6662.3994,11070.053,0.0738003533333333,187.052404751738,199.312021918973,12.2596171672351,1.68971553028462,1.80046131593926,0.11074578565464,9.62263392550755e-07
BRA.24.4622.R2690ca8bd06168fe,-1308.70497636548,-1393.73593916846,-85.0309628029732,16908579.5,1570.6622,10765.255,0.0717683666666667,187.847237204578,200.052303837505,12.2050666329269,1.74493996848731,1.85831458555794,0.113374617070631,2.26853817428483e-07
BRA.24.4642.8930,-1351.98076224411,-1439.42077292235,-87.4400106782383,18484561,1671.2644,11060.225,0.0737348333333333,199.376152347885,212.270901575934,12.8947492280496,1.80264101632548,1.9192276972298,0.116586680904318,2.41383990187274e-07
BRA.24.4642.8931,-1314.65983410122,-1400.02104441475,-85.3612103135328,23058775,2121.7083,10868.023,0.0724534866666667,190.50337752251,202.872812149114,12.3694346266042,1.75287977880163,1.86669472588634,0.11381494708471,3.0644248478425e-07
BRA.24.4642.8932,-1309.21805753844,-1394.23734233966,-85.0192848012292,503172500,42018.16,11975.12,0.0798341333333333,209.040577935862,222.615459773314,13.5748818374519,1.74562407671791,1.85898312311955,0.113359046401639,6.06876513442596e-06
BRA.24.4645.8936,-985.565716920624,-1060.55629875712,-74.9905818364972,5300066.5,484.8842,10930.5825,0.07287055,143.6374317063,154.566641592792,10.9292098864911,1.31408762256083,1.41407506500949,0.0999874424486629,7.00327745716144e-08
BRA.24.4645.8937,-985.656379469886,-1060.64510003139,-74.9887205615008,479740730,42245.65,11355.98,0.0757065333333333,149.241255095099,160.595527240726,11.3542721456266,1.31420850595985,1.41419346670852,0.0999849607486678,6.10162196062755e-06
BRA.24.R5060e4a6e6e90e34,-1285.80150298751,-1369.07648457215,-83.2749815846381,20049672000,1791868.1,11189.2565,0.0745950433333333,191.828837666837,204.252639386614,12.4238017197772,1.71440200398335,1.82543531276286,0.111033308779517,0.0002588030187607
BRA.24.Ra77ebe5c5a40479a,-1234.75626510165,-1313.48164195726,-78.7253768556134,7990114650,641155.8,12462.0485,0.0830803233333334,205.167899485008,218.248959012413,13.0810595274058,1.64634168680219,1.75130885594301,0.104967169140818,9.26033877917306e-05
BRA.24.Ra7eae8c5db9d528e,-1367.30424337738,-1456.35205798333,-89.0478146059495,3646646000,335636.84,10864.8555,0.07243237,198.074173717761,210.97406222822,12.8998885104591,1.82307232450317,1.94180274397777,0.118730419474599,4.84766860905119e-05
BRA.24.Rb7a4f0c87d72585f,-969.805547105613,-1051.99277216592,-82.1872250603063,6948516100,634122.5,10957.6875,0.07305125,141.691014945998,153.698773995371,12.0077590493734,1.29307406280748,1.40265702955456,0.109582966747075,9.15875544991743e-05
BRA.24.Rd73b6a5b539259e5,-1504.69903757822,-1600.7984763179,-96.0994387396841,1099458750,97762.625,11246.207,0.0749747133333333,225.628757990739,240.038813732743,14.4100557420041,2.00626538343763,2.13439796842387,0.128132584986245,1.4120047380703e-05
BRA.25.4652.8947,-1257.12855948382,-1335.08410350842,-77.9555440245995,78508327,6934.297,11321.743,0.0754782866666667,189.771819579147,201.539721377437,11.7679017982894,1.6761714126451,1.78011213801123,0.103940725366133,1.00153409538529e-06
BRA.25.4652.8948,-1236.71850310223,-1313.49392160574,-76.7754185035061,4404626,396.06427,11120.9885,0.0741399233333333,183.380430009829,194.764677293298,11.384247283469,1.64895800413631,1.75132522880765,0.102367224671341,5.72043381425524e-08
BRA.25.4656.8952,-495.790394346508,-547.689981214632,-51.8995868681239,368371615,32242.533,11425.021,0.0761668066666667,75.5255422267618,83.4315938248903,7.90605159812853,0.661053859128677,0.730253308286176,0.0691994491574985,4.65685218286518e-06
BRA.25.4656.8953,-566.116361434956,-620.33676263377,-54.2204011988141,12351687.5,1141.0638,10824.712,0.0721647466666667,81.7072876136174,89.5328906469723,7.8256030333549,0.754821815246608,0.827115683511694,0.0722938682650855,1.64806079218976e-07
BRA.25.4661.8959,-431.091457666823,-517.268076396712,-86.1766187298898,41080771,3741.312,10980.311,0.0732020733333333,63.1135769950006,75.7301913227688,12.6166143277682,0.57478861022243,0.68969076852895,0.11490215830652,5.40365018901576e-07
BRA.25.4661.Rc7a67871e4c9062b,-438.697927934241,-525.176564156753,-86.4786362225121,2604262.5,236.55098,11009.308,0.0733953866666667,64.3968081011982,77.0910739891128,12.6942658879146,0.584930570578988,0.700235418875671,0.115304848296683,3.41655212874217e-08
BRA.25.4664.8965,-516.457622174671,-565.72040095146,-49.2627787767895,274092950,23223.688,11802.3015,0.07868201,81.2718475850474,89.0240364897337,7.75218890468628,0.688610162899561,0.754293867935281,0.0656837050357194,3.35424273759695e-06
BRA.25.4664.8966,-494.653152823454,-544.77171473125,-50.1185619077964,5500142,500.29172,10993.8705,0.07329247,72.5087027274368,79.8553291175774,7.34662639014062,0.659537537097938,0.726362286308334,0.0668247492103952,7.22581128582973e-08
BRA.25.4670.8972,-491.214609586842,-621.854187823587,-130.639578236745,60299637,5514.085,10935.5655,0.07290377,71.6227938359179,90.6710293652552,19.0482355293373,0.654952812782456,0.829138917098116,0.17418610431566,7.96410094974677e-07
BRA.25.4670.8973,-847.942629391318,-901.903863609416,-53.9612342180981,49266980,3971.5188,12405.0725,0.0827004833333333,140.250530579199,149.175770881399,8.92524030219983,1.13059017252176,1.20253848481255,0.0719483122907974,5.73614237847569e-07
BRA.25.4670.8974,-1047.8334933676,-1112.86279552787,-65.0293021602738,15001343,1170.0663,12820.9345,0.0854728966666667,179.122727804962,190.239213452663,11.116485647701,1.39711132449013,1.48381706070383,0.0867057362136983,1.68994967090581e-07
BRA.25.4685.8993,-458.246412428449,-502.487670973423,-44.2412585449738,16007447,1413.8679,11321.7415,0.0754782766666667,69.1752989975638,75.8538069026419,6.67850790507812,0.610995216571265,0.669983561297897,0.0589883447266317,2.04207709623745e-07
BRA.25.4685.Rfd119095cd35c69d,-516.30993453311,-556.624167591562,-40.3142330584515,2497648250,209029.5,11948.784,0.07965856,82.2570117972037,88.679759303085,6.42274750588128,0.688413246044147,0.742165556788749,0.053752310744602,3.01905400347491e-05
BRA.25.4688.8997,-427.622362662425,-485.562022465692,-57.9396598032672,77555723,6985.9575,11101.66,0.0740110666666667,63.2975743823325,71.8739264310197,8.57635204868719,0.570163150216566,0.647416029954256,0.0772528797376896,1.00899552256885e-06
BRA.25.4688.8998,-432.537870918962,-493.540448179031,-61.0025772600691,7065476.5,644.39746,10964.4695,0.0730964633333333,63.2339772438119,72.1521225476708,8.91814530385894,0.576717161225282,0.658053930905374,0.0813367696800921,9.30715870937863e-08
BRA.25.4698.9008,-451.899877281597,-513.375401002112,-61.4755237205144,47647457,4373.9272,10893.518,0.0726234533333333,65.6370592981983,74.5661889543163,8.929129656118,0.602533169708796,0.684500534669482,0.0819673649606858,6.31734871109953e-07
BRA.25.4698.9009,-455.492894727951,-515.419997136307,-59.9271024083558,5225287.5,480.35257,10878.0255,0.07252017,66.0648443189262,74.7566916274489,8.69184730852274,0.607323859637268,0.687226662848409,0.0799028032111411,6.93782623762655e-08
BRA.25.4711.9022,-390.908510849333,-480.765179311662,-89.8566684623293,5780829,533.82574,10829.056,0.0721937066666667,56.4422687315204,69.4164406615471,12.9741719300266,0.52121134779911,0.641020239082216,0.119808891283106,7.71014970377365e-08
BRA.25.4711.9023,-397.662177920523,-472.325286904578,-74.663108984055,1205786650,106358.21,11337.03425,0.0755802283333333,60.1107964135275,71.3969060637103,11.2861096501829,0.530216237227363,0.629767049206103,0.09955081197874,1.53615245552864e-05
BRA.25.4711.9024,-424.22826442347,-521.252059406476,-97.0237949830062,16408020.5,1520.8143,10788.9695,0.0719264633333333,61.0264774120366,74.9836342766487,13.9571568646121,0.565637685897959,0.695002745875301,0.129365059977342,2.19654187612604e-07
BRA.25.4716.9032,-504.19280476751,-557.430730544105,-53.237925776595,4106783500,331310.94,12395.5565,0.0826370433333333,83.3300053118552,92.1288548706097,8.79884955875453,0.672257073023347,0.743240974058807,0.07098390103546,4.78518878819513e-05
BRA.25.4716.9033,-435.645427892528,-496.371395662413,-60.7259677698855,14303032,1295.1393,11043.6245,0.0736241633333333,64.1480602771587,73.0898574164882,8.94179713932957,0.58086057052337,0.661828527549884,0.080967957026514,1.87059505415393e-07
BRA.25.4717.9034,-385.005983233888,-447.786823118139,-62.780839884251,818816550,71251.695,11491.888,0.0766125866666667,58.9926085153829,68.6122135886595,9.6196050732766,0.513341310978518,0.597049097490852,0.0837077865123347,1.02910218435256e-05
BRA.25.4717.Rd9838817e2a9cbea,-405.963876238548,-473.748889053676,-67.7850128151286,14319329,1297.8583,11033.0455,0.0735536366666667,59.7202389052835,69.6919073133822,9.97166840809863,0.541285168318064,0.631665185404902,0.0903800170868381,1.87452215910105e-07
BRA.25.4734.9054,-786.641825801096,-837.69453917605,-51.0527133749546,1277392150,108322.22,11792.5215,0.07861681,123.686541914116,131.713744848882,8.02720293476652,1.04885576773479,1.11692605223473,0.0680702844999394,1.56451903657756e-05
BRA.25.4734.9055,-818.451499321031,-871.147375151315,-52.6958758302838,119029837,10748.115,11074.485,0.0738299,120.852384699444,128.633447185368,7.78106248592454,1.09126866576138,1.16152983353509,0.0702611677737117,1.55237129785789e-06
BRA.25.4734.9056,-580.688129946803,-629.690839244719,-49.0027092979159,44695630,4071.2146,10978.451,0.0731896733333333,85.0007490787014,92.1737336506269,7.17298457192551,0.77425083992907,0.839587785659625,0.0653369457305545,5.88013497479326e-07
BRA.25.4740.9063,-892.812074555516,-949.485289493542,-56.6732149380268,7716966,715.0909,10791.588,0.07194392,128.464800933712,136.619387417,8.15458648328841,1.19041609940735,1.26598038599139,0.0755642865840357,1.03281979074412e-07
BRA.25.4740.9064,-907.658280164325,-964.989998964157,-57.331718799832,188152205,17309.006,10870.191,0.07246794,131.552251574903,139.861674691069,8.3094231161662,1.2102110402191,1.28665333195221,0.0764422917331094,2.49997363340922e-06
BRA.25.4744.9070,-1027.97920180322,-1091.72947978842,-63.7502779852056,410417390,31243.762,13135.9785,0.08757319,180.046835911123,191.212466324225,11.1656304131025,1.37063893573762,1.45563930638456,0.0850003706469408,4.51259773140715e-06
BRA.25.4744.R0d2ded44a7e1c8b0,-1059.68882125782,-1125.2379724901,-65.5491512322778,105982045,9053.286,11706.4725,0.07804315,165.402907261495,175.634231745481,10.2313244839867,1.41291842834376,1.50031729665347,0.0873988683097037,1.30758382634524e-06
BRA.25.4747.9074,-421.131704563937,-496.010915311816,-74.8792107478788,169773740,15477.322,10969.1935,0.0731279566666667,61.5930020846221,72.5445294422323,10.9515273576102,0.561508939418583,0.661347887082421,0.0998389476638384,2.23541992623865e-06
BRA.25.4747.9075,-416.170375128662,-488.022580176461,-71.8522050477989,819514.9,76.13135,10764.487,0.0717632466666667,59.7314745714348,70.044169600213,10.3126950287782,0.554893833504883,0.650696773568615,0.0958029400637319,1.09957999711739e-08
BRA.25.4747.R8e3ff85a55299a0d,-431.872568284454,-516.670367758874,-84.7977994744199,5673293.5,522.9498,10848.6385,0.0723242566666667,62.4697249517947,74.7356005797077,12.265875627913,0.575830091045938,0.688893823678498,0.11306373263256,7.55306637248044e-08
BRA.25.4748.9077,-428.877664862504,-501.296265945425,-72.4186010829213,664047.825,59.81749,11101.232,0.0740082133333333,63.480939430092,74.2000819865848,10.7191425564928,0.571836886483338,0.668395021260567,0.0965581347772283,8.63955722337374e-09
BRA.25.4748.R46d81c297d0ce8a0,-485.387942739253,-541.707843632396,-56.3199008931433,42786530,3889.9495,10999.251,0.07332834,71.1853841941689,79.4450738770863,8.25968968291743,0.647183923652337,0.722277124843194,0.0750932011908578,5.61833024108569e-07
BRA.25.4753.9086,-420.893717431727,-514.356375552897,-93.4626581211693,102859078,9302.525,11057.1135,0.07371409,62.0515947343938,75.83062431916,13.7790295847662,0.561191623242303,0.685808500737196,0.124616877494892,1.34358190320866e-06
BRA.25.4753.9087,-420.899835451125,-514.369058441654,-93.4692229905288,1559123.7,137.76149,11317.5585,0.07545039,63.5141134714464,77.6186921267111,14.1045786552647,0.5611997806015,0.685825411255538,0.124625630654038,1.98971617838232e-08
BRA.25.4756.9092,-925.851896847232,-983.734048371755,-57.8821515245234,30097812,2552.213,11792.83,0.0786188666666667,145.578853662626,154.680111968799,9.10125830617261,1.23446919579631,1.31164539782901,0.0771762020326979,3.68621121677596e-07
BRA.25.4756.R4680b3af2c5befe7,-781.853544587852,-833.006189757495,-51.1526451696422,15356875000,1075649,14276.8455,0.09517897,148.832030129442,158.569342289486,9.73731216004404,1.0424713927838,1.11067491967666,0.0682035268928563,0.000155358091550895
BRA.25.4757.9095,-1158.09250421761,-1229.75998594712,-71.6674817295182,268210745,18626.803,14399.1835,0.0959945566666667,222.341153042718,236.100529314801,13.7593762720831,1.54412333895681,1.63967998126283,0.0955566423060243,2.69030563480697e-06
BRA.25.4757.9096,-1617.60409918191,-1720.92236442459,-103.318265242678,543529235,46239.824,11754.57,0.0783638,253.523208214943,269.716031962591,16.1928237476484,2.15680546557588,2.29456315256612,0.137757686990238,6.67850833337759e-06
BRA.25.4760.9099,-946.155357975376,-1005.81366085823,-59.6583028828521,210736135,19357.682,10886.4345,0.07257623,137.336777752306,145.996327175178,8.65954942287107,1.2615404773005,1.3410848811443,0.0795444038438028,2.79586792008277e-06
BRA.25.4760.9100,-1081.48864450204,-1148.75419096656,-67.2655464645259,6113615,567.3598,10775.5515,0.07183701,155.381821139958,165.046132608014,9.66431146805522,1.44198485933605,1.53167225462208,0.0896873952860345,8.1944886994454e-08
BRA.25.4762.9102,-563.546310614195,-619.807669676017,-56.2613590618218,310117810,27429.037,11306.1865,0.0753745766666667,84.9541291892136,93.4354814331659,8.4813522439523,0.751395080818927,0.826410226234689,0.0750151454157624,3.96162952914834e-06
BRA.25.4762.9104,-583.107903930169,-636.865932694772,-53.7580287646038,2767600.1,248.3332,11144.704,0.0742980266666667,86.6475331914955,94.6357641008955,7.98823090939993,0.777477205240225,0.849154576926363,0.0716773716861384,3.58672503955535e-08
BRA.25.4762.R45a4658d3e17f79c,-543.2493220225,-601.302050170724,-58.0527281482249,13345713,1215.3826,10980.668,0.0732044533333333,79.5365392847221,88.0359757419209,8.49943645719883,0.724332429363333,0.801736066894299,0.0774036375309665,1.7554008904407e-07
BRA.25.4770.9118,-509.782144849171,-654.280122363729,-144.497977514558,122069305,11187.683,10911.0445,0.0727402966666667,74.1634089033966,95.1850604076812,21.0216515042846,0.679709526465561,0.872373496484972,0.192663970019411,1.61585896491922e-06
BRA.25.4770.9119,-476.791813257226,-606.635482386468,-129.843669129242,2607356.8,241.08261,10815.2,0.0721013333333333,68.7546509165273,87.4784542547483,18.723803338221,0.635722417676301,0.808847309848624,0.173124892172322,3.48200334827706e-08
BRA.25.4779.9130,-753.10066121069,-802.468107887547,-49.3674466768573,163128765,13828.716,11796.3785,0.0786425233333333,118.451472643221,126.216233797605,7.76476115438368,1.00413421494759,1.0699574771834,0.0658232622358098,1.99730853313611e-06
BRA.25.4779.9131,-743.623330767105,-792.57178161983,-48.9484508527256,14015157.5,1235.3218,11345.35,0.0756356666666667,112.488892742914,119.893390168007,7.40449742509294,0.991497774356139,1.05676237549311,0.0652646011369675,1.784199467477e-07
BRA.25.4785.9140,-663.215359700601,-709.316639819945,-46.1012801193437,276801310,23249.064,11905.912,0.0793727466666667,105.282449461916,112.600819917759,7.31837045584341,0.884287146267468,0.945755519759926,0.0614683734924582,3.35790784297165e-06
BRA.25.4785.9141,-663.215359700601,-709.316639819945,-46.1012801193437,13062499,1147.4082,11384.352,0.07589568,100.670361421843,107.6681374289,6.99777600705614,0.884287146267468,0.945755519759926,0.0614683734924582,1.65722413335435e-07
BRA.25.4786.9142,-752.831946755344,-802.261457667002,-49.4295109116588,169133665,15112.072,11191.957,0.0746130466666667,112.342170350828,119.718343159552,7.37617280872422,1.00377592900712,1.069681943556,0.0659060145488784,2.18266615345686e-06
BRA.25.4786.9143,-608.345913465903,-654.338794223763,-45.9928807578605,6879128,635.3342,10827.574,0.0721838266666667,87.8254719419954,94.4653562070476,6.63988426505214,0.811127884621203,0.872451725631684,0.0613238410104806,9.17625627030886e-08
BRA.25.4793.9150,-1321.62265011578,-1403.98511690993,-82.3624667941527,203252865,16924.725,12009.227,0.0800615133333333,211.622218847759,224.810346314572,13.1881274668126,1.7621635334877,1.87198015587991,0.109816622392204,2.44447117602835e-06
BRA.25.4793.9151,-1208.73011592054,-1283.57112290665,-74.8410069861147,2454834350,177983.31,13792.49725,0.0919499816666667,222.285423997683,236.048682438259,13.7632584405762,1.61164015456072,1.71142816387554,0.0997880093148196,2.5706478014214e-05
BRA.25.4801.9160,-1115.50295148693,-1184.44573679115,-68.9427853042255,5596492000,370184.16,15118.13,0.100787533333333,224.857581812841,238.754728356726,13.8971465438849,1.48733726864924,1.5792609823882,0.0919237137389673,5.34664231733317e-05
BRA.25.4807.9168,-440.702233557142,-531.716515262505,-91.0142817053624,464799955,39521.234,11760.76525,0.0784051016666667,69.1066068535496,83.3785748740048,14.2719680204552,0.58760297807619,0.70895535368334,0.12135237560715,5.70812922242882e-06
BRA.25.4807.R31bb9c69b210c4ce,-433.869918705602,-518.240369357758,-84.3704506521559,25492731,2329.2568,10944.577,0.0729638466666667,63.3136364434294,75.6256216925924,12.3119852491629,0.578493224940803,0.690987159143678,0.112493934202875,3.36419121088705e-07
BRA.25.4828.9196,-479.830758606422,-605.442967950581,-125.612209344159,10526483.5,967.9557,10874.9645,0.0724997633333333,69.5752328780387,87.7889437764961,18.2137108984573,0.639774344808562,0.807257290600774,0.167482945792212,1.39803737332355e-07
BRA.25.4828.9197,-474.080235568135,-592.94076737806,-118.860531809925,699411380,61602.043,11353.7045,0.0756913633333333,71.7675587190799,89.7609901175164,17.9934313984365,0.632106980757513,0.790587689837413,0.1584807090799,8.89730370791602e-06
BRA.25.4833.9205,-485.252219327318,-597.825832953952,-112.573613626634,2204148.25,203.01692,10856.9675,0.0723797833333333,70.2449009938608,86.5410085205531,16.2961075266923,0.647002959103091,0.797101110605269,0.150098151502179,2.93221313307043e-08
BRA.25.4833.R1bb4610cadf01032,-442.949722949557,-527.119925722048,-84.1702027724911,161749880,14503.929,11152.1425,0.0743476166666667,65.8645124089198,78.3802203498893,12.5157079409695,0.59059963059941,0.702826567629398,0.112226937029988,2.09483086901924e-06
BRA.25.4835.9207,-804.117010881666,-854.309711898523,-50.1927010168568,3745542500,308208.7,12152.618,0.0810174533333333,130.29502480729,138.427994431904,8.13296962461429,1.07215601450889,1.1390796158647,0.066923601355809,4.45151861168302e-05
BRA.25.4843.9216,-462.735947943125,-565.141102238228,-102.405154295104,111035457,10102.812,10990.55,0.0732703333333333,67.8096343022174,82.8161538827248,15.0065195805073,0.616981263924166,0.753521469650971,0.136540205726805,1.45916892184856e-06
BRA.25.4843.9217,-473.497101463666,-580.749518404623,-107.252416940956,2291234.25,211.17386,10849.99,0.0723332666666667,68.4991842121302,84.0150195625996,15.5158353504694,0.631329468618221,0.774332691206163,0.143003222587942,3.05002541489239e-08
BRA.25.4844.9218,-416.660615427,-489.081981742874,-72.421366315874,110472850,10104.624,10932.9005,0.0728860033333333,60.7374540097621,71.2944619031687,10.5570078934067,0.555547487236,0.652109308990498,0.0965618217544986,1.45943063255706e-06
BRA.25.4844.R67f7788ce73e5051,-426.395799237139,-508.172973463566,-81.777174226426,3219242.65,297.27478,10829.1815,0.0721945433333333,61.5669000103539,73.3746315070885,11.8077314967345,0.568527732316186,0.677563964618087,0.109036232301901,4.29359786389539e-08
BRA.25.4847.9224,-416.055136084742,-487.839146160613,-71.784010075871,1287352.95,118.72865,10842.8155,0.0722854366666667,60.14945437859,70.5273314066274,10.3778770280375,0.554740181446323,0.650452194880817,0.0957120134344946,1.71482114299499e-08
BRA.25.4847.9225,-416.055136084742,-487.839146160613,-71.784010075871,56566322,5133.428,11019.21,0.0734614,61.1279855479513,71.6746933035265,10.5467077555752,0.554740181446323,0.650452194880817,0.0957120134344946,7.41431059010818e-07
BRA.25.4851.9229,-387.919884404771,-431.873647666098,-43.9537632613272,212849050,18856.104,11288.0715,0.07525381,58.3848985524372,65.000274850943,6.61537629850579,0.517226512539695,0.575831530221464,0.0586050176817695,2.7234240272851e-06
BRA.25.4851.9230,-484.142228442794,-525.853413847862,-41.7111854050674,3951852.4,356.18594,11094.914,0.0739660933333333,71.6202185112154,77.7906453766458,6.17042686543038,0.645522971257059,0.701137885130482,0.0556149138734232,5.14446328455301e-08
BRA.25.4856.9235,-471.852685010454,-573.251429909138,-101.398744898684,325833550,29505.43,11043.1725,0.07362115,69.4766746021147,84.4068590181103,14.9301844159956,0.629136913347272,0.764335239878851,0.135198326531579,4.26152703641106e-06
BRA.25.4856.9236,-1049.70174925444,-1113.51444335637,-63.8126941019328,1226626300,107095.96,11453.5255,0.0763568366666667,160.303810033071,170.048880954673,9.74507092160249,1.39960233233925,1.48468592447516,0.0850835921359104,1.5468079232548e-05
BRA.25.4861,-877.637329041676,-932.081209870901,-54.4438808292253,3835875100,273697.62,14015.01,0.0934334,164.001279238565,174.175033028704,10.1737537901387,1.1701831053889,1.24277494649454,0.0725918411056337,3.95306832481804e-05
BRA.25.4862,-1240.86816305611,-1318.00214720053,-77.1339841444239,17022712000,1196560,14226.3755,0.0948425033333333,235.374085781752,250.005246078414,14.6311602966616,1.65449088407481,1.75733619626737,0.102845312192565,0.000172821504065117
