hierid,ISO,diff,d_h,d_l,gdp,pop,gdppc,wage,diff_dis,h_dis,l_dis,diff_dis_p,h_dis_p,l_dis_p,pop_w,diff_dis_p_pw
AFG.25.Rf77ed53d6994d2ee,AFG,-3224.29220025527,-3471.64842552162,-247.356225266347,910846340,654954,1390.7028,0.009271352,59.7870958788421,64.3737491465134,4.5866532676712,4.29905626700702,4.62886456736215,0.32980830035513,9.45962888392262e-05,0.000406674768369882
AFG.26.273,AFG,-3052.9943259322,-3287.93367153948,-234.93934560728,63692536,45566.83,1397.783,0.00931855333333333,56.8989809051265,61.2775705494063,4.37858964427974,4.07065910124293,4.38391156205264,0.313252460809707,6.58130649201e-06,2.67902551697697e-05
AFG.26.R4c10bf14a4a7fec7,AFG,-3384.94840179928,-3645.05070583122,-260.10230403195,740420740,478576.78,1547.1305,0.0103142033333333,69.8260921779988,75.1915882805069,5.36549610250803,4.51326453573237,4.86006760777497,0.346803072042599,6.91217815489741e-05,0.000311964885311625
AFG.26.Ra91fd5c834036528,AFG,-4498.27724206255,-4848.4287184627,-350.151476400147,589146900,424135.72,1389.0527,0.00926035133333333,83.3112553124739,89.7963066951754,6.48505138270148,5.99770298941674,6.46457162461693,0.466868635200197,6.12587526393505e-05,0.000367411803832973
AFG.27,AFG,-3070.9716204599,-3353.16554966123,-282.193929201327,578940350,416679.84,1389.413,0.00926275333333333,56.8913052279741,62.1190907446861,5.22778551671205,4.09462882727987,4.47088739954831,0.376258572268437,6.01818852898411e-05,0.000246422482387834
AFG.28.R8ad94c036bcb94aa,AFG,-2786.90351319662,-3098.50859403332,-311.605080836702,676136400,486628.44,1389.4305,0.00926287,51.6294498905672,57.4021646008269,5.77271471025972,3.71587135092883,4.13134479204443,0.415473441115602,7.02846985706203e-05,0.000261168897827237
AFG.28.R93cd63c39aa26547,AFG,-3985.41630415545,-4294.55621932344,-309.139915167988,216684910,156056.42,1388.5037,0.00925669133333333,73.7835371248023,79.5067626718481,5.72322554704582,5.3138884055406,5.72607495909792,0.412186553557317,2.25395343513218e-05,0.000119772570255773
AFG.29.299,AFG,-2604.04866216453,-2885.93486148526,-281.886199320721,391908160,280111.56,1399.1145,0.00932743,48.5781632258667,53.8367108101268,5.25854758426014,3.47206488288605,3.84791314864701,0.375848265760961,4.04570611630225e-05,0.000140469541328903
AFG.29.300,AFG,-5111.5678139899,-5511.6888380333,-400.1210240434,65109910,46890.64,1388.5481,0.00925698733333333,94.6354370151577,102.043267517898,7.40783050274022,6.81542375198653,7.34891845071106,0.533494698724533,6.77250696277322e-06,4.61575048145788e-05
AFG.29.R5a453801396807f2,AFG,-2672.63525076831,-2937.34951401257,-264.714263244256,177989820,128188.23,1388.5037,0.00925669133333333,49.4795191258964,54.380275578662,4.90075645276565,3.56351366769108,3.91646601868342,0.352952350992342,1.85144770943748e-05,6.59765921759581e-05
