hierid,ISO,diff,d_h,d_l,gdp,pop,gdppc,wage,diff_dis,h_dis,l_dis,diff_dis_p,h_dis_p,l_dis_p,pop_w,diff_dis_p_pw
ABW,ABW,-655.541802510558,-665.700768558409,-10.158966047851,192741020,107244,1797.2196,0.011981464,15.7087010145507,15.9521395865098,0.243438571959097,0.874055736680744,0.887601024744546,0.0135452880638013,1.54894609396598e-05,1.3538652192402e-05
AFG.1.12,AFG,-7361.09195073979,-7593.76588199376,-232.673931253977,24899318,17932.482,1388.5037,0.00925669133333333,136.278712128565,140.586293654428,4.30758152586257,9.81478926765305,10.1250211759917,0.310231908338636,2.59002349306398e-06,2.54205347826936e-05
AFG.1.R8abddb145b8788ee,AFG,-4702.12747586468,-4871.56780882121,-169.44033295653,543406800,391355.56,1388.5245,0.00925683,87.0535893648168,90.1905500794608,3.13696071464398,6.2695033011529,6.49542374509494,0.225920443942039,5.65242499360216e-05,0.000354378971569079
AFG.1.R91a8634efe8e02a7,AFG,-5746.19799041877,-5926.98751712362,-180.789526704849,175789140,126602.09,1388.5168,0.00925677866666667,106.382565944303,109.729623212219,3.34705726791643,7.66159732055836,7.90265002283149,0.241052702273133,1.82853877879816e-05,0.000140095278081771
AFG.1.Ra6a2bba0a271cb4a,AFG,-4136.92639043884,-4286.59222943452,-149.66583899568,653380400,470324.78,1389.211,0.00926140666666667,76.6275153038391,79.3997477019328,2.7722323980937,5.51590185391845,5.71545630591269,0.19955445199424,6.79299290287952e-05,0.00037469482146648
AFG.1.Rcf29900a4c191e96,AFG,-7156.95880295716,-7382.82990969889,-225.871106741728,21986844,15834.921,1388.5035,0.00925669,132.499497963491,136.681135593621,4.18163763013017,9.54261173727621,9.84377321293185,0.301161475655637,2.28706865010723e-06,2.18246081444697e-05
AFG.1.Rd0d6327d56611fba,AFG,-6231.58728264181,-6426.70158603463,-195.114303392819,81688880,58811.062,1389.0054,0.009260036,115.409445148811,119.022976095876,3.61353094706485,8.30878304352241,8.56893544804617,0.260152404523758,8.49419685641074e-06,7.05764388088869e-05
AFG.10.103,AFG,-5033.40141475997,-5932.13456221558,-898.733147455611,138163890,98998.25,1395.6195,0.00930413,93.6628422102214,110.386702288694,16.7238600784724,6.71120188634663,7.90951274962078,1.19831086327415,1.42985111192205e-05,9.59601947952606e-05
AFG.10.106,AFG,-5085.10953201152,-6001.73857285308,-916.629040841559,197453700,141872.72,1391.7665,0.00927844333333333,94.3638012731241,111.373582499396,17.0097812262722,6.78014604268202,8.00231809713744,1.22217205445541,2.04909547838881e-05,0.000138931665988755
AFG.10.109,AFG,-3986.22859323424,-4585.43202701257,-599.203433778328,27817502,19818.56,1403.6086,0.00935739066666667,74.6013964670598,85.8153577044037,11.2139612373439,5.31497145764565,6.11390936935009,0.798937911704437,2.86243343217621e-06,1.52137519914272e-05
AFG.10.98,AFG,-5647.899790224,-6738.06773529429,-1090.16794507029,20193902,14543.644,1388.5037,0.00925669133333333,104.561730079403,124.744426417423,20.18269633802,7.530533053632,8.98409031372572,1.45355726009372,2.10056698424451e-06,1.58183891062214e-05
AFG.10.R01090b16282376f5,AFG,-5501.17277164463,-6538.03199765632,-1036.8592260117,205838020,148115.58,1389.7122,0.009264748,101.933958867498,121.146437748445,19.2124788809468,7.33489702885951,8.7173759968751,1.38247896801559,2.13926232792983e-05,0.000156912688930835
AFG.10.R4231d3df78d3772c,AFG,-3544.80269505339,-3945.5944138116,-400.791718758213,428425500,308042.78,1390.7987,0.00927199133333333,65.7347597338233,73.1670344194191,7.43227468559584,4.72640359340452,5.2607925517488,0.534388958344283,4.44912219663033e-05,0.000210283471376494
AFG.10.R7fc4ac9564655b4c,AFG,-4639.33659788535,-5427.44260118202,-788.106003296673,459122140,326840.53,1404.7283,0.00936485533333333,86.8934321636703,101.65442958008,14.7609974164097,6.1857821305138,7.23659013490936,1.05080800439556,4.72062178110917e-05,0.000292007378584994
AFG.11.116,AFG,-3407.23220632961,-3789.53569569705,-382.30348936744,690015040,321610.34,2145.5002,0.0143033346666667,97.469565068355,108.405994573669,10.9364295053139,4.54297627510615,5.0527142609294,0.509737985823254,4.64508112269285e-05,0.000211024933363371
AFG.11.117,AFG,-3387.124330145,-3758.17721463044,-371.052884485438,1183569500,810251.94,1460.7427,0.00973828466666667,65.9695618566894,73.1963990877033,7.22683723101396,4.51616577352667,5.01090295284059,0.494737179313918,0.00011702627443879,0.000528510055223803
AFG.11.124,AFG,-3548.68042532801,-3994.46873980083,-445.788314472822,317611230,228192.05,1391.8594,0.00927906266666667,65.8568561011838,74.1298515133059,8.27299541212204,4.73157390043735,5.32595831973444,0.594384419297095,3.2958224657938e-05,0.00015594427559625
AFG.11.R888b226f710b3709,AFG,-3296.8415667125,-3635.60146170437,-338.759894991875,582080830,418244.66,1391.7233,0.00927815533333333,61.1772163306971,67.4633501835737,6.28613385287661,4.39578875561666,4.84746861560583,0.451679859989167,6.04078953068825e-05,0.000265540346940463
AFG.11.R8c077254fc886fac,AFG,-3614.56143612232,-3738.75163094833,-124.190194826007,81731040,58837.496,1389.0979,0.00926065266666667,66.9463960045134,69.246560522292,2.30016451777864,4.8194152481631,4.98500217459777,0.165586926434677,8.49801477079736e-06,4.0955461965496e-05
AFG.11.R95ece0d29da8aba1,AFG,-3217.05776680223,-3449.92989095123,-232.872124149003,859642100,616673.25,1393.9994,0.00929332933333333,59.794354622502,64.1226693070411,4.32831468453913,4.28941035573631,4.59990652126831,0.310496165532003,8.90673251502004e-05,0.000382046306857002
AFG.12.Rc50339f5954ae669,AFG,-3840.61271357323,-4292.53096385963,-451.9182502864,784882400,564082.7,1391.4315,0.00927621,71.2526601195502,79.6368373045286,8.3841771849784,5.12081695143097,5.7233746184795,0.602557667048533,8.14715690237949e-05,0.000417200991716727
AFG.12.Rd2a3753cae07169e,AFG,-3725.45181437269,-4183.16160348066,-457.709789107966,102514560,73809.195,1388.9131,0.00925942066666667,68.9910510453467,77.4673060065506,8.47625496120388,4.96726908583026,5.57754880464088,0.610279718810621,1.06604065769669e-05,5.29531080321492e-05
AFG.13.140,AFG,-3930.80114380539,-4051.05508089237,-120.253937086981,7502228000,3472861.2,2160.2441,0.0144016273333333,113.219866389051,116.683571163637,3.46370477458563,5.24106819174052,5.40140677452316,0.160338582782642,0.000501592144141026,0.00262887863188446
AFG.13.R0d3e2743dd7da761,AFG,-4524.40691492266,-4663.71130548408,-139.304390561425,614255800,418205,1468.7911,0.00979194066666667,88.6054481255581,91.3335687795253,2.72812065396727,6.03254255323021,6.21828174064544,0.185739187415234,6.0402167135415e-05,0.000364378643551714
AFG.13.R2fd01f61b0993bc3,AFG,-4003.52780463643,-4126.001282845,-122.473478208577,921211260,576554.2,1597.7878,0.0106519186666667,85.2905051094515,87.8996601668546,2.60915505740307,5.33803707284857,5.50133504379334,0.163297970944769,8.32728521921677e-05,0.00044451357216363
AFG.13.Rc172c1175351df3c,AFG,-3802.81427781282,-3924.54753445522,-121.733256642396,104476856,74727.32,1398.1079,0.00932071933333333,70.889929120572,73.1592121579648,2.26928303739282,5.07041903708376,5.23273004594029,0.162311008856528,1.0793013168713e-05,5.47250994381383e-05
