hierid,ISO,diff,d_h,d_l,gdp,pop,gdppc,wage,diff_dis,h_dis,l_dis,diff_dis_p,h_dis_p,l_dis_p,pop_w,diff_dis_p_pw
AFG.15.R49ce84ced4420d4c,AFG,-2558.10323869257,-2805.14391388483,-247.040675192267,314842560,221947.14,1418.5475,0.00945698333333333,48.3838793865232,53.0563984824206,4.67251909589736,3.41080431825675,3.74019188517978,0.329387566923023,3.20562600770133e-05,0.000109337630297839
AFG.15.R9f61a8d4b0fea672,AFG,-2984.53506402088,-3275.7880069907,-291.252942969821,255690080,184117.81,1388.7308,0.00925820533333333,55.262876894477,60.6558359943814,5.39295909990445,3.97938008536118,4.36771734265427,0.388337257293095,2.6592495862619e-05,0.000105821648455756
AFG.16.R56f62a5b11d7a76e,AFG,-1695.46674091228,-1891.09599922756,-195.629258315284,556829250,400990.34,1388.635,0.00925756666666667,31.391792770223,35.0138945718316,3.6221018016086,2.26062232121637,2.52146133230342,0.260839011087046,5.79158200795468e-05,0.000130925795623375
AFG.16.R679857e5b8c74688,AFG,-1462.07561415344,-1652.5963140714,-190.52069991796,318575170,227395.92,1400.9713,0.00933980866666667,27.3110129847846,30.8698667533309,3.55885376854632,1.94943415220459,2.2034617520952,0.254027599890613,3.28432380429489e-05,6.40257299099095e-05
AFG.17,AFG,-1911.65800152362,-2136.05299610693,-224.394994583315,728247200,524374.4,1388.7925,0.00925861666666667,35.3986172677465,39.5537917412779,4.15517447353132,2.54887733536483,2.84807066147591,0.299193326111087,7.57364214926482e-05,0.000193042848204248
AFG.18.197,AFG,-2390.54659693542,-2902.59581752047,-512.049220585052,527857150,357620.72,1476.0251,0.00984016733333333,47.0467570639501,57.1240570908698,10.0773000269196,3.18739546258056,3.87012775669396,0.682732294113402,5.16518609307097e-05,0.000164634907164386
AFG.18.R02a221614471fb78,AFG,-2223.02818637676,-2657.23560284093,-434.207416464171,771061900,554373.7,1390.8702,0.009272468,41.225915442553,49.2782641916064,8.05234874905339,2.96403758183568,3.5429808037879,0.578943221952227,8.00692791403221e-05,0.000237328352522406
AFG.18.R3945a21254a36b53,AFG,-2327.42998671893,-2802.87161681311,-475.441630094184,316995650,227933.78,1390.7357,0.00927157133333333,43.1578662904072,51.9740482669162,8.81618197650901,3.10323998229191,3.73716215575082,0.633922173458912,3.29209222160589e-05,0.000102161522074796
AFG.19.201,AFG,-3161.87538178417,-3473.07738378795,-311.202002003782,56971820,41031.09,1388.5037,0.00925669133333333,58.5370088872831,64.2984106370119,5.76140174972878,4.21583384237889,4.6307698450506,0.414936002671709,5.9262006813124e-06,2.49838773890057e-05
AFG.19.Rb70c80870c4e3972,AFG,-1664.75738757554,-1917.44645488646,-252.689067310922,371985060,266659.9,1394.9794,0.00929986266666667,30.9640301555425,35.6639774022618,4.69994724671933,2.21967651676738,2.55659527318194,0.336918756414562,3.85142115663683e-05,8.54890909756784e-05
AFG.19.Rcd8a19e4e02eef13,AFG,-1956.84879604434,-2180.33162063926,-223.482824594917,276141440,198877,1388.5037,0.00925669133333333,36.2278905819748,40.365313633128,4.13742305115324,2.60913172805912,2.90710882751901,0.297977099459889,2.87241945777548e-05,7.49452074357636e-05
AFG.2.16,AFG,-2237.91211932722,-2480.20133216311,-242.289212835899,159437810,114827.07,1388.5037,0.00925669133333333,41.4313234394757,45.9169163527122,4.48559291323645,2.98388282576962,3.30693510955082,0.323052283781199,1.65846985899499e-05,4.94867972931171e-05
AFG.2.20,AFG,-1972.37476760545,-2245.03165047458,-272.656882869125,162385550,116681.625,1391.6978,0.00927798533333333,36.5993283313602,41.6587414519445,5.05941312058426,2.62983302347393,2.9933755339661,0.363542510492167,1.68525556004395e-05,4.43194072479665e-05
AFG.2.Re52952e4e6b141e6,AFG,-2005.34751698574,-2302.89161802004,-297.544101034296,480937400,346314.4,1388.7306,0.009258204,37.1318328062949,42.6412807790391,5.50944797274425,2.67379668931432,3.07052215736005,0.396725468045728,5.00188669915495e-05,0.000133740280965258
AFG.20.204,AFG,-2417.16180073163,-2650.12705034228,-232.965249610651,165046720,118605.32,1391.5625,0.00927708333333333,44.8484229110748,49.1708989798924,4.32247606881762,3.2228824009755,3.53350273378971,0.310620332814201,1.71303986365284e-05,5.52092602873623e-05
AFG.20.R3c3b3822ad703202,AFG,-2650.21344425223,-2906.38873686297,-256.175292610738,431682100,310475.88,1390.3885,0.00926925666666667,49.1310172724492,53.8801263501839,4.74910907773473,3.53361792566964,3.87518498248396,0.341567056814317,4.48426393641278e-05,0.000158456754291421
AFG.21.212,AFG,-1697.41893045794,-1923.35305354218,-225.934123084242,66680536,48023.305,1388.5037,0.00925669133333333,31.4249662052119,35.6077710833283,4.18280487811634,2.26322524061059,2.56447073805624,0.301245497445656,6.93609998686054e-06,1.56979565616615e-05
AFG.21.217,AFG,-1638.80286288959,-1954.84903289929,-316.046170009697,466046050,298432.44,1561.6467,0.010410978,34.1230811037611,40.7037805496716,6.58069944591043,2.18507048385279,2.60646537719905,0.421394893346263,4.31031817398398e-05,9.41834901798665e-05
AFG.21.R335bc53b76ceae53,AFG,-1642.14991925427,-1939.85920306033,-297.709283806056,1103171500,785621.1,1404.2029,0.00936135266666667,30.7454890513549,36.3194122470533,5.57392319569849,2.18953322567236,2.58647893741377,0.396945711741408,0.000113468793982158,0.000248443694500908
AFG.21.R452a3f16b7c93204,AFG,-1862.00171179942,-2076.36490450898,-214.363192709564,741535040,533980.7,1388.6926,0.00925795066666667,34.4766399781758,38.4457677038844,3.96912772570861,2.48266894906589,2.76848653934531,0.285817590279419,7.7123878214e-05,0.000191473057673437
AFG.21.Ra6cf658876a55bf9,AFG,-1689.05238525615,-2033.91033975578,-344.857954499629,64077120,46147.395,1388.5317,0.009256878,31.2707037318504,37.6553197561156,6.38461602426523,2.2520698470082,2.71188045300771,0.459810605999505,6.66515863190066e-06,1.50104027804299e-05
AFG.22.231,AFG,-3379.2140081479,-4374.65831818207,-995.444310034176,41110440,29452.3,1395.8312,0.00930554133333333,62.8908312539985,81.4171275981075,18.526296344109,4.50561867753053,5.83287775757609,1.32725908004557,4.25385336646473e-06,1.91662411794196e-05
AFG.22.233,AFG,-3433.95582480822,-4455.44328718916,-1021.48746238095,95197896,65408.777,1455.4299,0.009702866,66.6384264360672,86.461138372392,19.8227119363248,4.57860776641096,5.94059104958555,1.3619832831746,9.44711775439578e-06,4.32546467204753e-05
AFG.22.R8dc821211617773c,AFG,-3376.83523426117,-4365.41627905103,-988.58104478987,130083720,93670.46,1388.7379,0.00925825266666667,62.5271876249848,80.8322538132686,18.3050661882839,4.50244697901489,5.82055503873471,1.31810805971983,1.35290079759238e-05,6.09136410902663e-05
AFG.23,AFG,-3122.74892935785,-3432.03520406161,-309.286274703758,237160640,170801.39,1388.5171,0.00925678066666667,57.8132038322676,63.5391942485538,5.72599041628621,4.16366523914381,4.57604693874882,0.412381699605011,2.466917924401e-05,0.000102714204096492
AFG.24.252,AFG,-1727.18185531328,-1926.82002107927,-199.638165765986,5960476.5,4292.734,1388.5037,0.00925669133333333,31.9759786223381,35.6719563800353,3.69597775769713,2.30290914041771,2.56909336143903,0.266184221021315,6.20007978230482e-07,1.42782204019888e-06
AFG.24.R6806f602c75dfaa2,AFG,-1807.17998277677,-2001.75122251212,-194.571239735346,67575590,48667.926,1388.5037,0.00925669133333333,33.4570145686864,37.0591863858346,3.60217181714821,2.40957331036903,2.66900163001616,0.259428319647129,7.02920386027429e-06,1.69373820148599e-05
AFG.24.Rd61b76c20460e178,AFG,-2144.50234847813,-2355.68255435325,-211.180205875117,617424400,444087.47,1390.3215,0.00926881,39.7539696251951,43.6687480332298,3.91477840803468,2.85933646463751,3.14091007247099,0.281573607833489,6.41404229640573e-05,0.000183399050238402
AFG.25.255,AFG,-3348.63833212256,-3676.14001855897,-327.501686436416,29631558,21340.64,1388.5037,0.00925669133333333,61.9946228548533,68.0577868998293,6.06316404497604,4.46485110949674,4.9015200247453,0.436668915248554,3.08227042731847e-06,1.37618785371819e-05
AFG.25.Rf77ed53d6994d2ee,AFG,-2558.49661179907,-2805.85283706542,-247.356225266347,910846340,654954,1390.7028,0.009271352,47.441445357593,52.0280986252642,4.5866532676712,3.41132881573209,3.74113711608722,0.32980830035513,9.45962888392262e-05,0.000322699045978568
AFG.26.273,AFG,-2422.43170399312,-2657.3710496004,-234.93934560728,63692536,45566.83,1397.783,0.00931855333333333,45.1471180600349,49.5257077043146,4.37858964427974,3.2299089386575,3.5431613994672,0.313252460809707,6.58130649201e-06,2.12570206665877e-05
AFG.26.R4c10bf14a4a7fec7,AFG,-2685.89758150288,-2945.99988553483,-260.10230403195,740420740,478576.78,1547.1305,0.0103142033333333,55.4057875762578,60.7712836787658,5.36549610250803,3.58119677533717,3.92799984737977,0.346803072042599,6.91217815489741e-05,0.000247538701188746
AFG.26.Ra91fd5c834036528,AFG,-3568.44159742587,-3918.59307382602,-350.151476400147,589146900,424135.72,1389.0527,0.00926035133333333,66.0900458092896,72.5750971919911,6.48505138270148,4.75792212990116,5.22479076510136,0.466868635200197,6.12587526393505e-05,0.000291464374832907
AFG.27,AFG,-2427.89877531939,-2710.09270452072,-282.193929201327,578940350,416679.84,1389.413,0.00926275333333333,44.9780549481713,50.2058404648833,5.22778551671205,3.23719836709252,3.61345693936096,0.376258572268437,6.01818852898411e-05,0.000194820700788823
AFG.28.R8ad94c036bcb94aa,AFG,-2192.66898831352,-2504.27406915022,-311.605080836702,676136400,486628.44,1389.4305,0.00926287,40.6208155835593,46.393530293819,5.77271471025972,2.92355865108469,3.3390320922003,0.415473441115602,7.02846985706203e-05,0.000205481438545017
AFG.28.R93cd63c39aa26547,AFG,-3161.80278264137,-3470.94269780936,-309.139915167988,216684910,156056.42,1388.5037,0.00925669133333333,58.5356648315712,64.258890378617,5.72322554704582,4.21573704352183,4.62792359707914,0.412186553557317,2.25395343513218e-05,9.50207499085998e-05
AFG.29.299,AFG,-2050.58170242764,-2332.46790174836,-281.886199320721,391908160,280111.56,1399.1145,0.00932743,38.2533145773492,43.5118621616094,5.25854758426014,2.73410893657018,3.10995720233114,0.375848265760961,4.04570611630225e-05,0.000110614012473186
AFG.29.300,AFG,-4054.53159847666,-4454.65262252006,-400.1210240434,65109910,46890.64,1388.5481,0.00925698733333333,75.0654952993964,82.4733258021367,7.40783050274022,5.40604213130222,5.93953683002675,0.533494698724533,6.77250696277322e-06,3.66124579752897e-05
AFG.29.R5a453801396807f2,AFG,-2109.30794671111,-2374.02220995536,-264.714263244256,177989820,128188.23,1388.5037,0.00925669133333333,39.0504251793037,43.9511816320693,4.90075645276565,2.81241059561481,3.16536294660715,0.352952350992342,1.85144770943748e-05,5.20703115524874e-05
AFG.29.R74fcec17af54c808,AFG,-2400.64135541219,-2655.1966649723,-254.555309560112,98119150,70665.39,1388.5037,0.00925669133333333,44.4439920581712,49.1566719138894,4.71267985571815,3.20085514054959,3.54026221996307,0.339407079413483,1.02063406641941e-05,3.26690179811859e-05
AFG.29.R9ff60d55ec253532,AFG,-2180.34474978685,-2502.67542710555,-322.330677318699,822777660,592448.06,1388.776,0.00925850666666667,40.3734728030665,46.3420742527192,5.96860144965272,2.90712633304914,3.33690056947407,0.429774236424932,8.55684335174672e-05,0.000248758246356393
AFG.3.23,AFG,-2169.2468312073,-2562.29548398178,-393.048652774479,56186876,40465.777,1388.5035,0.00925669,40.1600908999366,47.4367499672385,7.27665906730198,2.8923291082764,3.41639397864237,0.524064870365972,5.84455141765027e-06,1.6904366190088e-05
AFG.3.27,AFG,-3217.66036724291,-3531.72149648996,-314.061129247048,108865520,78404.92,1388.5037,0.00925669133333333,59.5697776701353,65.3841115366113,5.81433386647606,4.29021382299055,4.70896199531995,0.418748172329397,1.13241761386852e-05,4.8583137004167e-05
AFG.3.32,AFG,-3190.36615678106,-3501.75084174827,-311.384684967207,50973120,36709.887,1388.5393,0.00925692866666667,59.0659838677396,64.8309155010074,5.76493163326781,4.25382154237475,4.66900112233103,0.415179579956276,5.30208086966009e-06,2.25541058227732e-05
AFG.3.R269df99329225b2a,AFG,-3215.34814093698,-3529.39317377083,-314.045032833854,331474980,238687.98,1388.7375,0.00925825,59.5369938516596,65.3520087021276,5.81501485046807,4.28713085458264,4.70585756502778,0.418726710445139,3.44741723823833e-05,0.000147795288106716
AFG.3.R928d90c14ac77c16,AFG,-2323.51730296767,-2578.47123096884,-254.953928001167,385861300,277754.72,1389.2161,0.00926144066666667,43.0382352788169,47.7607166326497,4.72248135383283,3.09802307062356,3.43796164129179,0.339938570668223,4.01166581463406e-05,0.000124282332453682
AFG.3.Rfb19c4c0f42445fa,AFG,-2007.36351308245,-2287.99355985912,-280.630046776669,605694460,428777.2,1412.6089,0.00941739266666667,37.8082608548739,43.0938675439957,5.28560668912185,2.67648468410994,3.05065807981216,0.374173395702225,6.19291306853224e-05,0.000165752369779508
AFG.30.303,AFG,-2703.01515302535,-2966.02471091576,-263.009557890414,447206050,322053.66,1388.6073,0.009257382,50.0456876466882,54.9152475407735,4.86955989408535,3.60402020403379,3.95469961455435,0.350679410520552,4.65148408026975e-05,0.000167640426040337
AFG.30.R600c8571d9eda691,AFG,-2400.38752865172,-2649.85207839079,-249.464549739069,562255600,404936.34,1388.5037,0.00925669133333333,44.4392928662235,49.0577255373106,4.61843267108708,3.20051670486895,3.53313610452105,0.332619399652092,5.8485748587136e-05,0.000187184615349895
AFG.30.R922e0ff47dc73fe9,AFG,-1928.75725596868,-2247.24321840477,-318.485962436098,351124220,252548.38,1390.3246,0.00926883066666667,35.7546488053566,41.6586337164177,5.90398491106111,2.57167634129157,2.99632429120636,0.424647949914797,3.64760570976873e-05,9.38046130617226e-05
AFG.31.R2cddadc8171d5232,AFG,-3422.2642545607,-3757.31459256183,-335.050338001131,455302700,327842.03,1388.7869,0.00925857933333333,63.3706102009622,69.5747904710495,6.20418027008724,4.56301900608093,5.00975279008244,0.446733784001508,4.73508664173641e-05,0.000216062903416832
AFG.31.R7533cfa7af80b230,AFG,-2936.57842964399,-3221.80887204756,-285.23044240357,370884060,266335.56,1392.5443,0.00928362866666667,54.5242073827159,59.8201544061235,5.29594702340759,3.91543790619199,4.29574516273008,0.380307256538093,3.8467366505002e-05,0.000150616584965065
AFG.32,AFG,-1993.61709301027,-2229.24201149087,-235.624918480599,548972740,395004.72,1389.7878,0.009265252,36.9427295164953,41.3089780108997,4.36624849440441,2.6581561240137,2.97232268198783,0.314166557974132,5.70513052610987e-05,0.000151651276462765
AFG.4.43,AFG,-2452.20328761503,-2931.61623837385,-479.412950758817,859543740,427082.25,2012.5953,0.013417302,65.8039041506475,78.6687608367318,12.8648566860844,3.26960438348671,3.90882165116513,0.639217267678423,6.16843257375428e-05,0.000201683341823892
AFG.4.R441976f1984e9d4c,AFG,-2433.12308625829,-2881.27569692655,-448.152610668263,1008806500,722753.2,1395.7828,0.00930521866666666,45.2814847210965,53.6218007977079,8.34031607661144,3.24416411501105,3.8417009292354,0.597536814224351,0.000104388660068761,0.00033865394500916
AFG.4.Rba8a6cb92a71a1fe,AFG,-2644.39587480367,-3222.06996036006,-577.674085556385,460533660,323549.28,1423.3802,0.00948920133333333,50.1864097220963,61.1497411278839,10.9633314057875,3.5258611664049,4.29609328048007,0.77023211407518,4.67308561282222e-05,0.000164766510895353
AFG.5,AFG,-3424.06581780616,-3759.31004068329,-335.24422287713,576981600,415445.53,1388.8262,0.00925884133333333,63.4057642439149,69.6137103789869,6.20794613507197,4.56542109040821,5.01241338757772,0.446992297169507,6.00036114793488e-05,0.000273941753348479
AFG.6.R97eede2b941f822e,AFG,-2909.83814244063,-3697.11903829947,-787.280895858846,243688400,174917.2,1393.1643,0.009287762,54.0517682510213,68.6759234267888,14.6241551757675,3.87978418992084,4.92949205106597,1.04970786114513,2.5263633742444e-05,9.8017446773885e-05
AFG.6.Re2476cb25c1b5dba,AFG,-2581.0319448884,-3180.78216072156,-599.750215833161,538917500,388095.88,1388.6195,0.00925746333333333,47.7876171839328,58.8919484484013,11.1043312644685,3.44137592651787,4.24104288096208,0.799666954444215,5.60534479700768e-05,0.000192900986442544
AFG.7.68,AFG,-2030.89550268565,-2345.97055231575,-315.075049630099,315216770,225231.25,1399.525,0.00933016666666667,37.8971870452818,43.776592496396,5.87940545111419,2.70786067024753,3.127960736421,0.420100066173466,3.25305905157003e-05,8.80883066373921e-05
AFG.7.R1be1903632a37179,AFG,-2164.91468587944,-2561.26199963068,-396.347313751233,675244300,485380.88,1391.1638,0.00927442533333333,40.1566792144514,47.5084663493575,7.3517871349061,2.88655291450593,3.41501599950757,0.528463085001644,7.01045110366801e-05,0.000202360380652942
AFG.7.Ra67230a12297e143,AFG,-2318.92440279884,-2565.10216240221,-246.177759603372,558920600,402401.6,1388.9622,0.009259748,42.9453112019355,47.5043992361991,4.55908803426362,3.09189920373178,3.42013621653628,0.328237012804497,5.81196511250664e-05,0.000179700103034762
AFG.8.77,AFG,-2108.8941573823,-2316.52549985595,-207.631342473649,239545650,172520.72,1388.5037,0.00925669133333333,39.0427645391161,42.8867230359245,3.84395849680838,2.81185887650973,3.0887006664746,0.276841789964865,2.49175054429338e-05,7.0064508860193e-05
AFG.8.80,AFG,-2363.2218160205,-2592.35643118665,-229.134615166156,238505120,166951.95,1428.5853,0.009523902,45.0141859600825,49.3786971993829,4.36451123930037,3.15096242136066,3.4564752415822,0.305512820221542,2.41131970863176e-05,7.59797778778501e-05
AFG.8.R1033466054322fbc,AFG,-2677.55805340907,-2944.65119063156,-267.093137222493,848703800,611220.4,1388.5398,0.009256932,49.5719456529202,54.5168716707908,4.94492601787058,3.57007740454542,3.92620158750875,0.356124182963325,8.82797593461943e-05,0.000315165574120556
AFG.8.R8c0fc5f856580948,AFG,-2539.06742017177,-2786.99427217193,-247.926852000159,647192600,466102.22,1388.5208,0.00925680533333333,47.0073056734779,51.5973268852211,4.59002121174323,3.38542322689569,3.7159923628959,0.330569136000212,6.73200564188089e-05,0.000227906882636164
AFG.9.R2de58211a39a05c4,AFG,-2455.79348563177,-2698.6949000214,-242.901414389631,579216600,417151.62,1388.5037,0.00925669133333333,45.4650445498081,49.9619713846779,4.49692683486981,3.27439131417569,3.5982598666952,0.323868552519508,6.02500253991443e-05,0.000197282159845823
AFG.9.Reee7d1f78893e50f,AFG,-2900.94445364535,-3183.45096962891,-282.506515983562,478862200,344834,1388.6746,0.00925783066666667,53.712905050509,58.9437000249206,5.23079497441155,3.8679259381938,4.24460129283855,0.376675354644749,4.98050499204306e-05,0.000192642244440271
