year,minT,maxT,rcp,batch,gcm,iam,value,weight,temp
2010,0,.2,rcp85,batch6,CESM1-BGC,high,.015990374,.0229,.13164324
2010,0,.2,rcp85,batch1,CESM1-BGC,low,-.019519906,.0229,.13164324
2010,0,.2,rcp85,batch8,CESM1-BGC,high,.017575854,.0229,.13164324
2010,0,.2,rcp85,batch3,CESM1-BGC,low,.0030284974,.0229,.13164324
2010,0,.2,rcp85,batch9,CESM1-BGC,low,.061990326,.0229,.13164324
2010,0,.2,rcp85,batch13,CESM1-BGC,low,.02541567,.0229,.13164324
2010,0,.2,rcp85,batch5,CESM1-BGC,high,.07081806,.0229,.13164324
2010,0,.2,rcp85,batch7,CESM1-BGC,low,.014086593,.0229,.13164324
2010,0,.2,rcp85,batch2,CESM1-BGC,low,.024864956,.0229,.13164324
2010,0,.2,rcp85,batch0,CESM1-BGC,low,.001213096,.0229,.13164324
2010,0,.2,rcp85,batch1,CESM1-BGC,high,.075522744,.0229,.13164324
2010,0,.2,rcp85,batch11,CESM1-BGC,low,.061321036,.0229,.13164324
2010,0,.2,rcp45,batch7,CNRM-CM5,high,.07103656,.029999999,.10901555
2010,0,.2,rcp45,batch12,CNRM-CM5,low,-.0012777595,.029999999,.10901555
2010,0,.2,rcp45,batch8,CNRM-CM5,low,.0050828247,.029999999,.10901555
2010,0,.2,rcp45,batch2,CNRM-CM5,high,-.016301563,.029999999,.10901555
2010,0,.2,rcp45,batch7,CNRM-CM5,low,.0028272003,.029999999,.10901555
2010,0,.2,rcp45,batch10,CNRM-CM5,high,-.015023563,.029999999,.10901555
2010,0,.2,rcp45,batch11,CNRM-CM5,high,-.016655596,.029999999,.10901555
2010,0,.2,rcp45,batch1,CNRM-CM5,low,.050023522,.029999999,.10901555
2010,0,.2,rcp45,batch6,CNRM-CM5,high,-.006763296,.029999999,.10901555
2010,0,.2,rcp45,batch6,CNRM-CM5,low,-.0374281,.029999999,.10901555
2010,0,.2,rcp45,batch3,CNRM-CM5,high,.057948897,.029999999,.10901555
2010,0,.2,rcp45,batch5,CNRM-CM5,low,.029252454,.029999999,.10901555
2010,0,.2,rcp45,batch13,CNRM-CM5,low,.011179902,.029999999,.10901555
2010,0,.2,rcp45,batch14,CNRM-CM5,low,.022987516,.029999999,.10901555
2010,0,.2,rcp45,batch5,CNRM-CM5,high,.079168676,.029999999,.10901555
2010,0,.2,rcp45,batch10,CNRM-CM5,low,.01215848,.029999999,.10901555
2010,0,.2,rcp45,batch2,CNRM-CM5,low,.0056762813,.029999999,.10901555
2010,0,.2,rcp45,batch13,CNRM-CM5,high,.037671895,.029999999,.10901555
2010,0,.2,rcp45,batch0,CNRM-CM5,high,-.008719655,.029999999,.10901555
2010,0,.2,rcp45,batch14,CNRM-CM5,high,.03270561,.029999999,.10901555
2010,0,.2,rcp45,batch11,CNRM-CM5,low,-.020622115,.029999999,.10901555
2010,0,.2,rcp45,batch9,CNRM-CM5,high,-.061990904,.029999999,.10901555
2010,0,.2,rcp45,batch8,CNRM-CM5,high,.011611071,.029999999,.10901555
2010,0,.2,rcp45,batch0,CNRM-CM5,low,.011001202,.029999999,.10901555
2010,0,.2,rcp45,batch12,CNRM-CM5,high,.011853801,.029999999,.10901555
2010,0,.2,rcp45,batch3,CNRM-CM5,low,.024661029,.029999999,.10901555
2010,0,.2,rcp45,batch9,CNRM-CM5,low,.015410468,.029999999,.10901555
2010,0,.2,rcp45,batch1,CNRM-CM5,high,.041567535,.029999999,.10901555
2010,0,.2,rcp45,batch4,CNRM-CM5,low,-.008333167,.029999999,.10901555
2010,0,.2,rcp45,batch4,CNRM-CM5,high,.009506158,.029999999,.10901555
2010,0,.2,rcp85,batch7,CNRM-CM5,low,.025453812,.0229,.1075342
2010,0,.2,rcp85,batch11,CNRM-CM5,low,.090296205,.0229,.1075342
2010,0,.2,rcp85,batch1,CNRM-CM5,low,.029663693,.0229,.1075342
2010,0,.2,rcp85,batch2,CNRM-CM5,high,.016217446,.0229,.1075342
2010,0,.2,rcp85,batch10,CNRM-CM5,high,.028696048,.0229,.1075342
2010,0,.2,rcp85,batch5,CNRM-CM5,high,.014183709,.0229,.1075342
2010,0,.2,rcp85,batch5,CNRM-CM5,low,.0079855544,.0229,.1075342
2010,0,.2,rcp85,batch11,CNRM-CM5,high,.04346687,.0229,.1075342
2010,0,.2,rcp85,batch0,CNRM-CM5,high,.013632143,.0229,.1075342
2010,0,.2,rcp85,batch0,CNRM-CM5,low,.04240415,.0229,.1075342
2010,0,.2,rcp85,batch6,CNRM-CM5,high,.03973591,.0229,.1075342
2010,0,.2,rcp85,batch8,CNRM-CM5,high,-.01954508,.0229,.1075342
2010,0,.2,rcp85,batch13,CNRM-CM5,high,-.0043168236,.0229,.1075342
2010,0,.2,rcp85,batch9,CNRM-CM5,high,.015455844,.0229,.1075342
2010,0,.2,rcp85,batch3,CNRM-CM5,low,.105895444,.0229,.1075342
2010,0,.2,rcp85,batch13,CNRM-CM5,low,-.002679335,.0229,.1075342
2010,0,.2,rcp85,batch8,CNRM-CM5,low,-.0019091231,.0229,.1075342
2010,0,.2,rcp85,batch7,CNRM-CM5,high,.02324571,.0229,.1075342
2010,0,.2,rcp85,batch14,CNRM-CM5,high,.00823535,.0229,.1075342
2010,0,.2,rcp85,batch14,CNRM-CM5,low,.0081446405,.0229,.1075342
2010,0,.2,rcp85,batch4,CNRM-CM5,high,.03753106,.0229,.1075342
2010,0,.2,rcp85,batch12,CNRM-CM5,low,.027284926,.0229,.1075342
2010,0,.2,rcp85,batch4,CNRM-CM5,low,.051378627,.0229,.1075342
2010,0,.2,rcp85,batch3,CNRM-CM5,high,.03426224,.0229,.1075342
2010,0,.2,rcp85,batch12,CNRM-CM5,high,-.00014172365,.0229,.1075342
2010,0,.2,rcp85,batch10,CNRM-CM5,low,.02320626,.0229,.1075342
2010,0,.2,rcp85,batch1,CNRM-CM5,high,.11325509,.0229,.1075342
2010,0,.2,rcp85,batch6,CNRM-CM5,low,.034604626,.0229,.1075342
2010,0,.2,rcp85,batch9,CNRM-CM5,low,-.0067974246,.0229,.1075342
2010,0,.2,rcp85,batch2,CNRM-CM5,low,-.016941524,.0229,.1075342
2010,0,.2,rcp45,batch6,CSIRO-Mk3-6-0,low,-.01160096,.029999999,.10535218
2010,0,.2,rcp45,batch7,CSIRO-Mk3-6-0,low,-.031194714,.029999999,.10535218
2010,0,.2,rcp45,batch9,CSIRO-Mk3-6-0,high,-.009067344,.029999999,.10535218
2010,0,.2,rcp45,batch4,CSIRO-Mk3-6-0,low,.010109944,.029999999,.10535218
2010,0,.2,rcp45,batch0,CSIRO-Mk3-6-0,high,.022867624,.029999999,.10535218
2010,0,.2,rcp45,batch1,CSIRO-Mk3-6-0,high,.0017983345,.029999999,.10535218
2010,0,.2,rcp45,batch12,CSIRO-Mk3-6-0,low,-.06824724,.029999999,.10535218
2010,0,.2,rcp45,batch8,CSIRO-Mk3-6-0,low,-.14150802,.029999999,.10535218
2010,0,.2,rcp45,batch9,CSIRO-Mk3-6-0,low,-.037526946,.029999999,.10535218
2010,0,.2,rcp45,batch2,CSIRO-Mk3-6-0,high,.0041428966,.029999999,.10535218
2010,0,.2,rcp45,batch11,CSIRO-Mk3-6-0,high,.0015178714,.029999999,.10535218
2010,0,.2,rcp45,batch5,CSIRO-Mk3-6-0,high,-.023954035,.029999999,.10535218
2010,0,.2,rcp45,batch2,CSIRO-Mk3-6-0,low,-.0014358597,.029999999,.10535218
2010,0,.2,rcp45,batch0,CSIRO-Mk3-6-0,low,-.00021883392,.029999999,.10535218
2010,0,.2,rcp45,batch7,CSIRO-Mk3-6-0,high,-.005491709,.029999999,.10535218
2010,0,.2,rcp45,batch13,CSIRO-Mk3-6-0,low,-.003782916,.029999999,.10535218
2010,0,.2,rcp45,batch5,CSIRO-Mk3-6-0,low,-.012025721,.029999999,.10535218
2010,0,.2,rcp45,batch3,CSIRO-Mk3-6-0,high,-.08389837,.029999999,.10535218
2010,0,.2,rcp45,batch1,CSIRO-Mk3-6-0,low,-.010925085,.029999999,.10535218
2010,0,.2,rcp45,batch14,CSIRO-Mk3-6-0,high,.025538408,.029999999,.10535218
2010,0,.2,rcp45,batch3,CSIRO-Mk3-6-0,low,-.0822896,.029999999,.10535218
2010,0,.2,rcp45,batch4,CSIRO-Mk3-6-0,high,-.02795322,.029999999,.10535218
2010,0,.2,rcp45,batch10,CSIRO-Mk3-6-0,high,-.08826495,.029999999,.10535218
2010,0,.2,rcp45,batch10,CSIRO-Mk3-6-0,low,.0057728246,.029999999,.10535218
2010,0,.2,rcp45,batch6,CSIRO-Mk3-6-0,high,.020498967,.029999999,.10535218
2010,0,.2,rcp45,batch12,CSIRO-Mk3-6-0,high,.033870998,.029999999,.10535218
2010,0,.2,rcp45,batch8,CSIRO-Mk3-6-0,high,.028163498,.029999999,.10535218
2010,0,.2,rcp45,batch14,CSIRO-Mk3-6-0,low,-.025961036,.029999999,.10535218
2010,0,.2,rcp45,batch11,CSIRO-Mk3-6-0,low,.023289663,.029999999,.10535218
2010,0,.2,rcp45,batch13,CSIRO-Mk3-6-0,high,-.069840994,.029999999,.10535218
2010,0,.2,rcp85,batch9,CSIRO-Mk3-6-0,high,-.0940797,.029999999,.10354868
2010,0,.2,rcp85,batch10,CSIRO-Mk3-6-0,high,-.002583363,.029999999,.10354868
2010,0,.2,rcp85,batch6,CSIRO-Mk3-6-0,high,-.034251317,.029999999,.10354868
2010,0,.2,rcp85,batch12,CSIRO-Mk3-6-0,high,-.0012273142,.029999999,.10354868
2010,0,.2,rcp85,batch3,CSIRO-Mk3-6-0,low,.009913369,.029999999,.10354868
2010,0,.2,rcp85,batch7,CSIRO-Mk3-6-0,high,-.063583166,.029999999,.10354868
2010,0,.2,rcp85,batch3,CSIRO-Mk3-6-0,high,.04829079,.029999999,.10354868
2010,0,.2,rcp85,batch12,CSIRO-Mk3-6-0,low,.0033229,.029999999,.10354868
2010,0,.2,rcp85,batch4,CSIRO-Mk3-6-0,high,.04713974,.029999999,.10354868
2010,0,.2,rcp85,batch5,CSIRO-Mk3-6-0,high,.0030459392,.029999999,.10354868
2010,0,.2,rcp85,batch13,CSIRO-Mk3-6-0,low,.05267412,.029999999,.10354868
2010,0,.2,rcp85,batch10,CSIRO-Mk3-6-0,low,-.04434771,.029999999,.10354868
2010,0,.2,rcp85,batch2,CSIRO-Mk3-6-0,low,-.09074959,.029999999,.10354868
2010,0,.2,rcp85,batch0,CSIRO-Mk3-6-0,low,-.07577964,.029999999,.10354868
2010,0,.2,rcp85,batch2,CSIRO-Mk3-6-0,high,.002195544,.029999999,.10354868
2010,0,.2,rcp85,batch11,CSIRO-Mk3-6-0,low,.033254527,.029999999,.10354868
2010,0,.2,rcp85,batch7,CSIRO-Mk3-6-0,low,-.0031877056,.029999999,.10354868
2010,0,.2,rcp85,batch1,CSIRO-Mk3-6-0,high,.023895996,.029999999,.10354868
2010,0,.2,rcp85,batch4,CSIRO-Mk3-6-0,low,.05582228,.029999999,.10354868
2010,0,.2,rcp85,batch6,CSIRO-Mk3-6-0,low,.047941263,.029999999,.10354868
2010,0,.2,rcp85,batch11,CSIRO-Mk3-6-0,high,-.028289696,.029999999,.10354868
2010,0,.2,rcp85,batch8,CSIRO-Mk3-6-0,high,.051799183,.029999999,.10354868
2010,0,.2,rcp85,batch14,CSIRO-Mk3-6-0,low,.020698296,.029999999,.10354868
2010,0,.2,rcp85,batch13,CSIRO-Mk3-6-0,high,-.035395068,.029999999,.10354868
2010,0,.2,rcp85,batch1,CSIRO-Mk3-6-0,low,-.005624687,.029999999,.10354868
2010,0,.2,rcp85,batch0,CSIRO-Mk3-6-0,high,-.09571385,.029999999,.10354868
2010,0,.2,rcp85,batch5,CSIRO-Mk3-6-0,low,-.025797685,.029999999,.10354868
2010,0,.2,rcp85,batch14,CSIRO-Mk3-6-0,high,.029174843,.029999999,.10354868
2010,0,.2,rcp85,batch9,CSIRO-Mk3-6-0,low,.03639696,.029999999,.10354868
2010,0,.2,rcp85,batch8,CSIRO-Mk3-6-0,low,.12986321,.029999999,.10354868
2010,0,.2,rcp45,batch14,CanESM2,high,-.028413532,.029999999,.1406388
2010,0,.2,rcp45,batch1,CanESM2,high,.008916468,.029999999,.1406388
2010,0,.2,rcp45,batch4,CanESM2,low,.053688365,.029999999,.1406388
2010,0,.2,rcp45,batch7,CanESM2,high,-.011558472,.029999999,.1406388
2010,0,.2,rcp45,batch5,CanESM2,high,.057275523,.029999999,.1406388
2010,0,.2,rcp45,batch7,CanESM2,low,.036558602,.029999999,.1406388
2010,0,.2,rcp45,batch12,CanESM2,high,-.033317435,.029999999,.1406388
2010,0,.2,rcp45,batch2,CanESM2,low,-.0073011205,.029999999,.1406388
2010,0,.2,rcp45,batch3,CanESM2,low,.00692377,.029999999,.1406388
2010,0,.2,rcp45,batch8,CanESM2,low,.023454085,.029999999,.1406388
2010,0,.2,rcp45,batch11,CanESM2,low,.009389825,.029999999,.1406388
2010,0,.2,rcp45,batch12,CanESM2,low,-.009821225,.029999999,.1406388
2010,0,.2,rcp45,batch8,CanESM2,high,-.008232834,.029999999,.1406388
2010,0,.2,rcp45,batch4,CanESM2,high,.03218382,.029999999,.1406388
2010,0,.2,rcp45,batch5,CanESM2,low,.011808498,.029999999,.1406388
2010,0,.2,rcp45,batch11,CanESM2,high,.011807415,.029999999,.1406388
2010,0,.2,rcp45,batch13,CanESM2,low,.012742745,.029999999,.1406388
2010,0,.2,rcp45,batch10,CanESM2,low,-.02286461,.029999999,.1406388
2010,0,.2,rcp45,batch6,CanESM2,high,-.040194724,.029999999,.1406388
2010,0,.2,rcp45,batch2,CanESM2,high,.0025684726,.029999999,.1406388
2010,0,.2,rcp45,batch1,CanESM2,low,.028677956,.029999999,.1406388
2010,0,.2,rcp45,batch9,CanESM2,low,.07928643,.029999999,.1406388
2010,0,.2,rcp45,batch10,CanESM2,high,.016129518,.029999999,.1406388
2010,0,.2,rcp45,batch0,CanESM2,high,-.033947337,.029999999,.1406388
2010,0,.2,rcp45,batch9,CanESM2,high,.09135409,.029999999,.1406388
2010,0,.2,rcp45,batch13,CanESM2,high,.04672331,.029999999,.1406388
2010,0,.2,rcp45,batch6,CanESM2,low,-.007348376,.029999999,.1406388
2010,0,.2,rcp45,batch3,CanESM2,high,.016639834,.029999999,.1406388
2010,0,.2,rcp45,batch0,CanESM2,low,.004424888,.029999999,.1406388
2010,0,.2,rcp45,batch14,CanESM2,low,.026451247,.029999999,.1406388
2010,0,.2,rcp85,batch7,CanESM2,high,-.015727838,.029999999,.17779654
2010,0,.2,rcp85,batch0,CanESM2,high,.029402618,.029999999,.17779654
2010,0,.2,rcp85,batch8,CanESM2,low,.046030963,.029999999,.17779654
2010,0,.2,rcp85,batch9,CanESM2,high,.034062594,.029999999,.17779654
2010,0,.2,rcp85,batch2,CanESM2,high,.018319841,.029999999,.17779654
2010,0,.2,rcp85,batch4,CanESM2,low,.028648067,.029999999,.17779654
2010,0,.2,rcp85,batch14,CanESM2,high,-.028124414,.029999999,.17779654
2010,0,.2,rcp85,batch8,CanESM2,high,.029426582,.029999999,.17779654
2010,0,.2,rcp85,batch12,CanESM2,low,.024548895,.029999999,.17779654
2010,0,.2,rcp85,batch12,CanESM2,high,.015330793,.029999999,.17779654
2010,0,.2,rcp85,batch5,CanESM2,high,-.040274563,.029999999,.17779654
2010,0,.2,rcp85,batch3,CanESM2,high,-.01836096,.029999999,.17779654
2010,0,.2,rcp85,batch10,CanESM2,high,.06507628,.029999999,.17779654
2010,0,.2,rcp85,batch11,CanESM2,high,.049567265,.029999999,.17779654
2010,0,.2,rcp85,batch3,CanESM2,low,.047469224,.029999999,.17779654
2010,0,.2,rcp85,batch10,CanESM2,low,.066265313,.029999999,.17779654
2010,0,.2,rcp85,batch14,CanESM2,low,.011663072,.029999999,.17779654
2010,0,.2,rcp85,batch6,CanESM2,high,-.0067064755,.029999999,.17779654
2010,0,.2,rcp85,batch7,CanESM2,low,.08639686,.029999999,.17779654
2010,0,.2,rcp85,batch1,CanESM2,low,.012877657,.029999999,.17779654
2010,0,.2,rcp85,batch13,CanESM2,low,.031942138,.029999999,.17779654
2010,0,.2,rcp85,batch9,CanESM2,low,.021038825,.029999999,.17779654
2010,0,.2,rcp85,batch0,CanESM2,low,-.0047289385,.029999999,.17779654
2010,0,.2,rcp85,batch13,CanESM2,high,-.005472425,.029999999,.17779654
2010,0,.2,rcp85,batch4,CanESM2,high,.047645983,.029999999,.17779654
2010,0,.2,rcp85,batch1,CanESM2,high,.017439947,.029999999,.17779654
2010,0,.2,rcp85,batch11,CanESM2,low,-.034881257,.029999999,.17779654
2010,0,.2,rcp85,batch6,CanESM2,low,-.026866635,.029999999,.17779654
2010,0,.2,rcp85,batch5,CanESM2,low,.034964767,.029999999,.17779654
2010,0,.2,rcp85,batch2,CanESM2,low,-.010061671,.029999999,.17779654
2010,0,.2,rcp45,batch5,GFDL-CM3,low,.027605864,.029999999,.19951108
2010,0,.2,rcp45,batch5,GFDL-CM3,high,-.013994228,.029999999,.19951108
2010,0,.2,rcp45,batch6,GFDL-CM3,high,.015624958,.029999999,.19951108
2010,0,.2,rcp45,batch7,GFDL-CM3,low,-.009418014,.029999999,.19951108
2010,0,.2,rcp45,batch9,GFDL-CM3,low,.054397096,.029999999,.19951108
2010,0,.2,rcp45,batch3,GFDL-CM3,high,.036246008,.029999999,.19951108
2010,0,.2,rcp45,batch10,GFDL-CM3,low,-.06510418,.029999999,.19951108
2010,0,.2,rcp45,batch8,GFDL-CM3,high,.042724094,.029999999,.19951108
2010,0,.2,rcp45,batch11,GFDL-CM3,high,-.006315126,.029999999,.19951108
2010,0,.2,rcp45,batch13,GFDL-CM3,low,-.020167719,.029999999,.19951108
2010,0,.2,rcp45,batch3,GFDL-CM3,low,.010673979,.029999999,.19951108
2010,0,.2,rcp45,batch14,GFDL-CM3,low,-.00671357,.029999999,.19951108
2010,0,.2,rcp45,batch12,GFDL-CM3,high,-.00072777485,.029999999,.19951108
2010,0,.2,rcp45,batch6,GFDL-CM3,low,-.028174295,.029999999,.19951108
2010,0,.2,rcp45,batch13,GFDL-CM3,high,-.0016377375,.029999999,.19951108
2010,0,.2,rcp45,batch9,GFDL-CM3,high,.024328454,.029999999,.19951108
2010,0,.2,rcp45,batch10,GFDL-CM3,high,-.005082202,.029999999,.19951108
2010,0,.2,rcp45,batch7,GFDL-CM3,high,-.0009467443,.029999999,.19951108
2010,0,.2,rcp45,batch0,GFDL-CM3,low,-.019186448,.029999999,.19951108
2010,0,.2,rcp45,batch2,GFDL-CM3,high,.006565297,.029999999,.19951108
2010,0,.2,rcp45,batch14,GFDL-CM3,high,-.014994102,.029999999,.19951108
2010,0,.2,rcp45,batch1,GFDL-CM3,high,-.014397201,.029999999,.19951108
2010,0,.2,rcp45,batch8,GFDL-CM3,low,.05344469,.029999999,.19951108
2010,0,.2,rcp45,batch1,GFDL-CM3,low,-.016437864,.029999999,.19951108
2010,0,.2,rcp45,batch11,GFDL-CM3,low,.03816221,.029999999,.19951108
2010,0,.2,rcp45,batch2,GFDL-CM3,low,-.045614834,.029999999,.19951108
2010,0,.2,rcp45,batch0,GFDL-CM3,high,.019042691,.029999999,.19951108
2010,0,.2,rcp45,batch4,GFDL-CM3,high,-.012937273,.029999999,.19951108
2010,0,.2,rcp45,batch12,GFDL-CM3,low,.0071029965,.029999999,.19951108
2010,0,.2,rcp45,batch4,GFDL-CM3,low,-.0032763087,.029999999,.19951108
2010,0,.2,rcp85,batch11,GFDL-CM3,low,.006035932,.039999999,.19862908
2010,0,.2,rcp85,batch4,GFDL-CM3,low,-.05360261,.039999999,.19862908
2010,0,.2,rcp85,batch1,GFDL-CM3,low,-.09376329,.039999999,.19862908
2010,0,.2,rcp85,batch3,GFDL-CM3,low,-.04411868,.039999999,.19862908
2010,0,.2,rcp85,batch13,GFDL-CM3,low,.02043215,.039999999,.19862908
2010,0,.2,rcp85,batch5,GFDL-CM3,low,-.053474566,.039999999,.19862908
2010,0,.2,rcp85,batch6,GFDL-CM3,low,-.03432457,.039999999,.19862908
2010,0,.2,rcp85,batch4,GFDL-CM3,high,-.02611216,.039999999,.19862908
2010,0,.2,rcp85,batch13,GFDL-CM3,high,.0029390252,.039999999,.19862908
2010,0,.2,rcp85,batch1,GFDL-CM3,high,.018609177,.039999999,.19862908
2010,0,.2,rcp85,batch8,GFDL-CM3,high,.0031275904,.039999999,.19862908
2010,0,.2,rcp85,batch5,GFDL-CM3,high,-.00064900915,.039999999,.19862908
2010,0,.2,rcp85,batch10,GFDL-CM3,low,-.0045680486,.039999999,.19862908
2010,0,.2,rcp85,batch9,GFDL-CM3,high,-.11792738,.039999999,.19862908
2010,0,.2,rcp85,batch3,GFDL-CM3,high,-.24908956,.039999999,.19862908
2010,0,.2,rcp85,batch7,GFDL-CM3,low,.042153304,.039999999,.19862908
2010,0,.2,rcp85,batch8,GFDL-CM3,low,-.04099157,.039999999,.19862908
2010,0,.2,rcp85,batch10,GFDL-CM3,high,.09576133,.039999999,.19862908
2010,0,.2,rcp85,batch2,GFDL-CM3,low,-.021966825,.039999999,.19862908
2010,0,.2,rcp85,batch7,GFDL-CM3,high,-.04533876,.039999999,.19862908
2010,0,.2,rcp85,batch0,GFDL-CM3,high,-.057728696,.039999999,.19862908
2010,0,.2,rcp85,batch0,GFDL-CM3,low,-.05856289,.039999999,.19862908
2010,0,.2,rcp85,batch6,GFDL-CM3,high,-.04276686,.039999999,.19862908
2010,0,.2,rcp85,batch14,GFDL-CM3,high,-.01218696,.039999999,.19862908
2010,0,.2,rcp85,batch11,GFDL-CM3,high,-.17031864,.039999999,.19862908
2010,0,.2,rcp85,batch12,GFDL-CM3,high,-.015554958,.039999999,.19862908
2010,0,.2,rcp85,batch9,GFDL-CM3,low,-.0042248433,.039999999,.19862908
2010,0,.2,rcp85,batch12,GFDL-CM3,low,-.0039750605,.039999999,.19862908
2010,0,.2,rcp85,batch14,GFDL-CM3,low,-.010161751,.039999999,.19862908
2010,0,.2,rcp85,batch2,GFDL-CM3,high,-.0048546755,.039999999,.19862908
2010,0,.2,rcp45,batch1,GFDL-ESM2G,low,.0021400064,.039999999,.068652287
2010,0,.2,rcp45,batch5,GFDL-ESM2G,low,.031407522,.039999999,.068652287
2010,0,.2,rcp45,batch0,GFDL-ESM2G,high,.028761879,.039999999,.068652287
2010,0,.2,rcp45,batch3,GFDL-ESM2G,low,-.018233635,.039999999,.068652287
2010,0,.2,rcp45,batch14,GFDL-ESM2G,high,.0036727946,.039999999,.068652287
2010,0,.2,rcp45,batch12,GFDL-ESM2G,low,-.007523408,.039999999,.068652287
2010,0,.2,rcp45,batch4,GFDL-ESM2G,high,.03457865,.039999999,.068652287
2010,0,.2,rcp45,batch13,GFDL-ESM2G,low,.028076036,.039999999,.068652287
2010,0,.2,rcp45,batch3,GFDL-ESM2G,high,.044968722,.039999999,.068652287
2010,0,.2,rcp45,batch14,GFDL-ESM2G,low,.03761841,.039999999,.068652287
2010,0,.2,rcp45,batch8,GFDL-ESM2G,low,-.0079568814,.039999999,.068652287
2010,0,.2,rcp45,batch2,GFDL-ESM2G,low,.02642167,.039999999,.068652287
2010,0,.2,rcp45,batch0,GFDL-ESM2G,low,.032991613,.039999999,.068652287
2010,0,.2,rcp45,batch10,GFDL-ESM2G,low,.011649731,.039999999,.068652287
2010,0,.2,rcp45,batch13,GFDL-ESM2G,high,-.011113388,.039999999,.068652287
2010,0,.2,rcp45,batch9,GFDL-ESM2G,low,.030180475,.039999999,.068652287
2010,0,.2,rcp45,batch10,GFDL-ESM2G,high,.008737372,.039999999,.068652287
2010,0,.2,rcp45,batch7,GFDL-ESM2G,low,.04344896,.039999999,.068652287
2010,0,.2,rcp45,batch6,GFDL-ESM2G,low,.0496289,.039999999,.068652287
2010,0,.2,rcp45,batch6,GFDL-ESM2G,high,.010860612,.039999999,.068652287
2010,0,.2,rcp45,batch9,GFDL-ESM2G,high,.029091877,.039999999,.068652287
2010,0,.2,rcp45,batch12,GFDL-ESM2G,high,.027996797,.039999999,.068652287
2010,0,.2,rcp45,batch1,GFDL-ESM2G,high,.020571455,.039999999,.068652287
2010,0,.2,rcp45,batch8,GFDL-ESM2G,high,-.0018900644,.039999999,.068652287
2010,0,.2,rcp45,batch11,GFDL-ESM2G,high,.03236599,.039999999,.068652287
2010,0,.2,rcp45,batch11,GFDL-ESM2G,low,.01943572,.039999999,.068652287
2010,0,.2,rcp45,batch4,GFDL-ESM2G,low,.030038772,.039999999,.068652287
2010,0,.2,rcp45,batch5,GFDL-ESM2G,high,.0077870346,.039999999,.068652287
2010,0,.2,rcp45,batch7,GFDL-ESM2G,high,.02260553,.039999999,.068652287
2010,0,.2,rcp45,batch2,GFDL-ESM2G,high,.031441359,.039999999,.068652287
2010,0,.2,rcp85,batch9,GFDL-ESM2G,high,.012336437,.039999999,.077030927
2010,0,.2,rcp85,batch5,GFDL-ESM2G,high,.03104451,.039999999,.077030927
2010,0,.2,rcp85,batch1,GFDL-ESM2G,low,.0924266,.039999999,.077030927
2010,0,.2,rcp85,batch8,GFDL-ESM2G,high,-.0024399503,.039999999,.077030927
2010,0,.2,rcp85,batch9,GFDL-ESM2G,low,.0017136809,.039999999,.077030927
2010,0,.2,rcp85,batch2,GFDL-ESM2G,low,.03447699,.039999999,.077030927
2010,0,.2,rcp85,batch0,GFDL-ESM2G,high,.014307327,.039999999,.077030927
2010,0,.2,rcp85,batch10,GFDL-ESM2G,low,.028197994,.039999999,.077030927
2010,0,.2,rcp85,batch7,GFDL-ESM2G,high,.01831413,.039999999,.077030927
2010,0,.2,rcp85,batch12,GFDL-ESM2G,low,.014937145,.039999999,.077030927
2010,0,.2,rcp85,batch3,GFDL-ESM2G,low,.004659403,.039999999,.077030927
2010,0,.2,rcp85,batch4,GFDL-ESM2G,high,.017814942,.039999999,.077030927
2010,0,.2,rcp85,batch13,GFDL-ESM2G,low,.0076455567,.039999999,.077030927
2010,0,.2,rcp85,batch11,GFDL-ESM2G,high,.0064306893,.039999999,.077030927
2010,0,.2,rcp85,batch12,GFDL-ESM2G,high,.024721447,.039999999,.077030927
2010,0,.2,rcp85,batch4,GFDL-ESM2G,low,.0017189243,.039999999,.077030927
2010,0,.2,rcp85,batch3,GFDL-ESM2G,high,.0061016904,.039999999,.077030927
2010,0,.2,rcp85,batch8,GFDL-ESM2G,low,-.022790816,.039999999,.077030927
2010,0,.2,rcp85,batch7,GFDL-ESM2G,low,.007842556,.039999999,.077030927
2010,0,.2,rcp85,batch11,GFDL-ESM2G,low,.022987794,.039999999,.077030927
2010,0,.2,rcp85,batch1,GFDL-ESM2G,high,.024388477,.039999999,.077030927
2010,0,.2,rcp85,batch2,GFDL-ESM2G,high,-.030817956,.039999999,.077030927
2010,0,.2,rcp85,batch13,GFDL-ESM2G,high,.018815717,.039999999,.077030927
2010,0,.2,rcp85,batch14,GFDL-ESM2G,high,-.0015228447,.039999999,.077030927
2010,0,.2,rcp85,batch14,GFDL-ESM2G,low,-.007152672,.039999999,.077030927
2010,0,.2,rcp85,batch5,GFDL-ESM2G,low,.066306523,.039999999,.077030927
2010,0,.2,rcp85,batch6,GFDL-ESM2G,high,.056487666,.039999999,.077030927
2010,0,.2,rcp85,batch0,GFDL-ESM2G,low,.008129125,.039999999,.077030927
2010,0,.2,rcp85,batch6,GFDL-ESM2G,low,-.12291417,.039999999,.077030927
2010,0,.2,rcp85,batch10,GFDL-ESM2G,high,.013497232,.039999999,.077030927
2010,0,.2,rcp45,batch1,GFDL-ESM2M,high,-.005259645,.059999999,.10687807
2010,0,.2,rcp45,batch2,GFDL-ESM2M,high,.06237031,.059999999,.10687807
