temp,no_wgt_comm,risk_adj_sample_wgt_comm,pop_adj_sample_wgt_comm,no_wgt_low,risk_adj_sample_wgt_low,pop_adj_sample_wgt_low,no_wgt_high,risk_adj_sample_wgt_high,pop_adj_sample_wgt_high,no_wgt_manuf,risk_adj_sample_wgt_manuf,pop_adj_sample_wgt_manuf,no_wgt_hr3,risk_adj_sample_wgt_hr3,pop_adj_sample_wgt_hr3,no_wgt_manuf2,risk_adj_sample_wgt_manuf2,pop_adj_sample_wgt_manuf2,no_wgt_hr4,risk_adj_sample_wgt_hr4,pop_adj_sample_wgt_hr4,no_wgt_agri,risk_adj_sample_wgt_agri,pop_adj_sample_wgt_agri,no_wgt_connmine,risk_adj_sample_wgt_connmine,pop_adj_sample_wgt_connmine,no_wgt_manuft,risk_adj_sample_wgt_manuft,pop_adj_sample_wgt_manuft,no_wgt_lomaco,risk_adj_sample_wgt_lomaco,pop_adj_sample_wgt_lomaco
-4.5,16,.0000792968048309,.0000358853624221,10,.0000608546072272,.0000248356095653,6,.0000184421976037,.0000110497528567,6,.0000184421976037,.0000110497528567,0,0,0,4,.0000184101791092,9.91984006760e-06,2,3.20184945224e-08,1.12991278911e-06,0,0,0,2,3.20184945224e-08,1.12991278911e-06,4,.0000184101791092,9.91984006760e-06,16,.0000792968048309,.0000358853624221
-4.4,14,.0000616397164777,.00002795297803,7,.0000402415166718,.0000164231216786,7,.0000213981998058,.0000115298563514,7,.0000213981998058,.0000115298563514,0,0,0,7,.0000213981998058,.0000115298563514,0,0,0,0,0,0,0,0,0,7,.0000213981998058,.0000115298563514,14,.0000616397164777,.00002795297803
-4.3,17,.000112986264611,.0000548857923377,14,.0001107440887154,.0000451961999488,3,2.24217589562e-06,9.68959238890e-06,3,2.24217589562e-06,9.68959238890e-06,0,0,0,1,1.99810915547e-06,1.07662845039e-06,2,2.44066740152e-07,8.61296393850e-06,0,0,0,2,2.44066740152e-07,8.61296393850e-06,1,1.99810915547e-06,1.07662845039e-06,17,.000112986264611,.0000548857923377
-4.2,25,.0001394379825115,.0000579731363359,22,.0001312782334253,.0000535764700089,3,8.15974908619e-06,4.39666632701e-06,3,8.15974908619e-06,4.39666632701e-06,0,0,0,3,8.15974908619e-06,4.39666632701e-06,0,0,0,0,0,0,0,0,0,3,8.15974908619e-06,4.39666632701e-06,25,.0001394379825115,.0000579731363359
-4.1,24,.0002111714663613,.0000969420741512,18,.0001979830708478,.0000807996368621,6,.0000131883955135,.0000161424372891,4,.0000129283646402,6.96610868545e-06,2,2.60030873278e-07,9.17632860364e-06,4,.0000129283646402,6.96610868545e-06,2,2.60030873278e-07,9.17632860364e-06,2,2.60030873278e-07,9.17632860364e-06,0,0,0,4,.0000129283646402,6.96610868545e-06,22,.000210911435488,.0000877657455476
-4,21,.0001720399137639,.0000730688138333,16,.0001501828338633,.0000612917022522,5,.0000218570799007,.0000117771115811,5,.0000218570799007,.0000117771115811,0,0,0,5,.0000218570799007,.0000117771115811,0,0,0,0,0,0,0,0,0,5,.0000218570799007,.0000117771115811,21,.0001720399137639,.0000730688138333
-3.9,15,.0000826242561516,.0000337201057619,15,.0000826242561516,.0000337201057619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,.0000826242561516,.0000337201057619
-3.8,10,.0000584444356946,.0000238519850768,10,.0000584444356946,.0000238519850768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,.0000584444356946,.0000238519850768
-3.7,23,.00020760192956,.0000917917963079,18,.0001535388951197,.000062661354491,5,.0000540630344403,.000029130441817,5,.0000540630344403,.000029130441817,0,0,0,5,.0000540630344403,.000029130441817,0,0,0,0,0,0,0,0,0,5,.0000540630344403,.000029130441817,23,.00020760192956,.0000917917963079
-3.6,27,.0001711678730061,.0000879264251239,14,.0000775834361662,.000031662876097,13,.0000935844368399,.0000562635490269,13,.0000935844368399,.0000562635490269,0,0,0,11,.0000934164384034,.0000503349882592,2,1.67998436496e-07,5.92856076764e-06,0,0,0,2,1.67998436496e-07,5.92856076764e-06,11,.0000934164384034,.0000503349882592,27,.0001711678730061,.0000879264251239
-3.5,14,.0001444514039122,.0000616395160478,11,.0001238952465883,.0000505633719285,3,.0000205561573239,.0000110761441192,3,.0000205561573239,.0000110761441192,0,0,0,3,.0000205561573239,.0000110761441192,0,0,0,0,0,0,0,0,0,3,.0000205561573239,.0000110761441192,14,.0001444514039122,.0000616395160478
-3.4,24,.0001160256962294,.0000490972109901,21,.0001026715809758,.0000419016975002,3,.0000133541152536,7.19551348993e-06,3,.0000133541152536,7.19551348993e-06,0,0,0,3,.0000133541152536,7.19551348993e-06,0,0,0,0,0,0,0,0,0,3,.0000133541152536,7.19551348993e-06,24,.0001160256962294,.0000490972109901
-3.3,16,.0001311346790089,.0000618295215418,13,.0000675461673154,.0000275665278195,3,.0000635885116935,.0000342629937222,3,.0000635885116935,.0000342629937222,0,0,0,3,.0000635885116935,.0000342629937222,0,0,0,0,0,0,0,0,0,3,.0000635885116935,.0000342629937222,16,.0001311346790089,.0000618295215418
-3.2,11,.0000877437265316,.0000382500225555,9,.0000876737580029,.0000357808767717,2,6.99685287486e-08,2.46914578383e-06,2,6.99685287486e-08,2.46914578383e-06,0,0,0,0,0,0,2,6.99685287486e-08,2.46914578383e-06,0,0,0,2,6.99685287486e-08,2.46914578383e-06,0,0,0,11,.0000877437265316,.0000382500225555
-3.1,32,.0001740363322824,.000081644663851,18,.0000928027666305,.0000378740960514,14,.0000812335656519,.0000437705677996,14,.0000812335656519,.0000437705677996,0,0,0,14,.0000812335656519,.0000437705677996,0,0,0,0,0,0,0,0,0,14,.0000812335656519,.0000437705677996,32,.0001740363322824,.000081644663851
-3,15,.0001075673842479,.0000484825724811,10,.0000725062604943,.0000295908097883,5,.0000350611237536,.0000188917626929,5,.0000350611237536,.0000188917626929,0,0,0,5,.0000350611237536,.0000188917626929,0,0,0,0,0,0,0,0,0,5,.0000350611237536,.0000188917626929,15,.0001075673842479,.0000484825724811
-2.9,25,.0001301771067972,.0000624033272629,22,.0001277637520616,.0000521421595181,3,2.41335473561e-06,.0000102611677448,3,2.41335473561e-06,.0000102611677448,0,0,0,1,2.15549425775e-06,1.16143132800e-06,2,2.57860477859e-07,9.09973641683e-06,0,0,0,2,2.57860477859e-07,9.09973641683e-06,1,2.15549425775e-06,1.16143132800e-06,25,.0001301771067972,.0000624033272629
-2.8,25,.0000963557853737,.0000432125730185,17,.0000775490555043,.0000316488470844,8,.0000188067298694,.0000115637259341,8,.0000188067298694,.0000115637259341,0,0,0,7,.0000187655732589,.0000101113347455,1,4.11566105640e-08,1.45239118865e-06,0,0,0,1,4.11566105640e-08,1.45239118865e-06,7,.0000187655732589,.0000101113347455,25,.0000963557853737,.0000432125730185
-2.7,17,.0001236081741638,.0000570882590125,9,.0001021182202976,.0000416758656172,8,.0000214899538662,.0000154123933953,8,.0000214899538662,.0000154123933953,0,0,0,6,.0000213796506614,.0000115198615731,2,1.10303204792e-07,3.89253182220e-06,0,0,0,2,1.10303204792e-07,3.89253182220e-06,6,.0000213796506614,.0000115198615731,17,.0001236081741638,.0000570882590125
-2.6,20,.0001223275830853,.0000507732478354,18,.0001158271943495,.000047270684604,2,6.50038873573e-06,3.50256323145e-06,2,6.50038873573e-06,3.50256323145e-06,0,0,0,2,6.50038873573e-06,3.50256323145e-06,0,0,0,0,0,0,0,0,0,2,6.50038873573e-06,3.50256323145e-06,20,.0001223275830853,.0000507732478354
-2.5,36,.0003948826263915,.0001889904473273,28,.0002584233591278,.0001054661572653,8,.0001364592672637,.0000835242900621,8,.0001364592672637,.0000835242900621,0,0,0,5,.000136171594022,.0000733724803013,3,2.87673241672e-07,.0000101518097608,0,0,0,3,2.87673241672e-07,.0000101518097608,5,.000136171594022,.0000733724803013,36,.0003948826263915,.0001889904473273
-2.4,35,.0002057996625808,.0000864430447791,31,.000187030247389,.0000763296394553,4,.0000187694151919,.0000101134053239,4,.0000187694151919,.0000101134053239,0,0,0,4,.0000187694151919,.0000101134053239,0,0,0,0,0,0,0,0,0,4,.0000187694151919,.0000101134053239,35,.0002057996625808,.0000864430447791
-2.3,51,.0004054755520428,.000166499470879,49,.00039767759813,.0001622977486022,2,7.79795391281e-06,4.20172227678e-06,2,7.79795391281e-06,4.20172227678e-06,0,0,0,2,7.79795391281e-06,4.20172227678e-06,0,0,0,0,0,0,0,0,0,2,7.79795391281e-06,4.20172227678e-06,51,.0004054755520428,.000166499470879
-2.2,30,.0002170289374401,.0000931823288965,25,.0001984410237128,.0000809865365454,5,.0000185879137273,.0000121957923511,5,.0000185879137273,.0000121957923511,0,0,0,3,.0000185251756193,9.98180348688e-06,2,6.27381080420e-08,2.21398886424e-06,0,0,0,2,6.27381080420e-08,2.21398886424e-06,3,.0000185251756193,9.98180348688e-06,30,.0002170289374401,.0000931823288965
-2.1,39,.0002944252073434,.0001351206708478,28,.0002668418276244,.0001089018533094,11,.000027583379719,.0000262188175384,10,.0000275272513548,.0000242380824602,1,5.61283641787e-08,1.98073507818e-06,6,.0000272565866908,.000014686494751,5,3.26793028194e-07,.0000115323227874,1,5.61283641787e-08,1.98073507818e-06,4,2.70664664015e-07,9.55158770921e-06,6,.0000272565866908,.000014686494751,38,.0002943690789792,.0001331399357696
-2,40,.0001824171225628,.0001007450586314,23,.0001621990899139,.0000661956999295,17,.000020218032649,.000034549358702,13,.0000200041224225,.0000270005990615,4,2.13910226421e-07,7.54875964049e-06,7,.0000195373124825,.0000105271661823,10,6.80720166457e-07,.0000240221925196,4,2.13910226421e-07,7.54875964049e-06,6,4.66809940036e-07,.0000164734328791,7,.0000195373124825,.0000105271661823,36,.0001822032123364,.000093196298991
-1.9,48,.0002812445625295,.000121239001345,38,.0002612940585891,.0001066377359678,10,.0000199505039404,.0000146012653772,10,.0000199505039404,.0000146012653772,0,0,0,6,.0000198396722908,.000010690085503,4,1.10831649636e-07,3.91117987419e-06,0,0,0,4,1.10831649636e-07,3.91117987419e-06,6,.0000198396722908,.000010690085503,48,.0002812445625295,.000121239001345
-1.8,31,.0002012741986164,.0000837671516365,27,.0001888469894311,.0000770710776123,4,.0000124272091853,6.69607402415e-06,4,.0000124272091853,6.69607402415e-06,0,0,0,4,.0000124272091853,6.69607402415e-06,0,0,0,0,0,0,0,0,0,4,.0000124272091853,6.69607402415e-06,31,.0002012741986164,.0000837671516365
-1.7,35,.0001962383460068,.0000871264619491,30,.000142387220194,.0000581102003707,5,.0000538511258128,.0000290162615784,5,.0000538511258128,.0000290162615784,0,0,0,5,.0000538511258128,.0000290162615784,0,0,0,0,0,0,0,0,0,5,.0000538511258128,.0000290162615784,35,.0001962383460068,.0000871264619491
-1.6,22,.0001157794953883,.0000472512203373,22,.0001157794953883,.0000472512203373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,.0001157794953883,.0000472512203373
-1.5,37,.0001763484131274,.0000905533321998,22,.000146771169284,.00005989935147,15,.0000295772438434,.0000306539807298,15,.0000295772438434,.0000306539807298,0,0,0,9,.000029153738069,.0000157087245043,6,4.23505774449e-07,.0000149452562255,0,0,0,6,4.23505774449e-07,.0000149452562255,9,.000029153738069,.0000157087245043,37,.0001763484131274,.0000905533321998
-1.4,31,.0001473895458162,.0000817706302314,27,.000140740583447,.00005743818474,4,6.64896236913e-06,.0000243324454914,4,6.64896236913e-06,.0000243324454914,0,0,0,1,6.05185459790e-06,3.26088252223e-06,3,5.97107771227e-07,.0000210715629692,0,0,0,3,5.97107771227e-07,.0000210715629692,1,6.05185459790e-06,3.26088252223e-06,31,.0001473895458162,.0000817706302314
-1.3,44,.0002408560365055,.0001076443190868,33,.0001870504606813,.000076337889368,11,.0000538055758241,.0000313064297188,9,.0000537389664714,.0000289558270197,2,6.66093527002e-08,2.35060269915e-06,9,.0000537389664714,.0000289558270197,2,6.66093527002e-08,2.35060269915e-06,2,6.66093527002e-08,2.35060269915e-06,0,0,0,9,.0000537389664714,.0000289558270197,42,.0002407894271528,.0001052937163877
-1.2,26,.0001416103367546,.0000656526900684,16,.0000814805896425,.0000332533587653,10,.0000601297471121,.0000323993313032,10,.0000601297471121,.0000323993313032,0,0,0,10,.0000601297471121,.0000323993313032,0,0,0,0,0,0,0,0,0,10,.0000601297471121,.0000323993313032,26,.0001416103367546,.0000656526900684
-1.1,32,.0001545550828723,.0000632575575423,31,.0001531666337087,.0000625094282896,1,1.38844916364e-06,7.48129252770e-07,1,1.38844916364e-06,7.48129252770e-07,0,0,0,1,1.38844916364e-06,7.48129252770e-07,0,0,0,0,0,0,0,0,0,1,1.38844916364e-06,7.48129252770e-07,32,.0001545550828723,.0000632575575423
-1,29,.000205809616773,.0000991247719639,20,.0001535830585908,.0000626793768106,9,.0000522265581822,.0000364453951534,9,.0000522265581822,.0000364453951534,0,0,0,6,.0000519875839018,.0000280121407741,3,2.38974280364e-07,8.43325437927e-06,0,0,0,3,2.38974280364e-07,8.43325437927e-06,6,.0000519875839018,.0000280121407741,29,.000205809616773,.0000991247719639
-.9,27,.0001494430443927,.0000609897806498,27,.0001494430443927,.0000609897806498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,.0001494430443927,.0000609897806498
-.8,31,.0002447337623721,.0001048316143795,25,.0002068454877531,.0000844165166143,6,.000037888274619,.0000204150977652,6,.000037888274619,.0000204150977652,0,0,0,6,.000037888274619,.0000204150977652,0,0,0,0,0,0,0,0,0,6,.000037888274619,.0000204150977652,31,.0002447337623721,.0001048316143795
-.7,41,.0002688650284881,.0001287462565074,37,.0002660435504822,.0001085760663386,4,2.82147800590e-06,.0000201701901688,4,2.82147800590e-06,.0000201701901688,0,0,0,2,2.28479848374e-06,1.23110351069e-06,2,5.36679522156e-07,.0000189390866581,0,0,0,2,5.36679522156e-07,.0000189390866581,2,2.28479848374e-06,1.23110351069e-06,41,.0002688650284881,.0001287462565074
-.6,34,.0002422073504587,.0001114487877203,26,.0002343048313378,.0000956230535394,8,7.90251912086e-06,.0000158257341809,6,7.79039224419e-06,.0000118688465136,2,1.12126876672e-07,3.95688766730e-06,3,7.56964186621e-06,4.07870220442e-06,5,3.32877254650e-07,.0000117470319765,2,1.12126876672e-07,3.95688766730e-06,3,2.20750377977e-07,7.79014430918e-06,3,7.56964186621e-06,4.07870220442e-06,32,.000242095223582,.000107491900053
-.5,45,.000193766114652,.0001100213963241,28,.0001333178406639,.0000544088601941,17,.0000604482739881,.00005561253613,17,.0000604482739881,.00005561253613,0,0,0,10,.0000597852176725,.0000322136903605,7,6.63056315631e-07,.0000233988457694,0,0,0,7,6.63056315631e-07,.0000233988457694,10,.0000597852176725,.0000322136903605,45,.000193766114652,.0001100213963241
-.4,49,.0003832205496366,.0001873709612141,34,.0003440507159667,.0001404118709729,15,.0000391698336699,.0000469590902412,11,.0000385836976449,.0000262747123543,4,5.86136025049e-07,.0000206843778869,9,.0000384258612485,.0000207047637559,6,7.43972421446e-07,.0000262543264853,4,5.86136025049e-07,.0000206843778869,2,1.57836396397e-07,5.56994859835e-06,9,.0000384258612485,.0000207047637559,45,.0003826344136115,.0001666865833272
-.3,51,.0002540560533077,.0001187900284663,40,.0002281462848259,.0000931096641921,11,.0000259097684818,.0000256803642742,11,.0000259097684818,.0000256803642742,0,0,0,9,.0000255725201441,.0000137790794952,2,3.37248337701e-07,.000011901284779,0,0,0,2,3.37248337701e-07,.000011901284779,9,.0000255725201441,.0000137790794952,51,.0002540560533077,.0001187900284663
-.2,40,.0002180055769969,.0000949776249399,33,.0001985073478181,.0000810136043867,7,.0000194982291788,.0000139640205532,7,.0000194982291788,.0000139640205532,0,0,0,6,.0000193987224861,.0000104524910682,1,9.95066926635e-08,3.51152948497e-06,0,0,0,1,9.95066926635e-08,3.51152948497e-06,6,.0000193987224861,.0000104524910682,40,.0002180055769969,.0000949776249399
-.1,44,.0001863449026978,.0000927427065562,35,.0001664070204015,.0000679130155277,9,.0000199378822963,.0000248296910286,9,.0000199378822963,.0000248296910286,0,0,0,4,.0000195325164896,.0000105245824216,5,4.05365806699e-07,.000014305108607,0,0,0,5,4.05365806699e-07,.000014305108607,4,.0000195325164896,.0000105245824216,44,.0001863449026978,.0000927427065562
0,56,.0003387954632217,.0001530357217803,35,.0002258078220621,.0000921553060493,21,.0001129876411596,.0000608804157309,21,.0001129876411596,.0000608804157309,0,0,0,21,.0001129876411596,.0000608804157309,0,0,0,0,0,0,0,0,0,21,.0001129876411596,.0000608804157309,56,.0003387954632217,.0001530357217803
.1,44,.0002119519352668,.0001075357479294,31,.0001707621777314,.0000696904151596,13,.0000411897575354,.0000378453327698,13,.0000411897575354,.0000378453327698,0,0,0,6,.0000407393671367,.0000219513348725,7,4.50390398754e-07,.0000158939978974,0,0,0,7,4.50390398754e-07,.0000158939978974,6,.0000407393671367,.0000219513348725,44,.0002119519352668,.0001075357479294
.2,60,.0003712335763595,.0001713891427357,49,.0003373246793217,.0001376668857347,11,.0000339088970378,.000033722257001,11,.0000339088970378,.000033722257001,0,0,0,5,.0000334642612643,.0000180313365377,6,4.44635773533e-07,.0000156909204634,0,0,0,6,4.44635773533e-07,.0000156909204634,5,.0000334642612643,.0000180313365377,60,.0003712335763595,.0001713891427357
.3,47,.0003860418998798,.0001719054041018,37,.0003751770566964,.0001531149678442,10,.0000108648431834,.0000187904362576,10,.0000108648431834,.0000187904362576,0,0,0,4,.0000104925843516,5.65365294847e-06,6,3.72258831760e-07,.0000131367833092,0,0,0,6,3.72258831760e-07,.0000131367833092,4,.0000104925843516,5.65365294847e-06,47,.0003860418998798,.0001719054041018
.4,38,.0002031736108528,.0001140905047237,25,.0001392904481463,.0000568463652257,13,.0000638831627064,.0000572441394979,10,.0000636182564868,.0000478957636005,3,2.64906219627e-07,9.34837589739e-06,7,.0000632264141132,.0000340678884641,6,6.56748593286e-07,.0000231762510339,3,2.64906219627e-07,9.34837589739e-06,3,3.91842373659e-07,.0000138278751365,7,.0000632264141132,.0000340678884641,35,.0002029087046331,.0001047421288263
.5,70,.000429114355768,.0002134777762421,45,.0003775148453542,.0001540690474826,25,.0000515995104138,.0000594087287595,23,.0000514156263733,.0000529195745571,2,1.83884040439e-07,6.48915420243e-06,15,.0000506900087203,.000027312976556,10,9.09501693513e-07,.0000320957522035,2,1.83884040439e-07,6.48915420243e-06,8,7.25617653075e-07,.0000256065980011,15,.0000506900087203,.000027312976556,68,.0004289304717275,.0002069886220397
.6,41,.0003006750493455,.0001377228167883,30,.0002736991817756,.000111700436122,11,.0000269758675699,.0000260223806663,11,.0000269758675699,.0000260223806663,0,0,0,9,.000026645307571,.0000143571224953,2,3.30559998929e-07,.000011665258171,0,0,0,2,3.30559998929e-07,.000011665258171,9,.000026645307571,.0000143571224953,41,.0003006750493455,.0001377228167883
.7,79,.0004864713930672,.0002418101588546,61,.0004373939227662,.0001785065279591,18,.000049077470301,.0000633036308955,18,.000049077470301,.0000633036308955,0,0,0,10,.0000480167814203,.000025872578135,8,1.06068888073e-06,.0000374310527604,0,0,0,8,1.06068888073e-06,.0000374310527604,10,.0000480167814203,.000025872578135,79,.0004864713930672,.0002418101588546
.8,58,.0003662038012635,.000153399619137,49,.0003360089262969,.0001371299051129,9,.0000301948749666,.000016269714024,9,.0000301948749666,.000016269714024,0,0,0,9,.0000301948749666,.000016269714024,0,0,0,0,0,0,0,0,0,9,.0000301948749666,.000016269714024,58,.0003662038012635,.000153399619137
.9,53,.0004498335020102,.000211109895929,39,.0003971819485287,.0001620954649866,14,.0000526515534816,.0000490144309424,14,.0000526515534816,.0000490144309424,0,0,0,6,.0000520574758411,.0000280497997664,8,5.94077640415e-07,.000020964631176,0,0,0,8,5.94077640415e-07,.000020964631176,6,.0000520574758411,.0000280497997664,53,.0004498335020102,.000211109895929
1,58,.0004157926934454,.0001997857434048,41,.0002286785211254,.0000933268794938,17,.00018711417232,.000106458863911,17,.00018711417232,.000106458863911,0,0,0,13,.0001869519498996,.000100734135458,4,1.62222420386e-07,5.72472845306e-06,0,0,0,4,1.62222420386e-07,5.72472845306e-06,13,.0001869519498996,.000100734135458,58,.0004157926934454,.0001997857434048
1.1,41,.0002265166910718,.0001036992792933,23,.0001651333760719,.0000673932231052,18,.0000613833149998,.0000363060561881,16,.0000613127927593,.0000338173699106,2,7.05222404918e-08,2.48868627750e-06,15,.0000612903302226,.0000330246808744,3,9.29847772113e-08,3.28137531369e-06,2,7.05222404918e-08,2.48868627750e-06,1,2.24625367196e-08,7.92689036189e-07,15,.0000612903302226,.0000330246808744,39,.0002264461688313,.0001012105930158
1.2,70,.0003889802738115,.0002150257922722,47,.0003365383854543,.0001373459857632,23,.0000524418883572,.000077679806509,21,.0000523400459755,.0000740858520203,2,1.01842381639e-07,3.59395448868e-06,11,.0000510196700816,.0000274906064988,12,1.42221827559e-06,.0000501892000102,2,1.01842381639e-07,3.59395448868e-06,10,1.32037589395e-06,.0000465952455215,11,.0000510196700816,.0000274906064988,68,.0003888784314299,.0002114318377835
1.3,61,.0003878492195213,.0001758573760071,47,.0003592982908458,.0001466346182042,14,.0000285509286755,.0000292227578029,10,.0000282930858333,.0000201236437078,4,2.57842842188e-07,9.09911409508e-06,8,.0000281526949948,.0000151693382122,6,3.98233680698e-07,.0000140534195907,4,2.57842842188e-07,9.09911409508e-06,2,1.40390838510e-07,4.95430549563e-06,8,.0000281526949948,.0000151693382122,57,.0003875913766791,.000166758261912
1.4,41,.0001305593670615,.0000771688656869,22,.0000982805183867,.000040109643237,19,.0000322788486748,.0000370592224499,17,.0000321548880002,.0000326847271026,2,1.23960674614e-07,4.37449534729e-06,10,.0000317129120049,.0000170876680841,9,5.65936669972e-07,.0000199715543658,2,1.23960674614e-07,4.37449534729e-06,7,4.41975995358e-07,.0000155970590185,10,.0000317129120049,.0000170876680841,39,.0001304354063869,.0000727943703396
1.5,53,.00038778695298,.0001622031645354,46,.0003607988492149,.0001472470183899,7,.0000269881037651,.0000149561461456,6,.0000269761811751,.0000145354053416,1,1.19225900264e-08,4.20740803975e-07,6,.0000269761811751,.0000145354053416,1,1.19225900264e-08,4.20740803975e-07,1,1.19225900264e-08,4.20740803975e-07,0,0,0,6,.0000269761811751,.0000145354053416,52,.00038777503039,.0001617824237314
1.6,75,.0007696430591189,.0003194979938712,64,.0007427998144749,.0003031469113921,11,.000026843244644,.0000163510824791,11,.000026843244644,.0000163510824791,0,0,0,9,.0000267889345196,.0000144345118542,2,5.43101243977e-08,1.91657062487e-06,0,0,0,2,5.43101243977e-08,1.91657062487e-06,9,.0000267889345196,.0000144345118542,75,.0007696430591189,.0003194979938712
1.7,42,.0004411076194302,.0001945052388805,31,.0003498002902234,.0001427583499662,11,.0000913073292068,.0000517468889143,10,.0000912601043979,.000050080354697,1,4.72248089523e-08,1.66653421729e-06,9,.0000912339969545,.0000491590392357,2,7.33322522706e-08,2.58784967855e-06,1,4.72248089523e-08,1.66653421729e-06,1,2.61074433183e-08,9.21315461255e-07,9,.0000912339969545,.0000491590392357,41,.0004410603946212,.0001928387046632
1.8,45,.000323596371345,.0001509742629651,37,.0001789240293419,.0000730213802171,8,.0001446723420031,.0000779528827479,8,.0001446723420031,.0000779528827479,0,0,0,8,.0001446723420031,.0000779528827479,0,0,0,0,0,0,0,0,0,8,.0001446723420031,.0000779528827479,45,.000323596371345,.0001509742629651
1.9,49,.0002879639920081,.0001503936608742,37,.0002747412904682,.0001121257351997,12,.0000132227015399,.0000382679256745,10,.0000130683893218,.0000328223434281,2,1.54312218115e-07,5.44558224647e-06,6,.0000123265081129,6.64181447974e-06,6,8.96193427025e-07,.0000316261111948,2,1.54312218115e-07,5.44558224647e-06,4,7.41881208910e-07,.0000261805289483,6,.0000123265081129,6.64181447974e-06,47,.00028780967979,.0001449480786277
2,63,.0006072856757235,.0002650781331681,49,.0005453605122057,.0002225691937952,14,.0000619251635179,.000042508939373,13,.0000618828282235,.0000410149530126,1,4.23352943812e-08,1.49398636040e-06,10,.0000616620829987,.0000332249903749,4,2.63080519147e-07,9.28394899802e-06,1,4.23352943812e-08,1.49398636040e-06,3,2.20745224766e-07,7.78996263762e-06,10,.0000616620829987,.0000332249903749,62,.0006072433404292,.0002635841468077
2.1,50,.0003217674029585,.000170496788769,35,.0002287067389943,.000093338393981,15,.0000930606639642,.0000771583947881,12,.0000927420554433,.000065914897732,3,3.18608520899e-07,.0000112434970561,8,.0000922832632568,.0000497244059261,7,7.77400707364e-07,.000027433988862,3,3.18608520899e-07,.0000112434970561,4,4.58792186464e-07,.0000161904918059,8,.0000922832632568,.0000497244059261,47,.0003214487944376,.000159253291713
2.2,70,.000438498467858,.0002019528927804,47,.0003426891763638,.0001398562135364,23,.0000958092914942,.000062096679244,20,.0000955993217673,.0000546869779328,3,2.09969726939e-07,7.40970131119e-06,19,.000095507933338,.0000514619367777,4,3.01358156207e-07,.0000106347424662,3,2.09969726939e-07,7.40970131119e-06,1,9.13884292686e-08,3.22504115502e-06,19,.000095507933338,.0000514619367777,67,.0004382884981311,.0001945431914692
2.3,36,.0001736846340918,.0000728738529574,32,.0001584543879289,.0000646674356517,4,.0000152302461629,8.20641730570e-06,4,.0000152302461629,8.20641730570e-06,0,0,0,4,.0000152302461629,8.20641730570e-06,0,0,0,0,0,0,0,0,0,4,.0000152302461629,8.20641730570e-06,36,.0001736846340918,.0000728738529574
2.4,59,.0003115845232564,.0001430087579024,48,.0002684247282332,.0001095478557431,11,.0000431597950232,.0000334609021593,10,.000043103318319,.0000314678741233,1,5.64767042022e-08,1.99302803594e-06,8,.0000428661196565,.0000230972805184,3,2.93675366692e-07,.0000103636216409,1,5.64767042022e-08,1.99302803594e-06,2,2.37198662489e-07,8.37059360492e-06,8,.0000428661196565,.0000230972805184,58,.0003115280465522,.0001410157298665
2.5,52,.0003166822757521,.0001331110958347,43,.0002870849552892,.000117163358567,9,.0000295973204629,.0000159477372677,9,.0000295973204629,.0000159477372677,0,0,0,9,.0000295973204629,.0000159477372677,0,0,0,0,0,0,0,0,0,9,.0000295973204629,.0000159477372677,52,.0003166822757521,.0001331110958347
2.6,62,.00040500589758,.00018973927979,45,.0003060505833901,.0001249034895636,17,.0000989553141899,.0000648357902264,17,.0000989553141899,.0000648357902264,0,0,0,12,.0000986239144822,.0000531408995812,5,3.31399707676e-07,.0000116948906452,0,0,0,5,3.31399707676e-07,.0000116948906452,12,.0000986239144822,.0000531408995812,62,.00040500589758,.00018973927979
2.7,60,.0003848100016057,.00016229328196,47,.0003446678176715,.0001406637231867,13,.0000401421839342,.0000216295587734,13,.0000401421839342,.0000216295587734,0,0,0,13,.0000401421839342,.0000216295587734,0,0,0,0,0,0,0,0,0,13,.0000401421839342,.0000216295587734,60,.0003848100016057,.00016229328196
2.8,93,.0007296332388194,.0003084574851187,78,.0006883985629429,.000280945011184,15,.0000412346758765,.0000275124739346,15,.0000412346758765,.0000275124739346,0,0,0,13,.0000410823256516,.0000221361292461,2,1.52350224880e-07,5.37634468856e-06,0,0,0,2,1.52350224880e-07,5.37634468856e-06,13,.0000410823256516,.0000221361292461,93,.0007296332388194,.0003084574851187
2.9,48,.0002991407234418,.0001392994652747,36,.0002528808711304,.0001032041962503,12,.0000462598523114,.0000360952690244,12,.0000462598523114,.0000360952690244,0,0,0,8,.0000459384368696,.0000247527177635,4,3.21415441817e-07,.0000113425512609,0,0,0,4,3.21415441817e-07,.0000113425512609,8,.0000459384368696,.0000247527177635,48,.0002991407234418,.0001392994652747
