temp,no_wgt_comm,risk_adj_sample_wgt_comm,pop_adj_sample_wgt_comm,no_wgt_low,risk_adj_sample_wgt_low,pop_adj_sample_wgt_low,no_wgt_high,risk_adj_sample_wgt_high,pop_adj_sample_wgt_high,no_wgt_manuf,risk_adj_sample_wgt_manuf,pop_adj_sample_wgt_manuf,no_wgt_hr3,risk_adj_sample_wgt_hr3,pop_adj_sample_wgt_hr3
18.4,5471,.0021135556533024,.0010710301995324,3318,.001745368148985,.0008444086541481,2153,.0003681875043175,.0002266215453842,1846,.0003664630360563,.0001897856509483,307,1.72446826121e-06,.0000368358944359
18.5,5490,.0026790885351181,.0014567228659045,3253,.0019890658855618,.0009626923231837,2237,.0006900226495563,.0004940305427208,2001,.0006739476088949,.0003585489717102,236,.0000160750406613,.0001354815710106
18.6,10676,.0021590603309353,.0012597261132915,6599,.0016017432120687,.000798982945025,4077,.0005573171188666,.0004607431682665,3763,.0005336933841595,.0002802964239945,314,.000023623734707,.000180446744272
18.7,8703,.0018767429064328,.0009890626701896,5237,.001405435304046,.0006944297065479,3466,.0004713076023868,.0002946329636417,3216,.0004691170142336,.0002409632580259,250,2.19058815323e-06,.0000536697056158
18.8,2540,.0025280706495294,.0013205388142494,1375,.0019351541541565,.0009258910401505,1165,.000592916495373,.0003946477740989,937,.0005854253005355,.0003208990485327,228,7.49119483745e-06,.0000737487255662
18.9,2830,.0021533456077475,.0012027521107441,1750,.0016980780314269,.0008343269940794,1080,.0004552675763206,.0003684251166646,948,.0004440450531685,.0002397831089503,132,.0000112225231521,.0001286420077143
19,11312,.002908895675057,.0015107951075904,7058,.0019935668677926,.0009726799071864,4254,.0009153288072644,.000538115200404,3975,.0009103189658701,.0004964071068009,279,5.00984139426e-06,.0000417080936032
19.1,2909,.0021471888691414,.0012857443937712,1583,.0015475835907904,.0007593207488109,1326,.0005996052783509,.0005264236449603,1051,.0005722986602142,.0003010820227085,275,.0000273066181367,.0002253416222519
19.2,4971,.0031231709034443,.0017623885001039,3036,.0023444917051424,.0011656970567288,1935,.0007786791983019,.0005966914433752,1606,.0007628794900212,.000431382202569,329,.0000157997082807,.0001653092408062
19.3,6008,.0028972106991029,.0014617807454173,3745,.0024348170610566,.0011705886990277,2263,.0004623936380462,.0002911920463896,2048,.0004593298136871,.000241140485027,215,3.06382435910e-06,.0000500515613625
19.4,5261,.0025462466293729,.0012562688117163,3192,.0021629156084383,.001033939262474,2069,.0003833310209346,.0002223295492423,1763,.000382150298883,.0001963020674516,306,1.18072205163e-06,.0000260274817907
19.5,8068,.0027836261674586,.0015603526059642,5054,.0020272811443887,.0009900266872229,3014,.00075634502307,.0005703259187413,2659,.000736762934983,.0003932265295108,355,.0000195820880869,.0001770993892305
19.6,14278,.0029032124004822,.0015188201236259,8781,.0021272942951748,.001056628648324,5497,.0007759181053074,.0004621914753019,4988,.0007682082681784,.0003848673683198,509,7.70983712902e-06,.000077324106982
19.7,8283,.0023389277487941,.0013098082402238,5023,.0017230213801879,.0008433905315408,3260,.0006159063686063,.0004664177086829,2898,.0005995389115325,.0003281403724582,362,.0000163674570737,.0001382773362247
19.8,12284,.0025280359873508,.0015958863688985,7607,.0017982741086643,.0008812454936424,4677,.0007297618786865,.000714640875256,4069,.0006917228920612,.000382282774346,608,.0000380389866253,.00033235810091
19.9,9932,.0028442138248454,.0015029253062219,6125,.0019586502025043,.0009850985493946,3807,.0008855636223411,.0005178267568273,3458,.0008845248359508,.0004742241092067,349,1.03878639033e-06,.0000436026476206
20,10463,.0024080137573201,.0012146676765704,6306,.0019870582959569,.0009724159038201,4157,.0004209554613632,.0002422517727503,3658,.0004187575521291,.0002044392219588,499,2.19790923417e-06,.0000378125507915
20.1,5112,.0021095150330282,.0010763438558034,2929,.0015030544085223,.0007323449357407,2183,.000606460624506,.0003439989200627,1697,.0006060792001068,.0003121993354965,486,3.81424399173e-07,.0000317995845662
20.2,12910,.0023324239725325,.0011494423723781,8015,.0018351792110344,.0008911915972111,4895,.0004972447614981,.0002582507751671,4384,.0004969334832376,.0002380403219441,511,3.11278260484e-07,.000020210453223
20.3,7531,.001968875307785,.0010707204402708,4497,.0014202815109058,.0007178520922132,3034,.0005485937968792,.0003528683480576,2585,.0005417595197035,.0002827726303354,449,6.83427717574e-06,.0000700957177222
20.4,17982,.0034347055270535,.0017571698825637,11443,.0025832745530731,.0012612100105902,6539,.0008514309739804,.0004959598719735,5964,.0008483353369234,.0004115005124515,575,3.09563705703e-06,.0000844593595221
20.5,9694,.0025812569002375,.0014871600367864,5641,.0019939667933193,.0010405654008756,4053,.0005872901069182,.0004465946359108,3540,.0005717299819314,.0002915295486164,513,.0000155601249868,.0001550650872943
20.6,18539,.0021547702425665,.0012282063045721,11558,.0014377029497052,.000723984507681,6981,.0007170672928612,.0005042217968911,6328,.0006987426944738,.0003431411127131,653,.0000183245983874,.0001610806841781
20.7,14819,.0037529724023158,.0019938036420342,8903,.0027988713835031,.0013958885267137,5916,.0009541010188127,.0005979151153205,5127,.0009393235958099,.0004654642080252,789,.0000147774230028,.0001324509072953
20.8,15806,.0029720131688022,.001506113181017,9727,.0022048488593392,.0011112207193275,6079,.000767164309463,.0003948924616896,5339,.0007637201978188,.0003467335993527,740,3.44411164419e-06,.0000481588623369
20.9,16202,.0021390495488282,.001099410520404,9978,.0013825750325488,.0006828652251908,6224,.0007564745162794,.0004165452952132,5621,.0007559542923146,.0003743013911699,603,5.20223964869e-07,.0000422439040433
21,11799,.0019020690806455,.0011400183462136,6929,.0013267757480387,.0006883063633006,4870,.0005752933326068,.000451711982913,4134,.0005561332029209,.0002656311784182,736,.0000191601296859,.0001860808044948
21.1,23083,.0030752971175877,.0016900195202368,14476,.0022407283321557,.001119660208834,8607,.0008345687854319,.0005703593114028,7856,.0008157909922454,.0003875542274052,751,.0000187777931866,.0001828050839976
21.2,10465,.0018086218897826,.0009828591818365,5922,.0013353579625366,.0006764228121883,4543,.0004732639272461,.0003064363696482,3684,.0004676675458702,.0002304806613789,859,5.59638137582e-06,.0000759557082693
21.3,18222,.0031141247360266,.0017961573513327,10914,.0021004948660769,.0010657376329629,7308,.0010136298699497,.0007304197183697,6378,.000982395073919,.0004743716945214,930,.0000312347960308,.0002560480238484
21.4,12674,.0023096501717776,.0013156703551854,7504,.0016916898632549,.000844415236507,5170,.0006179603085228,.0004712551186784,4354,.0005987141397439,.0002871391990559,816,.0000192461687789,.0001841159196225
21.5,19991,.0036033823159157,.0018784016166666,12048,.0025518354837014,.0012743820494726,7943,.0010515468322143,.000604019567194,7067,.0010380711298409,.0004783529140855,876,.0000134757023734,.0001256666531085
21.6,22165,.0034878874899546,.0018733788417946,13376,.0024675848103304,.0012489213184304,8789,.0010203026796243,.0006244575233642,7695,.0010063982753723,.0004598956287926,1094,.000013904404252,.0001645618945716
21.7,30868,.0034232613342003,.0018884271306445,19260,.0024307580246468,.0012529934957592,11608,.0009925033095535,.0006354336348853,10547,.0009722501472152,.0004370645352501,1061,.0000202531623383,.0001983690996352
21.8,24443,.0028157959857202,.0014612610038219,14822,.0019988982840706,.0010079224642628,9621,.0008168977016496,.0004533385395591,8380,.0008160693029665,.0003631381746282,1241,8.28398683093e-07,.0000902003649309
21.9,23610,.0028187873494031,.0015948024953003,14243,.00181719327668,.0009249956256681,9367,.0010015940727231,.0006698068696321,8164,.0009807462535588,.0004575770908711,1203,.0000208478191643,.000212229778761
22,29532,.0035311995426353,.0021175557854223,18500,.0024625884581471,.0012859563873433,11032,.0010686110844882,.000831599398079,10040,.0010274977352442,.0004786051070866,992,.000041113349244,.0003529942909923
22.1,30146,.0037089040145341,.0020813669123863,18517,.0025823578261981,.0013140708107678,11629,.001126546188336,.0007672961016185,10308,.0010958124594567,.0004838670300056,1321,.0000307337288794,.0002834290716128
22.2,27386,.0032369968761749,.0017400601351011,16494,.002146028819098,.0011057186499422,10892,.0010909680570769,.0006343414851588,9570,.001079063896842,.000502733135967,1322,.0000119041602349,.0001316083491918
22.3,22501,.0032501970565813,.0020887472935033,13337,.00204820009954,.0010894606035188,9164,.0012019969570414,.0009992866899845,7775,.0011478669545335,.0005523873081137,1389,.0000541300025079,.0004468993818708
22.4,27104,.0039551821666209,.0021993262460581,16295,.0029063604272924,.0014919599390834,10809,.0010488217393285,.0007073663069747,9204,.0010245234089236,.0004654184956812,1605,.0000242983304049,.0002419478112935
22.5,26277,.0032014697946375,.0018284333799959,15648,.0021237090081778,.0010926843851236,10629,.0010777607864598,.0007357489948723,9250,.0010485573809559,.000463705768299,1379,.0000292034055039,.0002720432265733
22.6,26210,.0033165794208466,.0019266179669792,15799,.0021647884673845,.0011381962732946,10411,.0011517909534621,.0007884216936845,9078,.0011190992433554,.0004901621362106,1333,.0000326917101067,.0002982595574739
22.7,28791,.0033081627716039,.0019237897318936,17434,.0019976043599399,.0010913420587564,11357,.001310558411664,.0008324476731372,9809,.001284319110989,.0005877771492966,1548,.0000262393006749,.0002446705238406
22.8,31896,.0037619731012827,.00241381977588,19569,.002517500942966,.0013477788538053,12327,.0012444721583167,.0010660409220747,10683,.0011805966299544,.000545709469675,1644,.0000638755283623,.0005203314523997
22.9,26061,.0031337517862172,.0020539649538024,15806,.0021442271409872,.0011999362777852,10255,.00098952464523,.0008540286760172,8743,.0009406644564132,.0004360210681896,1512,.0000488601888168,.0004180076078276
23,35613,.0044552090998027,.002397333117522,21866,.0030664655991749,.0016025789314535,13747,.0013887435006278,.0007947541860685,12136,.001375851656233,.0006552751631441,1611,.0000128918443948,.0001394790229244
23.1,40338,.0044618308947625,.002863969355815,24989,.0028970760102405,.0015033974841253,15349,.001564754884522,.0013605718716898,13825,.0014769260204354,.0006627322152346,1524,.0000878288640866,.0006978396564552
23.2,25405,.003280030507084,.0019062972313947,15112,.002044237380385,.0010808996048721,10293,.001235793126699,.0008253976265227,8733,.0012118663007188,.0005859298151636,1560,.0000239268259802,.000239467811359
23.3,22171,.0028926919422298,.0018518967074158,13077,.0019518562363324,.0010171950571058,9094,.0009408357058973,.00083470165031,7621,.0008898729374749,.0004089878834567,1473,.0000509627684224,.0004257137668533
23.4,31221,.0031758861172186,.0019848709495976,19346,.0021758782159783,.0011972185785808,11875,.0010000079012403,.0007876523710168,10453,.0009695999231762,.0004456054045298,1422,.0000304079780641,.000342046966487
23.5,31821,.0034590614788228,.0020513019400224,19408,.0023789932573092,.0012632864781471,12413,.0010800682215136,.0007880154618753,10612,.0010501435219028,.0004788329946253,1801,.0000299246996108,.0003091824672501
23.6,32377,.0038179110865993,.0024070371206953,19281,.0022851573282984,.0012475448563643,13096,.0015327537583009,.001159492264331,11152,.0014849491339262,.0006895553676532,1944,.0000478046243747,.0004699368966777
23.7,33325,.0038472316907248,.002642641988193,20485,.002580371403713,.0014244508401164,12840,.0012668602870118,.0012181911480766,11304,.0011803283334246,.0005340140359787,1536,.0000865319535872,.0006841771120979
23.8,40284,.0041048149088484,.0025746633526808,24467,.0027279947094904,.0014417696023587,15817,.001376820199358,.0011328937503221,13695,.0013113495283414,.0005818350722915,2122,.0000654706710166,.0005510586780306
23.9,32739,.004596401615963,.0030749172426434,20406,.0030604965424068,.0016075774839114,12333,.0015359050735562,.001467339758732,10913,.00144131406097,.000702140630466,1420,.0000945910125862,.000765199128266
24,31606,.0040697831880308,.0026769309853975,19179,.0027131458448397,.0014878747768166,12427,.0013566373431911,.0011890562085809,10653,.0012836823012385,.0005908603553952,1774,.0000729550419526,.0005981958531857
24.1,27648,.0039232604831289,.0024572696426831,17061,.0026176759675229,.0014349321148238,10587,.001305584515606,.0010223375278592,8902,.00125691569117,.0005870266156072,1685,.000048668824436,.000435310912252
24.2,42307,.0049863573435766,.003166168893962,26153,.0033977774856641,.0018199140732855,16154,.0015885798579125,.0013462548206765,14116,.0015071902453443,.0006725748970081,2038,.0000813896125683,.0006736799236683
24.3,42046,.0048689373895764,.0035618965586054,25984,.0029296429088625,.0016107299407568,16062,.0019392944807139,.0019511666178486,13876,.0018115076911371,.0009413507692875,2186,.0001277867895768,.0010098158485611
24.4,31307,.0042887376752527,.0027717833859676,18509,.0025697897389939,.0014525724595243,12798,.0017189479362589,.0013192109264432,10680,.0016621468559518,.0008124582446428,2118,.0000568010803071,.0005067526818004
24.5,32154,.0037657040500839,.002698705911867,19098,.0025285371403132,.0014111675466379,13056,.0012371669097707,.001287538365229,11038,.0011474989363329,.000549904070836,2018,.0000896679734378,.0007376342943931
24.6,48047,.0057277848440487,.003678633542803,30325,.0037743970849203,.0020988233040021,17722,.0019533877591283,.0015798102388008,15885,.0018601736128027,.0008280016586085,1837,.0000932141463257,.0007518085801923
24.7,40918,.0042274101718557,.0028968627554565,25496,.0026554283148145,.0015423962397403,15422,.0015719818570412,.0013544665157162,13067,.0014940115657209,.0007106851613895,2355,.0000779702913203,.0006437813543267
24.8,36874,.0035120093117106,.0030139292081615,22429,.0021601513813037,.0014265217906163,14445,.001351857930407,.0015874074175452,12470,.0012278499060496,.0005936884982208,1975,.0001240080243573,.0009937189193244
24.9,42579,.0043527542301543,.0025506411810348,26386,.0028338817980723,.0015500174996208,16193,.0015188724320819,.001000623681414,13879,.0014776211852405,.0006268467379438,2314,.0000412512468414,.0003737769434702
25,35328,.0037902234612537,.0024931945761263,21966,.0024144456423854,.0013223024592504,13362,.0013757778188683,.0011708921168759,11206,.0013173786665266,.0006651723457386,2156,.0000583991523417,.0005057197711373
25.1,48745,.0050474316812465,.0030748711756748,30708,.003175947305094,.0017267360229696,18037,.0018714843761525,.0013481351527052,15979,.0018158024817798,.000862391716439,2058,.0000556818943727,.0004857434362662
25.2,33431,.0039830348604466,.0027379958607751,20452,.0026860704799817,.0014476208816697,12979,.0012969643804649,.0012903749791054,10729,.0012080953330167,.0005631470703558,2250,.0000888690474482,.0007272279087497
25.3,49997,.0052131520770703,.0036017125926971,31507,.0033958911877413,.0018890640205865,18490,.001817260889329,.0017126485721106,16373,.0017044187696827,.0008056905034958,2117,.0001128421196463,.0009069580686147
25.4,46105,.0038388910821762,.0033240511276256,29212,.0024277315140934,.0015513854572088,16893,.0014111595680828,.0017726656704168,14546,.0012667364481835,.0006161512215799,2347,.0001444231198993,.0011565144488369
25.5,45045,.0039489536526456,.0030070064005596,28178,.0023849064564452,.0014050039548038,16867,.0015640471962005,.0016020024457558,14755,.0014488982738202,.0006808627859543,2112,.0001151489223802,.0009211396598015
25.6,51382,.0043217888274983,.0030952063054065,32087,.0027841174879268,.0017002350364136,19295,.0015376713395714,.0013949712689929,16817,.0014500124126726,.000658509189986,2478,.0000876589268988,.0007364620790069
25.7,55417,.0056495530164089,.0043521618257746,35053,.0035732775447176,.0021098257946141,20364,.0020762754716913,.0022423360311605,18351,.0019165594501593,.0009764692374252,2013,.0001597160215319,.0012658667937353
25.8,44948,.0040490013605754,.0028282030520135,28663,.0026102655746468,.0014910720561945,16285,.0014387357859286,.0013371309958191,14167,.0013497130116549,.0006042919095269,2118,.0000890227742737,.0007328390862922
25.9,65170,.0062211988478429,.003603782964598,42378,.0039850623869713,.002201330823249,22792,.0022361364608716,.0014024521413489,20622,.0021918318542926,.0010080749232166,2170,.000044304606579,.0003943772181323
26,42034,.0036061926554107,.0024154270938982,26520,.002410059311333,.0012697559643412,15514,.0011961333440777,.001145671129557,13252,.0011153383452644,.0004782505602423,2262,.0000807949988132,.0006674205693147
26.1,61417,.0050909318573337,.0035586264683791,40068,.0032106191521615,.001807422683266,21349,.0018803127051722,.0017512037851131,18955,.0017687408112264,.0008515762478473,2394,.0001115718939459,.0008996275372658
26.2,65261,.0061960523987244,.004035162753368,41459,.0042171677116182,.0023003030382203,23802,.0019788846871063,.0017348597151478,21076,.0018663941641435,.000812707835691,2726,.0001124905229628,.0009221518794568
26.3,56577,.0045624449579612,.0033777812289764,36009,.0029240777234242,.0017476405212288,20568,.001638367234537,.0016301407077476,18014,.0015265463948217,.000714728510694,2554,.0001118208397153,.0009154121970536
26.4,71149,.0066366330252342,.0056949583659721,46025,.0039574482959837,.0024059064518219,25124,.0026791847292505,.0032890519141502,22497,.0024128954657645,.0011684521119328,2627,.000266289263486,.0021205998022173
26.5,80232,.0063639469704409,.0044838926425126,52245,.0040354780619367,.0021892764564547,27987,.0023284689085041,.0022946161860579,25305,.002163953200404,.0009806580088967,2682,.0001645157081002,.0013139581771612
26.6,64199,.0045548018948073,.002851867411762,41579,.0029274942998895,.0015675078471822,22620,.0016273075949179,.0012843595645798,19972,.001557889446665,.0006956593422123,2648,.0000694181482528,.0005887002223675
26.7,73556,.0057791731652346,.0042113711712948,47898,.0037658565043263,.0021858586392707,25658,.0020133166609083,.002025512532024,22961,.0018644331443109,.0008363890413994,2697,.0001488835165974,.0011891234906246
26.8,72377,.0061473775205324,.0045596579076297,46984,.0038830161650815,.0022193257789291,25393,.0022643613554509,.0023403321287006,22786,.0020906207290143,.0009723902275674,2607,.0001737406264366,.0013679419011332
26.9,74523,.0062732833494642,.0044632033107206,48376,.0040579516601502,.0021563625884533,26147,.002215331689314,.0023068407222673,23437,.002043868753986,.0009558350910718,2710,.000171462935328,.0013510056311955
27,58925,.0044744231514453,.0032723714583697,37949,.0028266799549058,.0016102927106389,20976,.0016477431965395,.0016620787477307,18384,.0015308684371374,.0007066405433654,2592,.0001168747594021,.0009554382043654
27.1,84847,.0060568088635245,.0048838012480233,56067,.0039639107127565,.0022147003303988,28780,.002092898150768,.0026691009176245,26009,.0018619647076046,.0008470531489296,2771,.0002309334431635,.0018220477686949
27.2,50867,.0041817111430158,.0034298248327391,32505,.0026793654988193,.0015689858315859,18362,.0015023456441966,.0018608390011532,15630,.001358270652728,.0006924813286293,2732,.0001440749914685,.0011683576725239
27.3,74368,.0060481604539625,.0040052234667627,48435,.003869017968538,.0021448753906191,25933,.0021791424854245,.0018603480761436,22974,.0020820621213815,.0010382152887052,2959,.0000970803640429,.0008221327874384
27.4,77640,.0064911060534146,.0046839930669456,51967,.0041252128202934,.0023041681721785,25673,.0023658932331211,.0023798248947671,23408,.0022051116078254,.0011077969489544,2265,.0001607816252957,.0012720279458127
27.5,69502,.0059946313185872,.0044701364842177,45419,.0039002340424233,.0022869418818618,24083,.0020943972761638,.0021831946023559,21661,.0019441837425385,.0009995988099805,2422,.0001502135336254,.0011835957923754
27.6,67237,.0057348101527988,.0061448420481672,44342,.0036197049840101,.002519786247026,22895,.0021151051687887,.0036250558011412,20356,.0017558772465264,.0008710111128696,2539,.0003592279222623,.0027540446882716
27.7,69177,.0053301492268227,.0046967736175157,45799,.0034532399771485,.0020677258347603,23378,.0018769092496742,.0026290477827555,21057,.0016397302984508,.0007911576644178,2321,.0002371789512234,.0018378901183377
27.8,79740,.0055732923782751,.0052842504461689,52176,.0034660792330192,.0020631114874575,27564,.0021072131452559,.0032211389587114,24269,.0017903915845291,.0007814307955296,3295,.0003168215607268,.0024397081631817
27.9,68811,.0051798392981208,.0045341940235626,45325,.0032722600149905,.0020270135887586,23486,.0019075792831304,.002507180434804,20546,.001695306763543,.0008506008879663,2940,.0002122725195873,.0016565795468377
28,70438,.0053390598458558,.0054990780224217,45874,.0031808924344799,.0019554911039839,24564,.0021581674113759,.0035435869184378,21647,.0018240760977201,.0009876001747632,2917,.0003340913136558,.0025559867436746
28.1,81148,.006774122845315,.0062123906622871,53510,.0040933221239162,.0027727043636038,27638,.0026808007213988,.0034396862986833,24716,.0024081255780904,.0013308769872519,2922,.0002726751433083,.0021088093114314
28.2,70737,.0048086040084522,.0054759679472636,47106,.0028649823287427,.0019750022257167,23631,.0019436216797095,.003500965721547,20936,.0015981276927495,.0008620160185855,2695,.00034549398696,.0026389497029614
28.3,66642,.0052598981144698,.0052249544461783,43860,.0032462567670745,.0021241140318173,22782,.0020136413473954,.003100840414361,20092,.0017376331182597,.0009796574179954,2690,.0002760082291357,.0021211829963655
28.4,65273,.0044743095608823,.0038075055389181,43448,.002772099551023,.0016982755482653,21825,.0017022100098593,.0021092299906528,18864,.0015326660961879,.0007603809419798,2961,.0001695439136715,.0013488490486729
28.5,69130,.0053507986209288,.0045179087265381,45265,.0033764688126531,.0020508654527647,23865,.0019743298082757,.0024670432737733,21113,.0017739181438425,.000882471599533,2752,.0002004116644332,.0015845716742403
28.6,60948,.0059197152208592,.0060378310470759,40170,.0036640272713301,.0025057079451228,20778,.0022556879495291,.0035321231019531,18414,.0019492357002263,.0011156171175161,2364,.0003064522493029,.002416505984437
28.7,86565,.0061045028958203,.0048200175910678,58714,.0038009585978031,.002178896506681,27851,.0023035442980172,.0026411210843868,24985,.0021111212403989,.0011444960753517,2866,.0001924230576183,.0014966250090351
28.8,73131,.004910061100815,.0040913809004606,48323,.0032336146656931,.0018963760087101,24808,.0016764464351219,.0021950048917505,21992,.0014906745787565,.0007306844728059,2816,.0001857718563655,.0014643204189446
28.9,68569,.00499219371797,.0054342639677238,45948,.0030597237306478,.0019539600554439,22621,.0019324699873223,.0034803039122799,20118,.0015929393094817,.0008749243976756,2503,.0003395306778406,.0026053795146043
29,77367,.0052437359017716,.0056464920500345,50047,.0032570602134791,.0019998105768887,27320,.0019866756882925,.0036466814731458,24109,.0016157397610748,.0007584820361711,3211,.0003709359272177,.0028881994369747
29.1,55315,.0053086042214849,.0067232078059746,36515,.0029040441789663,.0020281194791872,18800,.0024045600425187,.0046950883267873,16191,.0019617522349384,.0013319877794626,2609,.0004428078075802,.0033631005473247
29.2,87692,.0067969302824797,.0062632575572633,58465,.0040507842330628,.002403510100848,29227,.0027461460494169,.0038597474564153,26140,.0024105034080093,.0012829374250103,3087,.0003356426414076,.002576810031405
29.3,64628,.0040419670948548,.0045607617960773,42558,.0024952874629426,.001556829714911,22070,.0015466796319122,.0030039320811663,19243,.0012456594300088,.0006967952510005,2827,.0003010202019034,.0023071368301658
29.4,61730,.0049951688486124,.0053857964090944,40628,.0030052998757816,.0019674120515182,21102,.0019898689728309,.0034183843575762,18231,.0016802713303564,.0010473357116679,2871,.0003095976424744,.0023710486459083
29.5,55362,.00456365076152,.005050633187423,36466,.0026249165585469,.0018749481384002,18896,.0019387342029731,.0031756850490228,16076,.0016689147844906,.0010998658451014,2820,.0002698194184825,.0020758192039214
29.6,62522,.0044968664934779,.0062488467051318,41030,.0025904433346806,.0019117553777305,21492,.0019064231587973,.0043370913274013,18255,.0014490122773817,.0008477499045693,3237,.0004574108814156,.003489341422832
29.7,66578,.0047110431125046,.004881305837714,44069,.0026961556577428,.0016366998070694,22509,.0020148874547618,.0032446060306445,19592,.0017200480999713,.0009894325445455,2917,.0002948393547905,.002255173486099
29.8,68761,.0048487742180922,.0058196953313049,45487,.0028387050239479,.0017841173610485,23274,.0020100691941443,.0040355779702564,20157,.0016073447623558,.0009696149251449,3117,.0004027244317885,.0030659630451115
29.9,51882,.0037847392531206,.0049626124575573,33414,.0023995522599975,.0017100406919751,18468,.0013851869931231,.0032525717655822,15629,.0010302072081519,.0005317122863163,2839,.0003549797849711,.0027208594792659
30,72116,.0055963008153214,.0077270820744512,47806,.0031682905015139,.0023882218379523,24310,.0024280103138075,.0053388602364988,21202,.0018753351436923,.0011507156830333,3108,.0005526751701152,.0041881445534655
30.1,67221,.0048113577114229,.0068148796328045,44407,.0027857517560838,.0019678127810527,22814,.002025605955339,.0048470668517517,19386,.0014805617072258,.0007002355771157,3428,.0005450442481133,.004146831274636
30.2,53417,.004356438891807,.0067325511522736,34034,.002476025770717,.0016910622413428,19383,.00188041312109,.0050414889109308,16201,.0013214993986211,.0007742055500536,3182,.0005589137224689,.0042672833608772
30.3,65634,.004878392158603,.0070962687606711,43734,.002432664492022,.0016350748681699,21900,.002445727666581,.0054611938925012,19023,.0018908016365338,.0012580870523438,2877,.0005549260300473,.0042031068401573
30.4,62491,.0050459531221509,.0069920897694626,41639,.0028105939070573,.0020600761610159,20852,.0022353592150936,.0049320136084466,17657,.0017238445289083,.0010464650845834,3195,.0005115146861854,.0038855485238632
30.5,47630,.0049211152550283,.008299569674561,30793,.002347643690389,.0020503210105479,16837,.0025734715646394,.0062492486640131,14084,.0019332208187071,.0014191705570918,2753,.0006402507459323,.0048300781069213
30.6,55869,.0060179693993737,.0086606469364587,37113,.0029806427082207,.0020228282582978,18756,.003037326691153,.0066378186781609,15810,.0023929738189427,.0017708408402463,2946,.0006443528722104,.0048669778379147
30.7,48782,.0052423487341278,.0085675089170487,32082,.0027206326263277,.0020808091077487,16700,.0025217161078001,.0064866998092999,14335,.0018279314363639,.00124885699982,2365,.0006937846714362,.0052378428094799
30.8,36260,.0047003153175733,.0080463937214908,22476,.0025922595736857,.0024051441218135,13784,.0021080557438876,.0056412495996773,11164,.0015202231727728,.0011777777184267,2620,.0005878325711149,.0044634718812506
30.9,46939,.0050588327376898,.0079987714098794,30325,.0023440284576929,.001684474000111,16614,.002714804279997,.0063142974097685,13339,.0020566664158947,.0013380516176199,3275,.0006581378641022,.0049762457921486
31,45964,.0044702972628366,.0072915088831437,29828,.0023845500504704,.0019149621704884,16136,.0020857472123661,.0053765467126553,13188,.0015137178524584,.0010357253018257,2948,.0005720293599078,.0043408214108296
31.1,45457,.0041902995082115,.0064225640842776,29752,.002443532653677,.0017713778824854,15705,.0017467668545344,.0046511862017922,12703,.0012365492274093,.0007778838085559,3002,.0005102176271251,.0038733023932362
31.2,40934,.0044446420386039,.0068856555831308,26224,.0022588533820612,.0017545768390096,14710,.0021857886565426,.0051310787441212,11955,.001668676149408,.0012114553288383,2755,.0005171125071346,.003919623415283
31.3,42842,.0047909883574086,.0077809809909736,27566,.0026706521404953,.0019488756246749,15276,.0021203362169133,.0058321053662987,12129,.0014816427136067,.0009933741470979,3147,.0006386935033065,.0048387312192009
31.4,43580,.0056779013214951,.0112519357569858,28031,.0024579457852115,.0022511640548363,15549,.0032199555362835,.0090007717021495,12519,.0022732553967379,.0018555410006114,3030,.0009467001395456,.0071452307015382
31.5,42750,.0054093713241501,.00871933471695,27763,.0027216646550656,.0023935170256192,14987,.0026877066690845,.0063258176913307,12066,.0020657515496068,.0016165095476121,2921,.0006219551194777,.0047093081437186
31.6,34612,.0042153923840396,.0073824551921017,21661,.0020817327023974,.0017355708397206,12951,.0021336596816422,.0056468843523811,10100,.001530073648866,.0010799827755116,2851,.0006035860327761,.0045669015768696
31.7,35803,.0051799417712458,.0095794267830602,22607,.0022375205012646,.001993035137596,13196,.0029424212699813,.0075863916454642,10052,.0021916724995992,.001904876966304,3144,.0007507487703821,.0056815146791602
31.8,33612,.0041601921028594,.0080342234057147,21359,.0020626087856414,.0022340734299398,12253,.0020975833172181,.0058001499757749,9659,.0014743333690143,.0010871907508666,2594,.0006232499482038,.0047129592249084
31.9,34879,.0034370888764204,.0058542273763372,22280,.0018114657613344,.0014582421224478,12599,.001625623115086,.0043959852538895,9964,.0011557914552121,.0008361227862967,2635,.000469831659874,.0035598624675927
32,27233,.0032828841929143,.0060917489070113,16669,.0018348415396505,.0014206366678698,10564,.0014480426532638,.0046711122391415,7950,.0009150268584412,.0006395008122051,2614,.0005330157948226,.0040316114269364
32.1,34031,.004322785626913,.0103759267971998,21247,.001830955025877,.0018832533200898,12784,.002491830601036,.00849267347711,9731,.0015161869222488,.00114334616166,3053,.0009756436787873,.00734932731545
32.2,31211,.0038373356650808,.0073378990639864,19521,.0018105179543971,.0015148638199866,11690,.0020268177106837,.0058230352439998,8962,.0013982643136466,.0010684915542244,2728,.0006285533970371,.0047545436897753
32.3,37363,.0045813500093087,.0077251808248873,23828,.0021704782495704,.0018582837205607,13535,.0024108717597383,.0058668971043265,10376,.0018277554832934,.0014523674973401,3159,.0005831162764449,.0044145296069864
32.4,27125,.0032541850267015,.0070363807741631,16310,.0013956520127218,.0013048804962906,10815,.0018585330139796,.0057315002778726,7847,.0012284043661891,.0009718828077052,2968,.0006301286477906,.0047596174701674
