temp,no_wgt_comm,risk_adj_sample_wgt_comm,pop_adj_sample_wgt_comm,no_wgt_low,risk_adj_sample_wgt_low,pop_adj_sample_wgt_low,no_wgt_high,risk_adj_sample_wgt_high,pop_adj_sample_wgt_high,no_wgt_manuf,risk_adj_sample_wgt_manuf,pop_adj_sample_wgt_manuf,no_wgt_hr3,risk_adj_sample_wgt_hr3,pop_adj_sample_wgt_hr3
4,132,.0005356388143491,.0002867211745183,98,.0003672902006429,.0001747172139801,34,.0001683486137063,.0001120039605382,29,.0001682522300257,.0000899916180686,5,9.63836805923e-08,.0000220123424697
4.1,143,.0007043065227617,.0003492622937813,103,.0004938004458381,.0002336857516241,40,.0002105060769235,.0001155765421572,39,.000210504048539,.0001147549476741,1,2.02838457142e-09,8.21594483114e-07
4.2,133,.0008074958089184,.000402423137416,104,.000624515821869,.0002931110508939,29,.0001829799870494,.0001093120865221,27,.0001829751031437,.000106675301538,2,4.88390572428e-09,2.63678498413e-06
4.3,118,.0007912060721651,.0003861229711219,87,.0006233966993818,.0002920517792973,31,.0001678093727833,.0000940711918247,29,.0001678033636381,.0000908268982585,2,6.00914518145e-09,3.24429356624e-06
4.4,113,.0006043140613556,.0002926618118124,92,.0005068857955735,.0002386964542325,21,.0000974282657822,.00005396535758,20,.0000974260956355,.0000530863425467,1,2.17014672899e-09,8.79015033206e-07
4.5,180,.0009626134036473,.000490066195681,135,.0007317727286136,.0003450607186153,45,.0002308406750338,.0001450054770658,44,.0002308230362473,.0001378609096037,1,1.76387864315e-08,7.14456746209e-06
4.6,112,.0006592794969502,.0003325943682739,92,.0005374214745189,.0002550669706238,20,.0001218580224314,.0000775273976501,18,.0001217577969328,.0000673243983442,2,1.00225498567e-07,.0000102029993059
4.7,193,.0011560575807354,.000586356302648,145,.0009473342677211,.0004438927894057,48,.0002087233130144,.0001424635132423,43,.0002086841686832,.0001216919644946,5,3.91443311099e-08,.0000207715487477
4.8,130,.0009935215104058,.0004861120962687,110,.0008761262392909,.0004097544181718,20,.0001173952711149,.0000763576780969,19,.0001173768973786,.0000689154207407,1,1.83737363102e-08,7.44225735616e-06
4.9,157,.0011212039136979,.0005467418436922,127,.0009371377091156,.0004406259199641,30,.0001840662045822,.0001061159237281,29,.0001839885511004,.0000989027148819,1,7.76534818669e-08,7.21320884622e-06
5,226,.0008870411509395,.000458277522938,166,.0006302227566266,.0002945485938426,60,.0002568183943129,.0001637289290954,57,.0002567314255089,.0001525400962521,3,8.69688040472e-08,.0000111888328433
5.1,158,.000958848612399,.0004687079769496,129,.0007924438853593,.0003748345500298,29,.0001664047270398,.0000938734269198,28,.0001664025090804,.0000929750453906,1,2.21795937172e-09,8.98381529169e-07
5.2,247,.0010972001945345,.0005347053100877,204,.0009593100284064,.0004465108905265,43,.0001378901661281,.0000881944195612,38,.0001378641912311,.0000834093392541,5,2.59748970111e-08,4.78508030710e-06
5.3,151,.0009039640585229,.0004430790262404,110,.0006926785577548,.000322063243857,41,.0002112855007681,.0001210157823834,41,.0002112855007681,.0001210157823834,0,0,0
5.4,167,.0010039465320777,.0004992763391556,126,.0007524627609428,.000358423801174,41,.0002514837711349,.0001408525379816,38,.0002514785778658,.0001383478086154,3,5.19326914805e-09,2.50472936614e-06
5.5,206,.0014458982288126,.0007271056000206,159,.0012345597413628,.0005829287096333,47,.0002113384874498,.0001441768903874,42,.0002110875079779,.0001206842088664,5,2.50979471872e-07,.000023492681521
5.6,230,.0011425617986497,.0005978959371475,182,.000882875286834,.0004105209280567,48,.0002596865118157,.0001873750090908,39,.0002594560855869,.0001582581600132,9,2.30426228875e-07,.0000291168490776
5.7,234,.0010982680611651,.0005602016421449,181,.0008398574290709,.0003978038365631,53,.0002584106320942,.0001623978055818,51,.0002583861325434,.0001491706776164,2,2.44995508325e-08,.0000132271279654
5.8,150,.0008075558895306,.0003881127687464,120,.00067738860497,.000314531507513,30,.0001301672845606,.0000735812612334,28,.0001301637438473,.0000721470999565,2,3.54071327813e-09,1.43416127685e-06
5.9,148,.0008178164750188,.0004151240590886,115,.0006507052787583,.000306343035902,33,.0001671111962604,.0001087810231866,30,.0001670369987892,.0000966163780731,3,7.41974712781e-08,.0000121646451134
6,247,.0009477154894525,.0004636834864868,195,.0007765501374024,.0003613685531434,52,.0001711653520501,.0001023149333435,50,.0001711605081596,.0001003529218622,2,4.84389051092e-09,1.96201148128e-06
6.1,148,.0010544832940482,.0005372318053105,114,.0008143348427438,.0003932557054327,34,.0002401484513044,.0001439760998778,32,.0002400206923312,.0001321086073744,2,1.27758973179e-07,.0000118674925034
6.2,151,.0010016606556333,.0004896171077746,121,.0007846830591234,.0003737897979192,30,.00021697759651,.0001158273098554,29,.0002169747253902,.0001146643667198,1,2.87111978636e-09,1.16294313557e-06
6.3,260,.0011618368818542,.0005809242232715,197,.0009168767100505,.0004337926313553,63,.0002449601718038,.0001471315919161,56,.000244923725063,.0001377010997885,7,3.64467407366e-08,9.43049212765e-06
6.4,226,.0013675828003858,.0007004011718266,179,.0011561551888803,.0005457937684525,47,.0002114276115055,.000154607403374,41,.0002112008015729,.0001210067828197,6,2.26809932613e-07,.0000336006205544
6.5,183,.0009654805681903,.0004754891138816,144,.0007725983465434,.0003625461415027,39,.0001928822216469,.000112942972379,37,.0001928783083258,.0001113578869365,2,3.91332111160e-09,1.58508544246e-06
6.6,249,.0009637427859644,.0004720509644471,194,.0008150269991916,.0003792488058707,55,.0001487157867729,.0000928021585764,51,.0001487085368126,.0000898655717378,4,7.24996029877e-09,2.93658683859e-06
6.7,208,.0011490467115156,.000566582467485,172,.0010136047731066,.0004733282270593,36,.000135441938409,.0000932542404257,32,.0001353584232788,.0000840128136019,4,8.35151301448e-08,9.24142682379e-06
6.8,197,.001184269731061,.000587490198086,153,.0009551293977665,.0004525207915549,44,.0002291403332945,.0001349694065311,42,.0002291364349958,.0001333904057788,2,3.89829868386e-09,1.57900075237e-06
6.9,190,.0011296291047014,.000568030632536,155,.0009648782074692,.0004535083569408,35,.0001647508972322,.0001145222755952,32,.0001645989124199,.0000938314775851,3,1.51984812291e-07,.00002069079801
7,362,.0016606027073611,.0008202834258668,280,.0012672734446824,.0005905340061076,82,.0003933292626788,.0002297494197592,77,.0003933201984978,.0002260779854169,5,9.06418096136e-09,3.67143434232e-06
7.1,238,.0009662278686992,.0004736716009006,204,.000845262713824,.0003942398696211,34,.0001209651548751,.0000794317312796,31,.000120958761272,.0000768420108272,3,6.39360309140e-09,2.58972045231e-06
7.2,251,.0011249096501069,.0005415011656567,202,.0009565325370318,.0004449940400946,49,.0001683771130752,.0000965071255621,47,.0001683745601895,.0000954730825526,2,2.55288568063e-09,1.03404300944e-06
7.3,254,.0012691319918421,.000635889437973,198,.0009863035824083,.0004568985121693,56,.0002828284094338,.0001789909258036,51,.0002826885497598,.0001643328786258,5,1.39859674064e-07,.0000146580471778
7.4,327,.0015708608526851,.0007655963424043,253,.0013047177921521,.0006082449478697,74,.000266143060533,.0001573513945345,71,.0002661393208427,.00015583663793,3,3.73969022416e-09,1.51475660459e-06
7.5,201,.0011326348536045,.0005480263018001,161,.0009241061973739,.0004295722022505,40,.0002085286562306,.0001184540995496,40,.0002085286562306,.0001184540995496,0,0,0
7.6,269,.0014594462438271,.0007271388704453,216,.0011764923046371,.0005570366535324,53,.00028295393919,.0001701022169129,48,.0002829341691495,.0001602383409534,5,1.97700404936e-08,9.86387595958e-06
7.7,283,.0014723458501552,.000742821983394,217,.0011591181078643,.0005632811407992,66,.0003132277422909,.0001795408425949,61,.0003132168423008,.0001742444592594,5,1.08999901327e-08,5.29638333546e-06
7.8,301,.0015447262867072,.0007756156724668,242,.0012482643323892,.0005922098601445,59,.000296461954318,.0001834058123222,55,.0002964398070731,.0001733641859119,4,2.21472449269e-08,.0000100416264104
7.9,193,.0011337293393261,.000560684286711,158,.0009859718438747,.0004661700239978,35,.0001477574954514,.0000945142627131,31,.000147706145242,.0000853064117052,4,5.13502094179e-08,9.20785100789e-06
8,171,.0007930462271517,.0004167798662991,111,.0005244557516448,.0002485124147995,60,.0002685904755069,.0001682674514996,58,.0002684425901975,.0001545304298816,2,1.47885309332e-07,.000013737021618
8.1,217,.0015983969484542,.0007909609510364,171,.0012434549742579,.0005904975414239,46,.0003549419741963,.0002004634096124,44,.0003549381428343,.0001989115215792,2,3.83136200544e-09,1.55188803319e-06
8.199999999999999,273,.0011134629868818,.0005538000810503,217,.0009613349077995,.0004532828696568,56,.0001521280790823,.0001005172113935,51,.0001520197780565,.0000898809361445,5,1.08301025814e-07,.000010636275249
8.300000000000001,201,.0011069136492932,.0005617161016005,154,.0008455500285436,.0004073499454194,47,.0002613636207496,.0001543661561811,45,.0002612857197164,.000144410803756,2,7.79010331797e-08,9.95535242510e-06
8.4,267,.0013390628160371,.0006613765155237,207,.0011031181336989,.0005248368207447,60,.0002359446823382,.000136539694779,59,.0002359428276009,.0001357884358413,1,1.85473736369e-09,7.51258937726e-07
8.5,228,.0013668374546705,.0006685630629022,191,.0012265664348661,.0005730404874384,37,.0001402710198044,.0000955225754637,34,.0001401386952011,.000082420109095,3,1.32324603275e-07,.0000131024663688
8.6,249,.0016818659073135,.0008292358746047,207,.0014104140053632,.0006682058810412,42,.0002714519019502,.0001610299935635,40,.0002713814531035,.0001517668721078,2,7.04488467562e-08,9.26312145566e-06
8.699999999999999,297,.001605775436382,.000800485389135,249,.0014156524547388,.0006654377980055,48,.0001901229816431,.0001350475911295,40,.0001899409747921,.000107818092431,8,1.82006851035e-07,.0000272294986985
8.800000000000001,279,.001710547908339,.0008841384211564,218,.0013744235380386,.0006540728943492,61,.0003361243703004,.0002300655268073,52,.0003357561857342,.0001880832015786,9,3.68184566168e-07,.0000419823252287
8.9,242,.0014470354801375,.0007262850550376,184,.0011554092415622,.0005453744676345,58,.0002916262385753,.0001809105874031,52,.000291555226454,.000170013969921,6,7.10121212943e-08,.0000108966174821
9,299,.0013470465442679,.0006986452243893,216,.0009821321517052,.0004740878898701,83,.0003649143925627,.0002245573345192,74,.0003646877499932,.0002021411475539,9,2.26642569490e-07,.0000224161869653
9.1,225,.0015075630155323,.0007742711509877,165,.0009890117353848,.0004654217438542,60,.0005185512801476,.0003088494071335,54,.0005183609000028,.0002903094738258,6,1.90380144760e-07,.0000185399333077
9.199999999999999,277,.0016895881739831,.0008437160178416,220,.001263600990681,.0006030552742411,57,.0004259871833021,.0002406607436005,53,.0004259623410139,.0002339565913307,4,2.48422882265e-08,6.70415226978e-06
9.300000000000001,203,.001399020737729,.000692794366671,166,.001170164930727,.0005565785371573,37,.000228855807002,.0001362158295137,32,.0002287878378411,.0001271168754897,5,6.79691609662e-08,9.09895402401e-06
9.4,267,.0014062922273297,.0006840176099274,221,.0010626384220132,.000495739081515,46,.0003436538053165,.0001882785284124,46,.0003436538053165,.0001882785284124,0,0,0
9.5,269,.001521486345048,.0007538280933943,216,.0012241331594964,.0005842725573189,53,.0002973531855516,.0001695555360754,50,.000297269824955,.0001614178028149,3,8.33605965367e-08,8.13773326058e-06
9.6,250,.0015866876090058,.0007886896982825,187,.0012455042141255,.0005898212679654,63,.0003411833948803,.0001988684303171,62,.0003410930547716,.000190476765539,1,9.03401087271e-08,8.39166477817e-06
9.699999999999999,232,.0014172977995628,.00071346216302,167,.0010511879103206,.0005001810987153,65,.0003661098892422,.0002132810643047,63,.0003659789609287,.0002011191729139,2,1.30928313524e-07,.0000121618913909
9.800000000000001,194,.0012327849685203,.0006113298161949,155,.0010410902491458,.0005023632426742,39,.0001916947193745,.0001089665735208,38,.0001916801884363,.0001075553329883,1,1.45309382305e-08,1.41124053243e-06
9.9,260,.0013257917473588,.0006645786082231,207,.0011261456224361,.0005314246929231,53,.0001996461249227,.0001331539153,46,.0001994591515313,.0001136939107766,7,1.86973391436e-07,.0000194600045234
10,162,.0010818838078421,.0005360729359154,121,.0007963445176529,.0003852549078829,41,.0002855392901893,.0001508180280325,41,.0002855392901893,.0001508180280325,0,0,0
10.1,229,.0016068830866427,.0008272629220585,170,.0013474925116839,.000646333395224,59,.0002593905749588,.0001809295268345,52,.0002590744170448,.000147975864536,7,3.16157914071e-07,.0000329536622985
10.2,226,.001304911776888,.000649817476841,172,.0010922612215722,.0005239248158659,54,.0002126505553157,.0001258926609751,50,.0002125667779183,.0001148199640681,4,8.37773974638e-08,.0000110726969069
10.3,212,.0012487812506068,.0006333438106765,148,.0009067449937561,.0004464137642515,64,.0003420362568507,.000186930046425,60,.0003419733052397,.0001808162039652,4,6.29516110351e-08,6.11384245985e-06
10.4,211,.001262253268092,.0006517548088425,158,.0009393979250945,.0004449274708236,53,.0003228553429976,.0002068273380189,44,.0003226357897006,.0001820319700698,9,2.19553296987e-07,.0000247953679491
10.5,224,.0018446206212275,.000904546767174,184,.0014986799624239,.0007201470668292,40,.0003459406588036,.0001843997003448,40,.0003459406588036,.0001843997003448,0,0,0
10.6,206,.0012325227957428,.0006200817031186,153,.0009564605005608,.0004604814980098,53,.0002760622951821,.0001596002051087,47,.0002759995494444,.0001493204918575,6,6.27457377167e-08,.0000102797132513
10.7,227,.0015171044457469,.0007580840197647,184,.0012521082398393,.000602073084508,43,.0002649962059076,.0001560109352567,38,.0002648289232638,.0001402681270974,5,1.67282643737e-07,.0000157428081593
10.8,251,.0015240232831495,.0007937054842273,194,.0011291748734834,.0005536212156301,57,.0003948484096661,.0002400842685972,52,.0003945669685663,.0002138780734811,5,2.81441099759e-07,.0000262061951162
10.9,241,.0014111544306357,.0007286897165955,186,.0011573960119904,.0005564128901483,55,.0002537584186453,.0001722768264472,44,.0002534287964409,.0001290439201966,11,3.29622204420e-07,.0000432329062505
11,194,.0013709513742639,.0007077114825051,140,.0010599622348764,.0005061605248784,54,.0003109891393875,.0002015509576268,47,.000310739154429,.0001749967749447,7,2.49984958511e-07,.000026554182682
11.1,203,.0012438343306442,.0006623362122298,159,.0009881947788131,.0004895774528393,44,.0002556395518312,.0001727587593905,38,.0002552025579234,.0001321665279193,6,4.36993907726e-07,.0000405922314712
11.2,257,.0013044375885833,.0006680900424385,186,.0009889870769939,.000481216988419,71,.0003154505115894,.0001868730540195,64,.000315215085152,.0001646082351385,7,2.35426437456e-07,.000022264818881
11.3,214,.0013944667034469,.0007015301545152,165,.0011140773958687,.000544238554653,49,.0002803893075782,.0001572915998622,47,.0002802982651247,.0001487481965796,2,9.10424535761e-08,8.54340328260e-06
11.4,164,.0010248231845562,.0005138981536277,132,.0008455010246848,.0004084480629274,32,.0001793221598714,.0001054500907003,30,.0001792441929638,.0000981203767196,2,7.79669075968e-08,7.32971398065e-06
11.5,274,.0015700447894869,.0008286844231726,219,.0012967703230515,.0006404841376444,55,.0002732744664353,.0001882002855282,45,.00027277607564,.0001415510876441,10,4.98390795300e-07,.0000466491978841
11.6,263,.0016907375808835,.0008954501431049,194,.0012985027732952,.0006363075171407,69,.0003922348075882,.0002591426259642,60,.0003919489231521,.0002110686107244,9,2.85884436124e-07,.0000480740152398
11.7,193,.0012136866059222,.0006121525022991,158,.0010794011101893,.0005193513508743,35,.0001342854957329,.0000928011514247,31,.0001341792168432,.0000721434276443,4,1.06278889689e-07,.0000206577237805
11.8,232,.0012761954611049,.0006643322624891,162,.0009581090500408,.0004603117803041,70,.0003180864110641,.0002040204821849,63,.0003177689675695,.0001733787770473,7,3.17443494602e-07,.0000306417051377
11.9,216,.0012758256117936,.0006769774265845,148,.0010096241278319,.0004870955872018,68,.0002662014839617,.0001898818393826,47,.0002656906453922,.0001422964775202,21,5.10838569528e-07,.0000475853618624
12,210,.0013429365870685,.000699222324883,157,.0010305880987822,.0004998068971958,53,.0003123484882863,.0001994154276872,47,.0003119487532786,.0001622841650715,6,3.99735007761e-07,.0000371312626157
12.1,383,.001214682230326,.0006226064843791,230,.000880318106498,.000438762106759,153,.000334364123828,.0001838443776201,146,.0003342985741686,.0001697387701221,7,6.55496594226e-08,.000014105607498
12.2,274,.0013872640708925,.000689142839942,190,.0010669337406632,.0005182202553193,84,.0003203303302293,.0001709225846227,83,.0003202730230747,.0001655993398728,1,5.73071545773e-08,5.32324474989e-06
12.3,235,.0012476081232418,.0006445866719957,169,.0009305983435297,.0004523268789001,66,.0003170097797121,.0001922597930957,57,.0003167607723071,.0001686172780069,9,2.49007404918e-07,.0000236425150888
12.4,194,.0012051894299319,.000599120983992,150,.000972108488611,.0004721962830274,44,.0002330809413209,.0001269247009645,41,.0002327299146145,.0001209561024211,3,3.51026706369e-07,5.96859854340e-06
12.5,203,.0012097035340819,.0006043766807124,150,.0008977909737382,.0004365259603389,53,.0003119125603437,.0001678507203735,50,.0003118627967069,.0001630176904257,3,4.97636367669e-08,4.83302994780e-06
12.6,198,.0013683168803367,.0006887940132287,151,.0010366868613119,.0005030853502035,47,.0003316300190248,.0001857086630253,43,.0003314982379834,.0001720330957369,4,1.31781041413e-07,.0000136755672884
12.7,303,.0010683180201632,.0005391018644314,205,.0008076980226566,.0003933069576396,98,.0002606199975066,.0001457949067918,89,.0002605136053866,.0001355236682867,9,1.06392120003e-07,.0000102712385051
12.8,232,.0013111135849967,.0007014988771328,151,.0009462869938943,.0004653620449062,81,.0003648265911024,.0002361368322266,52,.0003644926118795,.0001937034537605,29,3.33979222888e-07,.0000424333784661
12.9,229,.0012168960704422,.0006247628688492,156,.00088982236079,.0004313483405234,73,.0003270737096521,.0001934145283258,65,.0003267877450526,.0001664696684429,8,2.85964599556e-07,.0000269448598829
13,240,.0015552619624142,.0007674773713582,179,.0011973488670307,.0005700772808517,61,.0003579130953835,.0001974000905065,58,.0003578533033988,.0001915931103085,3,5.97919846967e-08,5.80698019803e-06
13.1,254,.0011284305863141,.0005909731416143,182,.0008684633921083,.0004292526027152,72,.0002599671942057,.0001617205388991,60,.0002597375284665,.000136515694682,12,2.29665739204e-07,.0000252048442171
13.2,215,.0013744894244425,.0006801290098792,184,.0011716763481218,.000565575099472,31,.0002028130763208,.0001145539104073,30,.0002027518291925,.0001088646831704,1,6.12471282579e-08,5.68922723687e-06
13.3,218,.0011065941639572,.0005539425830818,165,.0008018031278425,.0003901069822803,53,.0003047910361147,.0001638356008016,53,.0003047910361147,.0001638356008016,0,0,0
13.4,259,.0016049845652653,.0008310550194883,189,.0012767016331505,.0006234259886635,70,.0003282829321147,.0002076290308248,55,.000327923083181,.0001667764542215,15,3.59848933762e-07,.0000408525766034
13.5,343,.0015453545182582,.0008132831199745,213,.001085187709057,.0005289422715391,130,.0004601668092012,.0002843408484354,113,.0004597936876536,.0002488617421212,17,3.73121547631e-07,.0000354791063142
13.6,217,.0011464160665455,.0005684776190211,167,.0009050690157117,.000433548174601,50,.0002413470508338,.0001349294444202,46,.0002413029681989,.0001306584072527,4,4.40826348758e-08,4.27103716749e-06
13.7,316,.0014926450444405,.0007638259698668,216,.0010723517282361,.0005129256442855,100,.0004202933162044,.0002509003255813,91,.0004200859553283,.0002299829026708,9,2.07360876144e-07,.0000209174229104
13.8,257,.0013930375250163,.0007120289575693,190,.00106154646432,.0005094488731223,67,.0003314910606963,.000202580084447,48,.0003313248445238,.00017048708537,19,1.66216172506e-07,.0000320929990769
13.9,239,.0011610608429136,.0006074447692002,165,.0009203499857793,.0004435855470968,74,.0002407108571343,.0001638592221034,60,.0002404897504746,.0001351493831585,14,2.21106659676e-07,.0000287098389449
14,224,.0013382533814522,.0006978300923612,137,.0009197401882926,.0004418486133821,87,.0004185131931596,.0002559814789791,71,.0004181684213229,.000223984119132,16,3.44771836691e-07,.000031997359847
14.1,246,.0012263814360638,.0006223903153582,174,.0009893733344359,.0004763455181283,72,.0002370081016278,.0001460447972299,64,.0002369519166265,.0001297662362179,8,5.61850012765e-08,.0000162785610121
14.2,360,.002019369092876,.0010102994687813,276,.0016263383496806,.0007895705486618,84,.0003930307431954,.0002207289201195,81,.0003929993225995,.0002138572631409,3,3.14205959029e-08,6.87165697855e-06
14.3,365,.0019578329026406,.0010045558751068,241,.001438609200985,.0006930298998729,124,.0005192237016555,.000311525975234,115,.000519028963673,.0002887312812314,9,1.94737982573e-07,.0000227946940026
14.4,298,.001555311065973,.0007821122105724,202,.0013098771422957,.0006307703861772,96,.0002454339236773,.0001513418243952,81,.0002452686033969,.0001278005491829,15,1.65320280424e-07,.0000235412752123
14.5,582,.0012890832659815,.0006810115917344,328,.0009463571755015,.0004604392510901,254,.00034272609048,.0002205723406443,221,.0003423767458779,.0001824335174954,33,3.49344602066e-07,.000038138823149
14.6,250,.0013453992446291,.0006756535517933,173,.0009513807767423,.0004637661190836,77,.0003940184678868,.0002118874327097,76,.0003940030678606,.0002103917866352,1,1.54000261432e-08,1.49564607455e-06
14.7,478,.0016635761420691,.0008196062257455,308,.0013167883979102,.0006264458245537,170,.0003467877441589,.0001931604011918,150,.0003467773695567,.0001926522016498,20,1.03746022467e-08,5.08199542004e-07
14.8,262,.0017733527117585,.0008969263367931,187,.0013349605080748,.0006412796047925,75,.0004383922036837,.0002556467320005,71,.0004382727234997,.0002443097652645,4,1.19480183969e-07,.0000113369667361
14.9,651,.0012697003683269,.0006412041293902,417,.0010131409051315,.0004897546596183,234,.0002565594631954,.0001514494697719,217,.0002564693982485,.0001318203820895,17,9.00649468755e-08,.0000196290876824
15,494,.0012386157202194,.0006563879429451,305,.0009572425159465,.0004656695284218,189,.0002813732042729,.0001907184145233,157,.000280924851376,.0001424194387516,32,4.48352896920e-07,.0000482989757717
15.1,335,.001569518534168,.0008141798254055,232,.0012238246315102,.0005919019824991,103,.0003456939026579,.0002222778429064,72,.0003456154198194,.0001894901165596,31,7.84828385197e-08,.0000327877263469
15.2,259,.0011126417593352,.0005637030065602,166,.0008045955553406,.000386431399515,93,.0003080462039946,.0001772716070452,72,.0003079469926952,.0001678411390333,21,9.92112993703e-08,9.43046801183e-06
15.3,590,.0015497842030328,.0007900992642824,409,.0012992673363712,.0006297483815412,181,.0002505168666616,.0001603508827412,144,.0002502776312676,.0001323853030653,37,2.39235393967e-07,.000027965579676
15.4,534,.0017215521472653,.0008824738369593,322,.0010745961596372,.0005167397560304,212,.0006469559876281,.0003657340809289,194,.0006468253997438,.00035196475404,18,1.30587884242e-07,.0000137693268889
15.5,684,.0016124953557777,.0008223081687762,420,.0013921571894109,.0006680545093558,264,.0002203381663668,.0001542536594203,229,.0002200698829089,.0001140335508611,35,2.68283457908e-07,.0000402201085592
15.6,685,.0016787248125796,.0008418974609814,381,.0012928715730167,.0006204961371457,304,.0003858532395629,.0002214013238357,284,.0003852092999352,.0001998153027745,20,6.43939627620e-07,.0000215860210613
15.7,404,.0018840183005613,.0009744294793981,262,.0015311420276349,.0007355663743036,142,.0003528762729264,.0002388631050945,106,.0003524601071518,.0001991604890943,36,4.16165774522e-07,.0000397026160002
15.8,539,.0020534593277947,.0010422599923268,362,.0016869783583582,.0008116910020668,177,.0003664809694366,.00023056899026,159,.000366163212302,.0001890493212149,18,3.17757134577e-07,.0000415196690451
15.9,838,.0020855453676417,.0010462245778105,516,.0016903760652029,.000807064778374,322,.0003951693024387,.0002391597994365,256,.0003950519215934,.0002279014462188,66,1.17380845349e-07,.0000112583532177
16,2378,.0020378850540742,.0010307178376654,1467,.0016293139969279,.0007799133719211,911,.0004085710571463,.0002508044657443,847,.0004084750630566,.0002206906186999,64,9.59940896260e-08,.0000301138470444
16.1,769,.0018165694440325,.0009373782269604,469,.001429201265351,.0006889130670595,300,.0003873681786816,.0002484651599008,219,.0003871753379032,.0002124392766687,81,1.92840778332e-07,.0000360258832321
16.2,353,.0014542984643905,.0007448191056749,206,.0011556727596207,.0005567266255624,147,.0002986257047698,.0001880924801125,100,.0002983355779325,.0001597554190496,47,2.90126837374e-07,.000028337061063
16.3,739,.0019200055934116,.0009474743843918,442,.0014636231205301,.0007032052415714,297,.0004563824728815,.0002442691428204,258,.0004563642108657,.0002433745786159,39,1.82620157954e-08,8.94564204490e-07
16.4,565,.0016487231328593,.000847004192944,351,.0012418317364991,.0005975325562035,214,.0004068913963603,.0002494716367405,178,.0004067085417097,.0002264633882687,36,1.82854650602e-07,.0000230082484718
16.5,1117,.0019309471994728,.0009987725897682,606,.0014313690923742,.0006895068459203,511,.0004995781070986,.0003092657438479,423,.0004992730243307,.0002722007484928,88,3.05082767854e-07,.0000370649953552
16.6,1128,.0019458570711281,.0010026258450431,699,.0014678347930732,.0007058215164379,429,.0004780222780549,.0002968043286051,409,.0004761445907944,.0002561963054903,20,1.87768726048e-06,.0000406080231148
16.7,2648,.0022189290643264,.0011117987577548,1681,.0017634870975785,.0008430170899233,967,.0004554419667479,.0002687816678315,920,.0004551821240955,.0002410378482502,47,2.59842652464e-07,.0000277438195813
16.8,909,.0019491801525246,.0009789347461178,568,.0016256683001756,.0007813056743433,341,.000323511852349,.0001976290717745,287,.0003232386074945,.0001681388008186,54,2.73244854500e-07,.0000294902709559
16.9,2589,.0020342832647714,.0010226922534263,1630,.0015488943517852,.0007392116191465,959,.0004853889129862,.0002834806342799,927,.0004850690163456,.0002515364485823,32,3.19896640618e-07,.0000319441856975
17,1463,.001772892365284,.0009130623136411,818,.0012893913969734,.0006173895579558,645,.0004835009683106,.0002956727556853,578,.0004831625156729,.0002590867623531,67,3.38452637666e-07,.0000365859933322
17.1,3229,.0020297183635167,.0010168840293702,2055,.0016106717590454,.000765725596647,1174,.0004190466044714,.0002511584327232,1062,.0004188935130141,.0002212829246175,112,1.53091457301e-07,.0000298755081056
17.2,2228,.0014154599299104,.0006973452062109,1399,.0011980720909612,.0005683207264329,829,.0002173878389492,.000129024479778,716,.00021730755872,.0001200794228429,113,8.02802292057e-08,8.94505693516e-06
17.3,1166,.0022332967877125,.0013594210720322,644,.0014975337894539,.000803482356348,522,.0007357629982586,.0005559387156843,394,.0007208118635091,.0004181551571719,128,.0000149511347495,.0001377835585123
17.4,4570,.0021086849518226,.0010593812252273,2920,.0018177432035524,.0008703716772231,1650,.0002909417482701,.0001890095480042,1521,.0002906194353391,.0001502365147965,129,3.22312930984e-07,.0000387730332077
17.5,2897,.0018378200811835,.0009560744845848,1774,.001405305313721,.0006842295207805,1123,.0004325147674626,.0002718449638043,970,.0004320685580788,.0002301885258933,153,4.46209383794e-07,.000041656437911
17.6,1480,.0016049261799367,.0008147479898096,903,.0012381760878408,.0005871242770464,577,.0003667500920959,.0002276237127631,470,.0003666311101607,.0002010767901516,107,1.18981935224e-07,.0000265469226115
17.7,863,.001650417751422,.0008304714569525,495,.0013081839775233,.0006325263953864,368,.0003422337738987,.0001979450615661,279,.0003421118699389,.0001874943667153,89,1.21903959732e-07,.0000104506948508
17.8,1171,.0022600418556758,.001136751475868,731,.0017940434106198,.0008573839861853,440,.0004659984450559,.0002793674896827,356,.0004658092142353,.0002537289989971,84,1.89230820596e-07,.0000256384906856
17.9,4491,.0017793948459606,.0008907234705492,2779,.0013512450451827,.000650105755697,1712,.0004281498007779,.0002406177148522,1523,.0004279530989495,.0002210036520581,189,1.96701828390e-07,.0000196140627942
18,7095,.0021488659305232,.0012431902894083,4468,.001476661982557,.0007800101024613,2627,.0006722039479662,.000463180186947,2499,.0006573377154147,.0003474119706359,128,.0000148662325516,.0001157682163111
18.1,4111,.002669454779578,.001402217646957,2479,.0019436644719989,.0009324530962759,1632,.0007257903075791,.0004697645506811,1469,.0007215117231449,.00040079417327,163,4.27858443414e-06,.000068970377411
18.2,6422,.0020939477123041,.0011528709947283,4032,.0015229689436067,.000769088282182,2390,.0005709787686974,.0003837827125462,2176,.000560688519146,.000298441679044,214,.0000102902495514,.0000853410335022
18.3,2561,.0017273412656941,.000872469357562,1511,.0013414549450099,.0006408939653375,1050,.0003858863206842,.0002315753922245,891,.0003856183773008,.0002085611689663,159,2.67943383404e-07,.0000230142232582
