iso,year,adm0_id,adm1_id,admin_name,getal_admin_name1,getal_admin_name2,gdppc_adm1_1,gdppc_adm0_1,gdppc_adm0_infill_1,gdppc_adm1_infill_1,log_gdppc_adm0_1,log_gdppc_adm1_1,log_gdppc_adm0_infill_1,log_gdppc_adm1_infill_1,gdppc_adm0_growthrate_1,gdppc_adm0_backgrowthrate_1,gdppc_adm0_PWT_1,pop_tot1,pop_adm_name1,gdppc_adm1_2,gdppc_adm0_2,gdppc_adm0_infill_2,gdppc_adm1_infill_2,log_gdppc_adm0_2,log_gdppc_adm1_2,log_gdppc_adm0_infill_2,log_gdppc_adm1_infill_2,gdppc_adm0_growthrate_2,gdppc_adm0_backgrowthrate_2,gdppc_adm0_PWT_2,pop_tot2,pop_adm_name2,match_id
BRA,2005,10000000,10030000,Rio Grande do Sul,Rio Grande do Sul,,8284.0029296875,7234.0498046875,7234.0498046875,8284.0029296875,8.8865547,9.0220814,8.886554718017578,9.02208137512207,.011174195,-.011050712,10875.534,10723923,rio grande do sul,,,,,,,,,,,,,,4
BRA,2005,,,missing,Sergipe,,4222.30078125,7234.0498046875,7234.0498046875,4222.30078125,8.8865547,8.348135,8.886554718017578,8.348134994506836,.011174195,-.011050712,10875.534,1967818,sergipe,,,,,,,,,,,,,,20
BRA,2005,,,missing,EspÃ­rito Santo,,8677.0078125,7234.0498046875,7234.0498046875,8677.0078125,8.8865547,9.0684319,8.886554718017578,9.068431854248047,.011174195,-.011050712,10875.534,3374716,espírito santo,,,,,,,,,,,,,,11
BRA,2005,,,missing,Alagoas,,2832.325927734375,7234.0498046875,7234.0498046875,2832.325927734375,8.8865547,7.9488535,8.886554718017578,7.948853492736816,.011174195,-.011050712,10875.534,3002977,alagoas,,,,,,,,,,,,,,8
BRA,2005,,,missing,ParaÃ­ba,,2806.26904296875,7234.0498046875,7234.0498046875,2806.26904296875,8.8865547,7.939611,8.886554718017578,7.939610958099365,.011174195,-.011050712,10875.534,3571893,paraíba,,,,,,,,,,,,,,15
BRA,2005,,,missing,Acre,,4257.9130859375,7234.0498046875,7234.0498046875,4257.9130859375,8.8865547,8.356534,8.886554718017578,8.356534004211426,.011174195,-.011050712,10875.534,669737,acre,,,,,,,,,,,,,,7
BRA,2005,,,missing,Santa Catarina,,8938.9609375,7234.0498046875,7234.0498046875,8938.9609375,8.8865547,9.098175,8.886554718017578,9.098175048828125,.011174195,-.011050712,10875.534,5823297,santa catarina,,,,,,,,,,,,,,19
BRA,2005,10000000,10040000,Rio de Janeiro,Rio de Janeiro,,9902.556640625,7234.0498046875,7234.0498046875,9902.556640625,8.8865547,9.2005482,8.886554718017578,9.20054817199707,.011174195,-.011050712,10875.534,15200878,rio de janeiro,,,,,,,,,,,,,,5
BRA,2005,,,missing,ParÃ¡ and AmapÃ¡,,4253.3232421875,7234.0498046875,7234.0498046875,4253.3232421875,8.8865547,8.3554564,8.886554718017578,8.355456352233887,.011174195,-.011050712,10875.534,7565168,pará amapá,,,,,,,,,,,,,,16
BRA,2005,,,missing,PiauÃ­,,2227.97900390625,7234.0498046875,7234.0498046875,2227.97900390625,8.8865547,7.7088504,8.886554718017578,7.708850383758545,.011174195,-.011050712,10875.534,2995273,piauí,,,,,,,,,,,,,,17
BRA,2005,,,missing,ParanÃ¡,,7556.88720703125,7234.0498046875,7234.0498046875,7556.88720703125,8.8865547,8.9302149,8.886554718017578,8.930214881896973,.011174195,-.011050712,10875.534,10213660,paraná,,,,,,,,,,,,,,14
BRA,2005,10000000,10000000,Bahia,Bahia,,3956.58203125,7234.0498046875,7234.0498046875,3956.58203125,8.8865547,8.2831354,8.886554718017578,8.283135414123535,.011174195,-.011050712,10875.534,13726351,bahia,,,,,,,,,,,,,,1
BRA,2005,10000000,10020000,Pernambuco,Pernambuco,,3606.241943359375,7234.0498046875,7234.0498046875,3606.241943359375,8.8865547,8.1904211,8.886554718017578,8.190421104431152,.011174195,-.011050712,10875.534,8305874,pernambuco,,,,,,,,,,,,,,3
BRA,2005,10000000,10010000,Minas Gerais,Minas Gerais,,6129.8740234375,7234.0498046875,7234.0498046875,6129.8740234375,8.8865547,8.7209291,8.886554718017578,8.720929145812988,.011174195,-.011050712,10875.534,19147376,minas gerais,,,,,,,,,,,,,,2
BRA,2005,,,missing,"GoiÃ¡s, DF, Tocantins",,9340.400390625,7234.0498046875,7234.0498046875,9340.400390625,8.8865547,9.1421041,8.886554718017578,9.142104148864746,.011174195,-.011050712,10875.534,9180963,goiás distrito federal tocantins,,,,,,,,,,,,,,12
BRA,2005,,,missing,CearÃ¡,,3086.402099609375,7234.0498046875,7234.0498046875,3086.402099609375,8.8865547,8.0347614,8.886554718017578,8.034761428833008,.011174195,-.011050712,10875.534,8053871,ceará,,,,,,,,,,,,,,10
BRA,2005,,,missing,"Amazonas, MG, MG do Sul, RondÃ´nia, Roraima",,6714.6572265625,7234.0498046875,7234.0498046875,6714.6572265625,8.8865547,8.812048,8.886554718017578,8.812047958374023,.011174195,-.011050712,10875.534,8428010,amazonas mato grosso mato grosso do sul rondônia roraima,,,,,,,,,,,,,,9
BRA,2006,,,missing,Santa Catarina,,,,7452.180078124977,9202.074804687407,,,8.914640235900876,9.12563495635986,.030153273,-.029270666,11178.943,5915185,santa catarina,,,,,,,,,,,,,,19
BRA,2006,10000000,10030000,Rio Grande do Sul,Rio Grande do Sul,,,,7452.180078124977,8611.4375,,,8.914640235900876,9.058150482177723,.030153273,-.029270666,11178.943,10841391,rio grande do sul,,,,,,,,,,,,,,4
BRA,2006,,,missing,PiauÃ­,,,,7452.180078124977,2376.918408203172,,,8.914640235900876,7.766523838043213,.030153273,-.029270666,11178.943,3024470,piauí,,,,,,,,,,,,,,17
BRA,2006,10000000,10020000,Pernambuco,Pernambuco,,,,7452.180078124977,3794.422167968703,,,8.914640235900876,8.236787796020508,.030153273,-.029270666,11178.943,8394249,pernambuco,,,,,,,,,,,,,,3
BRA,2006,,,missing,Rio Grande do Norte,,,,7452.180078124977,3749.7900390625,,,8.914640235900876,8.227032089233404,.030153273,-.029270666,11178.943,3008782,rio grande do norte,,,,,,,,,,,,,,18
BRA,2006,10000000,10040000,Rio de Janeiro,Rio de Janeiro,,,,7452.180078124977,10061.865234375,,,8.914640235900876,9.216021537780762,.030153273,-.029270666,11178.943,15376168,rio de janeiro,,,,,,,,,,,,,,5
BRA,2006,,,missing,"GoiÃ¡s, DF, Tocantins",,,,7452.180078124977,9706.626367187593,,,8.914640235900876,9.177908134460438,.030153273,-.029270666,11178.943,9368349,goiás distrito federal tocantins,,,,,,,,,,,,,,12
BRA,2006,10000000,10050000,SÃ£o Paulo,SÃ£o Paulo,,,,7452.180078124977,11543.6103515625,,,8.914640235900876,9.352680015563962,.030153273,-.029270666,11178.943,41020456,são paulo,,,,,,,,,,,,,,6
BRA,2006,10000000,10010000,Minas Gerais,Minas Gerais,,,,7452.180078124977,6410.782617187593,,,8.914640235900876,8.762190628051769,.030153273,-.029270666,11178.943,19388548,minas gerais,,,,,,,,,,,,,,2
BRA,2006,,,missing,Acre,,,,7452.180078124977,4377.523046875023,,,8.914640235900876,8.382819747924799,.030153273,-.029270666,11178.943,686650,acre,,,,,,,,,,,,,,7
BRA,2006,,,missing,ParanÃ¡,,,,7452.180078124977,7793.943945312523,,,8.914640235900876,8.959354591369632,.030153273,-.029270666,11178.943,10338844,paraná,,,,,,,,,,,,,,14
BRA,2006,10000000,10000000,Bahia,Bahia,,,,7452.180078124977,4090.6552734375,,,8.914640235900876,8.314438819885254,.030153273,-.029270666,11178.943,13860058,bahia,,,,,,,,,,,,,,1
BRA,2006,,,missing,ParaÃ­ba,,,,7452.180078124977,2957.847216796828,,,8.914640235900876,7.987425422668451,.030153273,-.029270666,11178.943,3599233,paraíba,,,,,,,,,,,,,,15
