Country,Code,Region,year,Latitude,Inverse Distance to Coast,Malaria Ecology,Ln(Cum Oil & Gas Prod),Ln(Population density),Capital is in Region,GDP pc COUNTRY,GDP pc STATE,Years of Education,Regional lights,Lights Country
Albania,ALB,Berat,1990,40.6285,0.0268671,0.013145,0,7.150331,0,3230.616,2491.635,7.696112,,
Albania,ALB,Berat,2001,40.6285,0.0268671,0.013145,0,6.973364,0,3526.937,3435.573,7.864397,0.8181959,0.9811627
Albania,ALB,Berat,2009,40.6285,0.0268671,0.013145,0,6.956723,0,6789.507,6456.247,,1.248606,1.427109
Albania,ALB,Dibra,1990,41.5891,0.0256703,0.003387,0,6.726548,0,3230.616,1821.685,7.576998,,
Albania,ALB,Dibra,2001,41.5891,0.0256703,0.003387,0,6.593925,0,3526.937,2667.238,7.685751,0.2693725,0.9811627
Albania,ALB,Dibra,2009,41.5891,0.0256703,0.003387,0,6.58128,0,6789.507,4932.459,,0.259141,1.427109
Albania,ALB,Durres,1990,41.44733,0.1092579,0.020619,0,8.410651,0,3230.616,3888.493,7.901196,,
Albania,ALB,Durres,2001,41.44733,0.1092579,0.020619,0,8.492358,0,3526.937,3575.014,7.810656,4.381392,0.9811627
Albania,ALB,Durres,2009,41.44733,0.1092579,0.020619,0,8.483908,0,6789.507,6745.502,,6.554539,1.427109
Albania,ALB,Elbasan,1990,41.04004,0.0251616,0.006803,0,7.038457,0,3230.616,3206.161,7.451747,,
Albania,ALB,Elbasan,2001,41.04004,0.0251616,0.006803,0,7.052452,0,3526.937,2943.607,7.607785,0.7061005,0.9811627
Albania,ALB,Elbasan,2009,41.04004,0.0251616,0.006803,0,7.043673,0,6789.507,5709.478,,1.040866,1.427109
Albania,ALB,Fleri,1990,40.77463,0.0864498,0.02656,0,7.615747,0,3230.616,3896.917,7.840977,,
Albania,ALB,Fleri,2001,40.77463,0.0864498,0.02656,0,7.625449,0,3526.937,3436.692,7.822447,2.051999,0.9811627
Albania,ALB,Fleri,2009,40.77463,0.0864498,0.02656,0,7.612887,0,6789.507,5890.971,,3.113099,1.427109
Albania,ALB,Gjirokastra,1990,40.21542,0.0361162,0.008886,0,6.252065,0,3230.616,2900.965,7.761866,,
Albania,ALB,Gjirokastra,2001,40.21542,0.0361162,0.008886,0,5.983595,0,3526.937,4447.017,8.051977,0.3512535,0.9811627
Albania,ALB,Gjirokastra,2009,40.21542,0.0361162,0.008886,0,5.969498,0,6789.507,5603.606,,0.441076,1.427109
Albania,ALB,Korca,1990,40.62928,0.0154158,0.000845,0,6.762728,0,3230.616,3165.048,7.576729,,
Albania,ALB,Korca,2001,40.62928,0.0154158,0.000845,0,6.575405,0,3526.937,2823.137,8.138673,0.31921,0.9811627
Albania,ALB,Korca,2009,40.62928,0.0154158,0.000845,0,6.566351,0,6789.507,5552.562,,0.671692,1.427109
Albania,ALB,Kukes,1990,42.19458,0.0173285,0.00021,0,6.474762,0,3230.616,2000.798,7.309313,,
Albania,ALB,Kukes,2001,42.19458,0.0173285,0.00021,0,6.142776,0,3526.937,2383.861,7.34847,0.145837,0.9811627
Albania,ALB,Kukes,2009,42.19458,0.0173285,0.00021,0,6.1284,0,6789.507,6667.989,,0.303471,1.427109
Albania,ALB,Lezha,1990,41.8014,0.0600261,0.017448,0,6.568827,0,3230.616,3560.941,7.693427,,
Albania,ALB,Lezha,2001,41.8014,0.0600261,0.017448,0,6.449567,0,3526.937,3537.628,7.617231,0.8373525,0.9811627
Albania,ALB,Lezha,2009,41.8014,0.0600261,0.017448,0,6.434256,0,6789.507,5365.396,,0.90525,1.427109
Albania,ALB,Shkoder,1990,42.17679,0.029235,0.006069,0,6.74563,0,3230.616,3052.986,7.596369,,
Albania,ALB,Shkoder,2001,42.17679,0.029235,0.006069,0,6.59775,0,3526.937,2917.503,7.751173,0.6130385,0.9811627
Albania,ALB,Shkoder,2009,42.17679,0.029235,0.006069,0,6.585226,0,6789.507,5717.04,,0.636563,1.427109
Albania,ALB,Tirana,1990,41.26858,0.0532537,0.019806,0,7.614324,1,3230.616,4168.834,9.259136,,
Albania,ALB,Tirana,2001,41.26858,0.0532537,0.019806,0,8.069756,1,3526.937,4865.417,9.005076,5.095757,0.9811627
Albania,ALB,Tirana,2009,41.26858,0.0532537,0.019806,0,8.058994,1,6789.507,10846.12,,7.50079,1.427109
Albania,ALB,Vlora,1990,40.1638,0.1276635,0.021625,0,6.95737,0,3230.616,3114.619,8.150988,,
Albania,ALB,Vlora,2001,40.1638,0.1276635,0.021625,0,6.595634,0,3526.937,3927.93,8.075002,0.771863,0.9811627
Albania,ALB,Vlora,2009,40.1638,0.1276635,0.021625,0,6.583147,0,6789.507,6565.899,,1.234023,1.427109
Argentina,ARG,Buenos Aires,1953,36.67899,0.008912,0,0,2.874623,0,5167.087,5339.904,,,
Argentina,ARG,Buenos Aires,1970,36.67899,0.008912,0,0,3.355618,0,7615.497,6809.35,4.562317,,
Argentina,ARG,Buenos Aires,1980,36.67899,0.008912,0,0,3.569349,0,8486.968,6554.638,5.559296,,
Argentina,ARG,Buenos Aires,1995,36.67899,0.008912,0,0,3.75545,0,8328.856,7404.272,7.288034,1.705807,0.8239863
Argentina,ARG,Buenos Aires,2000,36.67899,0.008912,0,0,3.801451,0,8901.756,7913.473,7.882899,1.826973,0.8205838
Argentina,ARG,Buenos Aires,2005,36.67899,0.008912,0,0,3.866583,0,9670.71,8457.894,8.106348,1.673666,0.7510113
Argentina,ARG,Catamarca,1953,27.28557,0.0046249,0,0,0.4587441,0,5167.087,1757.981,,,
Argentina,ARG,Catamarca,1970,27.28557,0.0046249,0,0,0.5524193,0,7615.497,2991.684,3.664862,,
Argentina,ARG,Catamarca,1980,27.28557,0.0046249,0,0,0.7392252,0,8486.968,4224.439,4.939321,,
Argentina,ARG,Catamarca,1995,27.28557,0.0046249,0,0,1.081061,0,8328.856,4967.984,7.117282,0.511505,0.8239863
Argentina,ARG,Catamarca,2000,27.28557,0.0046249,0,0,1.194642,0,8901.756,6058.925,7.812987,0.53829,0.8205838
Argentina,ARG,Catamarca,2005,27.28557,0.0046249,0,0,1.259124,0,9670.71,14428.48,8.131413,0.4704165,0.7510113
Argentina,ARG,Chaco,1953,26.39709,0.0018947,0,0,1.582738,0,5167.087,3429.523,,,
Argentina,ARG,Chaco,1970,26.39709,0.0018947,0,0,1.743215,0,7615.497,3200.181,2.586329,,
Argentina,ARG,Chaco,1980,26.39709,0.0018947,0,0,1.956606,0,8486.968,4226.576,3.678929,,
Argentina,ARG,Chaco,1995,26.39709,0.0018947,0,0,2.203246,0,8328.856,4262.716,5.610957,0.918743,0.8239863
Argentina,ARG,Chaco,2000,26.39709,0.0018947,0,0,2.280803,0,8901.756,3972.168,6.221376,0.976751,0.8205838
Argentina,ARG,Chaco,2005,26.39709,0.0018947,0,0,2.327087,0,9670.71,4259.468,6.669382,0.90532,0.7510113
Argentina,ARG,Chubut,1953,43.78595,0.0098968,0,0.0054537,-0.6635311,0,5167.087,7960.202,,,
Argentina,ARG,Chubut,1970,43.78595,0.0098968,0,0.0054537,-0.1663079,0,7615.497,10764.36,3.751735,,
Argentina,ARG,Chubut,1980,43.78595,0.0098968,0,0.0054537,0.1596841,0,8486.968,15503.17,5.179467,,
Argentina,ARG,Chubut,1995,43.78595,0.0098968,0,0.0054537,0.5262288,0,8328.856,9969.828,7.105177,0.229505,0.8239863
Argentina,ARG,Chubut,2000,43.78595,0.0098968,0,0.0054537,0.5974544,0,8901.756,11251.94,7.682945,0.2072,0.8205838
Argentina,ARG,Chubut,2005,43.78595,0.0098968,0,0.0054537,0.7092449,0,9670.71,16100.35,8.015346,0.21385,0.7510113
Argentina,ARG,Ciudad de Bs. As.,1953,34.6179,0.236034,0,0,9.722231,1,5167.087,9274.2,,,
Argentina,ARG,Ciudad de Bs. As.,1970,34.6179,0.236034,0,0,9.721579,1,7615.497,17361.73,6.730461,,
Argentina,ARG,Ciudad de Bs. As.,1980,34.6179,0.236034,0,0,9.704743,1,8486.968,22889.65,8.108448,,
Argentina,ARG,Ciudad de Bs. As.,1995,34.6179,0.236034,0,0,9.693342,1,8328.856,23898.13,9.976614,62.99335,0.8239863
Argentina,ARG,Ciudad de Bs. As.,2000,34.6179,0.236034,0,0,9.660047,1,8901.756,28673.48,10.54275,62.99624,0.8205838
Argentina,ARG,Ciudad de Bs. As.,2005,34.6179,0.236034,0,0,9.67134,1,9670.71,28358.07,10.75552,62.95048,0.7510113
Argentina,ARG,Corrientes,1953,28.7732,0.0027314,0,0,1.793502,0,5167.087,2433.311,,,
Argentina,ARG,Corrientes,1970,28.7732,0.0027314,0,0,1.857764,0,7615.497,4380.094,2.975552,,
Argentina,ARG,Corrientes,1980,28.7732,0.0027314,0,0,2.016889,0,8486.968,5485.689,4.23482,,
Argentina,ARG,Corrientes,1995,28.7732,0.0027314,0,0,2.267394,0,8328.856,4394.324,6.229492,0.954724,0.8239863
Argentina,ARG,Corrientes,2000,28.7732,0.0027314,0,0,2.344049,0,8901.756,4378.75,6.794467,0.892573,0.8205838
Argentina,ARG,Corrientes,2005,28.7732,0.0027314,0,0,2.387683,0,9670.71,4467.052,7.129144,0.783968,0.7510113
Argentina,ARG,Córdoba,1953,32.09515,0.0031384,0,0,2.265255,0,5167.087,3755.244,,,
Argentina,ARG,Córdoba,1970,32.09515,0.0031384,0,0,2.507997,0,7615.497,5781.69,4.307537,,
Argentina,ARG,Córdoba,1980,32.09515,0.0031384,0,0,2.663954,0,8486.968,7485.846,5.476913,,
Argentina,ARG,Córdoba,1995,32.09515,0.0031384,0,0,2.845384,0,8328.856,7554.694,7.51127,1.245537,0.8239863
Argentina,ARG,Córdoba,2000,32.09515,0.0031384,0,0,2.89606,0,8901.756,7952.462,8.17571,1.295695,0.8205838
Argentina,ARG,Córdoba,2005,32.09515,0.0031384,0,0,2.940375,0,9670.71,9314.196,8.527492,1.166342,0.7510113
Argentina,ARG,Entre Ríos,1953,32.04366,0.0095558,0,0,2.321815,0,5167.087,3235.788,,,
Argentina,ARG,Entre Ríos,1970,32.04366,0.0095558,0,0,2.341754,0,7615.497,5672.44,3.124141,,
Argentina,ARG,Entre Ríos,1980,32.04366,0.0095558,0,0,2.454223,0,8486.968,6396.906,4.474396,,
Argentina,ARG,Entre Ríos,1995,32.04366,0.0095558,0,0,2.623094,0,8328.856,5823.617,6.591981,1.262738,0.8239863
Argentina,ARG,Entre Ríos,2000,32.04366,0.0095558,0,0,2.685233,0,8901.756,5772.901,7.289858,1.325385,0.8205838
Argentina,ARG,Entre Ríos,2005,32.04366,0.0095558,0,0,2.726647,0,9670.71,6186.724,7.635246,1.155435,0.7510113
Argentina,ARG,Formosa,1953,24.90144,0.0018411,1.7166049,0,0.6418859,0,5167.087,3200.096,,,
Argentina,ARG,Formosa,1970,24.90144,0.0018411,1.7166049,0,1.130021,0,7615.497,3417.578,2.615236,,
Argentina,ARG,Formosa,1980,24.90144,0.0018411,1.7166049,0,1.364357,0,8486.968,2965.618,3.967722,,
Argentina,ARG,Formosa,1995,24.90144,0.0018411,1.7166049,0,1.746667,0,8328.856,3747.141,5.99845,0.886629,0.8239863
Argentina,ARG,Formosa,2000,24.90144,0.0018411,1.7166049,0,1.843456,0,8901.756,3652.973,6.57513,0.748501,0.8205838
Argentina,ARG,Formosa,2005,24.90144,0.0018411,1.7166049,0,1.900794,0,9670.71,3703.559,6.962362,0.73686,0.7510113
Argentina,ARG,Jujuy,1953,23.31087,0.0038978,0.099633,0,1.333114,0,5167.087,3655.978,,,
Argentina,ARG,Jujuy,1970,23.31087,0.0038978,0.099633,0,1.740657,0,7615.497,4526.038,3.038137,,
Argentina,ARG,Jujuy,1980,23.31087,0.0038978,0.099633,0,2.044964,0,8486.968,5957.778,4.461948,,
Argentina,ARG,Jujuy,1995,23.31087,0.0038978,0.099633,0,2.342612,0,8328.856,4466.865,6.792778,0.707991,0.8239863
Argentina,ARG,Jujuy,2000,23.31087,0.0038978,0.099633,0,2.428932,0,8901.756,4248.14,7.437522,0.723844,0.8205838
Argentina,ARG,Jujuy,2005,23.31087,0.0038978,0.099633,0,2.488981,0,9670.71,4709.02,7.839436,0.6333,0.7510113
Argentina,ARG,La Pampa,1953,37.13287,0.0039647,0,0.0004367,0.1423143,0,5167.087,5588.811,,,
Argentina,ARG,La Pampa,1970,37.13287,0.0039647,0,0.0004367,0.1869097,0,7615.497,7853.674,3.666803,,
Argentina,ARG,La Pampa,1980,37.13287,0.0039647,0,0.0004367,0.3780339,0,8486.968,10362.75,4.830757,,
Argentina,ARG,La Pampa,1995,37.13287,0.0039647,0,0.0004367,0.6586151,0,8328.856,8841.093,6.597311,0.395248,0.8239863
Argentina,ARG,La Pampa,2000,37.13287,0.0039647,0,0.0004367,0.7274558,0,8901.756,8822.363,7.234479,0.3695685,0.8205838
Argentina,ARG,La Pampa,2005,37.13287,0.0039647,0,0.0004367,0.7694452,0,9670.71,10875.3,7.642847,0.303675,0.7510113
Argentina,ARG,La Rioja,1953,29.67377,0.004285,0,0,0.2593119,0,5167.087,2321.766,,,
Argentina,ARG,La Rioja,1970,29.67377,0.004285,0,0,0.3961746,0,7615.497,3001.191,3.781785,,
Argentina,ARG,La Rioja,1980,29.67377,0.004285,0,0,0.5829673,0,8486.968,3754.868,5.328532,,
Argentina,ARG,La Rioja,1995,29.67377,0.004285,0,0,0.9969421,0,8328.856,5883.714,7.42024,0.52042,0.8239863
Argentina,ARG,La Rioja,2000,29.67377,0.004285,0,0,1.127429,0,8901.756,5791.311,8.09601,0.5506165,0.8205838
Argentina,ARG,La Rioja,2005,29.67377,0.004285,0,0,1.216372,0,9670.71,5325.871,8.391426,0.468319,0.7510113
Argentina,ARG,Mendoza,1953,34.59833,0.005181,0,0.000553,1.528012,0,5167.087,5144.527,,,
Argentina,ARG,Mendoza,1970,34.59833,0.005181,0,0.000553,1.861596,0,7615.497,7691.246,4.084822,,
Argentina,ARG,Mendoza,1980,34.59833,0.005181,0,0.000553,2.068063,0,8486.968,8287.084,5.234901,,
Argentina,ARG,Mendoza,1995,34.59833,0.005181,0,0.000553,2.280492,0,8328.856,7284.303,7.003835,0.764957,0.8239863
Argentina,ARG,Mendoza,2000,34.59833,0.005181,0,0.000553,2.335455,0,8901.756,7968.234,7.569533,0.738081,0.8205838
Argentina,ARG,Mendoza,2005,34.59833,0.005181,0,0.000553,2.389933,0,9670.71,9301.64,7.991617,0.687469,0.7510113
Argentina,ARG,Misiones,1953,26.86841,0.0030835,1.505033,0,2.305447,0,5167.087,2456.159,,,
Argentina,ARG,Misiones,1970,26.86841,0.0030835,1.505033,0,2.69697,0,7615.497,3210.167,2.801845,,
Argentina,ARG,Misiones,1980,26.86841,0.0030835,1.505033,0,2.981742,0,8486.968,3744.76,3.989077,,
Argentina,ARG,Misiones,1995,26.86841,0.0030835,1.505033,0,3.359773,0,8328.856,4378.498,5.630949,1.513497,0.8239863
Argentina,ARG,Misiones,2000,26.86841,0.0030835,1.505033,0,3.457563,0,8901.756,4355.537,6.158268,1.550562,0.8205838
Argentina,ARG,Misiones,2005,26.86841,0.0030835,1.505033,0,3.536776,0,9670.71,4370.166,6.544523,1.328573,0.7510113
Argentina,ARG,Neuquén,1953,38.64038,0.0056468,0,0.0041033,0.0414483,0,5167.087,3771.157,,,
Argentina,ARG,Neuquén,1970,38.64038,0.0056468,0,0.0041033,0.5012866,0,7615.497,9206.758,3.435134,,
Argentina,ARG,Neuquén,1980,38.64038,0.0056468,0,0.0041033,0.95784,0,8486.968,13518.59,4.957593,,
Argentina,ARG,Neuquén,1995,38.64038,0.0056468,0,0.0041033,1.508569,0,8328.856,11948.13,7.190051,0.855424,0.8239863
Argentina,ARG,Neuquén,2000,38.64038,0.0056468,0,0.0041033,1.604663,0,8901.756,15508.89,7.754144,0.507074,0.8205838
Argentina,ARG,Neuquén,2005,38.64038,0.0056468,0,0.0041033,1.692607,0,9670.71,19853.35,8.047116,0.4911385,0.7510113
Argentina,ARG,Río Negro,1953,40.39973,0.0074077,0,0.0012297,-0.2283185,0,5167.087,5122.457,,,
Argentina,ARG,Río Negro,1970,40.39973,0.0074077,0,0.0012297,0.2575578,0,7615.497,6904.464,3.26247,,
Argentina,ARG,Río Negro,1980,40.39973,0.0074077,0,0.0012297,0.6358009,0,8486.968,7794.889,4.728718,,
Argentina,ARG,Río Negro,1995,40.39973,0.0074077,0,0.0012297,0.950606,0,8328.856,7912.682,6.747145,0.350004,0.8239863
Argentina,ARG,Río Negro,2000,40.39973,0.0074077,0,0.0012297,0.9935132,0,8901.756,8231.221,7.233829,0.325414,0.8205838
Argentina,ARG,Río Negro,2005,40.39973,0.0074077,0,0.0012297,1.0686,0,9670.71,8348.533,7.593376,0.3159385,0.7510113
Argentina,ARG,Salta,1953,24.28995,0.0031918,0.61086798,0.0000692,0.8005007,0,5167.087,2913.623,,,
Argentina,ARG,Salta,1970,24.28995,0.0031918,0.61086798,0.0000692,1.184778,0,7615.497,4463.428,3.421479,,
Argentina,ARG,Salta,1980,24.28995,0.0031918,0.61086798,0.0000692,1.447332,0,8486.968,4829.975,4.806723,,
Argentina,ARG,Salta,1995,24.28995,0.0031918,0.61086798,0.0000692,1.808596,0,8328.856,4301.802,6.8715,0.626695,0.8239863
Argentina,ARG,Salta,2000,24.28995,0.0031918,0.61086798,0.0000692,1.914663,0,8901.756,4424.577,7.470813,0.6727695,0.8205838
Argentina,ARG,Salta,2005,24.28995,0.0031918,0.61086798,0.0000692,1.988856,0,9670.71,5071.773,7.836445,0.663801,0.7510113
Argentina,ARG,San Juan,1953,30.81535,0.0067875,0,0,1.25137,0,5167.087,3334.81,,,
Argentina,ARG,San Juan,1970,30.81535,0.0067875,0,0,1.488023,0,7615.497,3978.387,4.1363,,
Argentina,ARG,San Juan,1980,30.81535,0.0067875,0,0,1.680776,0,8486.968,5140.404,5.225083,,
Argentina,ARG,San Juan,1995,30.81535,0.0067875,0,0,1.873889,0,8328.856,5018.585,7.109061,0.657928,0.8239863
Argentina,ARG,San Juan,2000,30.81535,0.0067875,0,0,1.951562,0,8901.756,5090.518,7.695426,0.67763,0.8205838
Argentina,ARG,San Juan,2005,30.81535,0.0067875,0,0,2.009217,0,9670.71,4816.011,7.909464,0.5999465,0.7510113
Argentina,ARG,San Luis,1953,33.75648,0.0031427,0,0,0.7846007,0,5167.087,2710.902,,,
Argentina,ARG,San Luis,1970,33.75648,0.0031427,0,0,0.8631918,0,7615.497,5426.347,3.941768,,
Argentina,ARG,San Luis,1980,33.75648,0.0031427,0,0,1.019113,0,8486.968,6415.2,5.044567,,
Argentina,ARG,San Luis,1995,33.75648,0.0031427,0,0,1.416537,0,8328.856,8943.426,7.106555,0.608411,0.8239863
Argentina,ARG,San Luis,2000,33.75648,0.0031427,0,0,1.536703,0,8901.756,8272.355,7.642414,0.6274765,0.8205838
Argentina,ARG,San Luis,2005,33.75648,0.0031427,0,0,1.633985,0,9670.71,9679.486,7.97573,0.683575,0.7510113
Argentina,ARG,Santa Cruz,1953,48.80649,0.0124473,0,0.0197787,-1.633384,0,5167.087,9677.294,,,
Argentina,ARG,Santa Cruz,1970,48.80649,0.0124473,0,0.0197787,-1.058046,0,7615.497,11997.76,4.090259,,
Argentina,ARG,Santa Cruz,1980,48.80649,0.0124473,0,0.0197787,-0.7498699,0,8486.968,13617.85,5.482578,,
Argentina,ARG,Santa Cruz,1995,48.80649,0.0124473,0,0.0197787,-0.3312953,0,8328.856,19317.42,7.646099,0.286703,0.8239863
Argentina,ARG,Santa Cruz,2000,48.80649,0.0124473,0,0.0197787,-0.2303243,0,8901.756,19249.46,8.19318,0.188073,0.8205838
Argentina,ARG,Santa Cruz,2005,48.80649,0.0124473,0,0.0197787,-0.0510797,0,9670.71,26257.32,8.406206,0.1693455,0.7510113
Argentina,ARG,Santa Fe,1953,30.69464,0.0034211,0,0,2.592603,0,5167.087,4682.554,,,
Argentina,ARG,Santa Fe,1970,30.69464,0.0034211,0,0,2.770833,0,7615.497,7375.274,4.422222,,
Argentina,ARG,Santa Fe,1980,30.69464,0.0034211,0,0,2.914507,0,8486.968,8733.979,5.457604,,
Argentina,ARG,Santa Fe,1995,30.69464,0.0034211,0,0,3.069653,0,8328.856,7745.185,7.304737,1.693874,0.8239863
Argentina,ARG,Santa Fe,2000,30.69464,0.0034211,0,0,3.104176,0,8901.756,7933.809,7.929667,1.76809,0.8205838
Argentina,ARG,Santa Fe,2005,30.69464,0.0034211,0,0,3.139245,0,9670.71,9638.759,8.222972,1.569697,0.7510113
Argentina,ARG,Santiago del Estero,1953,27.72683,0.002386,0,0,1.264177,0,5167.087,2115.56,,,
Argentina,ARG,Santiago del Estero,1970,27.72683,0.002386,0,0,1.299756,0,7615.497,3121.818,2.752517,,
Argentina,ARG,Santiago del Estero,1980,27.72683,0.002386,0,0,1.482779,0,8486.968,3747.216,3.955783,,
Argentina,ARG,Santiago del Estero,1995,27.72683,0.002386,0,0,1.68049,0,8328.856,3447.432,5.760421,0.671837,0.8239863
Argentina,ARG,Santiago del Estero,2000,27.72683,0.002386,0,0,1.767916,0,8901.756,3407.353,6.386068,0.633251,0.8205838
Argentina,ARG,Santiago del Estero,2005,27.72683,0.002386,0,0,1.822224,0,9670.71,3890.449,6.691087,0.560286,0.7510113
Argentina,ARG,Tierra del Fuego,1953,54.32978,0.0507791,0,0.0086808,-0.9734237,0,5167.087,11654.15,,,
Argentina,ARG,Tierra del Fuego,1970,54.32978,0.0507791,0,0.0086808,-0.2880281,0,7615.497,9082.693,4.294686,,
Argentina,ARG,Tierra del Fuego,1980,54.32978,0.0507791,0,0.0086808,0.3417125,0,8486.968,20172.06,6.493516,,
Argentina,ARG,Tierra del Fuego,1995,54.32978,0.0507791,0,0.0086808,1.368355,0,8328.856,20647.75,8.60718,0.807675,0.8239863
Argentina,ARG,Tierra del Fuego,2000,54.32978,0.0507791,0,0.0086808,1.545018,0,8901.756,21654.12,9.072884,0.6687545,0.8205838
Argentina,ARG,Tierra del Fuego,2005,54.32978,0.0507791,0,0.0086808,1.685636,0,9670.71,22277.04,9.306372,0.580256,0.7510113
Argentina,ARG,Tucumán,1953,26.94321,0.0033269,0,0,3.378664,0,5167.087,3396.887,,,
Argentina,ARG,Tucumán,1970,26.94321,0.0033269,0,0,3.502531,0,7615.497,5082.739,3.654115,,
Argentina,ARG,Tucumán,1980,26.94321,0.0033269,0,0,3.741428,0,8486.968,6485.78,5.070271,,
Argentina,ARG,Tucumán,1995,26.94321,0.0033269,0,0,3.968556,0,8328.856,4561.566,7.028712,1.977633,0.8239863
Argentina,ARG,Tucumán,2000,26.94321,0.0033269,0,0,4.045938,0,8901.756,4499.711,7.55437,2.197554,0.8205838
Argentina,ARG,Tucumán,2005,26.94321,0.0033269,0,0,4.096487,0,9670.71,4593.684,7.823221,2.081387,0.7510113
Australia,AUS,Capital Territory,1953,35.5095,0.0134542,0,0,2.496343,1,12954.8,14986.87,,,
Australia,AUS,Capital Territory,1976,35.5095,0.0134542,0,0,4.436702,1,20123.35,24553.1,11.57709,,
Australia,AUS,Capital Territory,1990,35.5095,0.0134542,0,0,4.7437,1,26184.01,38423.66,12.62951,,
Australia,AUS,Capital Territory,1995,35.5095,0.0134542,0,0,4.833915,1,29522.16,40695.99,13.00537,10.65876,0.286935
Australia,AUS,Capital Territory,2000,35.5095,0.0134542,0,0,4.879926,1,34086.45,46718.77,13.38124,9.633515,0.3112632
Australia,AUS,Capital Territory,2005,35.5095,0.0134542,0,0,4.922605,1,38383.84,51184.76,13.7571,9.247862,0.2444095
Australia,AUS,Capital Territory,2010,35.5095,0.0134542,0,0,5.010059,1,41107.48,56914.51,,12.38585,0.3014203
Australia,AUS,New South Wales,1953,32.17031,0.0043995,0,0,1.432287,0,12954.8,12808.78,,,
Australia,AUS,New South Wales,1976,32.17031,0.0043995,0,0,1.783933,0,20123.35,20719.8,10.39406,,
Australia,AUS,New South Wales,1990,32.17031,0.0043995,0,0,1.949536,0,26184.01,27538.31,11.52709,,
Australia,AUS,New South Wales,1995,32.17031,0.0043995,0,0,2.002608,0,29522.16,30730.22,11.93174,0.510607,0.286935
Australia,AUS,New South Wales,2000,32.17031,0.0043995,0,0,2.05468,0,34086.45,35495.22,12.3364,0.4636225,0.3112632
Australia,AUS,New South Wales,2005,32.17031,0.0043995,0,0,2.092618,0,38383.84,38146.46,12.74105,0.437283,0.2444095
Australia,AUS,New South Wales,2010,32.17031,0.0043995,0,0,2.143466,0,41107.48,40423.15,,0.578701,0.3014203
Australia,AUS,Northern Territory,1953,19.41901,0.0026096,1.771204,0.0002444,-4.452498,0,12954.8,19090.39,,,
Australia,AUS,Northern Territory,1976,19.41901,0.0026096,1.771204,0.0002444,-2.630418,0,20123.35,21057.3,8.467953,,
Australia,AUS,Northern Territory,1990,19.41901,0.0026096,1.771204,0.0002444,-2.183138,0,26184.01,34547.21,10.15951,,
Australia,AUS,Northern Territory,1995,19.41901,0.0026096,1.771204,0.0002444,-2.061985,0,29522.16,34173.76,10.76363,0.251833,0.286935
Australia,AUS,Northern Territory,2000,19.41901,0.0026096,1.771204,0.0002444,-1.982951,0,34086.45,39209.16,11.36776,0.277209,0.3112632
Australia,AUS,Northern Territory,2005,19.41901,0.0026096,1.771204,0.0002444,-1.949011,0,38383.84,43758.84,11.97189,0.1814935,0.2444095
Australia,AUS,Northern Territory,2010,19.41901,0.0026096,1.771204,0.0002444,-1.867969,0,41107.48,49603.43,,0.193696,0.3014203
Australia,AUS,Queensland,1953,22.57566,0.0039354,1.053165,0,-0.2937798,0,12954.8,13171.44,,,
Australia,AUS,Queensland,1976,22.57566,0.0039354,1.053165,0,0.1646837,0,20123.35,18425.21,8.86237,,
Australia,AUS,Queensland,1990,22.57566,0.0039354,1.053165,0,0.5123945,0,26184.01,23923.68,10.64021,,
Australia,AUS,Queensland,1995,22.57566,0.0039354,1.053165,0,0.6121418,0,29522.16,27086.27,11.27515,0.275569,0.286935
Australia,AUS,Queensland,2000,22.57566,0.0039354,1.053165,0,0.6964281,0,34086.45,31491.49,11.9101,0.289375,0.3112632
Australia,AUS,Queensland,2005,22.57566,0.0039354,1.053165,0,0.7954589,0,38383.84,37352.48,12.54504,0.263138,0.2444095
Australia,AUS,Queensland,2010,22.57566,0.0039354,1.053165,0,0.8993432,0,41107.48,38735.71,,0.316919,0.3014203
Australia,AUS,South Australia,1953,30.10359,0.0035393,0,0,-0.2374699,0,12954.8,12615.03,,,
Australia,AUS,South Australia,1976,30.10359,0.0035393,0,0,0.2357154,0,20123.35,19227.7,9.449046,,
Australia,AUS,South Australia,1990,30.10359,0.0035393,0,0,0.3384436,0,26184.01,23664.5,10.88267,,
Australia,AUS,South Australia,1995,30.10359,0.0035393,0,0,0.3727166,0,29522.16,26067.59,11.39468,0.171135,0.286935
Australia,AUS,South Australia,2000,30.10359,0.0035393,0,0,0.3975606,0,34086.45,29623.03,11.90669,0.162607,0.3112632
Australia,AUS,South Australia,2005,30.10359,0.0035393,0,0,0.425853,0,38383.84,33157,12.4187,0.150212,0.2444095
Australia,AUS,South Australia,2010,30.10359,0.0035393,0,0,0.4742445,0,41107.48,36571.53,,0.1713,0.3014203
Australia,AUS,Tasmania,1953,41.97879,0.041476,0,0,1.484376,0,12954.8,12741.36,,,
Australia,AUS,Tasmania,1976,41.97879,0.041476,0,0,1.797641,0,20123.35,17795.69,9.837769,,
Australia,AUS,Tasmania,1990,41.97879,0.041476,0,0,1.882628,0,26184.01,21704.25,11.02561,,
Australia,AUS,Tasmania,1995,41.97879,0.041476,0,0,1.911311,0,29522.16,24076.83,11.44984,0.460392,0.286935
Australia,AUS,Tasmania,2000,41.97879,0.041476,0,0,1.910257,0,34086.45,26500.84,11.87407,0.4258405,0.3112632
