temp,ref,mins_worked,T_spline0,T_spline1,T_ref_spline0,T_ref_spline1,yhat,lower_ci,upper_ci
-20,27,0,-20,0,27,0,11.292884,11.292884,11.292884
-19,27,0,-19,0,27,0,11.052609,11.052609,11.052609
-18,27,0,-18,0,27,0,10.812335,10.812335,10.812335
-17,27,0,-17,0,27,0,10.572062,10.572062,10.572062
-16,27,0,-16,0,27,0,10.331787,10.331787,10.331787
-15,27,0,-15,0,27,0,10.091513,10.091513,10.091513
-14,27,0,-14,0,27,0,9.8512392,9.8512392,9.8512392
-13,27,0,-13,0,27,0,9.6109648,9.6109648,9.6109648
-12,27,0,-12,0,27,0,9.3706903,9.3706903,9.3706903
-11,27,0,-11,0,27,0,9.1304169,9.1304169,9.1304169
-10,27,0,-10,0,27,0,8.8901424,8.8901424,8.8901424
-9,27,0,-9,0,27,0,8.649868,8.649868,8.649868
-8,27,0,-8,0,27,0,8.4095945,8.4095945,8.4095945
-7,27,0,-7,0,27,0,8.1693201,8.1693201,8.1693201
-6,27,0,-6,0,27,0,7.9290457,7.9290457,7.9290457
-5,27,0,-5,0,27,0,7.6887717,7.6887717,7.6887717
-4,27,0,-4,0,27,0,7.4484978,7.4484978,7.4484978
-3,27,0,-3,0,27,0,7.2082233,7.2082233,7.2082233
-2,27,0,-2,0,27,0,6.9679494,6.9679494,6.9679494
-1,27,0,-1,0,27,0,6.7276754,6.7276754,6.7276754
0,27,0,0,0,27,0,6.487401,6.487401,6.487401
1,27,0,1,0,27,0,6.2471271,6.2471271,6.2471271
2,27,0,2,0,27,0,6.0068531,6.0068531,6.0068531
3,27,0,3,0,27,0,5.7665787,5.7665787,5.7665787
4,27,0,4,0,27,0,5.5263047,5.5263047,5.5263047
5,27,0,5,0,27,0,5.2860308,5.2860308,5.2860308
6,27,0,6,0,27,0,5.0457563,5.0457563,5.0457563
7,27,0,7,0,27,0,4.8054824,4.8054824,4.8054824
8,27,0,8,0,27,0,4.5652084,4.5652084,4.5652084
9,27,0,9,0,27,0,4.324934,4.324934,4.324934
10,27,0,10,0,27,0,4.0846601,4.0846601,4.0846601
11,27,0,11,0,27,0,3.8443859,3.8443859,3.8443859
12,27,0,12,0,27,0,3.6041117,3.6041117,3.6041117
13,27,0,13,0,27,0,3.3638377,3.3638377,3.3638377
14,27,0,14,0,27,0,3.1235635,3.1235635,3.1235635
15,27,0,15,0,27,0,2.8832893,2.8832893,2.8832893
16,27,0,16,0,27,0,2.6430154,2.6430154,2.6430154
17,27,0,17,0,27,0,2.4027412,2.4027412,2.4027412
18,27,0,18,0,27,0,2.162467,2.162467,2.162467
19,27,0,19,0,27,0,1.9221929,1.9221929,1.9221929
20,27,0,20,0,27,0,1.6819189,1.6819189,1.6819189
21,27,0,21,0,27,0,1.4416447,1.4416447,1.4416447
22,27,0,22,0,27,0,1.2013706,1.2013706,1.2013706
23,27,0,23,0,27,0,.96109647,.96109647,.96109647
24,27,0,24,0,27,0,.72082233,.72082233,.72082233
25,27,0,25,0,27,0,.48054823,.48054823,.48054823
26,27,0,26,0,27,0,.24027412,.24027412,.24027412
27,27,0,27,0,27,0,0,0,0
28,27,0,28,1,27,0,-.23940504,-.23940504,-.23940504
29,27,0,29,8,27,0,-.47359562,-.47359562,-.47359562
30,27,0,30,27,27,0,-.69735724,-.69735724,-.69735724
31,27,0,31,64,27,0,-.90547544,-.90547544,-.90547544
32,27,0,32,125,27,0,-1.0927358,-1.0927358,-1.0927358
33,27,0,33,216,27,0,-1.2539238,-1.2539238,-1.2539238
34,27,0,34,343,27,0,-1.3838249,-1.3838249,-1.3838249
35,27,0,35,512,27,0,-1.4772247,-1.4772247,-1.4772247
36,27,0,36,729,27,0,-1.5289088,-1.5289088,-1.5289088
37,27,0,37,1000,27,0,-1.5336627,-1.5336627,-1.5336627
38,27,0,38,1325,27,0,-1.4914863,-1.4914863,-1.4914863
39,27,0,39,1680,27,0,-1.4232376,-1.4232376,-1.4232376
40,27,0,40,2040,27,0,-1.3506434,-1.3506434,-1.3506434
41,27,0,41,2400,27,0,-1.2780492,-1.2780492,-1.2780492
42,27,0,42,2760,27,0,-1.2054551,-1.2054551,-1.2054551
43,27,0,43,3120,27,0,-1.132861,-1.132861,-1.132861
44,27,0,44,3480,27,0,-1.0602669,-1.0602669,-1.0602669
45,27,0,45,3840,27,0,-.98767269,-.98767269,-.98767269
46,27,0,46,4200,27,0,-.91507852,-.91507852,-.91507852
47,27,0,47,4560,27,0,-.84248441,-.84248441,-.84248441
48,27,0,48,4920,27,0,-.76989025,-.76989025,-.76989025
49,27,0,49,5280,27,0,-.69729614,-.69729614,-.69729614
50,27,0,50,5640,27,0,-.62470198,-.62470198,-.62470198
