var_type,year,pctile,cons,beta1,beta2,anomalymin,anomalymax
"value",2261,.8,.8593926,.8274185,.6806054,0,11
"value",2262,.8,.8606834,.8322136,.6828931,0,11
"value",2263,.8,.8619742,.8370087,.6851808,0,11
"value",2264,.8,.8632651,.8418038,.6874685,0,11
"value",2265,.8,.8645559,.8465989,.6897561,0,11
"value",2266,.8,.8658467,.851394,.6920438,0,11
"value",2267,.8,.8671376,.8561891,.6943315,0,11
"value",2268,.8,.8684283,.8609842,.6966192,0,11
"value",2269,.8,.8697191,.8657793,.6989068,0,11
"value",2270,.8,.87101,.8705744,.7011945,0,11
"value",2271,.8,.8723008,.8753695,.7034822,0,11
"value",2272,.8,.8735916,.8801646,.7057699,0,11
"value",2273,.8,.8748825,.8849598,.7080576,0,11
"value",2274,.8,.8761733,.8897548,.7103452,0,11
"value",2275,.8,.8774641,.89455,.7126329,0,11
"value",2276,.8,.8787549,.899345,.7149206,0,11
"value",2277,.8,.8800457,.9041402,.7172083,0,11
"value",2278,.8,.8813366,.9089352,.719496,0,11
"value",2279,.8,.8826274,.9137304,.7217836,0,11
"value",2280,.8,.8839182,.9185255,.7240713,0,11
"value",2281,.8,.885209,.9233206,.726359,0,11
"value",2282,.8,.8864998,.9281157,.7286466,0,11
"value",2283,.8,.8877906,.9329108,.7309343,0,11
"value",2284,.8,.8890815,.9377059,.733222,0,11
"value",2285,.8,.8903723,.942501,.7355097,0,11
"value",2286,.8,.8916631,.9472961,.7377974,0,11
"value",2287,.8,.8929539,.9520912,.7400851,0,11
"value",2288,.8,.8942447,.9568863,.7423728,0,11
"value",2289,.8,.8955356,.9616814,.7446604,0,11
"value",2290,.8,.8968264,.9664765,.7469481,0,11
"value",2291,.8,.8981172,.9712716,.7492357,0,11
"value",2292,.8,.899408,.9760667,.7515234,0,11
"value",2293,.8,.9006988,.9808618,.7538111,0,11
"value",2294,.8,.9019896,.9856569,.7560988,0,11
"value",2295,.8,.9032805,.9904521,.7583865,0,11
"value",2296,.8,.9045713,.9952471,.7606742,0,11
"value",2297,.8,.9058621,1.000042,.7629619,0,11
"value",2298,.8,.907153,1.004837,.7652496,0,11
"value",2299,.8,.9084437,1.009632,.7675372,0,11
"value",2300,.8,.9097345,1.014428,.7698249,0,11
"value",2015,.85,.0602236,-.0639523,.3052779,.0913345,.4047082
"value",2016,.85,.0455254,.0719343,.0705431,.1043945,.452688
"value",2017,.85,.0592533,-.0265121,.2211074,.1150177,.4898569
"value",2018,.85,.055842,.034658,.1163207,.1313385,.5439752
"value",2019,.85,.0357791,.1743917,-.0713399,.1356659,.5908411
"value",2020,.85,.0369134,.2134661,-.1252098,.1499573,.6357951
"value",2021,.85,.0748448,.023337,.1416083,.1627564,.6857845
"value",2022,.85,.1011053,-.0443432,.1877831,.185022,.7193935
"value",2023,.85,.1114832,-.0574411,.2163012,.2035401,.7588283
"value",2024,.85,.1072325,-.0059546,.1743036,.2167926,.8046947
"value",2025,.85,.11397,-.0310848,.2227518,.2303988,.8440318
"value",2026,.85,.1317816,-.040725,.1985933,.25,.8832209
"value",2027,.85,.1024783,.0900661,.0924248,.27,.9260995
"value",2028,.85,.1090266,.0378728,.1707051,.2737382,.983
"value",2029,.85,.1321426,-.0297011,.2256739,.2793244,1.043
"value",2030,.85,.1330329,-.0183069,.2316917,.296344,1.103
"value",2031,.85,.0831901,.1264738,.1666948,.3052537,1.173
"value",2032,.85,.0769175,.1873685,.1159009,.3230438,1.233
"value",2033,.85,.1254936,.0716372,.1796268,.34,1.303
"value",2034,.85,.1033654,.1774551,.1000104,.3436951,1.363
"value",2035,.85,.0857294,.2214428,.0908526,.3410126,1.443
"value",2036,.85,.1327954,.108387,.1561273,.3475724,1.513
"value",2037,.85,.1293623,.1508047,.1214613,.3653474,1.593
"value",2038,.85,.0768951,.3257353,.02706,.3843217,1.663
"value",2039,.85,.0774859,.3520764,.0219003,.4037126,1.733
"value",2040,.85,.1530109,.2038968,.0949738,.4052308,1.813
"value",2041,.85,.1707905,.2202345,.0828497,.4187425,1.893
"value",2042,.85,.1823239,.216848,.0950393,.4325287,1.983
"value",2043,.85,.1728202,.2349399,.0972668,.46,2.073
"value",2044,.85,.1706062,.2371401,.1002312,.47,2.173
"value",2045,.85,.1877918,.2034906,.1186128,.48,2.273
"value",2046,.85,.2853084,.0304018,.1950887,.49,2.353
"value",2047,.85,.2726364,.0649995,.1835559,.5,2.443
"value",2048,.85,.2997949,.0310592,.1973911,.51,2.533
"value",2049,.85,.310214,.0286818,.2042537,.52,2.623
"value",2050,.85,.3499,-.0077495,.2176036,.53,2.703
"value",2051,.85,.3310291,.0419564,.2049936,.54,2.783
"value",2052,.85,.2669251,.1429512,.1750982,.55,2.863
"value",2053,.85,.3420905,.066722,.2007681,.56,2.983
"value",2054,.85,.3664227,.0524756,.2035911,.57,3.083
"value",2055,.85,.302693,.1445888,.1818584,.58,3.173
"value",2056,.85,.3064777,.1333624,.1883873,.59,3.273
"value",2057,.85,.3515072,.0928522,.201905,.59,3.373
"value",2058,.85,.2623209,.2129286,.1736045,.6,3.463
"value",2059,.85,.2584496,.2396491,.168314,.61,3.583
"value",2060,.85,.2777871,.2239487,.1749955,.61,3.713
"value",2061,.85,.2655547,.2474465,.1744641,.62,3.803
"value",2062,.85,.2882089,.2359894,.1803465,.63,3.903
"value",2063,.85,.374815,.1559349,.1978787,.63,3.993
"value",2064,.85,.3914452,.1617542,.1934442,.64,4.123
"value",2065,.85,.4135953,.1459276,.1999738,.64,4.263
"value",2066,.85,.522165,.0551459,.2212565,.65,4.423
"value",2067,.85,.4995705,.0933717,.2152083,.65,4.603
"value",2068,.85,.461709,.1574765,.2026502,.66,4.753
"value",2069,.85,.4769578,.1145911,.2195145,.66,4.863
"value",2070,.85,.5186547,.085842,.2287136,.66,4.983
"value",2071,.85,.5118222,.1028498,.2255052,.67,5.093
"value",2072,.85,.5294818,.0970295,.2287821,.67,5.203
"value",2073,.85,.5419652,.0944345,.2330952,.67,5.313
"value",2074,.85,.4880473,.1534052,.2240932,.67,5.423
"value",2075,.85,.4910547,.1393397,.2328494,.68,5.553
"value",2076,.85,.4712131,.1779169,.2260166,.68,5.703
"value",2077,.85,.4531929,.201619,.2249842,.68,5.863
"value",2078,.85,.4184569,.2457205,.2249752,.68,6.043
"value",2079,.85,.4419971,.2376658,.2285006,.68,6.243
"value",2080,.85,.4744292,.2192219,.2326152,.68,6.403
"value",2081,.85,.501314,.1664231,.2528436,.68,6.573
"value",2082,.85,.4935711,.1757189,.2541435,.68,6.723
"value",2083,.85,.5038409,.1364572,.2657464,.68,6.883
"value",2084,.85,.5528452,.1033036,.2769429,.68,7.033
"value",2085,.85,.5747887,.1059379,.2790291,.68,7.183
"value",2086,.85,.622472,.0796541,.2824946,.68,7.303
"value",2087,.85,.7325599,.0052398,.2963691,.68,7.433
"value",2088,.85,.8397301,-.0551504,.307351,.69,7.553
"value",2089,.85,.8097721,-.0303256,.3058958,.69,7.773
"value",2090,.85,.7833276,-.0050959,.3068451,.69,7.902999
"value",2091,.85,.7667998,.0021648,.3112772,.69,8.033
"value",2092,.85,.696512,.0587105,.3068176,.69,8.163
"value",2093,.85,.6710622,.0616368,.3114613,.69,8.283
"value",2094,.85,.7457764,.0230128,.3192443,.69,8.403
"value",2095,.85,.7294345,.0366984,.3195544,.69,8.513
"value",2096,.85,.7209272,.063794,.3169362,.69,8.653
"value",2097,.85,.8044133,.0176522,.3267714,.69,8.873
"value",2098,.85,.7731066,.0555006,.3209336,.69,9.073
"value",2099,.85,.7123753,.0824906,.3208055,.69,9.243
"value",2100,.85,.7600633,.0584922,.3312492,0,11
"value",2101,.85,.7636706,.0613801,.3340715,0,11
"value",2102,.85,.7672778,.064268,.3368938,0,11
"value",2103,.85,.7708851,.0671559,.3397161,0,11
"value",2104,.85,.7744924,.0700438,.3425385,0,11
"value",2105,.85,.7780997,.0729316,.3453608,0,11
"value",2106,.85,.7817069,.0758195,.3481831,0,11
"value",2107,.85,.7853142,.0787074,.3510054,0,11
"value",2108,.85,.7889214,.0815953,.3538277,0,11
"value",2109,.85,.7925287,.0844832,.3566501,0,11
"value",2110,.85,.796136,.0873711,.3594724,0,11
"value",2111,.85,.7997432,.090259,.3622947,0,11
"value",2112,.85,.8033505,.0931468,.365117,0,11
"value",2113,.85,.8069578,.0960347,.3679393,0,11
"value",2114,.85,.8105651,.0989226,.3707616,0,11
"value",2115,.85,.8141723,.1018105,.3735839,0,11
"value",2116,.85,.8177796,.1046984,.3764063,0,11
"value",2117,.85,.8213869,.1075863,.3792286,0,11
"value",2118,.85,.8249941,.1104742,.3820509,0,11
"value",2119,.85,.8286014,.113362,.3848732,0,11
"value",2120,.85,.8322087,.1162499,.3876955,0,11
"value",2121,.85,.8358159,.1191378,.3905179,0,11
"value",2122,.85,.8394232,.1220257,.3933402,0,11
"value",2123,.85,.8430305,.1249136,.3961625,0,11
"value",2124,.85,.8466377,.1278015,.3989848,0,11
"value",2125,.85,.850245,.1306894,.4018071,0,11
"value",2126,.85,.8538523,.1335772,.4046294,0,11
"value",2127,.85,.8574595,.1364651,.4074517,0,11
"value",2128,.85,.8610668,.139353,.4102741,0,11
"value",2129,.85,.8646741,.1422409,.4130964,0,11
"value",2130,.85,.8682814,.1451288,.4159187,0,11
"value",2131,.85,.8718886,.1480167,.418741,0,11
"value",2132,.85,.8754959,.1509045,.4215633,0,11
"value",2133,.85,.8791032,.1537924,.4243856,0,11
"value",2134,.85,.8827104,.1566803,.427208,0,11
"value",2135,.85,.8863177,.1595682,.4300303,0,11
"value",2136,.85,.8899249,.1624561,.4328526,0,11
"value",2137,.85,.8935322,.165344,.4356749,0,11
"value",2138,.85,.8971395,.1682318,.4384972,0,11
"value",2139,.85,.9007468,.1711197,.4413196,0,11
"value",2140,.85,.904354,.1740076,.4441419,0,11
"value",2141,.85,.9079613,.1768955,.4469642,0,11
"value",2142,.85,.9115686,.1797834,.4497865,0,11
"value",2143,.85,.9151759,.1826713,.4526088,0,11
"value",2144,.85,.9187831,.1855592,.4554311,0,11
"value",2145,.85,.9223904,.188447,.4582534,0,11
"value",2146,.85,.9259977,.1913349,.4610758,0,11
"value",2147,.85,.9296049,.1942228,.4638981,0,11
"value",2148,.85,.9332122,.1971107,.4667204,0,11
"value",2149,.85,.9368194,.1999986,.4695427,0,11
"value",2150,.85,.9404267,.2028865,.472365,0,11
"value",2151,.85,.944034,.2057744,.4751873,0,11
"value",2152,.85,.9476413,.2086622,.4780097,0,11
"value",2153,.85,.9512485,.2115501,.480832,0,11
"value",2154,.85,.9548558,.214438,.4836543,0,11
"value",2155,.85,.9584631,.2173259,.4864766,0,11
"value",2156,.85,.9620703,.2202138,.4892989,0,11
"value",2157,.85,.9656776,.2231017,.4921212,0,11
"value",2158,.85,.9692849,.2259896,.4949436,0,11
"value",2159,.85,.9728922,.2288774,.4977659,0,11
"value",2160,.85,.9764994,.2317653,.5005882,0,11
"value",2161,.85,.9801067,.2346532,.5034105,0,11
"value",2162,.85,.9837139,.2375411,.5062328,0,11
"value",2163,.85,.9873212,.240429,.5090551,0,11
"value",2164,.85,.9909285,.2433169,.5118775,0,11
"value",2165,.85,.9945357,.2462047,.5146998,0,11
"value",2166,.85,.998143,.2490926,.5175221,0,11
"value",2167,.85,1.00175,.2519805,.5203444,0,11
"value",2168,.85,1.005358,.2548684,.5231667,0,11
"value",2169,.85,1.008965,.2577563,.5259891,0,11
"value",2170,.85,1.012572,.2606442,.5288113,0,11
"value",2171,.85,1.016179,.263532,.5316337,0,11
"value",2172,.85,1.019787,.2664199,.534456,0,11
"value",2173,.85,1.023394,.2693078,.5372783,0,11
"value",2174,.85,1.027001,.2721957,.5401006,0,11
"value",2175,.85,1.030608,.2750836,.5429229,0,11
"value",2176,.85,1.034216,.2779715,.5457453,0,11
"value",2177,.85,1.037823,.2808594,.5485676,0,11
"value",2178,.85,1.04143,.2837473,.5513899,0,11
"value",2179,.85,1.045038,.2866351,.5542122,0,11
"value",2180,.85,1.048645,.289523,.5570346,0,11
"value",2181,.85,1.052252,.2924109,.5598568,0,11
"value",2182,.85,1.055859,.2952988,.5626792,0,11
"value",2183,.85,1.059467,.2981867,.5655015,0,11
"value",2184,.85,1.063074,.3010746,.5683238,0,11
"value",2185,.85,1.066681,.3039624,.5711461,0,11
"value",2186,.85,1.070288,.3068503,.5739684,0,11
"value",2187,.85,1.073896,.3097382,.5767908,0,11
"value",2188,.85,1.077503,.3126261,.579613,0,11
"value",2189,.85,1.08111,.315514,.5824354,0,11
"value",2190,.85,1.084718,.3184019,.5852577,0,11
"value",2191,.85,1.088325,.3212897,.58808,0,11
"value",2192,.85,1.091932,.3241776,.5909023,0,11
"value",2193,.85,1.095539,.3270655,.5937246,0,11
"value",2194,.85,1.099146,.3299534,.5965469,0,11
"value",2195,.85,1.102754,.3328413,.5993693,0,11
"value",2196,.85,1.106361,.3357292,.6021916,0,11
"value",2197,.85,1.109968,.3386171,.6050139,0,11
"value",2198,.85,1.113576,.3415049,.6078362,0,11
"value",2199,.85,1.117183,.3443928,.6106585,0,11
"value",2200,.85,1.12079,.3472807,.6134809,0,11
"value",2201,.85,1.124397,.3501686,.6163031,0,11
"value",2202,.85,1.128005,.3530565,.6191255,0,11
"value",2203,.85,1.131612,.3559444,.6219478,0,11
"value",2204,.85,1.135219,.3588322,.6247701,0,11
"value",2205,.85,1.138826,.3617201,.6275924,0,11
"value",2206,.85,1.142434,.364608,.6304147,0,11
"value",2207,.85,1.146041,.3674959,.6332371,0,11
"value",2208,.85,1.149648,.3703838,.6360594,0,11
"value",2209,.85,1.153256,.3732717,.6388817,0,11
"value",2210,.85,1.156863,.3761595,.641704,0,11
"value",2211,.85,1.16047,.3790475,.6445264,0,11
"value",2212,.85,1.164077,.3819353,.6473486,0,11
"value",2213,.85,1.167685,.3848232,.650171,0,11
"value",2214,.85,1.171292,.3877111,.6529933,0,11
"value",2215,.85,1.174899,.390599,.6558156,0,11
"value",2216,.85,1.178506,.3934869,.6586379,0,11
"value",2217,.85,1.182114,.3963748,.6614602,0,11
"value",2218,.85,1.185721,.3992626,.6642826,0,11
"value",2219,.85,1.189328,.4021505,.6671048,0,11
"value",2220,.85,1.192935,.4050384,.6699272,0,11
"value",2221,.85,1.196543,.4079263,.6727495,0,11
"value",2222,.85,1.20015,.4108142,.6755718,0,11
"value",2223,.85,1.203757,.4137021,.6783941,0,11
"value",2224,.85,1.207365,.4165899,.6812165,0,11
"value",2225,.85,1.210972,.4194778,.6840388,0,11
"value",2226,.85,1.214579,.4223657,.6868611,0,11
"value",2227,.85,1.218186,.4252536,.6896834,0,11
"value",2228,.85,1.221794,.4281415,.6925057,0,11
"value",2229,.85,1.225401,.4310294,.6953281,0,11
"value",2230,.85,1.229008,.4339173,.6981503,0,11
"value",2231,.85,1.232615,.4368051,.7009727,0,11
"value",2232,.85,1.236223,.439693,.703795,0,11
"value",2233,.85,1.23983,.4425809,.7066173,0,11
"value",2234,.85,1.243437,.4454688,.7094396,0,11
"value",2235,.85,1.247045,.4483567,.7122619,0,11
"value",2236,.85,1.250652,.4512446,.7150843,0,11
"value",2237,.85,1.254259,.4541324,.7179066,0,11
"value",2238,.85,1.257866,.4570203,.7207289,0,11
"value",2239,.85,1.261474,.4599082,.7235512,0,11
"value",2240,.85,1.265081,.4627961,.7263735,0,11
"value",2241,.85,1.268688,.465684,.7291958,0,11
"value",2242,.85,1.272295,.4685719,.7320182,0,11
"value",2243,.85,1.275903,.4714597,.7348405,0,11
"value",2244,.85,1.27951,.4743477,.7376628,0,11
"value",2245,.85,1.283117,.4772355,.7404851,0,11
"value",2246,.85,1.286724,.4801234,.7433074,0,11
"value",2247,.85,1.290332,.4830113,.7461298,0,11
"value",2248,.85,1.293939,.4858992,.748952,0,11
"value",2249,.85,1.297546,.4887871,.7517744,0,11
"value",2250,.85,1.301154,.491675,.7545967,0,11
"value",2251,.85,1.304761,.4945628,.757419,0,11
"value",2252,.85,1.308368,.4974507,.7602413,0,11
"value",2253,.85,1.311975,.5003386,.7630636,0,11
"value",2254,.85,1.315583,.5032265,.7658859,0,11
"value",2255,.85,1.31919,.5061144,.7687083,0,11
"value",2256,.85,1.322797,.5090023,.7715306,0,11
"value",2257,.85,1.326404,.5118902,.7743529,0,11
"value",2258,.85,1.330012,.514778,.7771752,0,11
"value",2259,.85,1.333619,.5176659,.7799975,0,11
"value",2260,.85,1.337226,.5205538,.7828199,0,11
"value",2261,.85,1.340834,.5234417,.7856421,0,11
"value",2262,.85,1.344441,.5263296,.7884645,0,11
"value",2263,.85,1.348048,.5292175,.7912868,0,11
"value",2264,.85,1.351655,.5321053,.7941091,0,11
"value",2265,.85,1.355263,.5349932,.7969314,0,11
"value",2266,.85,1.35887,.5378811,.7997537,0,11
"value",2267,.85,1.362477,.540769,.8025761,0,11
"value",2268,.85,1.366084,.5436569,.8053984,0,11
"value",2269,.85,1.369692,.5465448,.8082207,0,11
"value",2270,.85,1.373299,.5494326,.811043,0,11
"value",2271,.85,1.376906,.5523205,.8138653,0,11
"value",2272,.85,1.380513,.5552084,.8166876,0,11
"value",2273,.85,1.384121,.5580963,.81951,0,11
"value",2274,.85,1.387728,.5609842,.8223323,0,11
"value",2275,.85,1.391335,.5638721,.8251546,0,11
"value",2276,.85,1.394943,.5667599,.8279769,0,11
"value",2277,.85,1.39855,.5696478,.8307992,0,11
"value",2278,.85,1.402157,.5725358,.8336216,0,11
"value",2279,.85,1.405764,.5754236,.8364438,0,11
"value",2280,.85,1.409372,.5783115,.8392662,0,11
"value",2281,.85,1.412979,.5811994,.8420885,0,11
"value",2282,.85,1.416586,.5840873,.8449108,0,11
"value",2283,.85,1.420193,.5869752,.8477331,0,11
"value",2284,.85,1.423801,.5898631,.8505554,0,11
"value",2285,.85,1.427408,.5927509,.8533778,0,11
"value",2286,.85,1.431015,.5956388,.8562001,0,11
"value",2287,.85,1.434623,.5985267,.8590224,0,11
"value",2288,.85,1.43823,.6014146,.8618447,0,11
"value",2289,.85,1.441837,.6043025,.864667,0,11
"value",2290,.85,1.445444,.6071904,.8674893,0,11
"value",2291,.85,1.449052,.6100782,.8703117,0,11
"value",2292,.85,1.452659,.6129661,.873134,0,11
"value",2293,.85,1.456266,.615854,.8759563,0,11
"value",2294,.85,1.459873,.6187419,.8787786,0,11
"value",2295,.85,1.463481,.6216298,.8816009,0,11
"value",2296,.85,1.467088,.6245177,.8844233,0,11
"value",2297,.85,1.470695,.6274055,.8872455,0,11
"value",2298,.85,1.474302,.6302934,.8900679,0,11
"value",2299,.85,1.47791,.6331813,.8928902,0,11
"value",2300,.85,1.481517,.6360692,.8957125,0,11
"value",2015,.9,.0712161,-.0409,.3088171,.0913345,.4047082
"value",2016,.9,.0563651,.0980742,.0672551,.1043945,.452688
"value",2017,.9,.0748377,-.020939,.2421349,.1150177,.4898569
"value",2018,.9,.0787062,-.0147759,.2251423,.1313385,.5439752
"value",2019,.9,.0536608,.1575361,-.0076659,.1356659,.5908411
"value",2020,.9,.0584949,.1935772,-.0584656,.1499573,.6357951
"value",2021,.9,.0930981,.0201987,.1968911,.1627564,.6857845
"value",2022,.9,.1061851,.0284832,.1471809,.185022,.7193935
"value",2023,.9,.1402545,-.1015353,.3053307,.2035401,.7588283
"value",2024,.9,.1311466,-.022106,.2287599,.2167926,.8046947
"value",2025,.9,.1424628,-.0618809,.2949083,.2303988,.8440318
"value",2026,.9,.1468294,-.0078657,.209895,.25,.8832209
"value",2027,.9,.1216948,.1162976,.1068622,.27,.9260995
"value",2028,.9,.1226706,.0792823,.1817982,.2737382,.983
"value",2029,.9,.1569827,-.0254262,.2696748,.2793244,1.043
"value",2030,.9,.1973792,-.1273485,.359095,.296344,1.103
"value",2031,.9,.0865768,.2255396,.129939,.3052537,1.173
"value",2032,.9,.0708896,.3125868,.0654582,.3230438,1.233
"value",2033,.9,.1427425,.1379327,.1640924,.34,1.303
"value",2034,.9,.102017,.2730203,.079336,.3436951,1.363
"value",2035,.9,.063097,.3846023,.026384,.3410126,1.443
"value",2036,.9,.1241434,.2339137,.1128923,.3475724,1.513
"value",2037,.9,.1235224,.2660524,.0882289,.3653474,1.593
"value",2038,.9,.0820932,.4125988,.012129,.3843217,1.663
"value",2039,.9,.096211,.4257105,.0077448,.4037126,1.733
"value",2040,.9,.1504662,.3242422,.0631127,.4052308,1.813
"value",2041,.9,.1443359,.3740247,.039987,.4187425,1.893
"value",2042,.9,.177931,.3326918,.0677506,.4325287,1.983
"value",2043,.9,.1655126,.3419707,.0785753,.46,2.073
"value",2044,.9,.1779589,.3214196,.0919813,.47,2.173
"value",2045,.9,.1946277,.286812,.1134611,.48,2.273
"value",2046,.9,.2828607,.1274472,.1838288,.49,2.353
"value",2047,.9,.2578656,.1925554,.160261,.5,2.443
"value",2048,.9,.2747743,.1801201,.1642944,.51,2.533
"value",2049,.9,.3070307,.1397994,.1873346,.52,2.623
"value",2050,.9,.3679786,.0543584,.2229875,.53,2.703
"value",2051,.9,.3546205,.0834206,.2195383,.54,2.783
"value",2052,.9,.2955969,.1885809,.1872996,.55,2.863
"value",2053,.9,.3772337,.0979728,.2200798,.56,2.983
"value",2054,.9,.4129143,.0706131,.2296058,.57,3.083
"value",2055,.9,.3141436,.2197479,.1866959,.58,3.173
"value",2056,.9,.3169336,.2152878,.1890389,.59,3.273
"value",2057,.9,.3726338,.1589719,.2064146,.59,3.373
"value",2058,.9,.2357668,.3450512,.1569625,.6,3.463
"value",2059,.9,.2648714,.3291614,.1628904,.61,3.583
"value",2060,.9,.30773,.2995084,.1712444,.61,3.713
"value",2061,.9,.2887081,.3459248,.1635165,.62,3.803
"value",2062,.9,.3213245,.3249179,.1701369,.63,3.903
"value",2063,.9,.4386594,.1955436,.2005561,.63,3.993
"value",2064,.9,.4652078,.1972814,.1993046,.64,4.123
"value",2065,.9,.468381,.2001812,.2041469,.64,4.263
"value",2066,.9,.5478151,.1282793,.2246118,.65,4.423
"value",2067,.9,.5022435,.209896,.2083443,.65,4.603
"value",2068,.9,.4906587,.2474534,.2004244,.66,4.753
"value",2069,.9,.4903751,.2296957,.211593,.66,4.863
"value",2070,.9,.5506106,.1764706,.2269834,.66,4.983
"value",2071,.9,.5344246,.2028213,.2232013,.67,5.093
"value",2072,.9,.5600672,.1914695,.2280546,.67,5.203
"value",2073,.9,.5876746,.167574,.234541,.67,5.313
"value",2074,.9,.5176749,.2387954,.2242636,.67,5.423
"value",2075,.9,.4919282,.2668398,.2244425,.68,5.553
"value",2076,.9,.4387345,.3348209,.214395,.68,5.703
"value",2077,.9,.4754902,.297562,.2283872,.68,5.863
"value",2078,.9,.4550461,.3257042,.2312425,.68,6.043
"value",2079,.9,.4825734,.3191624,.2336525,.68,6.243
"value",2080,.9,.5196111,.2891019,.2419838,.68,6.403
"value",2081,.9,.5277348,.2633314,.2570371,.68,6.573
"value",2082,.9,.5362304,.2513482,.2613803,.68,6.723
"value",2083,.9,.5567575,.1996733,.2752306,.68,6.883
"value",2084,.9,.6191997,.1751787,.2816699,.68,7.033
"value",2085,.9,.6788244,.157998,.2853873,.68,7.183
"value",2086,.9,.7190294,.1324851,.2904009,.68,7.303
"value",2087,.9,.8765747,.012593,.3155373,.68,7.433
"value",2088,.9,.9102666,.0327173,.3127005,.69,7.553
"value",2089,.9,.8430713,.0761767,.3100339,.69,7.773
"value",2090,.9,.8576534,.0575915,.3187437,.69,7.902999
"value",2091,.9,.8606809,.0586352,.3252425,.69,8.033
"value",2092,.9,.7445433,.1480214,.312734,.69,8.163
"value",2093,.9,.7398046,.1327738,.3225062,.69,8.283
"value",2094,.9,.8176602,.1020755,.3278586,.69,8.403
"value",2095,.9,.7497932,.1553871,.3228114,.69,8.513
"value",2096,.9,.7326587,.1927204,.3187648,.69,8.653
"value",2097,.9,.7626929,.1929584,.3217565,.69,8.873
"value",2098,.9,.7240847,.2412566,.3143716,.69,9.073
"value",2099,.9,.6190565,.3180072,.3074263,.69,9.243
"value",2100,.9,.684729,.2596601,.3257982,0,11
"value",2101,.9,.6720255,.2764325,.3270538,0,11
"value",2102,.9,.659322,.293205,.3283095,0,11
"value",2103,.9,.6466184,.3099774,.3295651,0,11
"value",2104,.9,.6339149,.3267499,.3308208,0,11
"value",2105,.9,.6212114,.3435223,.3320764,0,11
"value",2106,.9,.6085079,.3602948,.333332,0,11
"value",2107,.9,.5958043,.3770672,.3345877,0,11
"value",2108,.9,.5831008,.3938397,.3358433,0,11
"value",2109,.9,.5703973,.4106121,.337099,0,11
"value",2110,.9,.5576938,.4273846,.3383546,0,11
"value",2111,.9,.5449902,.444157,.3396102,0,11
"value",2112,.9,.5322867,.4609295,.3408659,0,11
"value",2113,.9,.5195832,.4777019,.3421215,0,11
"value",2114,.9,.5068796,.4944743,.3433771,0,11
"value",2115,.9,.4941761,.5112468,.3446328,0,11
"value",2116,.9,.4814726,.5280192,.3458884,0,11
"value",2117,.9,.4687691,.5447917,.3471441,0,11
"value",2118,.9,.4560655,.5615641,.3483997,0,11
"value",2119,.9,.443362,.5783365,.3496554,0,11
"value",2120,.9,.4306585,.595109,.350911,0,11
"value",2121,.9,.417955,.6118814,.3521666,0,11
"value",2122,.9,.4052514,.6286539,.3534223,0,11
"value",2123,.9,.3925479,.6454263,.3546779,0,11
"value",2124,.9,.3798444,.6621988,.3559335,0,11
"value",2125,.9,.3671409,.6789712,.3571892,0,11
"value",2126,.9,.3544374,.6957437,.3584448,0,11
"value",2127,.9,.3417338,.7125161,.3597004,0,11
"value",2128,.9,.3290303,.7292886,.3609561,0,11
"value",2129,.9,.3163268,.746061,.3622117,0,11
"value",2130,.9,.3036232,.7628335,.3634674,0,11
"value",2131,.9,.2909197,.7796059,.364723,0,11
"value",2132,.9,.2782162,.7963783,.3659787,0,11
"value",2133,.9,.2655126,.8131508,.3672343,0,11
"value",2134,.9,.2528091,.8299232,.3684899,0,11
"value",2135,.9,.2401056,.8466957,.3697456,0,11
"value",2136,.9,.2274021,.8634681,.3710012,0,11
"value",2137,.9,.2146986,.8802406,.3722568,0,11
"value",2138,.9,.201995,.897013,.3735125,0,11
"value",2139,.9,.1892915,.9137855,.3747681,0,11
"value",2140,.9,.176588,.9305579,.3760238,0,11
"value",2141,.9,.1638844,.9473304,.3772794,0,11
"value",2142,.9,.1511809,.9641028,.378535,0,11
"value",2143,.9,.1384774,.9808753,.3797907,0,11
"value",2144,.9,.1257739,.9976477,.3810463,0,11
"value",2145,.9,.1130703,1.01442,.382302,0,11
"value",2146,.9,.1003668,1.031193,.3835576,0,11
"value",2147,.9,.0876633,1.047965,.3848132,0,11
"value",2148,.9,.0749598,1.064737,.3860689,0,11
"value",2149,.9,.0622562,1.08151,.3873245,0,11
"value",2150,.9,.0495527,1.098282,.3885801,0,11
"value",2151,.9,.0368492,1.115055,.3898358,0,11
"value",2152,.9,.0241457,1.131827,.3910914,0,11
"value",2153,.9,.0114421,1.1486,.3923471,0,11
"value",2154,.9,-.0012614,1.165372,.3936027,0,11
"value",2155,.9,-.0139649,1.182145,.3948583,0,11
"value",2156,.9,-.0266684,1.198917,.396114,0,11
"value",2157,.9,-.039372,1.215689,.3973696,0,11
"value",2158,.9,-.0520755,1.232462,.3986253,0,11
"value",2159,.9,-.064779,1.249234,.3998809,0,11
"value",2160,.9,-.0774826,1.266007,.4011365,0,11
"value",2161,.9,-.0901861,1.282779,.4023922,0,11
"value",2162,.9,-.1028896,1.299552,.4036478,0,11
"value",2163,.9,-.1155931,1.316324,.4049034,0,11
"value",2164,.9,-.1282967,1.333097,.4061591,0,11
"value",2165,.9,-.1410002,1.349869,.4074147,0,11
"value",2166,.9,-.1537037,1.366642,.4086704,0,11
"value",2167,.9,-.1664072,1.383414,.409926,0,11
