year,placeholder,growth_rate,cons,beta1,beta2,anomalymin,anomalymax
2062,"ss","value",.2819495,-.0879123,.1719534,.4280365,3.903
2063,"ss","value",.3548307,-.1591638,.1870284,.4245885,3.993
2064,"ss","value",.3546049,-.1428338,.1818755,.64,4.123
2065,"ss","value",.375171,-.1564308,.1871,.6196865,4.263
2066,"ss","value",.447385,-.2131375,.2005046,.65,4.423
2067,"ss","value",.4131822,-.1648501,.1904689,.65,4.603
2068,"ss","value",.3688746,-.1060714,.1787316,.5796475,4.753
2069,"ss","value",.3574128,-.1107502,.1845557,.5591405,4.863
2070,"ss","value",.3809597,-.1294911,.1913069,.5639315,4.983
2071,"ss","value",.3425421,-.0863168,.181618,.6183445,5.093
2072,"ss","value",.3323255,-.0692403,.1795222,.67,5.203
2073,"ss","value",.362906,-.0898177,.1852804,.67,5.313
2074,"ss","value",.3636178,-.0851532,.1866923,.5767795,5.423
2075,"ss","value",.3711847,-.0903783,.1910077,.6257295,5.553
2076,"ss","value",.3886849,-.0881736,.1909311,.5862395,5.703
2077,"ss","value",.3926648,-.0906087,.1945795,.6261565,5.863
2078,"ss","value",.3833587,-.0813584,.1980489,.68,6.043
2079,"ss","value",.383395,-.0752429,.1988609,.6430325,6.243
2080,"ss","value",.408095,-.0930096,.2030597,.68,6.403
2081,"ss","value",.4110131,-.1038817,.2113618,.5753445,6.573
2082,"ss","value",.4267786,-.1129105,.2149143,.5878575,6.723
2083,"ss","value",.433734,-.1327338,.2205473,.5288975,6.883
2084,"ss","value",.4596277,-.1404033,.2238422,.6570405,7.033
2085,"ss","value",.4605907,-.1348003,.2239489,.5746435,7.183
2086,"ss","value",.4811367,-.1491259,.2265905,.68,7.303
2087,"ss","value",.5166323,-.1766493,.2333519,.68,7.433
2088,"ss","value",.5668406,-.1959687,.2376031,.6326565,7.553
2089,"ss","value",.5652059,-.1943499,.2388574,.6408665,7.773
2090,"ss","value",.5765757,-.2018192,.24412,.69,7.902999
2091,"ss","value",.5718899,-.2008549,.2473335,.5692105,8.033
2092,"ss","value",.5485063,-.1766784,.2456899,.5683865,8.163
2093,"ss","value",.5578152,-.1900317,.2513695,.6647915,8.283
2094,"ss","value",.5830613,-.1975395,.254045,.69,8.403
2095,"ss","value",.5733186,-.1861635,.2527283,.5614595,8.513
2096,"ss","value",.5815778,-.1803902,.2531229,.5649685,8.653
2097,"ss","value",.6070009,-.196646,.2579072,.6889615,8.873
2098,"ss","value",.6054589,-.1887113,.2560391,.69,9.073
2099,"ss","value",.5847116,-.1802114,.2564965,.6362275,9.243
2100,"ss","value",.6181707,-.1910139,.2632676,0,11
2101,"ss","value",.6263473,-.192504,.2655646,0,11
2102,"ss","value",.6345239,-.193994,.2678616,0,11
2103,"ss","value",.6427004,-.1954841,.2701586,0,11
2104,"ss","value",.6508771,-.1969741,.2724557,0,11
2105,"ss","value",.6590536,-.1984641,.2747527,0,11
2106,"ss","value",.6672302,-.1999542,.2770497,0,11
2107,"ss","value",.6754068,-.2014442,.2793467,0,11
2108,"ss","value",.6835833,-.2029343,.2816437,0,11
2109,"ss","value",.6917599,-.2044243,.2839407,0,11
2110,"ss","value",.6999365,-.2059143,.2862377,0,11
2111,"ss","value",.7081131,-.2074044,.2885347,0,11
2112,"ss","value",.7162896,-.2088944,.2908317,0,11
2113,"ss","value",.7244662,-.2103845,.2931287,0,11
2114,"ss","value",.7326428,-.2118745,.2954257,0,11
2115,"ss","value",.7408194,-.2133646,.2977228,0,11
2116,"ss","value",.748996,-.2148546,.3000198,0,11
2117,"ss","value",.7571725,-.2163446,.3023168,0,11
2118,"ss","value",.7653491,-.2178347,.3046138,0,11
2119,"ss","value",.7735257,-.2193247,.3069108,0,11
2120,"ss","value",.7817023,-.2208148,.3092078,0,11
2121,"ss","value",.7898788,-.2223048,.3115048,0,11
2122,"ss","value",.7980554,-.2237948,.3138018,0,11
2123,"ss","value",.806232,-.2252849,.3160988,0,11
2124,"ss","value",.8144085,-.2267749,.3183959,0,11
2125,"ss","value",.8225851,-.228265,.3206928,0,11
2126,"ss","value",.8307617,-.229755,.3229899,0,11
2127,"ss","value",.8389383,-.2312451,.3252869,0,11
2128,"ss","value",.8471149,-.2327351,.3275839,0,11
2129,"ss","value",.8552914,-.2342251,.3298809,0,11
2130,"ss","value",.863468,-.2357152,.3321779,0,11
2131,"ss","value",.8716446,-.2372052,.3344749,0,11
2132,"ss","value",.8798212,-.2386953,.3367719,0,11
2133,"ss","value",.8879977,-.2401853,.3390689,0,11
2134,"ss","value",.8961743,-.2416753,.3413659,0,11
2135,"ss","value",.9043509,-.2431654,.3436629,0,11
2136,"ss","value",.9125274,-.2446554,.34596,0,11
2137,"ss","value",.9207041,-.2461455,.348257,0,11
2138,"ss","value",.9288806,-.2476355,.350554,0,11
2139,"ss","value",.9370572,-.2491256,.352851,0,11
2140,"ss","value",.9452338,-.2506156,.355148,0,11
2141,"ss","value",.9534103,-.2521057,.357445,0,11
2142,"ss","value",.961587,-.2535957,.359742,0,11
2143,"ss","value",.9697635,-.2550857,.362039,0,11
2144,"ss","value",.9779401,-.2565758,.364336,0,11
2145,"ss","value",.9861166,-.2580658,.366633,0,11
2146,"ss","value",.9942932,-.2595558,.36893,0,11
2147,"ss","value",1.00247,-.2610459,.3712271,0,11
2148,"ss","value",1.010646,-.2625359,.3735241,0,11
2149,"ss","value",1.018823,-.264026,.3758211,0,11
2150,"ss","value",1.026999,-.265516,.3781181,0,11
2151,"ss","value",1.035176,-.2670061,.3804151,0,11
2152,"ss","value",1.043353,-.2684961,.3827121,0,11
2153,"ss","value",1.051529,-.2699862,.3850091,0,11
2154,"ss","value",1.059706,-.2714762,.3873061,0,11
2155,"ss","value",1.067882,-.2729662,.3896031,0,11
2156,"ss","value",1.076059,-.2744563,.3919001,0,11
2157,"ss","value",1.084236,-.2759463,.3941971,0,11
2158,"ss","value",1.092412,-.2774363,.3964942,0,11
2159,"ss","value",1.100589,-.2789264,.3987912,0,11
2160,"ss","value",1.108765,-.2804164,.4010882,0,11
2161,"ss","value",1.116942,-.2819065,.4033852,0,11
2162,"ss","value",1.125118,-.2833965,.4056822,0,11
2163,"ss","value",1.133295,-.2848866,.4079792,0,11
2164,"ss","value",1.141472,-.2863766,.4102762,0,11
2165,"ss","value",1.149648,-.2878667,.4125732,0,11
2166,"ss","value",1.157825,-.2893567,.4148702,0,11
2167,"ss","value",1.166001,-.2908467,.4171672,0,11
2168,"ss","value",1.174178,-.2923368,.4194643,0,11
2169,"ss","value",1.182354,-.2938268,.4217612,0,11
2170,"ss","value",1.190531,-.2953168,.4240583,0,11
2171,"ss","value",1.198708,-.2968069,.4263553,0,11
2172,"ss","value",1.206884,-.2982969,.4286523,0,11
2173,"ss","value",1.215061,-.299787,.4309493,0,11
2174,"ss","value",1.223237,-.301277,.4332463,0,11
2175,"ss","value",1.231414,-.3027671,.4355433,0,11
2176,"ss","value",1.239591,-.3042571,.4378403,0,11
2177,"ss","value",1.247767,-.3057472,.4401373,0,11
2178,"ss","value",1.255944,-.3072372,.4424343,0,11
2179,"ss","value",1.26412,-.3087272,.4447314,0,11
2180,"ss","value",1.272297,-.3102173,.4470284,0,11
2181,"ss","value",1.280473,-.3117073,.4493254,0,11
2182,"ss","value",1.28865,-.3131973,.4516224,0,11
2183,"ss","value",1.296826,-.3146874,.4539194,0,11
2184,"ss","value",1.305003,-.3161774,.4562164,0,11
2185,"ss","value",1.31318,-.3176675,.4585134,0,11
2186,"ss","value",1.321356,-.3191575,.4608104,0,11
2187,"ss","value",1.329533,-.3206476,.4631074,0,11
2188,"ss","value",1.337709,-.3221376,.4654044,0,11
2189,"ss","value",1.345886,-.3236277,.4677014,0,11
2190,"ss","value",1.354063,-.3251177,.4699984,0,11
2191,"ss","value",1.362239,-.3266077,.4722955,0,11
2192,"ss","value",1.370416,-.3280978,.4745925,0,11
2193,"ss","value",1.378592,-.3295878,.4768895,0,11
2194,"ss","value",1.386769,-.3310778,.4791865,0,11
2195,"ss","value",1.394946,-.3325679,.4814835,0,11
2196,"ss","value",1.403122,-.3340579,.4837805,0,11
2197,"ss","value",1.411299,-.335548,.4860775,0,11
2198,"ss","value",1.419475,-.337038,.4883745,0,11
2199,"ss","value",1.427652,-.3385281,.4906715,0,11
2200,"ss","value",1.435828,-.3400181,.4929685,0,11
2201,"ss","value",1.444005,-.3415082,.4952655,0,11
2202,"ss","value",1.452181,-.3429982,.4975626,0,11
2203,"ss","value",1.460358,-.3444882,.4998596,0,11
2204,"ss","value",1.468535,-.3459783,.5021566,0,11
2205,"ss","value",1.476711,-.3474683,.5044536,0,11
2206,"ss","value",1.484888,-.3489583,.5067506,0,11
2207,"ss","value",1.493064,-.3504484,.5090476,0,11
2208,"ss","value",1.501241,-.3519384,.5113446,0,11
2209,"ss","value",1.509418,-.3534285,.5136416,0,11
2210,"ss","value",1.517594,-.3549185,.5159386,0,11
2211,"ss","value",1.525771,-.3564086,.5182356,0,11
2212,"ss","value",1.533947,-.3578986,.5205327,0,11
2213,"ss","value",1.542124,-.3593886,.5228297,0,11
2214,"ss","value",1.5503,-.3608787,.5251267,0,11
2215,"ss","value",1.558477,-.3623687,.5274237,0,11
2216,"ss","value",1.566653,-.3638588,.5297207,0,11
2217,"ss","value",1.57483,-.3653488,.5320177,0,11
2218,"ss","value",1.583007,-.3668388,.5343147,0,11
2219,"ss","value",1.591183,-.3683289,.5366117,0,11
2220,"ss","value",1.59936,-.3698189,.5389087,0,11
2221,"ss","value",1.607536,-.371309,.5412057,0,11
2222,"ss","value",1.615713,-.372799,.5435027,0,11
2223,"ss","value",1.62389,-.3742891,.5457997,0,11
2224,"ss","value",1.632066,-.3757791,.5480968,0,11
2225,"ss","value",1.640243,-.3772691,.5503938,0,11
2226,"ss","value",1.648419,-.3787592,.5526908,0,11
2227,"ss","value",1.656596,-.3802492,.5549878,0,11
2228,"ss","value",1.664772,-.3817393,.5572848,0,11
2229,"ss","value",1.672949,-.3832293,.5595818,0,11
2230,"ss","value",1.681126,-.3847193,.5618788,0,11
2231,"ss","value",1.689302,-.3862094,.5641758,0,11
2232,"ss","value",1.697479,-.3876994,.5664728,0,11
2233,"ss","value",1.705655,-.3891895,.5687698,0,11
2234,"ss","value",1.713832,-.3906795,.5710669,0,11
2235,"ss","value",1.722008,-.3921696,.5733638,0,11
2236,"ss","value",1.730185,-.3936596,.5756609,0,11
2237,"ss","value",1.738362,-.3951496,.5779579,0,11
2238,"ss","value",1.746538,-.3966397,.5802549,0,11
2239,"ss","value",1.754715,-.3981297,.5825519,0,11
2240,"ss","value",1.762891,-.3996198,.5848489,0,11
2241,"ss","value",1.771068,-.4011098,.5871459,0,11
2242,"ss","value",1.779245,-.4025998,.5894429,0,11
2243,"ss","value",1.787421,-.4040899,.59174,0,11
2244,"ss","value",1.795598,-.4055799,.5940369,0,11
2245,"ss","value",1.803774,-.40707,.596334,0,11
2246,"ss","value",1.811951,-.40856,.598631,0,11
2247,"ss","value",1.820127,-.4100501,.6009279,0,11
2248,"ss","value",1.828304,-.4115401,.603225,0,11
2249,"ss","value",1.83648,-.4130301,.605522,0,11
2250,"ss","value",1.844657,-.4145202,.607819,0,11
2251,"ss","value",1.852834,-.4160102,.610116,0,11
2252,"ss","value",1.86101,-.4175003,.612413,0,11
2253,"ss","value",1.869187,-.4189903,.61471,0,11
2254,"ss","value",1.877363,-.4204803,.617007,0,11
2255,"ss","value",1.88554,-.4219704,.6193041,0,11
2256,"ss","value",1.893717,-.4234604,.621601,0,11
2257,"ss","value",1.901893,-.4249505,.6238981,0,11
2258,"ss","value",1.91007,-.4264405,.6261951,0,11
2259,"ss","value",1.918246,-.4279306,.6284921,0,11
2260,"ss","value",1.926423,-.4294206,.6307891,0,11
2261,"ss","value",1.934599,-.4309106,.6330861,0,11
2262,"ss","value",1.942776,-.4324007,.6353831,0,11
2263,"ss","value",1.950953,-.4338907,.6376801,0,11
2264,"ss","value",1.959129,-.4353808,.6399771,0,11
2265,"ss","value",1.967306,-.4368708,.6422741,0,11
2266,"ss","value",1.975482,-.4383608,.6445711,0,11
2267,"ss","value",1.983659,-.4398509,.6468682,0,11
2268,"ss","value",1.991835,-.4413409,.6491652,0,11
2269,"ss","value",2.000012,-.442831,.6514622,0,11
2270,"ss","value",2.008189,-.444321,.6537592,0,11
2271,"ss","value",2.016365,-.4458111,.6560562,0,11
2272,"ss","value",2.024542,-.4473011,.6583532,0,11
2273,"ss","value",2.032718,-.4487911,.6606502,0,11
2274,"ss","value",2.040895,-.4502812,.6629472,0,11
2275,"ss","value",2.049072,-.4517712,.6652442,0,11
2276,"ss","value",2.057248,-.4532613,.6675413,0,11
2277,"ss","value",2.065425,-.4547513,.6698382,0,11
2278,"ss","value",2.073601,-.4562413,.6721352,0,11
2279,"ss","value",2.081778,-.4577314,.6744323,0,11
2280,"ss","value",2.089954,-.4592214,.6767293,0,11
2281,"ss","value",2.098131,-.4607115,.6790263,0,11
2282,"ss","value",2.106308,-.4622015,.6813233,0,11
2283,"ss","value",2.114484,-.4636916,.6836203,0,11
2284,"ss","value",2.122661,-.4651816,.6859173,0,11
2285,"ss","value",2.130837,-.4666716,.6882143,0,11
2286,"ss","value",2.139014,-.4681617,.6905113,0,11
2287,"ss","value",2.14719,-.4696517,.6928083,0,11
2288,"ss","value",2.155367,-.4711418,.6951054,0,11
2289,"ss","value",2.163543,-.4726318,.6974024,0,11
2290,"ss","value",2.17172,-.4741218,.6996993,0,11
2291,"ss","value",2.179897,-.4756119,.7019964,0,11
2292,"ss","value",2.188073,-.4771019,.7042934,0,11
2293,"ss","value",2.19625,-.478592,.7065904,0,11
2294,"ss","value",2.204427,-.480082,.7088874,0,11
2295,"ss","value",2.212603,-.4815721,.7111844,0,11
2296,"ss","value",2.22078,-.4830621,.7134814,0,11
2297,"ss","value",2.228956,-.4845521,.7157784,0,11
2298,"ss","value",2.237133,-.4860422,.7180755,0,11
2299,"ss","value",2.245309,-.4875322,.7203724,0,11
2300,"ss","value",2.253486,-.4890223,.7226695,0,11
