inc_log,yhat,se_hi,lowerci_hi,upperci_hi
6.6200733,.97793275,.012733836,.95297486,1.0028906
6.7452364,.95699847,.012275397,.93293911,.98105782
6.856462,.93839532,.011880149,.91511065,.96168
6.9565454,.92165577,.011535276,.89904708,.94426453
7.0475173,.9064402,.01123148,.88442689,.92845351
7.130899,.89249414,.010961809,.87100935,.91397887
7.20786,.87962192,.010720919,.85860932,.90063453
7.2793188,.86767,.010504615,.84708136,.8882587
7.3460102,.85651547,.010309545,.83630913,.8767218
7.4085307,.84605855,.010132986,.82619828,.86591887
7.467371,.83621716,.0099726953,.81667107,.85576332
7.5229411,.82692277,.0098268008,.80766255,.84618294
7.5755849,.8181178,.0096937297,.7991184,.83711714
7.6255951,.80975324,.0095721418,.7909922,.82851434
7.673223,.8017872,.009460886,.78324419,.8203302
7.7186856,.79418331,.0093589686,.7758401,.81252658
7.7621708,.78691018,.0092655243,.76875007,.80507028
7.8038435,.77994019,.009179797,.76194811,.79793227
7.8438487,.77324909,.009101117,.75541121,.79108691
7.8823147,.76681542,.0090288948,.7491191,.78451169
7.9193563,.76061994,.0089626005,.74305362,.77818632
7.9550743,.75464594,.0089017684,.73719877,.77209306
7.9895606,.74887788,.0088459738,.73154008,.76621568
8.0228968,.74330223,.0087948376,.72606462,.76053977
8.0551577,.7379064,.0087480154,.72076058,.75505221
8.0864105,.73267919,.0087051969,.7156173,.74974102
8.1167154,.72761047,.008666099,.71062523,.74459571
8.1461296,.72269082,.0086304629,.70577538,.7396062
8.1747026,.71791178,.0085980538,.70105994,.73476368
8.2024822,.71326548,.0085686548,.69647121,.73005974
8.2295113,.7087447,.0085420674,.69200259,.72548687
8.2558289,.70434296,.00851811,.68764776,.72103816
8.2814713,.70005411,.0084966132,.68340105,.71670717
8.3064718,.6958726,.0084774233,.67925715,.71248806
8.330864,.69179291,.008460395,.67521083,.70837498
8.3546743,.68781048,.0084453961,.67125779,.70436311
8.3779316,.68392056,.0084323036,.66739351,.70044756
8.4006596,.68011916,.008421002,.66361427,.69662404
8.4228821,.67640233,.0084113842,.65991628,.69288832
8.444622,.67276615,.0084033515,.6562959,.68923646
8.4658995,.66920739,.0083968118,.65274996,.68566483
8.4867344,.66572261,.0083916774,.64927524,.68217003
8.507143,.66230917,.0083878683,.64586926,.67874908
8.5271435,.65896398,.0083853099,.64252907,.67539889
8.546752,.65568435,.0083839288,.63925213,.67211652
8.5659838,.65246773,.0083836615,.63603604,.66889936
8.5848522,.64931184,.0083844438,.63287866,.66574508
8.6033707,.64621454,.008386218,.62977785,.66265124
8.6215534,.64317334,.00838893,.62673134,.65961534
8.639411,.64018655,.0083925268,.62373751,.65663564
8.6569548,.63725227,.0083969617,.62079453,.65371001
8.6741972,.63436836,.0084021874,.61790037,.65083635
8.6911469,.63153344,.0084081618,.61505377,.64801311
8.7078133,.62874591,.008414845,.61225307,.6452387
8.7242069,.62600392,.0084221968,.60949677,.64251113
8.7403364,.62330621,.0084301829,.60678333,.63982904
8.7562103,.62065119,.0084387688,.60411149,.63719088
8.7718353,.61803782,.0084479228,.60148019,.63459545
8.78722,.61546463,.0084576132,.59888804,.63204128
8.802372,.61293036,.0084678121,.5963338,.62952697
8.8172979,.61043394,.0084784925,.5938164,.62705147
8.8320036,.60797429,.0084896283,.59133494,.6246137
8.8464966,.60555029,.0085011953,.58888823,.62221229
8.8607826,.60316086,.0085131712,.58647537,.61984634
8.8748674,.6008051,.0085255327,.58409536,.61751485
8.8887568,.59848201,.0085382601,.58174735,.61521667
8.9024553,.59619087,.0085513331,.57943052,.61295116
8.9159689,.5939306,.008564733,.57714409,.61071718
8.9293032,.59170038,.008578443,.57488698,.60851383
8.942461,.58949965,.0085924454,.57265878,.60634053
8.9554482,.58732748,.0086067244,.57045859,.60419637
8.9682684,.5851832,.0086212652,.56828588,.60208058
8.9809275,.58306593,.0086360537,.56613958,.59999228
8.9934273,.58097523,.008651075,.56401944,.59793103
9.0057735,.57891029,.0086663179,.56192458,.59589595
9.0179682,.57687062,.0086817676,.55985469,.59388661
9.0300169,.57485545,.0086974138,.55780882,.59190202
9.0419216,.57286429,.0087132454,.55578667,.58994192
9.0536861,.57089663,.0087292511,.55378759,.5880056
9.0653143,.56895173,.0087454217,.55181104,.58609241
9.0768089,.56702918,.0087617468,.54985648,.58420187
9.0881729,.56512851,.0087782182,.54792351,.58233351
9.0994091,.56324917,.0087948246,.54601163,.58048671
9.1105204,.56139076,.0088115605,.54412043,.57866108
9.1215096,.55955273,.0088284155,.54224938,.57685614
9.1323786,.55773485,.0088453824,.54039818,.57507145
9.1431313,.5559364,.0088624563,.53856629,.5733065
9.1537704,.5541569,.008879629,.53675318,.57156068
9.1642962,.55239642,.008896892,.53495884,.56983399
9.1747131,.55065411,.0089142416,.5331825,.56812572
9.1850224,.54892987,.0089316703,.53142411,.56643558
9.1952267,.54722309,.0089491736,.52968305,.56476319
9.205328,.5455336,.0089667458,.52795911,.56310809
9.2153282,.54386103,.0089843804,.52625197,.56147009
9.2252293,.54220498,.0090020727,.52456129,.55984873
9.235033,.54056525,.0090198191,.52288675,.55824381
9.2447414,.5389415,.0090376129,.52122808,.55665487
9.2543573,.53733313,.0090554534,.51958477,.55508155
9.2638807,.53574032,.0090733329,.51795691,.55352372
9.2733154,.53416228,.0090912506,.51634377,.55198085
9.2826614,.53259915,.0091092,.51474541,.55045283
9.2919207,.53105044,.0091271782,.51316154,.54893941
9.301095,.52951598,.0091451826,.51159179,.54744023
9.3101854,.52799559,.0091632074,.51003605,.54595512
9.3191948,.52648872,.0091812536,.50849378,.54448366
9.3281231,.52499539,.0091993148,.5069651,.54302573
9.3369732,.52351516,.0092173908,.50544941,.54158092
9.3457451,.522048,.0092354761,.50394684,.54014921
9.3544407,.52059364,.0092535699,.50245696,.53873026
9.3630619,.51915169,.0092716701,.50097954,.53732383
9.3716087,.51772219,.0092897713,.49951455,.5359298
9.3800831,.51630479,.0093078734,.49806169,.53454787
9.3884869,.51489919,.0093259765,.49662063,.53317779
9.3968201,.5135054,.0093440739,.49519137,.53181946
9.4050846,.51212311,.0093621658,.49377364,.53047264
9.4132814,.51075214,.0093802512,.49236721,.52913713
9.4214115,.50939238,.0093983272,.49097198,.52781272
9.4294758,.50804359,.0094163911,.48958778,.52649933
9.4374762,.50670546,.0094344439,.48821428,.52519661
9.4454126,.50537801,.0094524818,.48685151,.52390456
9.4532862,.50406116,.0094705028,.48549929,.522623
9.4610987,.50275445,.0094885081,.48415732,.52135158
9.4688511,.50145781,.0095064957,.48282543,.52009022
9.4765434,.50017124,.0095244618,.48150364,.51883882
9.4841766,.49889451,.0095424065,.48019174,.51759732
9.4917526,.49762741,.0095603308,.4788895,.51636529
9.4992714,.49636984,.0095782299,.47759685,.5151428
9.5067348,.49512154,.0095961066,.4763135,.51392955
9.514142,.49388263,.0096139554,.47503963,.51272565
9.5214949,.49265283,.0096317781,.47377488,.51153076
9.5287943,.49143195,.0096495738,.47251913,.5103448
9.5360403,.49022001,.0096673407,.47127238,.50916767
9.5432348,.48901668,.0096850786,.4700343,.50799912
9.5503778,.48782197,.0097027868,.46880487,.5068391
9.5574703,.48663571,.0097204633,.46758395,.50568748
9.5645123,.48545793,.0097381081,.46637157,.50454426
9.5715055,.48428825,.0097557213,.46516737,.50340909
9.5784492,.48312688,.0097732991,.46397156,.5022822
9.5853462,.48197332,.0097908461,.4627836,.50116301
9.5921955,.48082772,.0098083578,.4616037,.50005174
9.5989981,.47968996,.009825835,.46043167,.49894825
9.6057549,.47855985,.0098432768,.45926738,.49785233
9.6124668,.47743723,.0098606842,.45811066,.49676383
9.619133,.47632226,.0098780524,.45696166,.4956829
9.6257563,.47521448,.0098953871,.4558199,.49460909
9.6323347,.47411421,.0099126808,.45468572,.4935427
9.6388712,.47302094,.0099299401,.45355862,.49248326
9.6453638,.471935,.0099471575,.45243895,.49143109
9.6518164,.4708558,.0099643413,.45132604,.49038553
9.658226,.46978372,.0099814832,.45022041,.48934707
9.6645956,.46871838,.009998587,.44912151,.48831525
9.6709251,.46765974,.010015653,.44802943,.48729005
9.6772137,.46660793,.010032675,.44694427,.48627162
9.6834641,.46556252,.010049661,.44586554,.4852595
9.6896753,.46452364,.010066605,.44479346,.48425382
9.6958485,.46349117,.010083511,.44372785,.48325449
9.7019835,.46246505,.010100374,.44266868,.48226142
9.7080803,.4614453,.010117196,.44161597,.48127466
9.7141418,.46043149,.01013398,.44056925,.48029372
9.7201653,.45942405,.010150719,.439529,.47931907
9.7261534,.45842248,.010167418,.43849471,.47835025
9.7321062,.45742685,.010184078,.43746641,.47738725
9.7380228,.45643726,.010200692,.43644425,.47643024
9.7439051,.4554534,.010217266,.43542793,.47547889
9.749753,.45447531,.010233799,.43441743,.4745332
9.7555676,.4535028,.010250292,.43341258,.473593
9.7613478,.45253602,.01026674,.43241358,.47265846
9.7670946,.45157483,.010283146,.43142024,.47172943
9.772809,.45061904,.010299511,.43043238,.47080573
9.778491,.44966871,.010315834,.42945004,.46988738
9.7841406,.44872379,.010332114,.4284732,.46897435
9.7897587,.44778413,.010348352,.42750174,.46806651
9.7953453,.44684973,.010364547,.42653558,.46716386
9.8009014,.44592044,.010380702,.42557463,.46626624
9.806426,.44499642,.010396813,.42461902,.46537378
9.8119202,.44407749,.01041288,.42366862,.46448636
9.8173847,.44316351,.010428906,.42272323,.46360379
9.8228197,.44225448,.010444891,.42178285,.46272609
9.8282251,.44135037,.010460832,.42084754,.46185324
9.833601,.44045123,.01047673,.41991723,.46098524
9.8389492,.43955672,.010492589,.41899163,.46012181
9.8442678,.43866715,.010508402,.41807106,.45926324
9.8495588,.4377822,.010524174,.41715521,.45840919
9.8548222,.43690187,.010539905,.41624403,.4575597
9.8600578,.43602619,.010555593,.41533759,.45671475
9.8652668,.43515494,.010571241,.41443568,.4558742
9.8704481,.43428835,.010586845,.41353852,.45503816
9.8756027,.4334262,.010602407,.41264588,.45420653
9.8807306,.43256852,.010617927,.41175777,.45337927
9.8858328,.43171516,.010633405,.41087407,.45255625
9.8909092,.43086609,.010648842,.40999475,.45173746
9.8959589,.43002149,.010664235,.40911999,.45092303
9.9009848,.42918089,.010679591,.40824929,.45011252
9.9059849,.42834461,.010694902,.40738299,.44930622
9.9109592,.42751262,.01071017,.40652105,.44850415
9.9159098,.42668462,.010725399,.40566322,.44770601
9.9208364,.42586058,.010740589,.40480942,.44691175
9.9257383,.42504072,.010755735,.40395987,.44612157
9.9306164,.42422485,.010770842,.40311438,.4453353
9.9354706,.42341295,.010785906,.40227297,.44455293
9.9403019,.42260489,.010800931,.40143543,.44377431
9.9451094,.42180079,.010815913,.40060201,.4429996
9.949894,.42100054,.010830855,.39977247,.44222865
9.9546556,.42020413,.010845757,.39894685,.44146141
9.9593954,.41941139,.01086062,.39812496,.44069779
9.9641123,.41862246,.010875441,.39730698,.43993792
9.9688072,.4178372,.010890222,.39649275,.43918163
9.9734802,.41705561,.010904964,.39568228,.43842894
9.9781313,.41627768,.010919665,.39487553,.43767983
9.9827604,.41550344,.010934325,.39407256,.43693432
9.9873686,.41473269,.010948947,.39327314,.43619224
9.9919558,.41396546,.010963528,.39247733,.43545359
9.9965219,.41320175,.010978072,.39168513,.43471837
10.001068,.41244137,.010992577,.39089632,.43398643
10.005592,.41168466,.01100704,.39011127,.43325806
10.010098,.41093114,.011021468,.38932946,.43253285
10.014582,.41018113,.011035854,.38855127,.43181103
10.019046,.4094345,.011050201,.38777649,.4310925
10.02349,.4086912,.011064509,.38700515,.43037722
10.027915,.40795106,.011078781,.38623706,.42966509
10.03232,.40721431,.011093012,.38547239,.42895621
10.036706,.40648073,.011107206,.384711,.42825046
10.041073,.40575033,.011121362,.38395289,.42754781
10.045421,.40502316,.01113548,.38319799,.42684829
10.04975,.40429899,.011149563,.38244623,.42615172
10.05406,.40357816,.011163604,.38169789,.42545843
10.058352,.40286022,.011177611,.38095251,.42476794
10.062626,.40214548,.011191578,.38021037,.42408055
10.066881,.40143374,.011205508,.37947136,.42339614
10.071118,.40072507,.011219402,.37873542,.42271468
10.075337,.40001941,.011233256,.37800261,.42203617
10.079539,.39931661,.011247077,.37727273,.42136046
10.083724,.39861667,.011260862,.37654579,.42068756
10.087891,.3979198,.011274608,.37582198,.42001763
10.09204,.39722577,.011288318,.37510109,.41935048
10.096172,.39653462,.011301992,.37438312,.41868612
10.100287,.39584637,.011315629,.37366813,.41802457
10.104385,.39516094,.011329229,.37295607,.41736582
10.108467,.39447826,.011342795,.3722468,.41670972
10.112533,.39379826,.011356327,.37154028,.41605628
10.116581,.39312115,.01136982,.37083673,.4154056
10.120613,.39244676,.011383278,.37013596,.41475758
10.124629,.39177507,.011396701,.36943796,.41411221
10.128629,.3911061,.011410089,.36874273,.41346946
10.132613,.39043969,.011423444,.36805013,.41282922
10.136581,.38977596,.011436763,.36736032,.4121916
10.140534,.3891148,.011450049,.36667314,.41155648
10.144471,.38845637,.011463297,.3659887,.41092402
10.148393,.38780046,.011476512,.36530691,.41029403
10.152299,.38714713,.011489692,.36462775,.40966651
10.15619,.38649634,.011502839,.36395118,.40904149
10.160066,.3858481,.011515951,.36327726,.40841895
10.163927,.38520226,.011529031,.36260575,.40779874
10.167773,.38455895,.011542076,.3619369,.40718099
10.171604,.38391823,.011555086,.36127067,.40656576
10.175422,.38327971,.011568066,.3606067,.40595269
10.179224,.38264376,.011581011,.35994539,.4053421
10.183011,.38201034,.011593919,.35928667,.40473402
10.186785,.38137916,.011606799,.35863027,.40412807
10.190544,.38075039,.011619643,.35797632,.40352446
10.19429,.38012385,.011632459,.35732463,.40292305
10.198021,.37949985,.011645237,.3566756,.40232408
10.201738,.37887809,.011657985,.35602885,.40172732
10.205442,.37825856,.011670701,.35538441,.4011327
10.209132,.37764144,.011683383,.35474241,.40054044
10.212809,.37702653,.011696034,.35410273,.39995033
10.216472,.37641385,.011708654,.35346532,.39936239
10.220121,.37580341,.011721241,.3528302,.39877662
10.223758,.37519521,.011733796,.35219741,.39819303
10.227381,.37458923,.01174632,.35156688,.39761162
10.230991,.37398535,.011758815,.3509385,.3970322
10.234589,.3733837,.011771276,.35031241,.39645496
10.238173,.37278426,.011783705,.34968862,.39587989
10.241744,.3721869,.011796105,.34906697,.39530686
10.245302,.37159178,.011808471,.34844759,.39473596
10.248849,.37099856,.011820811,.34783021,.39416695
10.252382,.37040758,.011833117,.34721512,.39360008
10.255903,.36981869,.011845393,.34660214,.39303523
10.259412,.36923185,.011857638,.34599131,.39247242
10.262909,.36864695,.011869856,.34538245,.39191145
10.266393,.36806425,.011882041,.34477589,.39135262
10.269865,.3674835,.011894196,.34417132,.39079571
10.273326,.36690465,.011906325,.34356868,.39024061
10.276773,.36632803,.011918418,.34296834,.38968769
10.28021,.36575317,.011930487,.34236982,.38913649
10.283635,.36518037,.011942524,.34177345,.3885873
10.287047,.36460966,.01195453,.34117919,.3880401
10.290449,.36404067,.01196651,.34058675,.38749462
10.293839,.36347362,.01197846,.33999628,.386951
10.297217,.36290866,.01199038,.33940795,.38640937
10.300585,.36234543,.012002273,.33882141,.38586947
10.30394,.36178428,.012014134,.33823702,.38533157
10.307284,.36122489,.012025968,.33765444,.38479537
10.310618,.36066726,.012037776,.33707365,.38426086
10.31394,.36011168,.012049552,.33649501,.38372838
10.317251,.3595579,.012061301,.33591816,.38319761
10.320552,.35900584,.012073023,.33534312,.38266852
10.323841,.35845569,.012084716,.33477008,.38214129
10.32712,.3579073,.012096381,.33419883,.38161576
10.330388,.35736066,.01210802,.33362937,.38109195
10.333645,.35681593,.012119628,.3330619,.38056996
10.336892,.35627282,.012131211,.33249608,.38004956
10.340128,.35573161,.012142765,.33193222,.379531
10.343354,.35519201,.012154294,.33137003,.37901399
10.346569,.35465431,.012165792,.33080977,.37849882
10.349774,.3541182,.012177267,.33025119,.37798521
10.352969,.35358384,.012188713,.32969439,.37747326
10.356154,.3530511,.012200135,.32913926,.3769629
10.359329,.35252008,.012211528,.32858592,.37645423
10.362494,.35199085,.012222894,.3280344,.37594727
10.365648,.3514632,.012234233,.32748452,.37544185
10.368793,.35093728,.012245545,.32693645,.37493813
10.371927,.35041299,.012256833,.32639003,.37443593
10.375052,.34989029,.012268094,.32584527,.37393531
10.378168,.34936917,.012279331,.32530212,.37343621
10.381273,.3488498,.012290537,.32476079,.37293881
10.384369,.34833205,.01230172,.32422113,.37244299
10.387456,.34781572,.012312879,.32368293,.37194851
10.390532,.34730116,.012324009,.32314655,.37145576
10.3936,.34678802,.012335117,.32261163,.37096441
10.396658,.34627664,.012346196,.32207853,.37047473
10.399707,.34576669,.012357252,.32154691,.36998644
10.402746,.34525833,.012368281,.32101697,.36949971
10.405777,.34475142,.012379289,.32048845,.36901438
10.408798,.34424609,.012390269,.31996164,.36853057
10.41181,.34374237,.012401223,.31943643,.36804834
10.414813,.34324008,.012412154,.31891271,.36756745
10.417807,.3427394,.012423058,.31839064,.36708814
10.420793,.34223998,.012433942,.3178699,.36661005
10.423768,.34174231,.012444797,.31735095,.36613366
10.426736,.34124592,.012455631,.31683335,.36565852
10.429694,.34075114,.012466438,.31631735,.3651849
10.432644,.34025776,.012477221,.31580287,.36471269
10.435585,.33976585,.012487981,.31528986,.36424184
10.438518,.33927536,.012498717,.31477833,.36377239
10.441442,.3387863,.012509429,.31426829,.36330435
10.444357,.33829871,.012520117,.31375971,.36283767
10.447265,.33781236,.012530784,.31325248,.36237225
10.450163,.33732763,.012541424,.31274688,.36190835
10.453053,.33684415,.012552043,.3122426,.3614457
10.455935,.33636227,.012562634,.31173998,.36098459
10.458808,.33588168,.012573205,.31123865,.36052471
10.461674,.33540237,.012583754,.31073865,.36006606
10.464531,.33492449,.012594279,.31024015,.3596088
10.46738,.33444804,.012604779,.30974311,.35915294
10.470221,.33397284,.012615258,.3092474,.35869831
10.473054,.33349895,.012625715,.30875301,.3582449
10.475879,.3330265,.012636147,.30826011,.35779288
10.478696,.33255529,.012646559,.30776849,.35734209
10.481504,.33208555,.012656946,.30727839,.3568927
10.484305,.33161709,.01266731,.30678961,.35644457
10.487099,.33114988,.012677653,.30630213,.35599762
10.489884,.33068398,.012687975,.30581599,.35555193
10.492662,.33021933,.012698274,.30533117,.35510749
10.495432,.32975611,.012708548,.30484781,.35466442
10.498195,.32929403,.012718804,.30436561,.35422242
10.50095,.32883319,.012729038,.30388474,.35378164
10.503696,.32837382,.012739246,.30340534,.35334226
10.506436,.32791555,.012749435,.30292711,.35290399
10.509169,.32745856,.012759603,.30245021,.35246691
10.511893,.32700285,.012769748,.30197459,.35203108
10.514611,.32654825,.012779875,.30150014,.35159636
10.517321,.32609507,.012789975,.30102721,.35116297
10.520023,.32564303,.012800056,.30055541,.35073069
10.522719,.32519212,.012810119,.30008474,.35029948
10.525407,.32474262,.012820155,.29961559,.34986967
10.528089,.32429409,.012830176,.2991474,.34944078
10.530762,.323847,.012840171,.29868072,.34901327
10.533428,.323401,.012850147,.29821518,.34858683
10.536088,.32295614,.012860103,.2977508,.34816149
10.538741,.32251239,.01287004,.29728758,.34773719
10.541387,.32206991,.012879954,.29682568,.34731415
10.544024,.32162872,.012889845,.29636508,.34689236
10.546657,.32118848,.01289972,.2959055,.34647146
10.549281,.32074952,.012909572,.2954472,.34605181
10.551899,.32031167,.012919405,.29499009,.34563324
10.55451,.31987494,.012929217,.29453412,.34521574
10.557114,.31943947,.012939006,.29407948,.34479946
10.559711,.31900498,.012948779,.29362583,.3443841
10.562302,.31857175,.012958529,.29317349,.34397
10.564886,.31813949,.012968263,.29272217,.34355682
10.567463,.31770849,.012977974,.29227212,.34314486
10.570034,.31727847,.012987667,.29182309,.34273383
10.572598,.31684956,.01299734,.29137522,.34232387
10.575155,.3164219,.013006991,.29092866,.34191513
10.577706,.31599522,.013016624,.29048312,.34150735
10.580252,.31556949,.013026241,.29003853,.34110045
10.582789,.31514505,.013035834,.28959528,.34069481
10.585321,.31472155,.013045411,.28915301,.3402901
10.587846,.31429935,.013054963,.28871208,.33988661
