inc_log,yhat,se_hi,lowerci_hi,upperci_hi
6.3969297,.86747599,.014076483,.83988655,.89506537
6.5510802,.83992881,.013531069,.81340837,.86644924
6.6846118,.81606632,.01307164,.7904464,.84168625
6.8023949,.79501814,.012677545,.77017063,.81986564
6.9077554,.77618986,.012334727,.75201428,.80036551
7.0030656,.75915766,.012033193,.73557305,.78274232
7.0900769,.74360847,.011765586,.72054833,.76666862
7.1701198,.72930461,.011526329,.70671338,.75189579
7.2442274,.71606135,.011311102,.693892,.73823071
7.3132205,.70373207,.01111648,.68194413,.72551996
7.377759,.69219881,.010939713,.67075741,.71364027
7.4383836,.68136501,.010778553,.66023946,.70249063
7.495542,.67115062,.010631141,.65031397,.69198728
7.5496092,.66148871,.010495923,.64091706,.6820603
7.6009026,.65232241,.010371584,.63199449,.67265034
7.6496925,.6436035,.010257006,.62350011,.66370684
7.6962128,.63529021,.010151224,.61539418,.65518624
7.7406645,.62734652,.010053406,.60764223,.64705086
7.7832241,.61974102,.009962827,.60021424,.6392678
7.8240461,.61244601,.0098788505,.5930838,.63180816
7.8632669,.6054371,.0098009147,.58622766,.62464654
7.9010072,.59869283,.0097285239,.57962525,.61776036
7.9373746,.59219384,.0096612358,.57325816,.61112952
7.972466,.5859229,.0095986547,.56710988,.60473591
8.0063677,.57986456,.0095404275,.56116569,.59856349
8.0391569,.57400507,.0094862357,.55541235,.59259772
8.0709057,.56833142,.0094357887,.54983765,.58682525
8.1016779,.56283236,.0093888259,.54443061,.5812341
8.1315308,.55749756,.0093451114,.53918147,.57581365
8.1605186,.55231732,.0093044266,.53408098,.57055366
8.1886892,.54728317,.0092665767,.52912104,.5654453
8.2160883,.54238689,.0092313774,.52429372,.56048006
8.2427559,.53762132,.0091986647,.51959223,.55565035
8.2687321,.53297925,.0091682822,.51500976,.5509488
8.2940493,.52845502,.0091400929,.51054078,.54636925
8.3187418,.52404237,.0091139637,.50617933,.5419054
8.3428402,.51973593,.0090897745,.50192028,.53755158
8.3663702,.51553106,.0090674143,.49775925,.53330284
8.3893595,.51142281,.009046779,.49369144,.52915418
8.4118328,.50740677,.0090277707,.48971263,.52510083
8.4338112,.50347912,.0090103019,.48581928,.52113903
8.4553175,.49963591,.0089942878,.48200741,.51726437
8.4763708,.4958736,.0089796493,.47827381,.51347339
8.4969902,.49218887,.0089663146,.47461522,.50976253
8.5171928,.48857859,.0089542149,.47102866,.50612855
8.5369959,.48503974,.0089432858,.46751121,.50256824
8.5564137,.48156971,.0089334678,.46406046,.49907899
8.5754623,.47816566,.0089247031,.46067357,.49565774
8.5941544,.47482535,.0089169405,.45734847,.49230221
8.6125031,.47154638,.0089101298,.45408285,.48900992
8.6305218,.46832636,.0089042233,.45087442,.48577833
8.648221,.46516347,.0088991774,.44772139,.48260552
8.6656132,.46205544,.0088949492,.44462165,.47948921
8.6827078,.45900059,.0088915005,.44157356,.47642758
8.6995144,.4559972,.0088887941,.43857548,.47341889
8.7160444,.45304322,.0088867946,.43562543,.47046101
8.7323046,.45013747,.0088854693,.43272227,.46755269
8.7483053,.44727811,.0088847857,.42986423,.46469197
8.7640533,.44446388,.008884714,.42705017,.46187758
8.7795572,.44169328,.0088852271,.42427856,.45910802
8.7948246,.43896496,.0088862972,.42154813,.4563818
8.8098631,.43627754,.0088879,.41885757,.4536975
8.8246775,.43363017,.0088900095,.41620606,.45105428
8.8392763,.4310213,.0088926051,.41359213,.44845051
8.8536654,.42844996,.0088956635,.41101477,.44588512
8.8678503,.42591506,.0088991644,.40847301,.44335708
8.8818359,.42341578,.008903088,.40596604,.44086552
8.8956299,.42095077,.0089074168,.40349254,.43840897
8.909235,.4185195,.0089121303,.40105203,.43598694
8.922658,.41612077,.0089172143,.39864334,.43359819
8.9359035,.41375372,.0089226505,.39626566,.43124181
8.9489756,.41141772,.0089284247,.39391834,.42891711
8.9618788,.40911189,.008934522,.39160055,.42662323
8.974618,.40683535,.0089409286,.38931146,.42435926
