inc_log,yhat,se_hi,lowerci_hi,upperci_hi
6.6200733,.94441342,.010299203,.92422736,.96459949
6.7452364,.92379165,.0098438561,.90449804,.94308525
6.856462,.9054662,.0094519481,.88694072,.92399168
6.9565454,.88897651,.0091108782,.87111956,.90683353
7.0475173,.87398803,.0088114897,.85671788,.89125824
7.130899,.86025017,.008546913,.84349853,.87700182
7.20786,.84757012,.0083118565,.83127916,.86386102
7.2793188,.83579659,.0081021562,.81991667,.85167652
7.3460102,.8248086,.0079144677,.80929649,.84032065
7.4085307,.81450772,.0077460627,.7993257,.82968974
7.467371,.80481327,.0075946874,.78992796,.81969857
7.5229411,.79565758,.0074584479,.78103924,.81027585
7.5755849,.78698403,.0073357434,.77260619,.8013618
7.6255951,.77874434,.0072252029,.76458323,.79290551
7.673223,.77089721,.0071256403,.75693119,.78486323
7.7186856,.76340681,.0070360242,.74961644,.77719718
7.7621708,.75624222,.0069554518,.7426098,.76987469
7.8038435,.7493763,.0068831248,.73588562,.76286697
7.8438487,.74278504,.0068183355,.72942138,.75614876
7.8823147,.73644739,.0067604524,.72319716,.74969769
7.9193563,.73034447,.0067089079,.71719521,.74349368
7.9550743,.72445959,.0066631944,.71139997,.7375192
7.9895606,.71877766,.0066228509,.70579708,.73175818
8.0228968,.71328521,.0065874602,.70037401,.72619641
8.0551577,.7079699,.0065566422,.69511914,.72082072
8.0864105,.70282072,.0065300521,.69002205,.71561939
8.1167154,.6978277,.0065073739,.68507349,.7105819
8.1461296,.69298142,.0064883172,.68026459,.70569831
8.1747026,.68827379,.0064726179,.67558765,.70095986
8.2024822,.68369681,.0064600301,.67103541,.69635826
8.2295113,.67924356,.0064503304,.66660112,.69188595
8.2558289,.67490745,.006443311,.66227883,.68753612
8.2814713,.67068267,.006438781,.65806288,.6833024
8.3064718,.66656357,.0064365631,.65394813,.67917901
8.330864,.66254473,.0064364937,.64992946,.67516005
8.3546743,.65862179,.006438422,.64600271,.67124081
8.3779316,.65478992,.0064422064,.6421634,.66741639
8.4006596,.65104526,.0064477175,.63840795,.66368258
8.4228821,.64738393,.0064548338,.63473266,.66003513
8.444622,.64380205,.0064634434,.63113391,.65647018
8.4658995,.6402964,.0064734411,.62760866,.65298408
8.4867344,.63686365,.0064847306,.62415379,.64957345
8.507143,.63350111,.0064972201,.62076682,.64623547
8.5271435,.63020587,.0065108263,.61744487,.64296687
8.546752,.62697518,.0065254704,.61418551,.63976485
8.5659838,.62380654,.0065410798,.61098629,.63662684
8.5848522,.6206978,.0065575852,.60784519,.63355047
8.6033707,.61764669,.0065749232,.60476011,.63053334
8.6215534,.61465096,.0065930351,.60172886,.62757307
8.639411,.61170876,.0066118641,.59874976,.62466776
8.6569548,.60881823,.006631359,.59582102,.62181544
8.6741972,.60597742,.0066514728,.59294075,.61901402
8.6911469,.60318476,.0066721579,.59010762,.61626196
8.7078133,.60043883,.006693372,.58732009,.61355758
8.7242069,.59773785,.006715077,.58457649,.61089915
8.7403364,.59508032,.0067372355,.58187562,.60828507
8.7562103,.59246498,.0067598131,.579216,.60571396
8.7718353,.5898906,.0067827753,.57659662,.60318458
8.78722,.58735585,.0068060933,.57401615,.60069555
8.802372,.58485943,.0068297395,.57147336,.59824544
8.8172979,.5824002,.0068536857,.56896722,.59583318
8.8320036,.57997733,.0068779066,.56649685,.59345776
8.8464966,.57758945,.0069023804,.56406105,.59111786
8.8607826,.57523572,.0069270842,.56165886,.58881253
8.8748674,.57291508,.0069519971,.55928946,.58654076
8.8887568,.57062674,.0069771009,.55695182,.58430159
8.9024553,.56836975,.0070023756,.55464536,.58209413
8.9159689,.56614327,.0070278058,.552369,.57991749
8.9293032,.56394631,.0070533766,.55012196,.57777065
8.942461,.56177843,.00707907,.54790372,.57565314
8.9554482,.55963868,.0071048737,.54571337,.57356399
8.9682684,.55752641,.0071307733,.54355037,.57150251
8.9809275,.55544072,.00715676,.54141372,.56946772
8.9934273,.55338126,.0071828174,.53930318,.56745934
9.0057735,.55134708,.0072089387,.53721786,.56547636
9.0179682,.54933792,.0072351098,.53515738,.56351846
9.0300169,.54735279,.0072613251,.53312087,.56158471
9.0419216,.54539138,.0072875721,.53110796,.55967474
9.0536861,.54345304,.0073138443,.52911818,.55778795
9.0653143,.54153723,.0073401341,.52715081,.55592358
9.0768089,.53964335,.0073664333,.52520543,.55408132
9.0881729,.53777105,.0073927352,.52328151,.55226052
9.0994091,.53591979,.0074190325,.52137876,.55046082
9.1105204,.53408909,.0074453196,.5194965,.54868162
9.1215096,.53227854,.0074715908,.51763445,.54692256
9.1323786,.53048772,.0074978387,.51579225,.54518324
9.1431313,.52871615,.0075240615,.51396924,.54346305
9.1537704,.52696323,.0075502554,.51216501,.54176146
9.1642962,.52522904,.0075764097,.51037955,.54007852
9.1747131,.52351272,.0076025263,.50861204,.53841341
9.1850224,.52181417,.0076285983,.5068624,.53676599
9.1952267,.52013296,.0076546236,.50513017,.53513575
9.205328,.51846862,.0076805986,.50341493,.53352237
9.2153282,.51682103,.0077065192,.50171649,.5319255
9.2252293,.51518971,.007732382,.50003451,.5303449
9.235033,.51357448,.0077581848,.49836871,.52878022
9.2447414,.51197493,.0077839247,.4967187,.5272311
9.2543573,.51039058,.0078096017,.49508408,.52569717
9.2638807,.50882155,.0078352094,.4934648,.52417827
9.2733154,.50726706,.0078607509,.4918603,.52267385
9.2826614,.50572723,.0078862198,.49027053,.52118397
9.2919207,.50420171,.0079116151,.4886952,.51970816
9.301095,.50269014,.0079369368,.48713404,.51824623
9.3101854,.50119239,.0079621794,.48558682,.51679802
9.3191948,.49970803,.0079873474,.48405311,.51536292
9.3281231,.49823701,.0080124345,.48253292,.51394111
9.3369732,.49677888,.0080374442,.48102579,.512532
9.3457451,.49533361,.0080623711,.47953168,.51113558
9.3544407,.49390095,.008087215,.47805029,.50975162
9.3630619,.49248052,.008111977,.47658134,.5083797
9.3716087,.49107236,.0081366533,.47512481,.50701988
9.3800831,.48967612,.008161244,.47368038,.50567186
9.3884869,.4882915,.0081857517,.47224775,.50433528
9.3968201,.48691854,.008210171,.47082689,.50301015
9.4050846,.48555687,.0082345037,.46941754,.50169623
9.4132814,.48420638,.0082587497,.46801952,.50039321
9.4214115,.48286688,.0082829073,.46663266,.49910107
9.4294758,.48153821,.0083069755,.46525684,.49781957
9.4374762,.48022008,.008330957,.46389169,.49654844
9.4454126,.47891247,.0083548492,.46253726,.49528766
9.4532862,.47761524,.0083786501,.46119338,.49403709
9.4610987,.47632805,.0084023634,.45985973,.49279636
9.4688511,.47505075,.0084259892,.45853612,.49156541
9.4765434,.47378337,.0084495228,.45722261,.49034414
9.4841766,.47252575,.008472966,.45591903,.48913243
9.4917526,.47127753,.0084963217,.45462504,.48793
9.4992714,.47003874,.0085195862,.45334065,.4867368
9.5067348,.46880907,.008542764,.45206556,.48555258
9.514142,.46758866,.0085658487,.45079991,.48437741
9.5214949,.4663772,.008588844,.44954339,.48321104
9.5287943,.46517456,.0086117499,.44829583,.48205328
9.5360403,.4639807,.0086345654,.44705728,.48090416
9.5432348,.46279535,.0086572934,.44582736,.47976333
9.5503778,.46161848,.008679932,.44460613,.47863081
9.5574703,.4604499,.0087024821,.44339338,.47750646
9.5645123,.4592897,.0087249419,.44218913,.47639027
9.5715055,.45813748,.0087473141,.44099307,.47528189
9.5784492,.45699343,.008769596,.43980536,.47418153
9.5853462,.4558571,.0087917922,.43862551,.47308871
9.5921955,.45472863,.0088138999,.43745369,.47200355
9.5989981,.45360783,.0088359192,.43628976,.47092593
9.6057549,.45249459,.0088578528,.43513352,.46985567
9.6124668,.45138875,.0088797007,.43398485,.46879262
9.619133,.45029041,.0089014582,.43284389,.46773696
9.6257563,.44919917,.0089231338,.43171015,.46668819
9.6323347,.44811532,.00894472,.43058398,.46564665
9.6388712,.44703835,.0089662233,.42946488,.46461183
9.6453638,.44596866,.0089876372,.42835319,.4635841
9.6518164,.44490552,.009008972,.42724827,.4625628
9.658226,.44384947,.0090302173,.42615059,.46154839
9.6645956,.44280002,.0090513807,.42505965,.46054041
9.6709251,.44175717,.0090724621,.42397547,.45953888
9.6772137,.44072109,.009093455,.42289823,.45854393
9.6834641,.43969128,.0091143698,.42182744,.45755512
9.6896753,.43866792,.0091352006,.42076325,.45657256
9.6958485,.43765083,.0091559505,.41970551,.45559615
9.7019835,.43664002,.0091766175,.4186542,.45462587
9.7080803,.43563554,.0091972016,.41760933,.45366171
9.7141418,.43463683,.0092177093,.41657045,.45270321
9.7201653,.43364441,.0092381313,.41553801,.45175081
9.7261534,.43265781,.0092584761,.41451153,.45080408
9.7321062,.43167704,.0092787426,.41349104,.44986302
9.7380228,.43070221,.0092989272,.41247666,.44892779
9.7439051,.42973307,.0093190335,.41146809,.44799802
9.749753,.42876956,.0093390625,.41046533,.44707379
9.7555676,.42781156,.0093590152,.40946823,.44615489
9.7613478,.4268592,.0093788886,.40847692,.44524148
9.7670946,.42591235,.0093986839,.40749127,.44433343
9.772809,.42497087,.0094184047,.40651113,.4434306
9.778491,.42403468,.009438049,.40553647,.44253293
9.7841406,.42310387,.0094576161,.4045673,.44164047
9.7897587,.42217824,.0094771096,.40360346,.44075304
9.7953453,.42125779,.0094965277,.40264493,.43987066
9.8009014,.42034239,.0095158741,.40169162,.43899316
9.806426,.41943213,.0095351432,.4007436,.43812069
9.8119202,.41852695,.0095543377,.39980078,.43725309
9.8173847,.41762659,.0095734615,.39886296,.43639025
9.8228197,.41673115,.0095925126,.39793015,.43553212
9.8282251,.41584054,.0096114911,.39700237,.4346787
9.833601,.41495481,.009630396,.3960796,.43383005
9.8389492,.41407365,.0096492339,.39516151,.43298581
9.8442678,.41319737,.0096679963,.39424843,.43214628
9.8495588,.41232562,.0096866908,.39334005,.43131119
9.8548222,.41145843,.0097053153,.39243636,.43048051
9.8600578,.4105958,.0097238701,.39153737,.42965424
9.8652668,.40973759,.0097423568,.39064291,.42883226
9.8704481,.4088839,.0097607737,.38975313,.42801467
9.8756027,.40803465,.0097791208,.38886791,.42720136
9.8807306,.40718976,.0097973999,.38798723,.42639232
9.8858328,.40634915,.0098156128,.38711089,.42558739
9.8909092,.40551275,.0098337596,.38623893,.42478657
9.8959589,.40468076,.0098518347,.38537154,.42399001
9.9009848,.4038527,.0098698502,.38450816,.42319727
9.9059849,.40302891,.0098877968,.38364917,.42240861
9.9109592,.40220931,.0099056754,.38279456,.42162409
9.9159098,.40139368,.0099234916,.381944,.42084336
9.9208364,.40058196,.0099412445,.3810975,.42006645
9.9257383,.39977434,.0099589312,.38025519,.41929349
9.9306164,.39897063,.0099765547,.37941694,.41852432
9.9354706,.39817086,.0099941129,.37858275,.41775894
9.9403019,.39737484,.010011612,.37775245,.41699725
9.9451094,.39658278,.010029044,.37692621,.41623935
9.949894,.39579448,.010046415,.37610385,.41548508
9.9546556,.39500993,.010063724,.37528539,.41473448
9.9593954,.39422902,.010080974,.37447068,.41398737
9.9641123,.39345187,.01009816,.37365985,.41324389
9.9688072,.39267832,.010115286,.37285274,.41250393
9.9734802,.39190841,.010132352,.37204936,.41176745
9.9781313,.3911421,.010149358,.37124974,.41103446
9.9827604,.3903794,.010166301,.37045383,.41030499
9.9873686,.38962018,.010183188,.36966148,.40957886
9.9919558,.3888644,.010200015,.36887273,.40885606
9.9965219,.38811207,.010216785,.36808753,.40813661
10.001068,.38736305,.010233498,.36730576,.40742034
10.005592,.38661763,.010250148,.36652771,.40670756
10.010098,.38587537,.010266746,.36575291,.40599781
10.014582,.38513657,.010283284,.36498171,.40529144
10.019046,.38440105,.010299766,.36421388,.40458822
10.02349,.38366884,.010316189,.36344948,.4038882
10.027915,.38293979,.010332559,.36268833,.40319121
10.03232,.38221401,.010348871,.36193058,.40249741
10.036706,.38149139,.010365129,.3611761,.40180665
10.041073,.38077191,.010381332,.36042485,.40111893
10.045421,.38005555,.01039748,.35967687,.40043426
10.04975,.3793422,.010413576,.35893196,.39975244
10.05406,.37863216,.010429612,.35819048,.39907381
10.058352,.37792492,.010445601,.35745192,.39839792
10.062626,.37722084,.010461533,.3567166,.39772508
10.066881,.37651974,.010477412,.35598439,.39705509
10.071118,.37582162,.010493238,.35525525,.39638799
10.075337,.37512648,.01050901,.3545292,.39572376
10.079539,.3744342,.010524733,.35380608,.3950623
10.083724,.37374473,.010540405,.35308591,.39440355
10.087891,.37305823,.010556024,.3523688,.39374766
10.09204,.37237456,.010571592,.35165465,.39309451
10.096172,.37169373,.010587108,.35094339,.3924441
10.100287,.37101573,.010602573,.35023507,.39179641
10.104385,.37034056,.010617987,.34952968,.39115143
10.108467,.36966807,.010633353,.34882706,.39050907
10.112533,.36899823,.010648671,.34812722,.38986924
10.116581,.36833122,.010663936,.34743029,.38923216
10.120613,.3676669,.010679153,.34673613,.38859767
10.124629,.36700523,.010694321,.34604475,.38796571
10.128629,.36634624,.01070944,.34535614,.38733637
10.132613,.36568978,.010724513,.34467012,.38670942
10.136581,.36503598,.010739537,.34398687,.38608506
10.140534,.36438468,.010754514,.34330621,.38546315
10.144471,.36373606,.010769443,.34262833,.38484377
10.148393,.36308995,.010784324,.34195307,.38422683
10.152299,.36244637,.010799158,.3412804,.38361233
10.15619,.36180529,.010813947,.34061036,.38300022
10.160066,.36116672,.010828688,.33994287,.38239056
10.163927,.36053053,.010843386,.33927786,.38178316
