discrate,pctile,rcp,count,mean,std,min,25%,50%,75%,max
0.025,0.35,rcp85,94378.0,13.172671570250635,14.647828893747642,0.540400635789047,4.276636872469589,8.300624023114304,16.218750551738484,258.3917659003266
0.025,0.4,rcp45,94378.0,9.240783383248637,10.742402859742967,0.5527315074221953,3.1556521988851385,5.756398482773042,10.931067140731972,219.91714481170754
0.025,0.4,rcp85,94378.0,14.162464684161915,15.205891071332736,0.6978952145625583,4.855310145670986,9.13760709071978,17.454434175343465,262.16358936817954
0.025,0.45,rcp45,94378.0,10.169739025980386,11.212055242962434,0.7175355516335257,3.736381557274253,6.565138651116479,12.078991234228068,223.02440236995878
0.025,0.45,rcp85,94378.0,15.043767115845421,15.636668311317715,0.8515712293764784,5.401449921114025,9.914067021526245,18.5586464872907,262.3132525271814
0.025,0.5,rcp45,94378.0,11.048811310716776,11.584506024649365,0.8879632024940757,4.315168524157957,7.3665347242097035,13.170205983946497,224.34727699032663
0.025,0.5,rcp85,94378.0,15.786537553317087,15.909304245511194,1.0047944277413432,5.909163780044462,10.605970744271,19.492800969182852,260.6261600416367
0.025,0.55,rcp45,94378.0,12.000038415146776,12.120102684593775,1.0473413758482384,4.887782390141187,8.177459776894786,14.333448724961652,228.85421077587
0.025,0.55,rcp85,94378.0,16.74926323078727,16.45441171301923,1.1562655794835748,6.471784746096775,11.418898420089464,20.69620397609404,262.6586036182204
0.025,0.6,rcp45,94378.0,12.959200275486708,12.627504546721555,1.2136141016652833,5.477869821617758,9.010209463314084,15.521189470929944,233.76555193984458
0.025,0.6,rcp85,94378.0,17.649138341206434,16.924495158090323,1.309668215438985,7.02531768131106,12.201492114416439,21.820431059070465,265.51954997659743
0.025,0.65,rcp45,94378.0,13.954410976864065,13.125787629865926,1.3913613823343365,6.101321582144824,9.881812262711104,16.748539145497162,238.47136885270479
0.025,0.65,rcp85,94378.0,18.540923166951583,17.35509000271304,1.4711031956509393,7.585499296850113,12.99590124244069,22.926730540393663,268.08934826308206
0.025,0.7,rcp45,94378.0,15.103099055652635,13.887914114611098,1.561027026751277,6.743834279137137,10.820587969157923,18.159078523204695,248.90016842035234
0.025,0.7,rcp85,94378.0,19.78003590691498,18.20677597600854,1.6348596670005038,8.243268522546396,13.987956403704786,24.470013027085322,277.6172317250152
0.025,0.75,rcp45,94378.0,16.45132879465402,14.715598551077582,1.7755275394558776,7.52561603603555,11.954389240264533,19.8173779027928,258.9700732313598
0.025,0.75,rcp85,94378.0,21.13721525267807,19.059432821483906,1.8351949550560964,8.99849649510222,15.109254691959823,26.163424625113294,285.77984903182386
0.025,0.8,rcp45,94378.0,17.92805866302243,15.580901187860507,2.017975024225516,8.400798416768351,13.203361463945498,21.63871090725965,268.0761729206673
0.025,0.8,rcp85,94378.0,22.611536703188914,19.93185319357883,2.0628631282891825,9.849429076397733,16.35295304651615,27.99883597481243,292.04090471400167
0.025,0.85,rcp45,94378.0,19.595540752698245,16.420295051321343,2.317809808126945,9.450584404480288,14.672424208115794,23.69483410799654,273.9146814201933
0.025,0.85,rcp85,94378.0,24.142774348915545,20.66092304142889,2.3392118202364935,10.821038688390823,17.714256716816614,29.909967537331333,292.976843312181
0.025,0.9,rcp45,94378.0,21.747379684757277,17.36661687851051,2.734051027421923,10.868277972639063,16.620571396928064,26.35408840470808,275.09450464724495
0.025,0.9,rcp85,94378.0,26.033547377108516,21.37681561576617,2.7214416980714344,12.107633432915174,19.472291992869117,32.28022422903405,292.2940651531165
0.025,0.95,rcp45,94378.0,24.870230482350237,18.321725801018545,3.4255092912070277,13.118885086368293,19.621992473308676,30.2671536502007,262.0995353750867
0.025,0.95,rcp85,94378.0,28.333732316853478,21.610716920657353,3.3375991106540117,13.981497962355146,21.874057480829705,35.193203734320605,314.1424368210545
0.03,0.05,rcp45,94378.0,-2.342252573241435,2.4476451888859247,-5.220968253952451,-3.3442524351067124,-2.7929310378920214,-2.176996005500356,84.50670417409455
0.03,0.05,rcp85,94378.0,0.5220687859069606,4.796880537099787,-2.624123198492286,-1.6932046046098685,-1.2099471589114352,0.577935925413364,125.41650372166636
0.03,0.1,rcp45,94378.0,0.3552095014744052,4.108970472816715,-2.319563282753731,-1.3776097328085535,-1.013881638249706,0.23189951518124693,118.02247631762327
0.03,0.1,rcp85,94378.0,3.6866552802802603,7.152286599376946,-1.044715764273631,-0.2030987583795273,1.138871849327293,4.439332767773434,162.40706056936156
0.03,0.15,rcp45,94378.0,1.8791250725905386,4.863494817691061,-1.0825814869215358,-0.4783368010754042,0.1866423470006962,2.0680884291265555,129.61535878208943
0.03,0.15,rcp85,94378.0,5.14047524080978,7.93054251566926,-0.42224860904879047,0.6720554420283832,2.3854626492996927,6.224671425330569,172.67322593318272
0.03,0.2,rcp45,94378.0,3.0289131240315017,5.507735813538183,-0.43271682622026414,0.19082064532671872,1.1495533100078377,3.4635353734842007,136.98249123465482
0.03,0.2,rcp85,94378.0,6.408611213255602,8.703789284006705,-0.08191109916413383,1.3822241283367176,3.429871170885317,7.793303026643718,178.7164365500591
0.03,0.25,rcp45,94378.0,3.9098457645688796,5.885282305859529,-0.05738899992436146,0.7678183883674193,1.9376341443010516,4.544525825654482,139.54710201484482
0.03,0.25,rcp85,94378.0,7.223170047212953,9.04134094976845,0.09387785895297196,1.917096986943053,4.170448660353486,8.805751171449867,178.85750492106675
0.03,0.3,rcp45,94378.0,4.667984032577091,6.174293710809049,0.13295070199534353,1.2798790377730231,2.6336662100876693,5.480121105205732,140.9084701933037
0.03,0.3,rcp85,94378.0,7.872824911593021,9.256110826400894,0.23494437976621826,2.374214191227129,4.7804520044212016,9.615760016586767,177.97518486757033
0.03,0.35,rcp45,94378.0,5.449925861200061,6.60745628192002,0.2670010703035925,1.7509043759134792,3.3015315180656892,6.436950772916421,145.96137193297005
0.03,0.35,rcp85,94378.0,8.663648778972034,9.706563015599329,0.3598515125797147,2.835630774791559,5.450975342682,10.60144040092947,181.80177662254167
0.03,0.4,rcp45,94378.0,6.2120794122289915,6.9899152995534894,0.39974096219163036,2.2287276635704245,3.9707434912193107,7.373002842854753,149.41969235244585
0.03,0.4,rcp85,94378.0,9.390499173058336,10.066054277893029,0.4844383292157094,3.2843176060349517,6.086057496072879,11.50678542307864,183.4788631643855
0.03,0.45,rcp45,94378.0,6.910492277229932,7.291141779396728,0.5308845344002987,2.687482311706673,4.601844548170925,8.236866840452803,150.3718143297275
0.03,0.45,rcp85,94378.0,10.034266126956025,10.321314753357642,0.6074847749957666,3.7116325661433427,6.6747579627658045,12.315264954846892,181.95170452814867
0.03,0.5,rcp45,94378.0,7.577816881888194,7.54187723238005,0.6639143843857613,3.1439061466973555,5.219362793905663,9.065116370612815,150.3509843009448
0.03,0.5,rcp85,94378.0,10.601922415477839,10.494031537984288,0.7294542470557299,4.117920701790073,7.217085508479922,13.020131811356933,179.42180965038784
0.03,0.55,rcp45,94378.0,8.287912459802062,7.881796553670809,0.7918478904001861,3.598151781832963,5.849023020525877,9.93732031000739,152.10630831660137
0.03,0.55,rcp85,94378.0,11.294095669773473,10.81965571142699,0.8511777853004024,4.55601554657093,7.831760368331475,13.884272755944725,179.05750694880163
0.03,0.6,rcp45,94378.0,9.022566603315804,8.235485750007387,0.9236012022049382,4.068072969675464,6.5044353437747855,10.845726968558731,154.95777958056038
0.03,0.6,rcp85,94378.0,11.977951968809293,11.138870525380733,0.9741921569011012,4.994256059920318,8.44284809181789,14.738603540527652,180.24815239579206
0.03,0.65,rcp45,94378.0,9.793160635676912,8.597404974590809,1.0634813525403493,4.566049569216234,7.192015074705982,11.798360361502585,157.939544816102
0.03,0.65,rcp85,94378.0,12.674953156318155,11.450054851064463,1.1035183418142904,5.447142364810018,9.07126119545359,15.606984276224555,181.5155310158794
0.03,0.7,rcp45,94378.0,10.665328072182938,9.121274485483507,1.2001960989390277,5.0793700167436295,7.924022080285811,12.87687274518326,164.6252041632592
0.03,0.7,rcp85,94378.0,13.588904181092033,12.023262342852234,1.2353466341958084,5.964482739688183,9.82953572535952,16.745660840691578,187.44447055819393
0.03,0.75,rcp45,94378.0,11.675036994519141,9.686806783918927,1.3678172018813912,5.691812331211245,8.795195026283938,14.127657430868101,170.89599142401866
0.03,0.75,rcp85,94378.0,14.590342109259565,12.595788976767999,1.3934056036775833,6.555758728309399,10.679164230340742,17.999717036816975,192.20247759861266
0.03,0.8,rcp45,94378.0,12.786302392781215,10.268381943585755,1.5600684825098963,6.384312953209079,9.767002769235177,15.490264551057749,175.9758128024222
0.03,0.8,rcp85,94378.0,15.674922541586348,13.162512292323234,1.5751229776091669,7.219693423966348,11.623019520751118,19.353449721696897,194.94231680662642
0.03,0.85,rcp45,94378.0,14.056500243605305,10.838856082083645,1.797917647191199,7.2187278784284015,10.916368205994342,17.073458679840392,178.46743352377337
0.03,0.85,rcp85,94378.0,16.82508611683403,13.631239215289675,1.7967907322148082,7.991530857766389,12.680356055208332,20.791464535594862,193.39677408480387
0.03,0.9,rcp45,94378.0,15.681635183078598,11.440649563321289,2.1294542523789377,8.344412981531779,12.436681758446117,19.099258460721614,175.72101106922713
0.03,0.9,rcp85,94378.0,18.221881424253095,14.024394534553302,2.1045909252443087,9.009743059463966,14.03727768438705,22.54338927593458,183.29642548867335
0.03,0.95,rcp45,94378.0,18.04039278089205,12.020793739446761,2.6729632201726217,10.111675472875543,14.766811675015767,22.068236136223106,160.37627693929502
0.03,0.95,rcp85,94378.0,19.955375356464533,14.029707101351116,2.5981913797129472,10.513882851886152,15.92213836588817,24.73963676644738,192.92537564258794
0.05,0.05,rcp45,94378.0,-2.43446270333642,0.8354782931241888,-5.246383613152313,-2.97336028363434,-2.418327613171213,-1.900190423351956,26.477335694973856
0.05,0.05,rcp85,94378.0,-1.5351716283461339,1.177333277624753,-3.059526539047047,-2.0475558673868814,-1.7299627701498013,-1.3763757431632955,45.39087600211463
0.05,0.1,rcp45,94378.0,-1.068577407472889,0.9499279460276769,-2.452204226234341,-1.473706794814712,-1.2124711436770503,-0.9415137153798243,36.9593082608379
0.05,0.1,rcp85,94378.0,-0.1026096451643663,1.8220012568300343,-1.4263906173575904,-0.8724531592417766,-0.6796141410126977,-0.15682873012946408,56.09778511342442
0.05,0.15,rcp45,94378.0,-0.24453677124703363,1.2181071375853636,-1.2572790888897267,-0.7290864000292203,-0.5747287314868339,-0.3060780571916071,42.325403452654776
0.05,0.15,rcp85,94378.0,0.6904309749837527,2.1654083895706506,-0.7187145866443759,-0.36044499359193927,-0.06996849842566982,0.7896996004486835,60.889808966666756
0.05,0.2,rcp45,94378.0,0.3174857267255917,1.3572924514804499,-0.6234563780091575,-0.2903755006371971,-0.14229974006859458,0.3346536552908291,41.697608748622635
0.05,0.2,rcp85,94378.0,1.2206474059069288,2.302702006832704,-0.3136345428310064,0.0026157399636261252,0.4255478538927353,1.443359940323858,58.57266204057469
0.05,0.25,rcp45,94378.0,0.7701574241891744,1.4764882282768712,-0.19928573621705611,0.01972560964016621,0.2730002803516611,0.8808852441478014,41.27571078378391
0.05,0.25,rcp85,94378.0,1.6216352083811512,2.3877245722284886,-0.07428425494618539,0.3021457964388199,0.8147228854203452,1.942267545053228,56.57448591398391
0.05,0.3,rcp45,94378.0,1.1702539883213976,1.5898137645966781,0.0209885736057532,0.30832675406854276,0.6518535884251536,1.3751298572775474,40.93671574106645
0.05,0.3,rcp85,94378.0,1.9722133542457743,2.463262823050719,0.04382387904169507,0.5659058293962422,1.1588042277316455,2.3757390295369247,54.857821353029344
0.05,0.35,rcp45,94378.0,1.549647862957347,1.739053137772564,0.09633714049758295,0.5647302498586979,0.9988487114355078,1.8432866542104005,41.9268509958364
0.05,0.35,rcp85,94378.0,2.326821646666387,2.5953327617556314,0.11410124062411989,0.8081706859710516,1.4860952482104555,2.8168898343322533,55.02551026896697
0.05,0.4,rcp45,94378.0,1.9116679192976063,1.866176934296726,0.16668477178801522,0.8168448661512193,1.3374170765115538,2.2936174896307113,42.10347374136621
0.05,0.4,rcp85,94378.0,2.6525531340387896,2.69133449913217,0.18124165983527463,1.0422502805601184,1.7967521636676653,3.2245816972204544,54.10684560727918
0.05,0.45,rcp45,94378.0,2.2422093820468887,1.947387451715481,0.2379649134434864,1.0630150726508634,1.6614104343526677,2.7061862765105786,40.62555654624932
0.05,0.45,rcp85,94378.0,2.932471231736936,2.7230344582765937,0.24904875918934624,1.2670695899389133,2.0842344948052327,3.5780817652854027,50.99262627299777
0.05,0.5,rcp45,94378.0,2.5620661732572163,2.0214476981043337,0.3084040276907316,1.3032724688613155,1.9777031669920273,3.1099297213035038,38.910276641124476
0.05,0.5,rcp85,94378.0,3.1988269330055625,2.7450445055616,0.3158510078883141,1.4847361174781586,2.362873260871191,3.91223987685078,47.64035653135924
0.05,0.55,rcp45,94378.0,2.8928291458542024,2.107986803664991,0.379939046192322,1.5489694877297349,2.303024738028048,3.5231858292129625,37.33239277968227
0.05,0.55,rcp85,94378.0,3.485647612011291,2.7878059469044607,0.38423366375335816,1.7116471863118687,2.655165918510218,4.272443061789425,44.48853574524372
0.05,0.6,rcp45,94378.0,3.2539091448284547,2.237944634778358,0.45147995806466457,1.8019043740851188,2.643305554458844,3.972167602885598,37.22158975947221
0.05,0.6,rcp85,94378.0,3.8098499130959147,2.884082187846847,0.45256170112702243,1.9475153306010857,2.9696110695234474,4.677367208843691,43.26923560153699
0.05,0.65,rcp45,94378.0,3.6420741167643036,2.387866256156129,0.5264608999045542,2.0695608693543095,3.004007786564657,4.457692429990559,37.529945691470466
0.05,0.65,rcp85,94378.0,4.160055305261835,2.999616527379138,0.5241146752280096,2.1966666451062116,3.3056014593053415,5.114688997451842,42.490459019179646
0.05,0.7,rcp45,94378.0,4.0642993595174755,2.5763390781339615,0.6033613410307214,2.349247065420451,3.3880356078858345,4.981520424971759,38.77120066193443
0.05,0.7,rcp85,94378.0,4.565355211291991,3.175549030667235,0.5983530970572785,2.4668573543840733,3.674098602819056,5.617509951873922,42.95627137842866
0.05,0.75,rcp45,94378.0,4.542410310055303,2.7792363514684206,0.6927508192711814,2.6709831636644648,3.8283939779184246,5.573557788187578,39.697567300418825
0.05,0.75,rcp85,94378.0,5.012139234261692,3.3511241249475,0.6841447614479277,2.7736048618945266,4.089263147746281,6.174911796300799,43.821935453906114
