temp,ref,yhat_comm,se_comm,lowerci_comm,upperci_comm,yhat_low,se_low,lowerci_low,upperci_low,yhat_high,se_high,lowerci_high,upperci_high
-2.5999999,27,-4.4759502,7.8907495,-19.941534,10.989634,-1.4799073,8.4713469,-18.083443,15.123628,-21.500713,20.972439,-62.605938,19.604511
-2.5,27,-4.4608288,7.8640914,-19.874165,10.952507,-1.4749076,8.4427271,-18.02235,15.072535,-21.428076,20.901587,-62.394432,19.53828
-2.4000001,27,-4.4457073,7.8374333,-19.806795,10.91538,-1.469908,8.4141083,-17.961256,15.021441,-21.355438,20.830732,-62.182926,19.472048
-2.3,27,-4.4305859,7.8107753,-19.739424,10.878252,-1.4649082,8.3854885,-17.900164,14.970347,-21.282801,20.75988,-61.971416,19.405817
-2.2,27,-4.4154644,7.7841177,-19.672054,10.841125,-1.4599086,8.3568697,-17.839071,14.919254,-21.210163,20.689028,-61.759911,19.339586
-2.0999999,27,-4.4003429,7.7574596,-19.604685,10.803998,-1.4549088,8.3282499,-17.777979,14.868161,-21.137526,20.618174,-61.548405,19.273354
-2,27,-4.3852215,7.7308016,-19.537315,10.766871,-1.4499092,8.2996302,-17.716887,14.817067,-21.064888,20.547321,-61.336899,19.207123
-1.9,27,-4.3701,7.7041435,-19.469944,10.729744,-1.4449096,8.2710114,-17.655794,14.765974,-20.99225,20.476469,-61.125393,19.140892
-1.8,27,-4.3549786,7.6774859,-19.402575,10.692616,-1.4399098,8.2423916,-17.5947,14.714881,-20.919613,20.405617,-60.913883,19.074659
-1.7,27,-4.3398571,7.6508279,-19.335205,10.65549,-1.4349102,8.2137718,-17.533607,14.663788,-20.846975,20.334763,-60.702377,19.008429
-1.6,27,-4.3247361,7.6241698,-19.267834,10.618362,-1.4299104,8.185153,-17.472515,14.612694,-20.774338,20.26391,-60.490871,18.942198
-1.5,27,-4.3096147,7.5975118,-19.200464,10.581235,-1.4249108,8.1565332,-17.411423,14.561601,-20.7017,20.193058,-60.279366,18.875965
-1.4,27,-4.2944932,7.5708542,-19.133095,10.544108,-1.419911,8.1279135,-17.35033,14.510508,-20.629063,20.122204,-60.06786,18.809734
-1.3,27,-4.2793717,7.5441961,-19.065723,10.506981,-1.4149114,8.0992947,-17.289236,14.459414,-20.556425,20.051352,-59.856354,18.743502
-1.2,27,-4.2642503,7.5175381,-18.998354,10.469854,-1.4099118,8.0706749,-17.228144,14.40832,-20.483788,19.980499,-59.644844,18.677271
-1.1,27,-4.2491288,7.49088,-18.930984,10.432727,-1.404912,8.0420561,-17.167051,14.357227,-20.41115,19.909647,-59.433338,18.61104
-1,27,-4.2340074,7.4642224,-18.863613,10.395599,-1.3999124,8.0134363,-17.105959,14.306134,-20.338512,19.838793,-59.221832,18.544807
-.89999998,27,-4.2188859,7.4375644,-18.796244,10.358473,-1.3949126,7.984817,-17.044867,14.255041,-20.265875,19.767941,-59.010326,18.478577
-.80000001,27,-4.2037644,7.4109063,-18.728874,10.321345,-1.389913,7.9561973,-16.983774,14.203947,-20.193237,19.697088,-58.79882,18.412346
-.69999999,27,-4.188643,7.3842483,-18.661503,10.284218,-1.3849133,7.927578,-16.92268,14.152854,-20.1206,19.626234,-58.587315,18.346113
-.60000002,27,-4.1735215,7.3575907,-18.594133,10.247091,-1.3799136,7.8989587,-16.861588,14.101761,-20.047962,19.555382,-58.375805,18.279882
-.5,27,-4.1584001,7.3309326,-18.526764,10.209964,-1.3749139,7.8703394,-16.800495,14.050668,-19.975325,19.484529,-58.164299,18.213652
-.40000001,27,-4.1432786,7.3042746,-18.459394,10.172837,-1.3699142,7.8417196,-16.739403,13.999574,-19.902687,19.413677,-57.952793,18.147419
-.30000001,27,-4.1281571,7.2776165,-18.392023,10.13571,-1.3649145,7.8131003,-16.67831,13.948481,-19.83005,19.342823,-57.741287,18.081188
-.2,27,-4.1130357,7.2509589,-18.324654,10.098582,-1.3599149,7.784481,-16.617218,13.897388,-19.757412,19.271971,-57.529781,18.014957
-.1,27,-4.0979142,7.2243009,-18.257284,10.061456,-1.3549151,7.7558618,-16.556124,13.846294,-19.684774,19.201118,-57.318275,17.948725
0,27,-4.0827928,7.1976428,-18.189913,10.024328,-1.3499155,7.727242,-16.495031,13.7952,-19.612137,19.130264,-57.106766,17.882494
.1,27,-4.0676713,7.1709847,-18.122543,9.9872007,-1.3449157,7.6986227,-16.433939,13.744107,-19.539499,19.059412,-56.89526,17.816261
.2,27,-4.0525498,7.1443272,-18.055174,9.9500742,-1.3399161,7.6700034,-16.372847,13.693014,-19.466862,18.98856,-56.683754,17.750031
.30000001,27,-4.0374284,7.1176691,-17.987803,9.9129467,-1.3349164,7.6413836,-16.311754,13.641921,-19.394224,18.917707,-56.472248,17.6838
.40000001,27,-4.0223069,7.091011,-17.920433,9.8758192,-1.3299167,7.6127644,-16.250662,13.590827,-19.321587,18.846853,-56.260742,17.617567
.5,27,-4.0071855,7.064353,-17.853064,9.8386927,-1.3249171,7.5841451,-16.189568,13.539734,-19.248949,18.776001,-56.049236,17.551336
.60000002,27,-3.992064,7.0376954,-17.785692,9.8015652,-1.3199173,7.5555258,-16.128475,13.488641,-19.176311,18.705149,-55.837727,17.485106
.69999999,27,-3.9769425,7.0110373,-17.718323,9.7644386,-1.3149177,7.526906,-16.067383,13.437548,-19.103674,18.634295,-55.626221,17.418873
.80000001,27,-3.9618211,6.9843793,-17.650953,9.7273111,-1.3099179,7.4982867,-16.00629,13.386455,-19.031036,18.563442,-55.414715,17.352642
.89999998,27,-3.9466996,6.9577212,-17.583584,9.6901836,-1.3049183,7.4696674,-15.945197,13.335361,-18.958399,18.49259,-55.203209,17.286411
1,27,-3.9315782,6.9310637,-17.516212,9.6530571,-1.2999187,7.4410481,-15.884105,13.284267,-18.885761,18.421736,-54.991703,17.220179
1.1,27,-3.9164567,6.9044056,-17.448843,9.6159296,-1.2949189,7.4124284,-15.823012,13.233174,-18.813124,18.350883,-54.780193,17.153948
1.2,27,-3.9013352,6.8777475,-17.381474,9.5788021,-1.2899193,7.3838091,-15.761919,13.182081,-18.740486,18.280031,-54.568687,17.087717
1.3,27,-3.8862138,6.85109,-17.314102,9.5416756,-1.2849195,7.3551898,-15.700827,13.130987,-18.667849,18.209179,-54.357182,17.021484
1.4,27,-3.8710923,6.8244319,-17.246733,9.5045481,-1.2799199,7.3265705,-15.639734,13.079894,-18.595211,18.138325,-54.145676,16.955254
1.5,27,-3.8559709,6.7977738,-17.179363,9.4674215,-1.2749201,7.2979507,-15.578641,13.028801,-18.522573,18.067472,-53.93417,16.889021
1.6,27,-3.8408494,6.7711158,-17.111992,9.430294,-1.2699205,7.2693315,-15.517549,12.977708,-18.449936,17.99662,-53.722664,16.82279
1.7,27,-3.8257279,6.7444577,-17.044622,9.3931665,-1.2649208,7.2407122,-15.456455,12.926614,-18.377298,17.925766,-53.511154,16.756559
1.8,27,-3.8106065,6.7178001,-16.977253,9.35604,-1.2599211,7.2120929,-15.395363,12.875521,-18.304661,17.854914,-53.299648,16.690327
1.9,27,-3.795485,6.6911421,-16.909882,9.3189125,-1.2549214,7.1834731,-15.33427,12.824428,-18.232023,17.784061,-53.088142,16.624096
2,27,-3.7803636,6.664484,-16.842512,9.281785,-1.2499217,7.1548538,-15.273177,12.773335,-18.159386,17.713209,-52.876637,16.557865
2.0999999,27,-3.7652421,6.6378264,-16.775143,9.2446585,-1.244922,7.1262345,-15.212085,12.72224,-18.086748,17.642355,-52.665131,16.491632
2.2,27,-3.7501206,6.6111684,-16.707773,9.207531,-1.2399224,7.0976148,-15.150992,12.671147,-18.014111,17.571503,-52.453625,16.425402
2.3,27,-3.7349992,6.5845103,-16.640402,9.1704044,-1.2349226,7.0689955,-15.089899,12.620054,-17.941473,17.50065,-52.242115,16.359171
2.4000001,27,-3.7198777,6.5578523,-16.573032,9.1332769,-1.229923,7.0403762,-15.028807,12.568961,-17.868835,17.429796,-52.030609,16.292938
2.5,27,-3.7047563,6.5311947,-16.505663,9.0961494,-1.2249233,7.0117569,-14.967714,12.517867,-17.796198,17.358944,-51.819103,16.226707
2.5999999,27,-3.6896348,6.5045366,-16.438292,9.0590229,-1.2199236,6.9831371,-14.906621,12.466774,-17.72356,17.288092,-51.607597,16.160477
2.7,27,-3.6745133,6.4778786,-16.370922,9.0218954,-1.214924,6.9545178,-14.845529,12.415681,-17.650923,17.217239,-51.396091,16.094244
2.8,27,-3.6593919,6.4512205,-16.303553,8.9847679,-1.2099242,6.9258986,-14.784436,12.364588,-17.578285,17.146385,-51.184586,16.028013
2.9000001,27,-3.6442704,6.4245629,-16.236181,8.9476414,-1.2049246,6.8972793,-14.723343,12.313494,-17.505648,17.075533,-50.973076,15.961782
3,27,-3.629149,6.3979049,-16.168812,8.9105139,-1.1999248,6.8686595,-14.662251,12.262401,-17.43301,17.004681,-50.76157,15.89555
3.0999999,27,-3.6140275,6.3712468,-16.101442,8.8733873,-1.1949252,6.8400402,-14.601158,12.211308,-17.360373,16.933826,-50.550064,15.829319
3.2,27,-3.598906,6.3445888,-16.034071,8.8362598,-1.1899254,6.8114209,-14.540065,12.160214,-17.287735,16.862974,-50.338558,15.763087
3.3,27,-3.5837846,6.3179312,-15.966702,8.7991323,-1.1849258,6.7828016,-14.478972,12.10912,-17.215097,16.792122,-50.127052,15.696856
3.4000001,27,-3.5686631,6.2912731,-15.899332,8.7620058,-1.1799262,6.7541819,-14.417879,12.058027,-17.14246,16.721268,-49.915543,15.630624
3.5,27,-3.5535417,6.2646151,-15.831962,8.7248783,-1.1749264,6.7255626,-14.356787,12.006934,-17.069822,16.650415,-49.704037,15.564393
3.5999999,27,-3.5384202,6.237957,-15.764592,8.6877508,-1.1699268,6.6969433,-14.295694,11.955841,-16.997185,16.579563,-49.492531,15.498161
3.7,27,-3.5232987,6.2112994,-15.697222,8.6506243,-1.164927,6.6683235,-14.234601,11.904747,-16.924547,16.508711,-49.281025,15.43193
3.8,27,-3.5081773,6.1846414,-15.629851,8.6134968,-1.1599274,6.6397042,-14.173509,11.853654,-16.85191,16.437857,-49.069519,15.365698
3.9000001,27,-3.4930558,6.1579833,-15.562482,8.5763693,-1.1549277,6.6110849,-14.112416,11.802561,-16.779272,16.367004,-48.858013,15.299467
4,27,-3.4779344,6.1313252,-15.495111,8.5392427,-1.149928,6.5824656,-14.051323,11.751468,-16.706635,16.296152,-48.646507,15.233235
4.0999999,27,-3.4628129,6.1046677,-15.427741,8.5021152,-1.1449283,6.5538464,-13.990231,11.700374,-16.633997,16.2253,-48.434998,15.167004
4.1999998,27,-3.4476917,6.0780096,-15.360372,8.4649887,-1.1399286,6.5252266,-13.929138,11.649281,-16.561359,16.154446,-48.223492,15.100773
4.3000002,27,-3.43257,6.0513515,-15.293001,8.4278612,-1.1349289,6.4966073,-13.868045,11.598187,-16.488722,16.083593,-48.011986,15.034541
4.4000001,27,-3.4174485,6.0246935,-15.225631,8.3907337,-1.1299292,6.467988,-13.806952,11.547094,-16.416084,16.012741,-47.80048,14.968309
4.5,27,-3.4023271,5.9980359,-15.158261,8.3536072,-1.1249295,6.4393682,-13.74586,11.496,-16.343447,15.941888,-47.588974,14.902078
4.5999999,27,-3.3872058,5.9713778,-15.090891,8.3164797,-1.1199299,6.410749,-13.684767,11.444907,-16.270809,15.871035,-47.377468,14.835847
4.6999998,27,-3.3720844,5.9447198,-15.023521,8.2793522,-1.1149302,6.3821297,-13.623674,11.393814,-16.198172,15.800182,-47.165958,14.769615
4.8000002,27,-3.3569627,5.9180617,-14.956151,8.2422256,-1.1099305,6.3535104,-13.562582,11.342721,-16.125534,15.729329,-46.954453,14.703383
4.9000001,27,-3.3418415,5.8914042,-14.888781,8.2050982,-1.1049308,6.3248906,-13.501489,11.291627,-16.052896,15.658476,-46.742947,14.637152
5,27,-3.32672,5.8647461,-14.821411,8.1679716,-1.0999311,6.2962713,-13.440396,11.240534,-15.98026,15.587624,-46.531441,14.570921
5.0999999,27,-3.3115985,5.838088,-14.754041,8.1308441,-1.0949315,6.267652,-13.379304,11.189441,-15.907622,15.51677,-46.319935,14.504689
5.1999998,27,-3.2964771,5.8114305,-14.686671,8.0937166,-1.0899317,6.2390327,-13.318211,11.138348,-15.834985,15.445918,-46.108429,14.438458
5.3000002,27,-3.2813556,5.7847724,-14.619301,8.0565901,-1.0849321,6.210413,-13.257118,11.087254,-15.762347,15.375065,-45.896919,14.372227
5.4000001,27,-3.2662342,5.7581143,-14.55193,8.0194626,-1.0799323,6.1817937,-13.196025,11.03616,-15.68971,15.304212,-45.685413,14.305995
5.5,27,-3.2511127,5.7314563,-14.484561,7.9823356,-1.0749327,6.1531744,-13.134933,10.985067,-15.617072,15.233359,-45.473907,14.239763
5.5999999,27,-3.2359912,5.7047987,-14.417191,7.9452085,-1.0699331,6.1245551,-13.07384,10.933974,-15.544435,15.162506,-45.262402,14.173532
5.6999998,27,-3.2208698,5.6781406,-14.349821,7.9080811,-1.0649333,6.0959353,-13.012748,10.882881,-15.471797,15.091654,-45.050896,14.107301
5.8000002,27,-3.2057483,5.6514826,-14.282451,7.870954,-1.0599337,6.0673161,-12.951654,10.831787,-15.399159,15.020801,-44.839386,14.041069
5.9000001,27,-3.1906269,5.6248245,-14.21508,7.833827,-1.0549339,6.0386968,-12.890562,10.780694,-15.326522,14.949947,-44.62788,13.974837
6,27,-3.1755054,5.5981665,-14.147711,7.7966995,-1.0499343,6.010077,-12.829469,10.729601,-15.253884,14.879095,-44.416374,13.908607
6.0999999,27,-3.1603839,5.5715089,-14.08034,7.7595725,-1.0449346,5.9814577,-12.768376,10.678508,-15.181247,14.808242,-44.204868,13.842375
6.1999998,27,-3.1452625,5.5448508,-14.012971,7.7224455,-1.0399349,5.9528384,-12.707284,10.627414,-15.108609,14.73739,-43.993362,13.776143
6.3000002,27,-3.130141,5.5181928,-13.945601,7.6853185,-1.0349352,5.9242191,-12.646191,10.576321,-15.035972,14.666536,-43.781853,13.709911
6.4000001,27,-3.1150196,5.4915347,-13.87823,7.648191,-1.0299355,5.8955994,-12.585098,10.525228,-14.963334,14.595684,-43.570347,13.643681
6.5,27,-3.0998981,5.4648771,-13.810861,7.611064,-1.0249358,5.8669801,-12.524006,10.474133,-14.890697,14.524831,-43.358841,13.577449
6.5999999,27,-3.0847766,5.4382191,-13.74349,7.5739369,-1.0199361,5.8383608,-12.462913,10.42304,-14.818059,14.453979,-43.147335,13.511217
6.6999998,27,-3.0696552,5.411561,-13.67612,7.5368099,-1.0149364,5.8097415,-12.40182,10.371947,-14.745421,14.383125,-42.935829,13.444986
6.8000002,27,-3.0545337,5.384903,-13.60875,7.4996824,-1.0099367,5.7811217,-12.340728,10.320854,-14.672784,14.312272,-42.724323,13.378755
6.9000001,27,-3.0394123,5.3582454,-13.54138,7.4625554,-1.0049371,5.7525024,-12.279634,10.26976,-14.600146,14.24142,-42.512814,13.312523
7,27,-3.0242908,5.3315873,-13.47401,7.4254284,-.99993736,5.7238832,-12.218542,10.218667,-14.527509,14.170567,-42.301308,13.246291
7.0999999,27,-3.0091693,5.3049293,-13.40664,7.3883014,-.99493772,5.6952639,-12.15745,10.167574,-14.454871,14.099714,-42.089802,13.18006
7.1999998,27,-2.9940479,5.2782717,-13.33927,7.3511739,-.98993802,5.6666441,-12.096356,10.116481,-14.382234,14.028861,-41.878296,13.113829
7.3000002,27,-2.9789264,5.2516136,-13.271899,7.3140469,-.98493832,5.6380248,-12.035264,10.065387,-14.309596,13.958008,-41.66679,13.047597
7.4000001,27,-2.963805,5.2249556,-13.20453,7.2769198,-.97993863,5.6094055,-11.974171,10.014294,-14.236959,13.887156,-41.455284,12.981366
7.5,27,-2.9486835,5.1982975,-13.137159,7.2397928,-.97493893,5.5807858,-11.913078,9.9632006,-14.164321,13.816302,-41.243774,12.915134
7.5999999,27,-2.933562,5.1716399,-13.06979,7.2026653,-.96993929,5.5521665,-11.851986,9.9121075,-14.091683,13.74545,-41.032269,12.848903
7.6999998,27,-2.9184406,5.1449819,-13.002419,7.1655383,-.96493959,5.5235472,-11.790894,9.8610144,-14.019046,13.674597,-40.820763,12.782672
7.8000002,27,-2.9033191,5.1183238,-12.935049,7.1284113,-.9599399,5.4949279,-11.7298,9.8099203,-13.946408,13.603744,-40.609257,12.71644
7.9000001,27,-2.8881977,5.0916657,-12.86768,7.0912838,-.9549402,5.4663081,-11.668708,9.7588272,-13.873771,13.532891,-40.397751,12.650208
8,27,-2.8730762,5.0650082,-12.800309,7.0541568,-.9499405,5.4376888,-11.607615,9.7077341,-13.801133,13.462038,-40.186245,12.583977
8.1000004,27,-2.8579547,5.0383501,-12.732939,7.0170298,-.94494081,5.4090695,-11.546522,9.6566401,-13.728496,13.391185,-39.974735,12.517745
8.1999998,27,-2.8428335,5.011692,-12.665569,6.9799027,-.93994117,5.3804502,-11.48543,9.605547,-13.655858,13.320333,-39.763229,12.451514
8.3000002,27,-2.8277118,4.985034,-12.598199,6.9427752,-.93494147,5.3518305,-11.424336,9.5544538,-13.58322,13.249479,-39.551723,12.385283
8.3999996,27,-2.8125906,4.9583764,-12.530829,6.9056487,-.92994177,5.3232112,-11.363244,9.5033607,-13.510583,13.178627,-39.340218,12.319052
8.5,27,-2.7974689,4.9317183,-12.463459,6.8685212,-.92494208,5.2945919,-11.302152,9.4522676,-13.437945,13.107774,-39.128712,12.25282
8.6000004,27,-2.7823474,4.9050603,-12.396089,6.8313937,-.91994238,5.2659721,-11.241058,9.4011736,-13.365308,13.036922,-38.917202,12.186588
8.6999998,27,-2.7672262,4.8784022,-12.328719,6.7942672,-.91494274,5.2373528,-11.179966,9.3500805,-13.29267,12.966068,-38.7057,12.120357
8.8000002,27,-2.7521045,4.8517447,-12.261349,6.7571397,-.90994298,5.2087336,-11.118874,9.2989874,-13.220033,12.895216,-38.49419,12.054125
8.8999996,27,-2.7369833,4.8250866,-12.193979,6.7200127,-.90494335,5.1801143,-11.057781,9.2478943,-13.147396,12.824363,-38.282684,11.987894
9,27,-2.7218618,4.7984285,-12.126609,6.6828856,-.89994365,5.151495,-10.996688,9.1968002,-13.074758,12.75351,-38.071178,11.921662
9.1000004,27,-2.7067401,4.7717705,-12.059238,6.6457582,-.89494395,5.1228752,-10.935595,9.1457071,-13.00212,12.682657,-37.859673,11.855431
9.1999998,27,-2.6916189,4.7451129,-11.991869,6.6086311,-.88994426,5.0942559,-10.874502,9.094614,-12.929482,12.611804,-37.648167,11.7892
9.3000002,27,-2.6764975,4.7184548,-11.924499,6.5715041,-.88494456,5.0656366,-10.81341,9.04352,-12.856845,12.540952,-37.436657,11.722968
9.3999996,27,-2.661376,4.6917968,-11.857129,6.5343771,-.87994492,5.0370173,-10.752317,8.9924278,-12.784208,12.470098,-37.225151,11.656737
9.5,27,-2.6462545,4.6651387,-11.789759,6.4972496,-.87494522,5.0083976,-10.691224,8.9413338,-12.71157,12.399246,-37.013645,11.590506
9.6000004,27,-2.6311328,4.6384807,-11.722388,6.4601226,-.86994553,4.9797783,-10.630132,8.8902407,-12.638932,12.328393,-36.802139,11.524274
9.6999998,27,-2.6160116,4.6118231,-11.655019,6.4229956,-.86494583,4.951159,-10.569039,8.8391476,-12.566296,12.257541,-36.590633,11.458042
9.8000002,27,-2.6008902,4.585165,-11.587648,6.3858681,-.85994613,4.9225392,-10.507946,8.7880535,-12.493657,12.186687,-36.379124,11.39181
9.8999996,27,-2.5857687,4.5585074,-11.520279,6.3487415,-.85494649,4.8939199,-10.446854,8.7369604,-12.421021,12.115835,-36.167622,11.32558
10,27,-2.5706472,4.5318494,-11.452909,6.311614,-.8499468,4.8653007,-10.38576,8.6858673,-12.348382,12.044982,-35.956112,11.259348
10.1,27,-2.5555258,4.5051913,-11.385538,6.274487,-.8449471,4.8366809,-10.324668,8.6347733,-12.275744,11.974129,-35.744606,11.193116
10.2,27,-2.5404043,4.4785333,-11.318169,6.23736,-.8399474,4.8080616,-10.263576,8.5836802,-12.203108,11.903276,-35.5331,11.126885
10.3,27,-2.5252829,4.4518752,-11.250798,6.2002325,-.83494771,4.7794423,-10.202482,8.5325871,-12.130469,11.832423,-35.321594,11.060654
10.4,27,-2.5101614,4.4252176,-11.183429,6.1631055,-.82994807,4.750823,-10.14139,8.4814939,-12.057833,11.761571,-35.110088,10.994422
10.5,27,-2.4950399,4.3985596,-11.116058,6.1259785,-.82494837,4.7222037,-10.080297,8.4304008,-11.985195,11.690718,-34.898579,10.92819
10.6,27,-2.4799185,4.3719015,-11.048688,6.088851,-.81994861,4.693584,-10.019204,8.3793068,-11.912557,11.619864,-34.687073,10.861959
10.7,27,-2.464797,4.3452439,-10.981318,6.051724,-.81494898,4.6649647,-9.9581118,8.3282137,-11.83992,11.549012,-34.475567,10.795728
10.8,27,-2.4496756,4.3185859,-10.913948,6.0145969,-.80994928,4.6363454,-9.8970194,8.2771206,-11.767282,11.478159,-34.264061,10.729496
10.9,27,-2.4345541,4.2919278,-10.846579,5.9774699,-.80494964,4.6077261,-9.835927,8.2260275,-11.694645,11.407307,-34.052555,10.663265
11,27,-2.4194326,4.2652698,-10.779208,5.9403424,-.79994988,4.5791063,-9.7748337,8.1749334,-11.622007,11.336453,-33.841045,10.597034
11.1,27,-2.4043112,4.2386117,-10.711838,5.9032154,-.79495019,4.550487,-9.7137403,8.1238403,-11.549369,11.2656,-33.629539,10.530802
11.2,27,-2.3891897,4.2119541,-10.644468,5.8660884,-.78995055,4.5218678,-9.652648,8.0727472,-11.476732,11.194748,-33.418034,10.46457
11.3,27,-2.3740683,4.1852961,-10.577098,5.8289614,-.78495085,4.493248,-9.5915556,8.0216541,-11.404094,11.123895,-33.206528,10.398338
11.4,27,-2.3589468,4.158638,-10.509728,5.7918344,-.77995116,4.4646287,-9.5304632,7.9705606,-11.331457,11.053042,-32.995022,10.332108
11.5,27,-2.3438253,4.1319799,-10.442358,5.7547069,-.77495146,4.4360094,-9.4693699,7.919467,-11.25882,10.982189,-32.783516,10.265876
11.6,27,-2.3287039,4.1053224,-10.374988,5.7175798,-.76995176,4.4073896,-9.4082775,7.8683734,-11.186181,10.911336,-32.572006,10.199644
11.7,27,-2.3135824,4.0786643,-10.307618,5.6804528,-.76495212,4.3787708,-9.3471851,7.8172808,-11.113544,10.840484,-32.3605,10.133413
11.8,27,-2.298461,4.0520062,-10.240248,5.6433253,-.75995243,4.3501511,-9.2860918,7.7661872,-11.040907,10.76963,-32.148994,10.067182
11.9,27,-2.2833397,4.0253487,-10.172877,5.6061983,-.75495273,4.3215318,-9.2249994,7.7150941,-10.968269,10.698778,-31.937489,10.000951
12,27,-2.268218,3.9986906,-10.105508,5.5690713,-.74995303,4.2929125,-9.1639061,7.6640005,-10.895632,10.627925,-31.725983,9.9347191
12.1,27,-2.2530966,3.9720325,-10.038137,5.5319438,-.74495333,4.2642927,-9.1028137,7.6129069,-10.822993,10.557072,-31.514475,9.8684874
12.2,27,-2.2379751,3.9453747,-9.970768,5.4948173,-.7399537,4.2356734,-9.0417213,7.5618138,-10.750357,10.486219,-31.302969,9.8022556
12.3,27,-2.2228537,3.9187167,-9.9033976,5.4576898,-.73495394,4.2070541,-8.980628,7.5107203,-10.677719,10.415366,-31.091461,9.7360239
12.4,27,-2.2077324,3.8920588,-9.8360271,5.4205627,-.7299543,4.1784348,-8.9195356,7.4596272,-10.605082,10.344514,-30.879957,9.6697931
12.5,27,-2.1926107,3.8654008,-9.7686577,5.3834357,-.72495461,4.1498151,-8.8584433,7.4085336,-10.532444,10.273661,-30.668449,9.6035614
12.6,27,-2.1774893,3.8387427,-9.7012873,5.3463082,-.71995491,4.1211958,-8.7973499,7.3574405,-10.459806,10.202807,-30.456942,9.5373297
12.7,27,-2.1623681,3.8120849,-9.6339169,5.3091812,-.71495521,4.0925765,-8.7362576,7.3063474,-10.387169,10.131955,-30.245436,9.4710989
12.8,27,-2.1472464,3.7854269,-9.5665474,5.2720542,-.70995551,4.0639567,-8.6751652,7.2552538,-10.314531,10.061102,-30.03393,9.4048672
12.9,27,-2.1321251,3.7587693,-9.499177,5.2349272,-.70495588,4.0353374,-8.6140728,7.2041607,-10.241894,9.9902496,-29.822424,9.3386354
13,27,-2.1170037,3.7321112,-9.4318066,5.1977997,-.69995618,4.0067182,-8.5529795,7.1530671,-10.169256,9.9193964,-29.610916,9.2724037
13.1,27,-2.101882,3.7054532,-9.3644371,5.1606727,-.69495648,3.9780986,-8.4918861,7.1019735,-10.096619,9.8485432,-29.399408,9.206172
13.2,27,-2.0867608,3.6787953,-9.2970667,5.1235456,-.68995678,3.9494793,-8.4307938,7.0508804,-10.023981,9.7776909,-29.187904,9.1399412
13.3,27,-2.0716393,3.6521373,-9.2296963,5.0864182,-.68495709,3.9208598,-8.3697014,6.9997869,-9.9513435,9.7068377,-28.976397,9.0737095
13.4,27,-2.0565178,3.6254795,-9.1623268,5.0492916,-.67995745,3.8922405,-8.308609,6.9486938,-9.878706,9.6359854,-28.764891,9.0074787
13.5,27,-2.0413964,3.5988214,-9.0949564,5.0121641,-.67495775,3.863621,-8.2475157,6.8976002,-9.8060684,9.5651321,-28.553383,8.941247
13.6,27,-2.0262747,3.5721633,-9.027586,4.9750366,-.66995806,3.8350015,-8.1864233,6.8465071,-9.7334309,9.4942799,-28.341877,8.8750153
13.7,27,-2.0111535,3.5455055,-8.9602165,4.9379101,-.66495836,3.8063822,-8.1253309,6.795414,-9.6607933,9.4234266,-28.130371,8.8087845
13.8,27,-1.9960319,3.5188475,-8.8928461,4.9007826,-.65995866,3.7777627,-8.0642376,6.7443204,-9.5881557,9.3525734,-27.918863,8.7425528
13.9,27,-1.9809105,3.4921899,-8.8254766,4.8636556,-.65495902,3.7491436,-8.0031452,6.6932273,-9.5155182,9.2817211,-27.707357,8.676321
14,27,-1.9657891,3.4655318,-8.7581062,4.8265285,-.64995933,3.7205241,-7.9420524,6.6421337,-9.4428806,9.2108679,-27.495852,8.6100893
14.1,27,-1.9506675,3.4388738,-8.6907358,4.7894011,-.64495957,3.6919045,-7.8809595,6.5910401,-9.3702431,9.1400156,-27.284344,8.5438576
14.2,27,-1.9355462,3.4122159,-8.6233664,4.752274,-.63995993,3.6632853,-7.8198671,6.539947,-9.2976055,9.0691624,-27.072838,8.4776268
14.3,27,-1.9204247,3.3855579,-8.5559959,4.715147,-.63496023,3.6346657,-7.7587743,6.4888535,-9.224968,8.9983101,-26.86133,8.4113951
14.4,27,-1.9053032,3.3589001,-8.4886265,4.67802,-.6299606,3.6060464,-7.6976819,6.4377604,-9.1523304,8.9274569,-26.649826,8.3451643
14.5,27,-1.8901818,3.332242,-8.4212561,4.6408925,-.62496084,3.5774269,-7.6365886,6.3866673,-9.0796928,8.8566046,-26.438318,8.2789326
14.6,27,-1.8750602,3.305584,-8.3538857,4.6037655,-.61996114,3.5488074,-7.5754957,6.3355737,-9.0070553,8.7857513,-26.22681,8.2127008
14.7,27,-1.8599389,3.2789264,-8.2865162,4.5666385,-.6149615,3.5201881,-7.5144033,6.2844806,-8.9344177,8.7148991,-26.015305,8.1464691
14.8,27,-1.8448174,3.2522683,-8.2191458,4.529511,-.60996181,3.4915686,-7.4533105,6.233387,-8.8617802,8.6440458,-25.803799,8.0802374
14.9,27,-1.8296961,3.2256105,-8.1517763,4.4923844,-.60496211,3.4629493,-7.3922181,6.1822939,-8.7891426,8.5731936,-25.592293,8.0140066
15,27,-1.8145745,3.1989524,-8.0844059,4.4552569,-.59996241,3.4343297,-7.3311253,6.1312003,-8.7165051,8.5023403,-25.380785,7.9477749
15.1,27,-1.799453,3.1722944,-8.0170355,4.4181299,-.59496272,3.4057102,-7.2700324,6.0801067,-8.6438675,8.4314871,-25.169277,7.8815432
15.2,27,-1.7843316,3.1456366,-7.949666,4.3810029,-.58996308,3.3770912,-7.20894,6.0290136,-8.5712299,8.3606348,-24.957773,7.8153124
