temp,ref,yhat_comm,se_comm,lowerci_comm,upperci_comm,yhat_low,se_low,lowerci_low,upperci_low,yhat_high,se_high,lowerci_high,upperci_high,yhat_marg,se_marg,lowerci_marg,upperci_marg
-20,27,-10.742285,20.903435,-51.712261,30.227694,-3.2940433,23.804243,-49.949505,43.361416,-45.733269,57.713852,-158.85034,67.383797,-42.439224,62.762341,-165.45116,80.572701
-19.9,27,-10.719428,20.858959,-51.602238,30.16338,-3.2870345,23.753595,-49.843227,43.269157,-45.635963,57.591053,-158.51236,67.240425,-42.34893,62.628803,-165.09912,80.401268
-19.799999,27,-10.696572,20.814484,-51.49221,30.099066,-3.280026,23.702948,-49.73695,43.176899,-45.538658,57.468258,-158.17438,67.097061,-42.258633,62.495266,-164.7471,80.229836
-19.700001,27,-10.673717,20.770008,-51.382187,30.034752,-3.2730174,23.652302,-49.630676,43.084644,-45.441357,57.345467,-157.8364,66.95369,-42.168339,62.361729,-164.39508,80.058411
-19.6,27,-10.650861,20.725533,-51.27216,29.970438,-3.2660089,23.601654,-49.524403,42.992382,-45.344051,57.222668,-157.49841,66.810318,-42.078041,62.228191,-164.04306,79.886978
-19.5,27,-10.628005,20.681057,-51.162132,29.906122,-3.2590003,23.551006,-49.418125,42.900124,-45.246746,57.099873,-157.16045,66.666946,-41.987743,62.094654,-163.69104,79.715546
-19.4,27,-10.605149,20.636581,-51.052105,29.841808,-3.2519915,23.500359,-49.311852,42.807865,-45.149441,56.977077,-156.82246,66.523582,-41.897449,61.961117,-163.339,79.544113
-19.299999,27,-10.582293,20.592106,-50.942078,29.777494,-3.244983,23.449713,-49.205574,42.715607,-45.052135,56.854282,-156.48448,66.380211,-41.807152,61.827579,-162.98698,79.372681
-19.200001,27,-10.559438,20.547632,-50.832054,29.713181,-3.2379744,23.399065,-49.0993,42.623352,-44.95483,56.731487,-156.1465,66.236839,-41.716858,61.694046,-162.63496,79.201248
-19.1,27,-10.536581,20.503157,-50.722027,29.648867,-3.2309659,23.348417,-48.993023,42.531094,-44.857525,56.608692,-155.80852,66.093468,-41.62656,61.560509,-162.28294,79.029816
-19,27,-10.513725,20.458681,-50.612003,29.584551,-3.2239573,23.29777,-48.886749,42.438835,-44.76022,56.485897,-155.47054,65.950104,-41.536263,61.426971,-161.93091,78.858391
-18.9,27,-10.49087,20.414206,-50.501976,29.520237,-3.2169485,23.247124,-48.780472,42.346577,-44.662914,56.363102,-155.13257,65.806732,-41.445969,61.293434,-161.57889,78.686958
-18.799999,27,-10.468013,20.36973,-50.391949,29.455923,-3.20994,23.196476,-48.674194,42.254314,-44.565609,56.240303,-154.79459,65.663361,-41.355671,61.159897,-161.22687,78.515526
-18.700001,27,-10.445158,20.325254,-50.281925,29.391609,-3.2029314,23.145828,-48.567921,42.16206,-44.468307,56.117512,-154.4566,65.519997,-41.265377,61.02636,-160.87485,78.344093
-18.6,27,-10.422301,20.280779,-50.171898,29.327295,-3.1959229,23.095181,-48.461647,42.069801,-44.371002,55.994717,-154.11862,65.376625,-41.175079,60.892822,-160.52283,78.172661
-18.5,27,-10.399446,20.236303,-50.061871,29.26298,-3.1889143,23.044533,-48.35537,41.977543,-44.273697,55.871918,-153.78064,65.233253,-41.084782,60.759285,-160.17079,78.001228
-18.4,27,-10.37659,20.191828,-49.951843,29.198666,-3.1819055,22.993887,-48.249096,41.885284,-44.176392,55.749123,-153.44266,65.089882,-40.994484,60.625748,-159.81877,77.829796
-18.299999,27,-10.353734,20.147352,-49.84182,29.134352,-3.174897,22.943239,-48.142818,41.793026,-44.079086,55.626328,-153.10469,64.94651,-40.90419,60.49221,-159.46675,77.658363
-18.200001,27,-10.330878,20.102877,-49.731792,29.070038,-3.1678884,22.892591,-48.036545,41.700768,-43.981781,55.503532,-152.76671,64.803146,-40.813896,60.358677,-159.11473,77.486938
-18.1,27,-10.308022,20.058401,-49.621769,29.005724,-3.1608799,22.841944,-47.930267,41.608509,-43.884476,55.380737,-152.42873,64.659775,-40.723598,60.22514,-158.7627,77.315506
-18,27,-10.285166,20.013926,-49.511742,28.941408,-3.1538713,22.791298,-47.823994,41.516251,-43.787174,55.257942,-152.09074,64.516403,-40.633301,60.091602,-158.41068,77.144073
-17.9,27,-10.26231,19.96945,-49.401714,28.877094,-3.1468625,22.74065,-47.717716,41.423992,-43.689869,55.135147,-151.75276,64.373032,-40.543003,59.958065,-158.05865,76.972641
