temp,yhat_comm,se_comm,lowerci_comm,upperci_comm,yhat_low,se_low,lowerci_low,upperci_low,yhat_ag,se_ag,lowerci_ag,upperci_ag,yhat_nonag,se_nonag,lowerci_nonag,upperci_nonag,yhat_nonag_low,se_nonag_low,lowerci_nonag_low,upperci_nonag_low,yhat_ag_low,se_ag_low,lowerci_ag_low,upperci_ag_low,yhat_ag_nonag,se_ag_nonag,lowerci_ag_nonag,upperci_ag_nonag
45,-33.919815,11.890699,-57.225155,-10.614471,-7.6469498,8.7469311,-24.790619,9.4967194,-64.63353,28.030188,-119.57169,-9.6953697,-3.2874522,5.3353767,-13.744598,7.1696939,4.3594975,10.111305,-15.458297,24.177292,-56.98658,29.751705,-115.29885,1.3256911,-61.346077,28.620489,-117.44121,-5.250948
40,-20.122164,7.2754583,-34.381802,-5.8625264,-4.6846972,5.3189483,-15.109644,5.7402501,-30.72547,17.519341,-65.062744,3.6118066,-1.8969547,3.1699226,-8.109889,4.3159795,2.7877424,6.096734,-9.1616373,14.737122,-26.040773,18.468475,-62.238319,10.156774,-28.828514,17.847717,-63.809399,6.1523695
35,-7.5608931,3.1083658,-13.653178,-1.4686079,-1.9592663,2.3377531,-6.5411782,2.6226456,-1.3256191,9.325985,-19.604214,16.952976,-.64133233,1.3480821,-3.2835245,2.0008597,1.3179339,2.6428287,-3.8619151,6.4977832,.6336472,9.5965729,-18.175291,19.442585,-.68428671,9.4232702,-19.153557,17.784983
30,-.19935812,.66134781,-1.495576,1.0968598,-.22981744,.73657948,-1.6734867,1.2138518,9.1144485,4.396975,.49653614,17.732361,.047056284,.50762475,-.9478699,1.0419824,.27687371,.88226479,-1.4523336,2.0060809,9.3442659,4.4510365,.62039465,18.068138,9.0673923,4.4167986,.41062659,17.724159
10,-6.6949415,4.1110969,-14.752543,1.3626604,-.19646929,5.1520252,-10.294253,9.9013147,-80.179504,30.65064,-140.25365,-20.10535,-1.1202338,3.8129003,-8.5933809,6.3529139,-.92376441,6.3694835,-13.407722,11.560194,-79.983032,31.167906,-141.071,-18.895061,-79.059265,30.829784,-139.48453,-18.634003
5,-8.6640425,5.3202434,-19.091528,1.7634429,-.25425437,6.6673269,-13.321975,12.813466,-103.76171,39.665535,-181.50473,-26.018688,-1.4497142,4.9343419,-11.120846,8.2214174,-1.1954598,8.2428608,-17.35117,14.960251,-103.50745,40.334934,-182.56247,-24.452431,-102.312,39.897366,-180.5094,-24.11459
0,-10.633142,6.5293894,-23.430511,2.1642253,-.31203946,8.1826286,-16.349697,15.725617,-127.34391,48.680428,-222.7558,-31.932026,-1.7791947,6.0557828,-13.648312,10.089922,-1.4671552,10.116239,-21.294619,18.360308,-127.03188,49.501968,-224.05394,-30.009802,-125.56472,48.964951,-221.53426,-29.595179
-5,-12.602243,7.7385354,-27.769495,2.5650079,-.36982453,9.6979303,-19.377419,18.63777,-150.92612,57.695324,-264.00687,-37.845364,-2.1086752,7.1772242,-16.175776,11.958426,-1.7388507,11.989616,-25.238066,21.760365,-150.55629,58.668999,-265.54541,-35.567173,-148.81744,58.032536,-262.55911,-35.075768
-10,-14.571343,8.9476814,-32.108479,2.9657903,-.42760962,11.213232,-22.40514,21.549921,-174.50833,66.71022,-305.25793,-43.758701,-2.4381557,8.298666,-18.703241,13.82693,-2.0105462,13.862993,-29.181515,25.160421,-174.08072,67.836029,-307.0369,-41.124542,-172.07018,67.100121,-303.58398,-40.556358
