temp,ref,yhat_comm,se_comm,lowerci_comm,upperci_comm,yhat_low,se_low,lowerci_low,upperci_low,yhat_high,se_high,lowerci_high,upperci_high,yhat_marg,se_marg,lowerci_marg,upperci_marg
-20,27,-24.964287,20.129379,-64.417145,14.488572,-1.432086,19.292839,-39.245354,36.381184,-232.29688,89.232353,-407.18906,-57.404671,-230.86479,91.355263,-409.91782,-51.811756
-19.9,27,-24.911171,20.086552,-64.28009,14.457746,-1.429039,19.251789,-39.161854,36.303776,-231.80261,89.042496,-406.32269,-57.282532,-230.37358,91.160889,-409.04565,-51.701519
-19.8,27,-24.858055,20.043722,-64.143028,14.426919,-1.425992,19.210741,-39.078354,36.226368,-231.30836,88.852638,-405.45633,-57.160397,-229.88237,90.966515,-408.17346,-51.591278
-19.7,27,-24.804941,20.000895,-64.005974,14.396092,-1.422945,19.169693,-38.994854,36.148964,-230.81413,88.662788,-404.59,-57.038258,-229.39119,90.772148,-407.30133,-51.481045
-19.6,27,-24.751825,19.958067,-63.868916,14.365266,-1.419898,19.128645,-38.91135,36.071556,-230.31987,88.472931,-403.72363,-56.916122,-228.89998,90.577774,-406.42917,-51.370804
-19.5,27,-24.698709,19.915237,-63.731857,14.334439,-1.416851,19.087595,-38.82785,35.994148,-229.82562,88.283073,-402.85727,-56.793983,-228.40878,90.3834,-405.55698,-51.260567
-19.4,27,-24.645594,19.87241,-63.594799,14.303612,-1.4138041,19.046547,-38.74435,35.91674,-229.33138,88.093216,-401.99091,-56.671844,-227.91757,90.189026,-404.68481,-51.15033
-19.3,27,-24.592478,19.82958,-63.457741,14.272785,-1.4107571,19.005499,-38.660851,35.839336,-228.83713,87.903358,-401.12454,-56.549706,-227.42638,89.994652,-403.81265,-51.040092
-19.2,27,-24.539364,19.786753,-63.320686,14.241959,-1.4077101,18.964451,-38.577351,35.761929,-228.34288,87.713509,-400.25821,-56.42757,-226.93518,89.800285,-402.94049,-50.929855
-19.1,27,-24.486248,19.743923,-63.183628,14.211132,-1.4046631,18.923401,-38.493847,35.684521,-227.84863,87.523651,-399.39185,-56.305435,-226.44397,89.605911,-402.06833,-50.819618
-19,27,-24.433132,19.701096,-63.04657,14.180305,-1.4016161,18.882353,-38.410347,35.607117,-227.35439,87.333794,-398.52548,-56.183296,-225.95277,89.411537,-401.19617,-50.709377
-18.9,27,-24.380016,19.658266,-62.909512,14.149478,-1.3985691,18.841303,-38.326847,35.529709,-226.86014,87.143936,-397.65912,-56.061157,-225.46156,89.217163,-400.32397,-50.59914
-18.8,27,-24.3269,19.615438,-62.772453,14.118651,-1.3955221,18.800255,-38.243343,35.452301,-226.36588,86.954079,-396.79276,-55.939018,-224.97037,89.022789,-399.45181,-50.488903
-18.7,27,-24.273787,19.572611,-62.635395,14.087825,-1.3924751,18.759207,-38.159847,35.374897,-225.87164,86.764229,-395.92639,-55.816883,-224.47917,88.828415,-398.57968,-50.378666
-18.6,27,-24.220671,19.529781,-62.498337,14.056998,-1.3894281,18.718159,-38.076344,35.297489,-225.3774,86.574371,-395.06003,-55.694744,-223.98796,88.634041,-397.70749,-50.268429
-18.5,27,-24.167555,19.486954,-62.361279,14.026172,-1.3863811,18.677109,-37.992844,35.220081,-224.88313,86.384514,-394.19366,-55.572609,-223.49677,88.439674,-396.83533,-50.158188
-18.4,27,-24.114439,19.444124,-62.22422,13.995344,-1.3833342,18.636061,-37.909344,35.142673,-224.38889,86.194656,-393.3273,-55.45047,-223.00555,88.2453,-395.96317,-50.047951
-18.3,27,-24.061323,19.401295,-62.087162,13.964518,-1.3802871,18.595013,-37.82584,35.065266,-223.89464,86.004799,-392.46094,-55.328331,-222.51436,88.050926,-395.091,-49.937714
-18.2,27,-24.008207,19.358467,-61.950108,13.933691,-1.3772402,18.553965,-37.74234,34.987862,-223.40041,85.814949,-391.5946,-55.206196,-222.02316,87.856552,-394.21884,-49.827477
-18.1,27,-23.955093,19.315639,-61.813049,13.902864,-1.3741932,18.512915,-37.65884,34.910454,-222.90614,85.625092,-390.72824,-55.084057,-221.53195,87.662178,-393.34668,-49.717239
-18,27,-23.901978,19.27281,-61.675991,13.872038,-1.3711462,18.471867,-37.57534,34.833046,-222.4119,85.435234,-389.86188,-54.961918,-221.04076,87.467804,-392.47449,-49.607002
-17.9,27,-23.848862,19.229982,-61.538933,13.84121,-1.3680991,18.430819,-37.491837,34.755642,-221.91765,85.245377,-388.99551,-54.839783,-220.54955,87.27343,-391.60233,-49.496761
-17.8,27,-23.795746,19.187153,-61.401875,13.810384,-1.3650521,18.389769,-37.408337,34.678234,-221.4234,85.055519,-388.12915,-54.717644,-220.05835,87.079056,-390.73016,-49.386524
-17.7,27,-23.74263,19.144325,-61.26482,13.779557,-1.3620052,18.348721,-37.324837,34.600826,-220.92915,84.865662,-387.26282,-54.595509,-219.56715,86.884689,-389.858,-49.276287
-17.6,27,-23.689514,19.101498,-61.127762,13.748731,-1.3589582,18.307673,-37.241337,34.523422,-220.43491,84.675812,-386.39645,-54.47337,-219.07594,86.690315,-388.98584,-49.16605
-17.5,27,-23.6364,19.058668,-60.990704,13.717904,-1.3559113,18.266624,-37.157837,34.446014,-219.94066,84.485954,-385.53009,-54.351231,-218.58475,86.495941,-388.11368,-49.055813
-17.4,27,-23.583284,19.015839,-60.853645,13.687077,-1.3528641,18.225574,-37.074333,34.368607,-219.4464,84.296097,-384.66373,-54.229092,-218.09354,86.301567,-387.24152,-48.945572
-17.3,27,-23.530169,18.973011,-60.716587,13.65625,-1.3498172,18.184526,-36.990833,34.291199,-218.95215,84.106239,-383.79736,-54.106956,-217.60234,86.107193,-386.36932,-48.835335
-17.2,27,-23.477053,18.930183,-60.579529,13.625423,-1.3467703,18.143478,-36.907333,34.213795,-218.45792,83.916382,-382.931,-53.984821,-217.11115,85.912827,-385.49719,-48.725098
-17.1,27,-23.423937,18.887354,-60.442471,13.594597,-1.3437233,18.10243,-36.823833,34.136387,-217.96365,83.726524,-382.06464,-53.862682,-216.61993,85.718452,-384.625,-48.614861
-17,27,-23.370821,18.844526,-60.305412,13.56377,-1.3406762,18.06138,-36.740334,34.058979,-217.46941,83.536674,-381.19827,-53.740543,-216.12874,85.524078,-383.75284,-48.504623
-16.9,27,-23.317705,18.801697,-60.168354,13.532943,-1.3376292,18.020332,-36.65683,33.981571,-216.97516,83.346817,-380.33191,-53.618404,-215.63753,85.329704,-382.88068,-48.394386
-16.8,27,-23.264591,18.758869,-60.031296,13.502116,-1.3345822,17.979282,-36.57333,33.904167,-216.48091,83.15696,-379.46555,-53.496265,-215.14633,85.13533,-382.00851,-48.284145
-16.7,27,-23.211475,18.716042,-59.894241,13.47129,-1.3315353,17.938234,-36.48983,33.826759,-215.98666,82.967102,-378.59921,-53.37413,-214.65514,84.940964,-381.13635,-48.173912
-16.6,27,-23.15836,18.673212,-59.757183,13.440463,-1.3284882,17.897186,-36.40633,33.749352,-215.49242,82.777245,-377.73285,-53.251995,-214.16393,84.74659,-380.26419,-48.063671
-16.5,27,-23.105244,18.630383,-59.620125,13.409636,-1.3254412,17.856138,-36.322826,33.671947,-214.99817,82.587395,-376.86649,-53.129856,-213.67273,84.552216,-379.39203,-47.953434
-16.4,27,-23.052128,18.587555,-59.483067,13.37881,-1.3223943,17.815088,-36.239326,33.59454,-214.50392,82.397537,-376.00012,-53.007717,-213.18152,84.357841,-378.51984,-47.843197
-16.3,27,-22.999012,18.544725,-59.346008,13.347982,-1.3193473,17.77404,-36.155827,33.517132,-214.00966,82.20768,-375.13376,-52.885578,-212.69032,84.163467,-377.64767,-47.732956
-16.2,27,-22.945898,18.501898,-59.208954,13.317156,-1.3163004,17.732992,-36.072327,33.439728,-213.51543,82.017822,-374.2674,-52.763443,-212.19913,83.969093,-376.77554,-47.622723
-16.1,27,-22.892782,18.45907,-59.071896,13.286329,-1.3132533,17.691944,-35.988827,33.36232,-213.02118,81.827965,-373.40103,-52.641304,-211.70792,83.774719,-375.90335,-47.512482
-16,27,-22.839666,18.416241,-58.934837,13.255503,-1.3102063,17.650894,-35.905323,33.284912,-212.52692,81.638107,-372.53467,-52.519169,-211.21672,83.580345,-375.03119,-47.402245
-15.9,27,-22.786551,18.373413,-58.797779,13.224676,-1.3071593,17.609846,-35.821823,33.207504,-212.03267,81.448257,-371.6683,-52.39703,-210.72551,83.385971,-374.15903,-47.292007
-15.8,27,-22.733437,18.330584,-58.660721,13.19385,-1.3041123,17.568798,-35.738323,33.1301,-211.53842,81.2584,-370.80197,-52.274891,-210.23431,83.191605,-373.28687,-47.18177
-15.7,27,-22.680321,18.287756,-58.523663,13.163022,-1.3010653,17.527748,-35.654823,33.052692,-211.04417,81.068542,-369.93561,-52.152756,-209.74312,82.997231,-372.4147,-47.071533
-15.6,27,-22.627205,18.244928,-58.386604,13.132195,-1.2980183,17.4867,-35.571323,32.975285,-210.54993,80.878685,-369.06924,-52.030617,-209.25191,82.802856,-371.54254,-46.961296
-15.5,27,-22.574089,18.202099,-58.249546,13.101369,-1.2949713,17.445652,-35.48782,32.897877,-210.05568,80.688828,-368.20288,-51.908478,-208.76071,82.608482,-370.67035,-46.851055
-15.4,27,-22.520973,18.159269,-58.112488,13.070542,-1.2919244,17.404604,-35.40432,32.820473,-209.56143,80.49897,-367.33652,-51.786343,-208.2695,82.414108,-369.79819,-46.740818
-15.3,27,-22.467859,18.116442,-57.975433,13.039716,-1.2888774,17.363554,-35.32082,32.743065,-209.06718,80.30912,-366.47015,-51.664204,-207.77831,82.219742,-368.92603,-46.630581
-15.2,27,-22.414743,18.073614,-57.838375,13.008888,-1.2858304,17.322506,-35.23732,32.665657,-208.57294,80.119263,-365.60379,-51.542065,-207.28711,82.025368,-368.05386,-46.520344
-15.1,27,-22.361628,18.030785,-57.701317,12.978062,-1.2827834,17.281458,-35.153816,32.588249,-208.07869,79.929405,-364.73746,-51.41993,-206.7959,81.830994,-367.1817,-46.410107
-15,27,-22.308512,17.987957,-57.564259,12.947235,-1.2797364,17.240408,-35.070316,32.510845,-207.58444,79.739548,-363.87109,-51.297791,-206.3047,81.63662,-366.30954,-46.299866
-14.9,27,-22.255396,17.945127,-57.4272,12.916409,-1.2766894,17.19936,-34.986816,32.433437,-207.09018,79.54969,-363.00473,-51.175652,-205.81349,81.442245,-365.43738,-46.189629
-14.8,27,-22.20228,17.9023,-57.290142,12.885582,-1.2736424,17.158312,-34.903316,32.35603,-206.59595,79.35984,-362.13837,-51.053516,-205.3223,81.247871,-364.56522,-46.079391
-14.7,27,-22.149164,17.85947,-57.153084,12.854754,-1.2705954,17.117264,-34.819813,32.278622,-206.10168,79.169983,-361.272,-50.931377,-204.8311,81.053497,-363.69302,-45.969154
-14.6,27,-22.09605,17.816643,-57.016029,12.823928,-1.2675484,17.076214,-34.736313,32.201218,-205.60744,78.980125,-360.40564,-50.809242,-204.33989,80.859131,-362.82086,-45.858917
-14.5,27,-22.042934,17.773813,-56.878971,12.793101,-1.2645015,17.035166,-34.652813,32.12381,-205.11319,78.790268,-359.53928,-50.687103,-203.84869,80.664757,-361.9487,-45.74868
-14.4,27,-21.989819,17.730986,-56.741913,12.762275,-1.2614545,16.994118,-34.569313,32.046402,-204.61894,78.60041,-358.67291,-50.564964,-203.35748,80.470383,-361.07654,-45.638439
-14.3,27,-21.936703,17.688158,-56.604855,12.731448,-1.2584075,16.95307,-34.485813,31.968996,-204.12469,78.410561,-357.80658,-50.442829,-202.86629,80.276009,-360.20438,-45.528202
-14.2,27,-21.883587,17.645329,-56.467796,12.700621,-1.2553605,16.91202,-34.402309,31.89159,-203.63045,78.220703,-356.94022,-50.32069,-202.37509,80.081635,-359.33221,-45.417965
