temp,ref,yhat_comm,se_comm,lowerci_comm,upperci_comm,yhat_low,se_low,lowerci_low,upperci_low,yhat_ag,se_ag,lowerci_ag,upperci_ag,yhat_nonag,se_nonag,lowerci_nonag,upperci_nonag
42,27,-25.739859,9.1157446,-43.606388,-7.8733287,-5.848269,6.6668243,-18.915005,7.2184668,-44.654232,21.554022,-86.899338,-2.4091251,-2.2634764,4.0255814,-10.153471,5.6265178
42.1,27,-26.016479,9.2080641,-44.063953,-7.9690061,-5.9071078,6.7352409,-19.107937,7.2937222,-45.327057,21.764105,-87.983917,-2.6701939,-2.2882919,4.068882,-10.263154,5.6865706
42.2,27,-26.293093,9.3003969,-44.521534,-8.0646486,-5.9659452,6.8036885,-19.30093,7.3690395,-45.99984,21.974524,-89.069115,-2.930567,-2.3131068,4.1122098,-10.37289,5.7466769
42.3,27,-26.56971,9.3927469,-44.979156,-8.1602659,-6.0247831,6.872169,-19.493988,7.4444208,-46.672661,22.185272,-90.154991,-3.1903265,-2.3379221,4.1555662,-10.482682,5.806838
42.4,27,-26.846325,9.4851093,-45.436798,-8.2558508,-6.083621,6.94068,-19.687103,7.5198617,-47.345451,22.396338,-91.241463,-3.4494379,-2.3627369,4.1989484,-10.592525,5.8670506
42.5,27,-27.122944,9.5774879,-45.894474,-8.3514118,-6.1424594,7.0092211,-19.88028,7.5953617,-48.018269,22.607714,-92.328575,-3.7079659,-2.3875523,4.2423568,-10.702419,5.9273143
42.6,27,-27.399561,9.6698799,-46.352177,-8.4469452,-6.2012973,7.0777917,-20.073515,7.6709194,-48.69109,22.819391,-93.416275,-3.9659035,-2.4123676,4.2857904,-10.812363,5.987627
42.7,27,-27.676176,9.7622843,-46.809902,-8.54245,-6.2601352,7.1463895,-20.266802,7.746531,-49.36388,23.031361,-94.504517,-4.2232442,-2.4371827,4.3292475,-10.922352,6.0479865
42.8,27,-27.952795,9.8547029,-47.267658,-8.6379309,-6.3189735,7.2150154,-20.460144,7.8221974,-50.036697,23.243614,-95.593346,-4.4800501,-2.461998,4.3727288,-11.032389,6.1083927
42.9,27,-28.229406,9.9471321,-47.72543,-8.7333851,-6.377811,7.2836671,-20.653536,7.8979144,-50.709484,23.456144,-96.682678,-4.7362847,-2.4868126,4.4162316,-11.142467,6.1688423
43,27,-28.506027,10.039577,-48.183235,-8.8288183,-6.4366493,7.3523459,-20.846983,7.9736843,-51.382309,23.668947,-97.772591,-4.9920244,-2.5116282,4.4597583,-11.252593,6.2293367
43.1,27,-28.782646,10.132031,-48.641064,-8.9242277,-6.4954877,7.4210501,-21.040478,8.0495024,-52.055126,23.882011,-98.863007,-5.2472444,-2.5364435,4.5033054,-11.362761,6.2898731
43.2,27,-29.059317,10.224515,-49.098999,-9.0196362,-6.5543361,7.4897909,-21.234056,8.1253834,-52.728123,24.095367,-99.954178,-5.5020709,-2.5612638,4.5468826,-11.47299,6.3504624
43.3,27,-29.335819,10.316958,-49.556686,-9.114953,-6.6131525,7.5585155,-21.42757,8.2012663,-53.400524,24.308859,-101.04501,-5.7560387,-2.5860684,4.5904527,-11.58319,6.4110537
43.4,27,-29.612494,10.409464,-50.014668,-9.2103176,-6.6720014,7.6273041,-21.621243,8.2772398,-54.073528,24.522707,-102.13715,-6.0099082,-2.6108887,4.6340699,-11.693499,6.4717216
43.5,27,-29.889109,10.501964,-50.47258,-9.3056383,-6.7308393,7.6961012,-21.81492,8.3532419,-54.746342,24.736752,-103.22948,-6.2631979,-2.6357038,4.6776972,-11.803822,6.532414
43.6,27,-30.165731,10.594475,-50.930523,-9.4009418,-6.7896781,7.7649221,-22.008646,8.4292889,-55.419174,24.951031,-104.3223,-6.5160527,-2.6605196,4.721344,-11.914184,6.5931449
43.7,27,-30.442404,10.687012,-51.388561,-9.4962444,-6.848527,7.8337755,-22.202446,8.5053911,-56.092171,25.165567,-105.41578,-6.7685642,-2.6853399,4.765017,-12.024602,6.6539216
43.8,27,-30.718901,10.779506,-51.846344,-9.5914574,-6.907342,7.9026093,-22.396172,8.5814877,-56.764557,25.380203,-106.50884,-7.0202703,-2.710144,4.8086791,-12.134982,6.7146945
43.9,27,-30.995577,10.872064,-52.304432,-9.6867228,-6.9661918,7.9715052,-22.590055,8.6576719,-57.437569,25.595175,-107.60319,-7.2719469,-2.7349646,4.8523879,-12.24547,6.7755404
44,27,-31.272196,10.964613,-52.762444,-9.7819481,-7.0250297,8.0404072,-22.783939,8.7338791,-58.110386,25.810314,-108.69767,-7.5231009,-2.7597799,4.8961034,-12.355967,6.8364062
44.1,27,-31.548811,11.057171,-53.220467,-9.8771534,-7.0838675,8.1093283,-22.977858,8.8101234,-58.783195,26.025654,-109.79254,-7.7738533,-2.7845953,4.9398351,-12.466494,6.8973036
44.2,27,-31.82543,11.149739,-53.678516,-9.9723425,-7.1427064,8.1782684,-23.171818,8.886405,-59.456005,26.241194,-110.8878,-8.0242119,-2.8094106,4.983583,-12.577053,6.9582324
44.3,27,-32.102043,11.242314,-54.136574,-10.067513,-7.2015438,8.2472258,-23.365808,8.9627209,-60.128807,26.456921,-111.98342,-8.2741947,-2.8342254,5.0273452,-12.687641,7.0191903
44.4,27,-32.378662,11.334899,-54.594654,-10.162667,-7.2603817,8.3162012,-23.559837,9.039073,-60.801609,26.67284,-113.07941,-8.5238028,-2.8590407,5.0711231,-12.79826,7.0801783
44.5,27,-32.655277,11.427492,-55.05275,-10.257807,-7.3192201,8.3851948,-23.753901,9.1154594,-61.474426,26.888943,-114.17578,-8.7730684,-2.8838561,5.1149158,-12.908907,7.1411953
44.6,27,-32.931896,11.520093,-55.510864,-10.35293,-7.3780584,8.4542055,-23.947996,9.1918793,-62.147243,27.105223,-115.27251,-9.0219841,-2.9086714,5.1587229,-13.019583,7.20224
44.7,27,-33.208515,11.612702,-55.96899,-10.448036,-7.4368963,8.5232325,-24.142124,9.2683315,-62.820045,27.321678,-116.36955,-9.2705393,-2.9334865,5.2025437,-13.130284,7.2633114
44.8,27,-33.485126,11.705317,-56.427128,-10.543127,-7.4957337,8.5922747,-24.336283,9.3448143,-63.492847,27.538301,-117.46693,-9.5187674,-2.9583013,5.2463775,-13.241012,7.324409
44.9,27,-33.761745,11.797941,-56.885284,-10.638204,-7.5545721,8.6613331,-24.530472,9.4213285,-64.165649,27.755095,-118.56463,-9.7666626,-2.9831166,5.2902246,-13.351767,7.3855333
45,27,-34.038364,11.890574,-57.34346,-10.733268,-7.61341,8.7304077,-24.724693,9.4978743,-64.838463,27.97205,-119.66267,-10.014256,-3.0079319,5.334085,-13.462546,7.4466829
45.1,27,-34.31498,11.983212,-57.801647,-10.828317,-7.6722484,8.7994967,-24.918945,9.5744486,-65.511284,28.189165,-120.76103,-10.261537,-3.0327473,5.3779583,-13.573352,7.5078573
45.2,27,-34.591599,12.075858,-58.259846,-10.923351,-7.7310867,8.8686008,-25.113224,9.6510515,-66.184082,28.406433,-121.85967,-10.508496,-3.0575624,5.4218431,-13.684179,7.5690551
45.3,27,-34.86821,12.168509,-58.718052,-11.018372,-7.7899241,8.9377184,-25.307529,9.7276812,-66.856888,28.623852,-122.9586,-10.755166,-3.0823772,5.4657397,-13.795031,7.6302757
45.4,27,-35.144829,12.261168,-59.176277,-11.113379,-7.848762,9.0068502,-25.501863,9.8043404,-67.529686,28.841421,-124.05783,-11.001538,-3.1071925,5.5096483,-13.905905,7.6915197
45.5,27,-35.421448,12.353835,-59.634518,-11.208376,-7.9076004,9.0759964,-25.696226,9.8810253,-68.202507,29.059137,-125.15736,-11.247643,-3.1320078,5.5535688,-14.016803,7.7527866
45.6,27,-35.698067,12.446507,-60.09277,-11.303359,-7.9664388,9.1451559,-25.890615,9.9577379,-68.87532,29.276993,-126.25717,-11.493469,-3.1568232,5.5975003,-14.127722,7.8140755
45.7,27,-35.974682,12.539186,-60.551033,-11.39833,-8.0252771,9.2143288,-26.085028,10.034475,-69.548126,29.494989,-127.35724,-11.739007,-3.1816382,5.6414423,-14.238662,7.8753853
45.8,27,-36.251297,12.631869,-61.009304,-11.493287,-8.0841141,9.2835131,-26.279465,10.111237,-70.220924,29.713116,-128.45757,-11.984286,-3.2064531,5.6853943,-14.349621,7.9367151
45.9,27,-36.527912,12.72456,-61.46759,-11.588233,-8.142952,9.3527107,-26.473928,10.188024,-70.893723,29.931379,-129.55815,-12.229299,-3.2312684,5.7293572,-14.460603,7.9980655
46,27,-36.804531,12.817257,-61.925892,-11.683169,-8.2017908,9.4219208,-26.668415,10.264834,-71.566544,30.149773,-130.65901,-12.474074,-3.2560837,5.7733307,-14.571604,8.0594368
46.1,27,-37.08115,12.909959,-62.384205,-11.778094,-8.2606287,9.4911423,-26.862926,10.341669,-72.239365,30.368294,-131.76012,-12.7186,-3.280899,5.8173141,-14.682625,8.1208267
46.2,27,-37.357765,13.002666,-62.842525,-11.873007,-8.3194666,9.5603762,-27.057461,10.418526,-72.912163,30.586937,-132.86145,-12.962866,-3.3057141,5.8613067,-14.793664,8.1822357
46.3,27,-37.63438,13.095379,-63.30085,-11.967908,-8.3783045,9.6296206,-27.252014,10.495405,-73.584961,30.8057,-133.96303,-13.206901,-3.3305292,5.9053087,-14.904721,8.2436628
46.4,27,-37.910995,13.188098,-63.759193,-12.062799,-8.4371424,9.6988764,-27.446592,10.572307,-74.257767,31.024586,-135.06483,-13.450695,-3.3553443,5.9493198,-15.015798,8.305109
46.5,27,-38.187614,13.280822,-64.217545,-12.157681,-8.4959803,9.7681437,-27.641191,10.64923,-74.93058,31.243586,-136.16689,-13.694278,-3.3801596,5.993341,-15.126892,8.3665724
46.6,27,-38.464233,13.373551,-64.675911,-12.252554,-8.5548191,9.8374224,-27.835812,10.726174,-75.603401,31.462702,-137.26917,-13.937637,-3.4049749,6.0373702,-15.238004,8.4280539
46.7,27,-38.740849,13.466286,-65.134285,-12.347415,-8.613657,9.9067106,-28.030453,10.803139,-76.276199,31.681929,-138.37164,-14.180761,-3.42979,6.0814085,-15.349132,8.4895515
46.8,27,-39.017464,13.559024,-65.592659,-12.442266,-8.6724949,9.9760084,-28.225113,10.880123,-76.949005,31.901262,-139.47433,-14.423677,-3.4546051,6.1254544,-15.460275,8.5510645
46.9,27,-39.294079,13.651768,-66.051056,-12.537107,-8.7313328,10.045318,-28.419792,10.957128,-77.621803,32.120705,-140.57722,-14.666377,-3.4794202,6.1695089,-15.571436,8.6125956
47,27,-39.570698,13.744516,-66.509453,-12.631941,-8.7901707,10.114636,-28.614494,11.034152,-78.294624,32.340256,-141.68036,-14.908887,-3.5042355,6.2135725,-15.682613,8.6741428
