temp,yhat_comm,se_comm,lowerci_comm,upperci_comm,yhat_low,se_low,lowerci_low,upperci_low,yhat_ag,se_ag,lowerci_ag,upperci_ag,yhat_nonag,se_nonag,lowerci_nonag,upperci_nonag,yhat_nonag_low,se_nonag_low,lowerci_nonag_low,upperci_nonag_low,yhat_ag_low,se_ag_low,lowerci_ag_low,upperci_ag_low,yhat_ag_nonag,se_ag_nonag,lowerci_ag_nonag,upperci_ag_nonag
-20,-18.509544,11.365974,-40.786446,3.7673552,-.54317981,14.243834,-28.460583,27.374224,-221.67274,84.740005,-387.7601,-55.585381,-3.0971167,10.541548,-23.758171,17.563938,-2.553937,17.609749,-37.068409,31.960535,-221.12956,86.17009,-390.01984,-52.239285,-218.57562,85.235283,-385.6337,-51.517536
-19.9,-18.470163,11.341791,-40.699665,3.7593396,-.54202408,14.213529,-28.400028,27.315981,-221.2011,84.559708,-386.93506,-55.467113,-3.0905271,10.519119,-23.707623,17.526567,-2.5485029,17.572281,-36.98954,31.892534,-220.65907,85.986748,-389.19,-52.128139,-218.11057,85.053932,-384.8132,-51.407921
-19.8,-18.43078,11.317608,-40.612885,3.7513239,-.5408684,14.183223,-28.339474,27.257736,-220.72945,84.37941,-386.11005,-55.348846,-3.0839374,10.496691,-23.657072,17.489197,-2.5430691,17.534813,-36.910671,31.824533,-220.18858,85.803406,-388.36017,-52.016991,-217.64551,84.872581,-383.99271,-51.298309
-19.7,-18.391399,11.293426,-40.526108,3.7433083,-.53971273,14.152917,-28.278921,27.199495,-220.25781,84.199112,-385.28503,-55.230579,-3.077348,10.474262,-23.606524,17.451828,-2.5376353,17.497347,-36.831802,31.756533,-219.71809,85.620071,-387.53036,-51.905846,-217.18047,84.691231,-383.17221,-51.188702
-19.6,-18.352016,11.269242,-40.439327,3.7352927,-.53855699,14.122611,-28.218365,27.141253,-219.78616,84.018814,-384.46002,-55.112312,-3.0707583,10.451833,-23.555975,17.414457,-2.5322013,17.459879,-36.752934,31.688532,-219.2476,85.436729,-386.70053,-51.794697,-216.71541,84.50988,-382.35172,-51.079086
-19.5,-18.312635,11.24506,-40.352547,3.727277,-.53740126,14.092305,-28.15781,27.083008,-219.31451,83.838516,-383.63498,-54.994045,-3.0641687,10.429404,-23.505424,17.377087,-2.5267675,17.422411,-36.674065,31.620529,-218.77711,85.253387,-385.8707,-51.683548,-216.25035,84.328529,-381.53122,-50.969475
-19.4,-18.273252,11.220877,-40.265766,3.7192614,-.53624558,14.061998,-28.097256,27.024765,-218.84286,83.658218,-382.80997,-54.875778,-3.057579,10.406975,-23.454876,17.339718,-2.5213335,17.384943,-36.595196,31.552528,-218.30663,85.070045,-385.04086,-51.572399,-215.78529,84.147171,-380.71072,-50.859863
-19.3,-18.23387,11.196693,-40.178986,3.7112455,-.53508985,14.031693,-28.036701,26.966522,-218.37123,83.477921,-381.98495,-54.757511,-3.0509894,10.384546,-23.404325,17.302347,-2.5158997,17.347475,-36.516327,31.484528,-217.83614,84.886703,-384.21103,-51.461254,-215.32024,83.96582,-379.89023,-50.750252
-19.2,-18.194489,11.172511,-40.092209,3.7032301,-.53393418,14.001387,-27.976149,26.908279,-217.89958,83.297623,-381.15994,-54.639248,-3.0444,10.362118,-23.353777,17.264978,-2.5104656,17.310009,-36.437458,31.416527,-217.36566,84.703369,-383.3812,-51.350109,-214.85519,83.78447,-379.06973,-50.64064
-19.1,-18.155107,11.148328,-40.005428,3.6952145,-.5327785,13.971081,-27.915594,26.850037,-217.42795,83.117325,-380.3349,-54.520981,-3.0378103,10.339689,-23.303228,17.227608,-2.5050318,17.272541,-36.358589,31.348526,-216.89517,84.520027,-382.55136,-51.23896,-214.39014,83.603119,-378.24924,-50.531029
-19,-18.115725,11.124145,-39.918648,3.6871986,-.53162277,13.940775,-27.85504,26.791794,-216.9563,82.937027,-379.50989,-54.40271,-3.0312207,10.31726,-23.252678,17.190237,-2.4995978,17.235073,-36.27972,31.280525,-216.42467,84.336685,-381.72153,-51.127811,-213.92508,83.421768,-377.42874,-50.421417
-18.9,-18.076342,11.099962,-39.831867,3.679183,-.53046709,13.910468,-27.794485,26.733549,-216.48465,82.756729,-378.68484,-54.284443,-3.024631,10.294831,-23.202129,17.152866,-2.494164,17.197605,-36.200851,31.212523,-215.95418,84.153343,-380.89169,-51.016663,-213.46002,83.240417,-376.60825,-50.311806
-18.8,-18.036961,11.075779,-39.745087,3.6711674,-.52931136,13.880162,-27.733929,26.675306,-216.013,82.576431,-377.85983,-54.166176,-3.0180414,10.272402,-23.151579,17.115498,-2.48873,17.160137,-36.121983,31.144522,-215.48369,83.970001,-380.06186,-50.905518,-212.99496,83.059059,-375.78775,-50.202194
-18.7,-17.99758,11.051597,-39.65831,3.663152,-.52815568,13.849856,-27.673376,26.617065,-215.54137,82.396133,-377.03482,-54.047913,-3.011452,10.249973,-23.10103,17.078127,-2.4832962,17.122671,-36.043114,31.076521,-215.01321,83.786667,-379.23206,-50.794369,-212.52992,82.877716,-374.96725,-50.092583
-18.6,-17.958197,11.027413,-39.571529,3.6551361,-.52699995,13.819551,-27.612822,26.558821,-215.06972,82.215836,-376.20981,-53.929646,-3.0048623,10.227545,-23.050482,17.040756,-2.4778624,17.085203,-35.964245,31.00852,-214.54272,83.603325,-378.40222,-50.683224,-212.06487,82.696365,-374.14676,-49.982971
-18.5,-17.918814,11.00323,-39.484749,3.6471205,-.52584428,13.789245,-27.552267,26.500578,-214.59808,82.035538,-375.38477,-53.811378,-2.9982727,10.205115,-22.999931,17.003387,-2.4724283,17.047735,-35.885376,30.940519,-214.07224,83.419983,-377.57239,-50.572075,-211.59981,82.515007,-373.32626,-49.87336
-18.4,-17.879433,10.979047,-39.397968,3.6391048,-.52468854,13.758938,-27.491713,26.442335,-214.12643,81.85524,-374.55975,-53.693111,-2.991683,10.182687,-22.949383,16.966017,-2.4669943,17.010267,-35.806507,30.872517,-213.60175,83.236641,-376.74255,-50.460926,-211.13475,82.333656,-372.50574,-49.763744
-18.3,-17.84005,10.954865,-39.311188,3.6310892,-.52353287,13.728632,-27.431158,26.384092,-213.65479,81.674942,-373.73474,-53.574844,-2.9850934,10.160258,-22.898832,16.928646,-2.4615605,16.972799,-35.727638,30.804516,-213.13126,83.053299,-375.91272,-50.349777,-210.66969,82.152306,-371.68524,-49.654133
-18.2,-17.800669,10.930681,-39.224411,3.6230736,-.52237719,13.698326,-27.370604,26.32585,-213.18315,81.494644,-372.90973,-53.456577,-2.9785037,10.13783,-22.848284,16.891277,-2.4561267,16.935333,-35.648769,30.736515,-212.66077,82.869957,-375.08292,-50.238632,-210.20465,81.970955,-370.86478,-49.544525
-18.1,-17.761286,10.906499,-39.13763,3.6150579,-.52122146,13.66802,-27.310049,26.267607,-212.7115,81.314346,-372.08469,-53.33831,-2.9719143,10.1154,-22.797735,16.853907,-2.4506927,16.897865,-35.569901,30.668514,-212.19028,82.686623,-374.25308,-50.127483,-209.73959,81.789604,-370.04425,-49.43491
-18,-17.721905,10.882316,-39.05085,3.6070423,-.52006578,13.637714,-27.249495,26.209362,-212.23985,81.134048,-371.25967,-53.220043,-2.9653246,10.092972,-22.747185,16.816536,-2.4452589,16.860397,-35.491032,30.600513,-211.71979,82.503281,-373.42325,-50.016338,-209.27454,81.608253,-369.22375,-49.325298
-17.9,-17.682522,10.858132,-38.964069,3.5990267,-.51891005,13.607409,-27.18894,26.151119,-211.7682,80.953751,-370.43463,-53.101776,-2.958735,10.070542,-22.696636,16.779165,-2.4398248,16.822929,-35.412163,30.532511,-211.2493,82.319939,-372.59341,-49.90519,-208.80948,81.426895,-368.40326,-49.215687
-17.8,-17.643141,10.83395,-38.877293,3.5910108,-.51775438,13.577102,-27.128386,26.092876,-211.29657,80.773453,-369.60962,-52.983509,-2.9521453,10.048114,-22.646086,16.741796,-2.434391,16.785461,-35.333294,30.46451,-210.77881,82.136597,-371.76358,-49.794041,-208.34442,81.245544,-367.58276,-49.106075
-17.7,-17.603758,10.809767,-38.790512,3.5829954,-.51659864,13.546797,-27.067831,26.034634,-210.82492,80.593155,-368.78461,-52.865246,-2.9455557,10.025685,-22.595537,16.704426,-2.428957,16.747995,-35.254425,30.396509,-210.30833,81.953255,-370.93375,-49.682896,-207.87936,81.064194,-366.76227,-48.996464
-17.6,-17.564377,10.785584,-38.703732,3.5749798,-.51544297,13.51649,-27.007277,25.976391,-210.35329,80.412857,-367.95959,-52.746979,-2.938966,10.003257,-22.544989,16.667057,-2.4235232,16.710527,-35.175556,30.328508,-209.83784,81.769913,-370.10394,-49.571747,-207.41432,80.882843,-365.94177,-48.886852
-17.5,-17.524994,10.761401,-38.616951,3.5669639,-.51428723,13.486184,-26.946722,25.918148,-209.88164,80.232559,-367.13455,-52.628712,-2.9323764,9.9808273,-22.494438,16.629686,-2.4180892,16.673059,-35.096687,30.260508,-209.36736,81.586578,-369.27411,-49.460602,-206.94926,80.701492,-365.12128,-48.777241
-17.4,-17.485613,10.737218,-38.530174,3.5589483,-.51313156,13.455878,-26.886168,25.859905,-209.40999,80.052261,-366.30954,-52.510445,-2.925787,9.9583988,-22.44389,16.592316,-2.4126554,16.635592,-35.017815,30.192507,-208.89685,81.403236,-368.44427,-49.349453,-206.48421,80.520142,-364.30078,-48.667629
-17.3,-17.44623,10.713035,-38.443394,3.5509326,-.51197582,13.425571,-26.825613,25.801661,-208.93834,79.871964,-365.4845,-52.392178,-2.9191973,9.9359694,-22.393339,16.554945,-2.4072213,16.598124,-34.938946,30.124504,-208.42636,81.219894,-367.61444,-49.238304,-206.01915,80.338791,-363.48029,-48.558014
-17.2,-17.406849,10.688852,-38.356613,3.542917,-.51082015,13.395267,-26.76506,25.74342,-208.46671,79.691666,-364.65952,-52.273911,-2.9126077,9.9135408,-22.342791,16.517576,-2.4017875,16.560658,-34.860081,30.056505,-207.95589,81.036552,-366.78461,-49.127159,-205.55409,80.15744,-362.65979,-48.448406
-17.1,-17.367466,10.664669,-38.269836,3.5349014,-.50966448,13.36496,-26.704504,25.685177,-207.99506,79.511368,-363.83447,-52.155643,-2.906018,9.8911123,-22.292242,16.480206,-2.3963537,16.52319,-34.781212,29.988503,-207.4854,80.85321,-365.95477,-49.01601,-205.08905,79.976089,-361.83929,-48.338795
-17,-17.328085,10.640487,-38.183056,3.5268857,-.50850874,13.334654,-26.64395,25.626932,-207.52342,79.33107,-363.00946,-52.037376,-2.8994284,9.8686838,-22.241692,16.442835,-2.3909197,16.485722,-34.702339,29.920502,-207.01491,80.669868,-365.12494,-48.904861,-204.62399,79.794731,-361.0188,-48.229179
-16.9,-17.288702,10.616303,-38.096275,3.5188701,-.50735307,13.304348,-26.583395,25.568689,-207.05177,79.150772,-362.18442,-51.919109,-2.8928387,9.8462543,-22.191143,16.405466,-2.3854859,16.448254,-34.62347,29.852501,-206.54442,80.486526,-364.2951,-48.793716,-204.15894,79.61338,-360.1983,-48.119568
-16.8,-17.249321,10.59212,-38.009495,3.5108545,-.50619733,13.274041,-26.52284,25.510447,-206.58012,78.970474,-361.35941,-51.800842,-2.8862491,9.8238258,-22.140593,16.368095,-2.3800519,16.410786,-34.544601,29.784498,-206.07393,80.303192,-363.46527,-48.682568,-203.69388,79.43203,-359.37778,-48.009956
-16.7,-17.209938,10.567938,-37.922718,3.5028389,-.50504166,13.243736,-26.462288,25.452204,-206.10849,78.790176,-360.53439,-51.682575,-2.8796597,9.8013973,-22.090044,16.330725,-2.3746181,16.37332,-34.465736,29.716499,-205.60344,80.11985,-362.63547,-48.571423,-203.22882,79.250679,-358.55731,-47.900345
-16.6,-17.170557,10.543755,-37.835938,3.4948232,-.50388592,13.213429,-26.401733,25.393961,-205.63684,78.609879,-359.70938,-51.564308,-2.87307,9.7789679,-22.039495,16.293356,-2.369184,16.335852,-34.386864,29.648497,-205.13295,79.936508,-361.80563,-48.460274,-202.76376,79.069328,-357.73682,-47.790733
-16.5,-17.131174,10.519572,-37.749157,3.4868076,-.50273025,13.183124,-26.341179,25.335718,-205.16519,78.429581,-358.88434,-51.446041,-2.8664804,9.7565393,-21.988945,16.255985,-2.3637502,16.298384,-34.307995,29.580496,-204.66246,79.753166,-360.9758,-48.349125,-202.29872,78.887978,-356.91629,-47.681122
-16.4,-17.091793,10.495389,-37.662376,3.478792,-.50157452,13.152818,-26.280622,25.277473,-204.69354,78.249283,-358.05933,-51.327774,-2.8598907,9.7341099,-21.938396,16.218615,-2.3583162,16.260916,-34.229126,29.512495,-204.19197,79.569824,-360.14597,-48.23798,-201.83366,78.706627,-356.09579,-47.57151
-16.3,-17.05241,10.471206,-37.575596,3.4707761,-.50041884,13.122512,-26.220068,25.219231,-204.22191,78.068985,-357.23428,-51.209507,-2.853301,9.7116814,-21.887848,16.181244,-2.3528824,16.22345,-34.150257,29.444492,-203.72148,79.386482,-359.31613,-48.126831,-201.36861,78.525269,-355.2753,-47.461899
-16.2,-17.013029,10.447023,-37.488819,3.4627607,-.49926314,13.092206,-26.159515,25.16099,-203.75026,77.888687,-356.4093,-51.091244,-2.8467116,9.6892529,-21.837299,16.143875,-2.3474486,16.185982,-34.071388,29.376493,-203.25101,79.203148,-358.48633,-48.015686,-200.90355,78.343925,-354.45483,-47.352287
-16.1,-16.973646,10.42284,-37.402039,3.4547451,-.49810743,13.0619,-26.098961,25.102745,-203.27863,77.708389,-355.58426,-50.972977,-2.840122,9.6668243,-21.786749,16.106504,-2.3420146,16.148514,-33.992519,29.308491,-202.78052,79.019806,-357.65649,-47.904537,-200.43849,78.162567,-353.63431,-47.242676
-16,-16.934265,10.398657,-37.315258,3.4467292,-.49695173,13.031593,-26.038406,25.044502,-202.80698,77.528091,-354.75925,-50.85471,-2.8335323,9.6443949,-21.7362,16.069136,-2.3365805,16.111046,-33.913651,29.24049,-202.31003,78.836464,-356.82666,-47.793388,-199.97343,77.981216,-352.81381,-47.133064
-15.9,-16.894882,10.374475,-37.228477,3.4387136,-.49579602,13.001287,-25.977852,24.986259,-202.33533,77.347794,-353.9342,-50.736443,-2.8269427,9.6219664,-21.68565,16.031765,-2.3311467,16.073578,-33.834782,29.172489,-201.83954,78.653122,-355.99683,-47.68224,-199.50839,77.799866,-351.99332,-47.023453
-15.8,-16.855501,10.350291,-37.141697,3.4306979,-.49464032,12.970982,-25.917297,24.928017,-201.86369,77.167496,-353.10919,-50.618176,-2.820353,9.5995378,-21.635101,15.994394,-2.3257129,16.036112,-33.755913,29.104488,-201.36905,78.469788,-355.16699,-47.571095,-199.04333,77.618515,-351.17282,-46.913841
-15.7,-16.816118,10.326108,-37.05492,3.4226823,-.49348462,12.940676,-25.856743,24.869774,-201.39204,76.987198,-352.28418,-50.499908,-2.8137636,9.5771084,-21.584551,15.957025,-2.3202789,15.998644,-33.677044,29.036488,-200.89856,78.286446,-354.33716,-47.459946,-198.57828,77.437164,-350.35233,-46.80423
-15.6,-16.776737,10.301926,-36.96814,3.4146667,-.49232891,12.91037,-25.796188,24.811531,-200.92039,76.8069,-351.45917,-50.381641,-2.807174,9.5546799,-21.534002,15.919655,-2.3148451,15.961176,-33.598175,28.968487,-200.42807,78.103104,-353.50735,-47.348801,-198.11322,77.255814,-349.53183,-46.694618
-15.5,-16.737354,10.277742,-36.881359,3.406651,-.49117321,12.880063,-25.735634,24.753286,-200.44875,76.626602,-350.63412,-50.263374,-2.8005843,9.5322514,-21.483454,15.882284,-2.309411,15.923709,-33.519306,28.900484,-199.95758,77.919762,-352.67752,-47.237652,-197.64816,77.074463,-348.71133,-46.585003
-15.4,-16.697971,10.253559,-36.794579,3.3986354,-.4900175,12.849757,-25.675079,24.695044,-199.97711,76.446304,-349.80911,-50.145107,-2.7939947,9.5098219,-21.432903,15.844914,-2.3039773,15.886241,-33.440437,28.832483,-199.48709,77.73642,-351.84769,-47.126503,-197.18311,76.893105,-347.89084,-46.475391
-15.3,-16.65859,10.229377,-36.707802,3.3906198,-.48886183,12.819451,-25.614525,24.636801,-199.50546,76.266006,-348.9841,-50.02684,-2.787405,9.4873934,-21.382355,15.807545,-2.2985432,15.848774,-33.361568,28.764482,-199.0166,77.553078,-351.01785,-47.015358,-196.71806,76.711754,-347.07034,-46.36578
-15.2,-16.619207,10.205194,-36.621021,3.3826041,-.48770612,12.789145,-25.55397,24.578558,-199.03381,76.085709,-348.15906,-49.908573,-2.7808154,9.4649649,-21.331804,15.770174,-2.2931094,15.811306,-33.2827,28.696482,-198.54611,77.369743,-350.18802,-46.904209,-196.25301,76.530403,-346.24985,-46.256168
-15.1,-16.579826,10.181011,-36.534241,3.3745885,-.48655042,12.75884,-25.493416,24.520315,-198.56218,75.905411,-347.33405,-49.79031,-2.774226,9.4425354,-21.281256,15.732804,-2.2876754,15.773839,-33.203831,28.628481,-198.07562,77.186401,-349.35818,-46.793064,-195.78795,76.349052,-345.42935,-46.146557
-15,-16.540443,10.156828,-36.44746,3.3665729,-.48539472,12.728534,-25.432861,24.462072,-198.09053,75.725113,-346.50903,-49.672043,-2.7676363,9.4201069,-21.230707,15.695434,-2.2822416,15.736371,-33.124962,28.560478,-197.60513,77.003059,-348.52835,-46.681915,-195.32289,76.167702,-344.60886,-46.036945
-14.9,-16.501062,10.132645,-36.36068,3.358557,-.48423901,12.698227,-25.372307,24.40383,-197.61888,75.544815,-345.68399,-49.553776,-2.7610466,9.3976784,-21.180157,15.658064,-2.2768075,15.698903,-33.046093,28.492477,-197.13464,76.819717,-347.69852,-46.570766,-194.85783,75.986351,-343.78836,-45.927334
-14.8,-16.461679,10.108462,-36.273903,3.3505416,-.48308331,12.667921,-25.311752,24.345587,-197.14725,75.364517,-344.85898,-49.435509,-2.754457,9.3752489,-21.129608,15.620694,-2.2713737,15.661436,-32.967224,28.424477,-196.66417,76.636375,-346.86871,-46.459621,-194.39279,75.805,-342.96786,-45.817722
-14.7,-16.422298,10.084279,-36.187122,3.3425257,-.4819276,12.637615,-25.251198,24.287342,-196.6756,75.184219,-344.03397,-49.317242,-2.7478673,9.3528204,-21.079058,15.583323,-2.2659397,15.623968,-32.888355,28.356476,-196.19366,76.453033,-346.03888,-46.348473,-193.92773,75.623642,-342.14734,-45.708111
-14.6,-16.382915,10.060097,-36.100342,3.3345103,-.4807719,12.607309,-25.190643,24.229099,-196.20396,75.003922,-343.20895,-49.198975,-2.7412779,9.3303919,-21.028509,15.545954,-2.2605059,15.586501,-32.809486,28.288475,-195.72319,76.269699,-345.20905,-46.237328,-193.46268,75.442291,-341.32687,-45.598499
-14.5,-16.343534,10.035913,-36.013561,3.3264945,-.47961619,12.577003,-25.130089,24.170856,-195.73232,74.823624,-342.38391,-49.080708,-2.7346883,9.3079624,-20.977961,15.508583,-2.2550719,15.549033,-32.730618,28.220472,-195.2527,76.086357,-344.37921,-46.126179,-192.99762,75.260941,-340.50635,-45.488888
-14.4,-16.304152,10.01173,-35.926785,3.3184788,-.47846049,12.546697,-25.069534,24.112614,-195.26067,74.643326,-341.5589,-48.96244,-2.7280986,9.2855339,-20.92741,15.471213,-2.2496381,15.511565,-32.651749,28.152472,-194.78221,75.903015,-343.54938,-46.01503,-192.53256,75.07959,-339.68585,-45.379276
-14.3,-16.264771,9.9875479,-35.840004,3.3104632,-.47730482,12.516391,-25.00898,24.054371,-194.78903,74.463028,-340.73389,-48.844173,-2.721509,9.2631054,-20.876862,15.433844,-2.2442043,15.474098,-32.57288,28.084471,-194.31172,75.719673,-342.71954,-45.903885,-192.06752,74.898239,-338.86536,-45.269665
-14.2,-16.225388,9.9633646,-35.753223,3.3024476,-.47614908,12.486085,-24.948425,23.996128,-194.31738,74.28273,-339.90884,-48.725906,-2.7149193,9.2406759,-20.826311,15.396473,-2.2387702,15.43663,-32.494011,28.01647,-193.84123,75.536331,-341.88971,-45.792736,-191.60246,74.716888,-338.04486,-45.160049
-14.1,-16.186007,9.9391813,-35.666443,3.2944319,-.47499341,12.455779,-24.887873,23.937885,-193.84573,74.102432,-339.08383,-48.607639,-2.7083297,9.2182474,-20.775763,15.359103,-2.2333364,15.399163,-32.415142,27.948469,-193.37074,75.352997,-341.05991,-45.681587,-191.13741,74.535538,-337.22437,-45.050442
-14,-16.146624,9.914999,-35.579666,3.2864163,-.4738377,12.425473,-24.827316,23.879642,-193.37408,73.922134,-338.25882,-48.489372,-2.70174,9.1958189,-20.725214,15.321733,-2.2279024,15.361695,-32.336273,27.880466,-192.90025,75.169655,-340.23007,-45.570442,-190.67235,74.354187,-336.40387,-44.940826
-13.9,-16.107243,9.8908157,-35.492886,3.2784007,-.472682,12.395166,-24.766762,23.821398,-192.90245,73.741837,-337.43378,-48.371105,-2.6951506,9.1733894,-20.674664,15.284363,-2.2224686,15.324227,-32.257404,27.812466,-192.42976,74.986313,-339.40024,-45.459293,-190.20729,74.172829,-335.58337,-44.831215
-13.8,-16.06786,9.8666325,-35.406105,3.270385,-.47152629,12.364861,-24.706209,23.763155,-192.4308,73.561539,-336.60876,-48.252842,-2.688561,9.1509609,-20.624115,15.246993,-2.2170346,15.28676,-32.178535,27.744465,-191.95927,74.802971,-338.5704,-45.348145,-189.74225,73.991478,-334.76288,-44.721603
-13.7,-16.028479,9.8424501,-35.319324,3.2623694,-.47037059,12.334555,-24.645655,23.704912,-191.95915,73.381241,-335.78375,-48.134571,-2.6819713,9.1285324,-20.573565,15.209622,-2.2116008,15.249292,-32.099667,27.676464,-191.48878,74.619629,-337.74057,-45.237,-189.27719,73.810127,-333.94238,-44.611992
-13.6,-15.989097,9.8182669,-35.232548,3.2543538,-.46921489,12.304249,-24.5851,23.646669,-191.48752,73.200943,-334.95874,-48.016308,-2.6753817,9.1061029,-20.523016,15.172253,-2.2061667,15.211825,-32.020798,27.608463,-191.0183,74.436295,-336.91077,-45.125851,-188.81213,73.628777,-333.12189,-44.50238
-13.5,-15.949714,9.7940845,-35.145767,3.2463381,-.46805918,12.273943,-24.524546,23.588427,-191.01587,73.020645,-334.1337,-47.898041,-2.668792,9.0836744,-20.472467,15.134883,-2.2007329,15.174357,-31.941927,27.540462,-190.54781,74.252953,-336.08093,-45.014702,-188.34708,73.447426,-332.30139,-44.392769
-13.4,-15.910332,9.7699013,-35.058987,3.2383223,-.46690348,12.243637,-24.463991,23.530184,-190.54422,72.840347,-333.30869,-47.779774,-2.6622024,9.0612459,-20.421917,15.097512,-2.1952989,15.13689,-31.863058,27.47246,-190.07732,74.069611,-335.2511,-44.903557,-187.88202,73.266075,-331.4809,-44.283157
-13.3,-15.87095,9.745718,-34.972206,3.2303069,-.46574777,12.213331,-24.403437,23.471941,-190.07259,72.660049,-332.48367,-47.661507,-2.6556129,9.0388165,-20.371368,15.060143,-2.1898651,15.099422,-31.784189,27.404459,-189.60684,73.886269,-334.42126,-44.792408,-187.41698,73.084724,-330.6604,-44.173546
-13.2,-15.831568,9.7215357,-34.885426,3.222291,-.46459207,12.183024,-24.342882,23.413698,-189.60094,72.479752,-331.65863,-47.54324,-2.6490233,9.0163879,-20.32082,15.022773,-2.1844311,15.061955,-31.70532,27.336458,-189.13635,73.702927,-333.59143,-44.681263,-186.95192,72.903374,-329.8399,-44.063934
-13.1,-15.792186,9.6973524,-34.798649,3.2142754,-.46343639,12.152719,-24.282328,23.355455,-189.1293,72.299454,-330.83362,-47.424973,-2.6424336,8.9939594,-20.270269,14.985402,-2.1789973,15.024487,-31.626451,27.268457,-188.66586,73.519585,-332.7616,-44.570114,-186.48686,72.722023,-329.01941,-43.954323
-13,-15.752804,9.6731691,-34.711868,3.2062597,-.46228069,12.122413,-24.221773,23.297211,-188.65765,72.119156,-330.00861,-47.306705,-2.635844,8.97153,-20.219721,14.948032,-2.1735635,14.98702,-31.547583,27.200457,-188.19537,73.33625,-331.93176,-44.458965,-186.0218,72.540665,-328.19891,-43.844711
-12.9,-15.713422,9.6489868,-34.625088,3.1982441,-.46112499,12.092107,-24.161219,23.238968,-188.186,71.938858,-329.18356,-47.188438,-2.6292543,8.9491014,-20.16917,14.910662,-2.1681294,14.949553,-31.468714,27.132454,-187.72488,73.152908,-331.10193,-44.34782,-185.55675,72.359314,-327.37839,-43.7351
-12.8,-15.67404,9.6248035,-34.538307,3.1902285,-.45996928,12.061801,-24.100664,23.180725,-187.71436,71.75856,-328.35855,-47.070171,-2.6226649,8.9266729,-20.118622,14.873292,-2.1626956,14.912085,-31.389845,27.064453,-187.25439,72.969566,-330.27213,-44.236671,-185.09169,72.177963,-326.55792,-43.625488
-12.7,-15.634658,9.6006203,-34.45153,3.1822128,-.45881358,12.031494,-24.04011,23.122482,-187.24272,71.578262,-327.53354,-46.951904,-2.6160753,8.9042435,-20.068073,14.835922,-2.1572616,14.874618,-31.310976,26.996452,-186.78391,72.786224,-329.44229,-44.125523,-184.62665,71.996613,-325.7374,-43.515873
-12.6,-15.595276,9.576438,-34.36475,3.1741972,-.45765787,12.001188,-23.979555,23.06424,-186.77107,71.397964,-326.7085,-46.833641,-2.6094856,8.881815,-20.017523,14.798553,-2.1518278,14.83715,-31.232107,26.928452,-186.31342,72.602882,-328.61246,-44.014378,-184.16159,71.815262,-324.9169,-43.406265
-12.5,-15.555894,9.5522547,-34.277969,3.1661816,-.45650217,11.970882,-23.919001,23.005997,-186.29942,71.217667,-325.88348,-46.71537,-2.602896,8.8593864,-19.966974,14.761182,-2.1463938,14.799683,-31.153238,26.860451,-185.84293,72.41954,-327.78262,-43.903229,-183.69653,71.633911,-324.09641,-43.29665
-12.4,-15.516512,9.5280714,-34.191189,3.1581659,-.45534647,11.940577,-23.858446,22.947754,-185.82779,71.037369,-325.05847,-46.597103,-2.5963063,8.836957,-19.916424,14.723812,-2.14096,14.762215,-31.074369,26.792448,-185.37244,72.236206,-326.95279,-43.79208,-183.23148,71.45256,-323.27591,-43.187038
-12.3,-15.47713,9.5038891,-34.104412,3.1501503,-.45419076,11.910271,-23.797892,22.889511,-185.35614,70.857071,-324.23346,-46.47884,-2.5897167,8.8145285,-19.865875,14.686441,-2.1355259,14.724747,-30.995501,26.724447,-184.90195,72.052864,-326.12296,-43.680935,-182.76642,71.27121,-322.45541,-43.077427
-12.2,-15.437748,9.4797058,-34.017632,3.1421347,-.45303506,11.879964,-23.737337,22.831266,-184.88449,70.676773,-323.40842,-46.360573,-2.5831273,8.7921,-19.815327,14.649072,-2.1300921,14.68728,-30.916632,26.656446,-184.43146,71.869522,-325.29312,-43.569786,-182.30138,71.089851,-321.63492,-42.967815
-12.1,-15.398366,9.4555235,-33.930851,3.134119,-.45187938,11.849658,-23.676783,22.773024,-184.41286,70.496475,-322.5834,-46.242306,-2.5765376,8.7696714,-19.764776,14.611702,-2.1246581,14.649812,-30.837763,26.588446,-183.96097,71.68618,-324.46332,-43.458641,-181.83632,70.908501,-320.81442,-42.858204
-12,-15.358984,9.4313402,-33.84407,3.1261034,-.45072365,11.819352,-23.616228,22.714781,-183.94121,70.316177,-321.75839,-46.124039,-2.569948,8.747242,-19.714228,14.574331,-2.1192243,14.612345,-30.758894,26.520445,-183.49048,71.502838,-323.63348,-43.347492,-181.37126,70.72715,-319.99393,-42.748592
-11.9,-15.319602,9.4071569,-33.75729,3.1180875,-.44956794,11.789046,-23.555674,22.656538,-183.46956,70.13588,-320.93335,-46.005772,-2.5633583,8.7248135,-19.663677,14.536962,-2.1137903,14.574877,-30.680023,26.452444,-183.01999,71.319496,-322.80365,-43.236343,-180.9062,70.545799,-319.17343,-42.638981
-11.8,-15.28022,9.3829746,-33.670513,3.1100719,-.44841227,11.75874,-23.495119,22.598295,-182.99792,69.955582,-320.10834,-45.887505,-2.5567687,8.7023849,-19.613129,14.499592,-2.1083565,14.53741,-30.601156,26.384443,-182.54951,71.136162,-321.97382,-43.125198,-180.44115,70.364449,-318.35294,-42.529369
