temp,ref,yhat_comm,se_comm,lowerci_comm,upperci_comm,yhat_low,se_low,lowerci_low,upperci_low,yhat_high,se_high,lowerci_high,upperci_high,yhat_marg,se_marg,lowerci_marg,upperci_marg,slope_comm,slope_low,slope_high,slope_marg
-8.800000000000001,27,-12.79571,16.5919,-45.315235,19.723818,-15.383018,14.489752,-43.78241,13.016373,6.5110183,176.20998,-338.85419,351.87622,21.894037,177.464,-325.92902,369.7171,.35742283,.42969227,-.18187046,-.61156273
-8.699999999999999,27,-12.759968,16.545553,-45.188656,19.668722,-15.340049,14.449278,-43.66011,12.980014,6.4928312,175.71777,-337.90768,350.89334,21.83288,176.96829,-325.01859,368.68436,.35741806,.42969227,-.18187046,-.61156273
-8.6,27,-12.724226,16.499208,-45.06208,19.613628,-15.29708,14.408804,-43.537815,12.943656,6.4746442,175.22557,-336.96115,349.91043,21.771725,176.47258,-324.10818,367.65164,.35742283,.42969227,-.18187284,-.61156273
-8.5,27,-12.688483,16.452862,-44.935501,19.558535,-15.25411,14.368329,-43.41552,12.907297,6.4564567,174.73335,-336.01462,348.92755,21.710567,175.97687,-323.19775,366.6189,.3574276,.42969704,-.18187284,-.61157227
-8.4,27,-12.65274,16.406515,-44.808922,19.503439,-15.211141,14.327855,-43.293221,12.870938,6.4382696,174.24115,-335.06812,347.94464,21.64941,175.48116,-322.28735,365.58618,.35742283,.42969227,-.18187046,-.61156273
-8.300000000000001,27,-12.616999,16.36017,-44.682343,19.448345,-15.168172,14.287381,-43.170925,12.83458,6.4200826,173.74895,-334.12158,346.96176,21.588255,174.98546,-321.37692,364.55344,.35741806,.42969227,-.18187284,-.61156273
-8.199999999999999,27,-12.581257,16.313824,-44.555763,19.39325,-15.125202,14.246906,-43.048626,12.798222,6.401895,173.25674,-333.17508,345.97885,21.527098,174.48975,-320.46652,363.52072,.35742283,.42969227,-.18187284,-.61157227
-8.1,27,-12.545514,16.267477,-44.429184,19.338156,-15.082233,14.206432,-42.926331,12.761863,6.383708,172.76453,-332.22855,344.99597,21.46594,173.99403,-319.55609,362.48798,.35742283,.42969227,-.18187046,-.61156273
-8,27,-12.509772,16.221132,-44.302605,19.283062,-15.039264,14.165958,-42.804031,12.725504,6.365521,172.27232,-331.28204,344.01306,21.404785,173.49832,-318.64569,361.45526,.35742283,.42969227,-.18187284,-.61156273
-7.9,27,-12.47403,16.174786,-44.176025,19.227966,-14.996295,14.125484,-42.681736,12.689146,6.3473334,171.78012,-330.33551,343.03018,21.343628,173.00261,-317.73526,360.42252,.35742283,.42969227,-.18187284,-.61156273
-7.8,27,-12.438288,16.128439,-44.04945,19.172873,-14.953325,14.085011,-42.559437,12.652787,6.3291464,171.28792,-329.38901,342.04727,21.282473,172.50691,-316.82486,359.3898,.35741806,.42969704,-.18187046,-.61156273
-7.7,27,-12.402546,16.082092,-43.922871,19.117779,-14.910356,14.044536,-42.437141,12.616428,6.3109593,170.7957,-328.44247,341.06439,21.221315,172.0112,-315.91443,358.35706,.35742283,.42969227,-.18187284,-.61157227
-7.6,27,-12.366803,16.035748,-43.796291,19.062683,-14.867387,14.004062,-42.314842,12.58007,6.2927718,170.3035,-327.49594,340.08148,21.160158,171.51549,-315.00403,357.32434,.35742283,.42969227,-.18187284,-.61156273
-7.5,27,-12.331061,15.989401,-43.669712,19.007589,-14.824417,13.963588,-42.192547,12.543712,6.2745848,169.81129,-326.54944,339.0986,21.099003,171.01978,-314.0936,356.2916,.35742283,.42969227,-.18187046,-.61156273
-7.4,27,-12.295319,15.943055,-43.543133,18.952496,-14.781448,13.923114,-42.070248,12.507353,6.2563977,169.31909,-325.60291,338.11572,21.037846,170.52406,-313.1832,355.25888,.35742283,.42969227,-.18187284,-.61157227
-7.3,27,-12.259577,15.896709,-43.416553,18.8974,-14.738479,13.882639,-41.947952,12.470994,6.2382102,168.82687,-324.6564,337.13281,20.976688,170.02837,-312.27277,354.22617,.35742283,.42969704,-.18187284,-.61156273
-7.2,27,-12.223834,15.850363,-43.289974,18.842306,-14.695509,13.842165,-41.825653,12.434635,6.2200232,168.33467,-323.70987,336.1499,20.915533,169.53265,-311.36237,353.19342,.35742283,.42969227,-.18187046,-.61156273
-7.1,27,-12.188092,15.804017,-43.163395,18.78721,-14.65254,13.801691,-41.703358,12.398277,6.2018361,167.84247,-322.76334,335.16702,20.854376,169.03694,-310.45193,352.16068,.35741806,.42969227,-.18187284,-.61157227
-7,27,-12.15235,15.75767,-43.036816,18.732117,-14.609571,13.761217,-41.581059,12.361918,6.1836486,167.35027,-321.81683,334.18414,20.793219,168.54123,-309.54153,351.12796,.35742283,.42969227,-.18187284,-.61156273
-6.9,27,-12.116608,15.711325,-42.910236,18.677023,-14.566602,13.720742,-41.458763,12.32556,6.1654615,166.85805,-320.8703,333.20123,20.732063,168.04552,-308.6311,350.09525,.35742283,.42969227,-.18187046,-.61156273
-6.8,27,-12.080866,15.664979,-42.783661,18.621927,-14.523632,13.680268,-41.336464,12.289202,6.1472745,166.36584,-319.9238,332.21835,20.670906,167.54982,-307.7207,349.0625,.35742283,.42969704,-.18187284,-.61157227
-6.7,27,-12.045123,15.618632,-42.657082,18.566833,-14.480662,13.639794,-41.214169,12.252843,6.129087,165.87364,-318.97726,331.23544,20.609749,167.05411,-306.81027,348.02979,.35742283,.42969227,-.18187284,-.61156273
-6.6,27,-12.009381,15.572287,-42.530502,18.51174,-14.437694,13.59932,-41.091869,12.216484,6.1108999,165.38144,-318.03076,330.25256,20.548594,166.5584,-305.89987,346.99704,.35741806,.42969227,-.18187046,-.61156273
-6.5,27,-11.973639,15.52594,-42.403923,18.456644,-14.394724,13.558846,-40.969574,12.180125,6.0927129,164.88922,-317.08423,329.26965,20.487436,166.06268,-304.98944,345.96432,.35742283,.42969227,-.18187284,-.61156273
-6.4,27,-11.937897,15.479594,-42.277344,18.40155,-14.351755,13.518372,-40.847275,12.143767,6.0745254,164.39702,-316.13773,328.28677,20.426281,165.56697,-304.07904,344.93158,.35742283,.42969227,-.18187284,-.61156273
-6.3,27,-11.902155,15.433249,-42.150764,18.346457,-14.308785,13.477898,-40.724979,12.107409,6.0563383,163.90482,-315.19119,327.30386,20.365124,165.07126,-303.16861,343.89886,.35742283,.42969704,-.18187046,-.61157227
-6.2,27,-11.866412,15.386902,-42.024185,18.291361,-14.265816,13.437424,-40.60268,12.07105,6.0381513,163.4126,-314.24466,326.32098,20.303967,164.57555,-302.25818,342.86612,.35742283,.42969227,-.18187284,-.61156273
-6.1,27,-11.83067,15.340556,-41.897606,18.236267,-14.222847,13.396949,-40.480385,12.034691,6.0199637,162.92039,-313.29816,325.33807,20.242811,164.07985,-301.34778,341.8334,.35742283,.42969227,-.18187284,-.61156273
-6,27,-11.794928,15.294209,-41.771027,18.181171,-14.179877,13.356475,-40.358086,11.998333,6.0017767,162.42819,-312.35162,324.35519,20.181654,163.58414,-300.43735,340.80066,.35742283,.42969227,-.18187046,-.61157227
-5.9,27,-11.759186,15.247864,-41.644451,18.126078,-14.136909,13.316001,-40.23579,11.961974,5.9835896,161.93599,-311.40512,323.37228,20.120497,163.08842,-299.52695,339.76794,.35741806,.42969227,-.18187046,-.61156273
-5.8,27,-11.723444,15.201518,-41.517872,18.070984,-14.093939,13.275527,-40.113495,11.925615,5.9654026,161.44379,-310.45859,322.3894,20.059341,162.59271,-298.61652,338.7352,.35742283,.42969704,-.18187284,-.61156273
-5.7,27,-11.687701,15.155171,-41.391293,18.015888,-14.050969,13.235052,-39.991196,11.889256,5.9472151,160.95157,-309.51205,321.40649,19.998184,162.097,-297.70612,337.70248,.35742283,.42969227,-.18187284,-.61157227
-5.6,27,-11.651959,15.108826,-41.264713,17.960794,-14.008,13.194578,-39.868896,11.852899,5.929028,160.45937,-308.56555,320.42361,19.937027,161.6013,-296.79568,336.66974,.35742283,.42969227,-.18187284,-.61156273
-5.5,27,-11.616217,15.062479,-41.138134,17.905701,-13.965031,13.154104,-39.746601,11.81654,5.9108405,159.96716,-307.61902,319.4407,19.875872,161.10559,-295.88528,335.63702,.35742283,.42969704,-.18187284,-.61156273
-5.4,27,-11.580475,15.016133,-41.011555,17.850605,-13.922061,13.11363,-39.624306,11.780181,5.8926535,159.47496,-306.67252,318.45782,19.814714,160.60988,-294.97485,334.60428,.35741806,.42969227,-.18187046,-.61156273
-5.3,27,-11.544733,14.969788,-40.884975,17.795511,-13.879092,13.073156,-39.502007,11.743822,5.8744664,158.98274,-305.72598,317.47491,19.753559,160.11417,-294.06445,333.57156,.35742283,.42969227,-.18187284,-.61156273
-5.2,27,-11.50899,14.923441,-40.758396,17.740416,-13.836123,13.032681,-39.379707,11.707464,5.8562789,158.49054,-304.77948,316.49203,19.692402,159.61845,-293.15402,332.53882,.35742283,.42969227,-.18187284,-.61157227
-5.1,27,-11.473248,14.877095,-40.631817,17.685322,-13.793154,12.992208,-39.257412,11.671105,5.8380919,157.99834,-303.83295,315.50912,19.631245,159.12276,-292.24362,331.5061,.35742283,.42969227,-.18187046,-.61156273
-5,27,-11.437506,14.830749,-40.505241,17.630228,-13.750184,12.951734,-39.135117,11.634747,5.8199048,157.50612,-302.88644,314.52625,19.570089,158.62704,-291.33319,330.47339,.35742283,.42969704,-.18187046,-.61156273
-4.9,27,-11.401764,14.784403,-40.378662,17.575132,-13.707214,12.91126,-39.012817,11.598389,5.8017178,157.01392,-301.93991,313.54333,19.508932,158.13133,-290.42279,329.44064,.35741806,.42969227,-.18187284,-.61156273
-4.8,27,-11.366022,14.738057,-40.252083,17.520039,-13.664246,12.870785,-38.890522,11.56203,5.7835302,156.52171,-300.99338,312.56046,19.447777,157.63562,-289.51236,328.40793,.35742283,.42969227,-.18187284,-.61156273
-4.7,27,-11.330279,14.69171,-40.125504,17.464945,-13.621276,12.830311,-38.768223,11.525671,5.7653432,156.02951,-300.04688,311.57755,19.38662,157.13991,-288.60196,327.37518,.35742283,.42969227,-.18187284,-.61157227
-4.6,27,-11.294538,14.645365,-39.998924,17.409849,-13.578307,12.789837,-38.645927,11.489312,5.7471557,155.53729,-299.10034,310.59467,19.325462,156.6442,-287.69153,326.34247,.35742283,.42969227,-.18187284,-.61156273
-4.5,27,-11.258795,14.599018,-39.872345,17.354755,-13.535337,12.749363,-38.523628,11.452954,5.7289686,155.04509,-298.15384,309.61176,19.264307,156.1485,-286.78113,325.30972,.35742283,.42969704,-.18187046,-.61156273
-4.4,27,-11.223053,14.552672,-39.745766,17.299662,-13.492368,12.708888,-38.401333,11.416595,5.7107816,154.55289,-297.20731,308.62888,19.20315,155.65279,-285.8707,324.27701,.35742283,.42969227,-.18187046,-.61157227
-4.3,27,-11.18731,14.506327,-39.619186,17.244566,-13.449399,12.668414,-38.279034,11.380237,5.6925945,154.06068,-296.2608,307.64597,19.141993,155.15707,-284.9603,323.24426,.35742283,.42969227,-.18187284,-.61156273
-4.2,27,-11.151568,14.45998,-39.492607,17.189472,-13.406429,12.62794,-38.156738,11.343878,5.674407,153.56847,-295.31427,306.66309,19.080837,154.66136,-284.04987,322.21155,.35742283,.42969227,-.18187284,-.61156273
-4.1,27,-11.115826,14.413634,-39.366028,17.134377,-13.363461,12.587466,-38.034439,11.30752,5.65622,153.07626,-294.36774,305.68018,19.01968,154.16565,-283.13947,321.1788,.35742283,.42969227,-.18187046,-.61157227
-4,27,-11.080084,14.367288,-39.239452,17.079283,-13.320491,12.546991,-37.912144,11.271161,5.6380329,152.58406,-293.42123,304.6973,18.958523,153.66995,-282.22903,320.14609,.35741806,.42969704,-.18187284,-.61156273
-3.9,27,-11.044342,14.320942,-39.112873,17.024189,-13.277521,12.506517,-37.789845,11.234802,5.6198454,152.09186,-292.4747,303.71439,18.897367,153.17424,-281.31863,319.11334,.35742283,.42969227,-.18187284,-.61156273
-3.8,27,-11.008599,14.274595,-38.986294,16.969093,-13.234552,12.466043,-37.667549,11.198443,5.6016583,151.59964,-291.5282,302.73151,18.83621,152.67853,-280.4082,318.08063,.35742283,.42969227,-.18187046,-.61156273
-3.7,27,-10.972857,14.22825,-38.859715,16.914,-13.191583,12.42557,-37.54525,11.162086,5.5834713,151.10744,-290.58167,301.7486,18.775055,152.18282,-279.49777,317.04788,.35742283,.42969227,-.18187284,-.61156273
-3.6,27,-10.937115,14.181904,-38.733135,16.858906,-13.148614,12.385095,-37.422955,11.125727,5.5652838,150.61523,-289.63516,300.76572,18.713898,151.6871,-278.58737,316.01517,.35742283,.42969227,-.18187284,-.61157227
-3.5,27,-10.901373,14.135557,-38.606556,16.80381,-13.105644,12.344621,-37.300655,11.089368,5.5470967,150.12303,-288.68863,299.78281,18.65274,151.19139,-277.67694,314.98242,.35741806,.42969704,-.18187046,-.61156273
-3.4,27,-10.865631,14.089211,-38.479977,16.748716,-13.062675,12.304147,-37.17836,11.053009,5.5289097,149.63081,-287.7421,298.79993,18.591585,150.69569,-276.76654,313.94971,.35742283,.42969227,-.18187284,-.61156273
-3.3,27,-10.829888,14.042865,-38.353397,16.693623,-13.019706,12.263673,-37.056061,11.016651,5.5107222,149.13861,-286.79559,297.81705,18.530428,150.19998,-275.85611,312.91696,.35742283,.42969227,-.18187284,-.61157227
-3.2,27,-10.794147,13.996519,-38.226818,16.638527,-12.976736,12.223198,-36.933765,10.980292,5.4925351,148.64641,-285.84906,296.83414,18.469271,149.70427,-274.94571,311.88425,.35742283,.42969227,-.18187046,-.61156273
-3.1,27,-10.758404,13.950173,-38.100243,16.583433,-12.933767,12.182724,-36.811466,10.943933,5.4743481,148.15421,-284.90256,295.85126,18.408115,149.20856,-274.03528,310.85153,.35742283,.42969227,-.18187284,-.61156273
-3,27,-10.722662,13.903827,-37.973663,16.528337,-12.890798,12.14225,-36.689171,10.907575,5.4561605,147.66199,-283.95602,294.86835,18.346958,148.71284,-273.12488,309.81879,.35741806,.42969704,-.18187284,-.61157227
-2.9,27,-10.68692,13.857481,-37.847084,16.473244,-12.847828,12.101776,-36.566872,10.871217,5.4379735,147.16978,-283.00952,293.88547,18.285801,148.21715,-272.21445,308.78607,.35742283,.42969227,-.18187046,-.61156273
-2.8,27,-10.651177,13.811134,-37.720505,16.41815,-12.804859,12.061301,-36.444576,10.834858,5.4197865,146.67758,-282.06299,292.90256,18.224646,147.72144,-271.30405,307.75333,.35742283,.42969227,-.18187284,-.61156273
-2.7,27,-10.615436,13.764789,-37.593925,16.363054,-12.761889,12.020827,-36.322277,10.798499,5.4015989,146.18538,-281.11646,291.91968,18.163488,147.22572,-270.39362,306.72061,.35742283,.42969227,-.18187284,-.61157227
-2.6,27,-10.579693,13.718443,-37.467346,16.307961,-12.718921,11.980353,-36.199982,10.76214,5.3834119,145.69316,-280.16995,290.93677,18.102331,146.73001,-269.48322,305.68787,.35742283,.42969227,-.18187046,-.61156273
-2.5,27,-10.543951,13.672096,-37.340767,16.252867,-12.675951,11.939879,-36.077682,10.725782,5.3652248,145.20096,-279.22342,289.95389,18.041176,146.2343,-268.57278,304.65515,.35742283,.42969704,-.18187284,-.61156273
-2.4,27,-10.508208,13.625751,-37.214188,16.197771,-12.632981,11.899405,-35.955387,10.689424,5.3470373,144.70876,-278.27692,288.97098,17.980019,145.7386,-267.66238,303.62241,.35742283,.42969227,-.18187284,-.61156273
-2.3,27,-10.472466,13.579405,-37.087608,16.142677,-12.590013,11.858931,-35.833088,10.653065,5.3288503,144.21655,-277.33038,287.9881,17.918863,145.24289,-266.75195,302.58969,.35741806,.42969227,-.18187046,-.61156273
-2.2,27,-10.436725,13.533058,-36.961033,16.087584,-12.547043,11.818457,-35.710793,10.616707,5.3106632,143.72433,-276.38388,287.00519,17.857706,144.74718,-265.84155,301.55695,.35742283,.42969704,-.18187284,-.61157227
-2.1,27,-10.400982,13.486712,-36.834454,16.032488,-12.504073,11.777983,-35.588493,10.580348,5.2924757,143.23213,-275.43735,286.02231,17.796549,144.25146,-264.93112,300.52423,.35742283,.42969227,-.18187284,-.61156273
-2,27,-10.36524,13.440366,-36.707874,15.977394,-12.461104,11.737509,-35.466198,10.543989,5.2742887,142.73993,-274.49081,285.0394,17.735394,143.75575,-264.02072,299.49149,.35742283,.42969227,-.18187046,-.61156273
-1.9,27,-10.329497,13.39402,-36.581295,15.922299,-12.418135,11.697034,-35.343899,10.50763,5.2561016,142.24773,-273.54431,284.05652,17.674236,143.26004,-263.11029,298.45877,.35742283,.42969227,-.18187284,-.61157227
-1.8,27,-10.293756,13.347674,-36.454716,15.867205,-12.375166,11.65656,-35.221603,10.471272,5.2379141,141.75551,-272.59778,283.07361,17.613079,142.76434,-262.19989,297.42603,.35742283,.42969227,-.18187284,-.61156273
-1.7,27,-10.258013,13.301328,-36.328136,15.81211,-12.332196,11.616086,-35.099308,10.434914,5.219727,141.26331,-271.65128,282.09073,17.551924,142.26863,-261.28946,296.39331,.35742283,.42969227,-.18187046,-.61156273
-1.6,27,-10.222271,13.254982,-36.201557,15.757016,-12.289227,11.575612,-34.977009,10.398555,5.20154,140.7711,-270.70474,281.10782,17.490767,141.77292,-260.37906,295.36057,.35741806,.42969227,-.18187284,-.61156273
-1.5,27,-10.186529,13.208635,-36.074978,15.701921,-12.246258,11.535137,-34.854713,10.362196,5.1833525,140.2789,-269.75824,280.12494,17.429611,141.27721,-259.46863,294.32785,.35742283,.42969704,-.18187284,-.61156273
-1.4,27,-10.150786,13.16229,-35.948399,15.646827,-12.203288,11.494663,-34.732414,10.325838,5.1651654,139.78668,-268.81171,279.14203,17.368454,140.78149,-258.55823,293.29514,.35742283,.42969227,-.18187046,-.61157227
-1.3,27,-10.115045,13.115944,-35.821819,15.591732,-12.160319,11.454189,-34.610119,10.289479,5.1469784,139.29448,-267.86517,278.15915,17.307297,140.28578,-257.6478,292.26239,.35742283,.42969227,-.18187284,-.61156273
-1.2,27,-10.079302,13.069597,-35.695244,15.536638,-12.11735,11.413715,-34.48782,10.25312,5.1287909,138.80228,-266.91867,277.17624,17.246141,139.79008,-256.7374,291.22968,.35742283,.42969227,-.18187284,-.61156273
-1.1,27,-10.04356,13.023252,-35.568665,15.481544,-12.074381,11.37324,-34.365524,10.216762,5.1106038,138.31007,-265.97214,276.19336,17.184984,139.29437,-255.82697,290.19693,.35742283,.42969227,-.18187046,-.61157227
-1,27,-10.007817,12.976905,-35.442085,15.426449,-12.031411,11.332767,-34.243225,10.180404,5.0924168,137.81786,-265.02563,275.21045,17.123827,138.79866,-254.91655,289.16422,.35742283,.42969704,-.18187284,-.61156273
-.9,27,-9.9720755,12.930559,-35.315506,15.371355,-11.988441,11.292293,-34.12093,10.144045,5.0742292,137.32565,-264.0791,274.22757,17.062672,138.30295,-254.00613,288.13147,.35741806,.42969227,-.18187284,-.61156273
-.8,27,-9.9363337,12.884213,-35.188927,15.31626,-11.945473,11.251819,-33.998631,10.107686,5.0560422,136.83345,-263.1326,273.24466,17.001514,137.80724,-253.09572,287.09875,.35742283,.42969227,-.18187046,-.61157227
-.7,27,-9.9005909,12.837867,-35.062347,15.261166,-11.902503,11.211344,-33.876335,10.071327,5.0378551,136.34125,-262.18607,272.26178,16.940357,137.31154,-252.1853,286.06601,.35742283,.42969227,-.18187284,-.61156273
-.6,27,-9.8648491,12.791521,-34.935768,15.206071,-11.859534,11.17087,-33.754036,10.034969,5.0196676,135.84903,-261.23953,271.27887,16.879202,136.81583,-251.27489,285.03329,.35742283,.42969227,-.18187284,-.61156273
-.5,27,-9.8291063,12.745174,-34.809189,15.150977,-11.816565,11.130396,-33.631741,9.9986105,5.0014806,135.35683,-260.29303,270.29599,16.818045,136.32011,-250.36447,284.00055,.35742283,.42969704,-.18187046,-.61156273
-.4,27,-9.7933645,12.698829,-34.68261,15.095882,-11.773595,11.089922,-33.509441,9.9622517,4.9832935,134.86462,-259.3465,269.31308,16.756889,135.8244,-249.45406,282.96783,.35741806,.42969227,-.18187284,-.61156273
-.3,27,-9.7576227,12.652483,-34.556034,15.040788,-11.730626,11.049447,-33.387146,9.9258938,4.965106,134.37242,-258.39999,268.3302,16.695732,135.32869,-248.54364,281.93509,.35742283,.42969227,-.18187284,-.61157227
-.2,27,-9.72188,12.606136,-34.429455,14.985693,-11.687656,11.008973,-33.264847,9.889535,4.946919,133.8802,-257.45346,267.34729,16.634575,134.83298,-247.63322,280.90237,.35742283,.42969704,-.18187046,-.61156273
-.1,27,-9.6861382,12.559791,-34.302876,14.930599,-11.644687,10.968499,-33.142551,9.8531761,4.9287319,133.388,-256.50696,266.36441,16.57342,134.33728,-246.72281,279.86963,.35742283,.42969227,-.18187284,-.61156273
0,27,-9.6503954,12.513444,-34.176296,14.875504,-11.601718,10.928025,-33.020252,9.8168173,4.9105444,132.8958,-255.56042,265.3815,16.512262,133.84157,-245.81239,278.83691,.35742283,.42969227,-.18187284,-.61157227
.1,27,-9.6146536,12.467098,-34.049717,14.82041,-11.558748,10.88755,-32.897957,9.7804594,4.8923573,132.40358,-254.61391,264.39862,16.451105,133.34586,-244.90196,277.80417,.35742283,.42969227,-.18187046,-.61156273
.2,27,-9.5789108,12.420753,-33.923138,14.765316,-11.515779,10.847076,-32.775658,9.7441006,4.8741703,131.91138,-253.66739,263.41571,16.38995,132.85014,-243.99155,276.77145,.35742283,.42969227,-.18187284,-.61156273
.3,27,-9.543169,12.374406,-33.796558,14.710221,-11.47281,10.806602,-32.653362,9.7077417,4.8559828,131.41917,-252.72087,262.43283,16.328793,132.35443,-243.08113,275.73871,.35741806,.42969704,-.18187284,-.61156273
.4,27,-9.5074272,12.32806,-33.669979,14.655127,-11.42984,10.766129,-32.531063,9.6713829,4.8377957,130.92697,-251.77434,261.44995,16.267637,131.85873,-242.17072,274.70599,.35742283,.42969227,-.18187046,-.61156273
.5,27,-9.4716845,12.281713,-33.5434,14.600032,-11.386871,10.725655,-32.408768,9.635025,4.8196087,130.43475,-250.82782,260.46704,16.20648,131.36302,-241.2603,273.67328,.35742283,.42969227,-.18187284,-.61157227
.6,27,-9.4359426,12.235368,-33.416824,14.544938,-11.343902,10.68518,-32.286469,9.5986662,4.8014212,129.94255,-249.8813,259.48416,16.145323,130.86731,-240.34988,272.64053,.35742283,.42969227,-.18187284,-.61156273
.7,27,-9.4001999,12.189022,-33.290245,14.489843,-11.300933,10.644706,-32.164173,9.5623074,4.7832341,129.45035,-248.93478,258.50125,16.084167,130.3716,-239.43947,271.60782,.35742283,.42969227,-.18187046,-.61156273
.8,27,-9.3644581,12.142675,-33.163666,14.434749,-11.257963,10.604232,-32.041874,9.5259485,4.7650471,128.95815,-247.98827,257.51837,16.02301,129.87589,-238.52905,270.57507,.35741806,.42969704,-.18187046,-.6115675
.9,27,-9.3287163,12.09633,-33.037086,14.379654,-11.214993,10.563758,-31.919579,9.4895906,4.74686,128.46593,-247.04175,256.53546,15.961854,129.38017,-237.61864,269.54236,.35742283,.42969227,-.18187284,-.6115675
1,27,-9.2929735,12.049983,-32.910507,14.32456,-11.172025,10.523283,-31.797281,9.4532318,4.7286725,127.97372,-246.09523,255.55257,15.900697,128.88448,-236.70822,268.50961,.35742283,.42969227,-.18187284,-.6115675
1.1,27,-9.2572317,12.003637,-32.783928,14.269465,-11.129055,10.482809,-31.674984,9.416873,4.7104855,127.48152,-245.1487,254.56967,15.83954,128.38876,-235.79781,267.4769,.35742283,.42969227,-.18187284,-.61156273
1.2,27,-9.221489,11.957292,-32.657349,14.214371,-11.086086,10.442335,-31.552687,9.3805141,4.6922979,126.98931,-244.20218,253.58678,15.778384,127.89305,-234.88739,266.44415,.35742283,.42969227,-.18187284,-.61156273
1.3,27,-9.1857471,11.910945,-32.530769,14.159277,-11.043117,10.401861,-31.430389,9.3441563,4.6741109,126.49711,-243.25566,252.60388,15.717228,127.39734,-233.97697,265.41144,.35742283,.42969704,-.18187046,-.6115675
1.4,27,-9.1500044,11.864599,-32.40419,14.104182,-11.000147,10.361386,-31.308092,9.3077974,4.6559238,126.0049,-242.30914,251.62099,15.656071,126.90163,-233.06656,264.37869,.35742283,.42969227,-.18187046,-.6115675
1.5,27,-9.1142626,11.818253,-32.277615,14.049088,-10.957178,10.320912,-31.185795,9.2714386,4.6377368,125.5127,-241.36263,250.63809,15.594914,126.40592,-232.15614,263.34598,.35741806,.42969227,-.18187284,-.61156273
1.6,27,-9.0785208,11.771907,-32.151035,13.993993,-10.914208,10.280438,-31.063498,9.2350798,4.6195493,125.02048,-240.41611,249.6552,15.533758,125.91021,-231.24573,262.31323,.35742283,.42969227,-.18187284,-.61156273
1.7,27,-9.042778,11.725561,-32.024456,13.938899,-10.87124,10.239964,-30.9412,9.1987219,4.6013622,124.52828,-239.46959,248.6723,15.472602,125.41451,-230.33531,261.28052,.35742283,.42969227,-.18187046,-.6115675
1.8,27,-9.0070362,11.679214,-31.897877,13.883804,-10.82827,10.19949,-30.818903,9.1623631,4.5831752,124.03607,-238.52306,247.68941,15.411445,124.91879,-229.4249,260.24777,.35742283,.42969704,-.18187284,-.6115675
1.9,27,-8.9712934,11.632869,-31.771297,13.82871,-10.7853,10.159016,-30.696606,9.1260042,4.5649877,123.54387,-237.57654,246.70651,15.350288,124.42309,-228.51448,259.21506,.35742283,.42969227,-.18187284,-.61156273
2,27,-8.9355516,11.586522,-31.644718,13.773615,-10.742332,10.118542,-30.574308,9.0896463,4.5468006,123.05166,-236.63002,245.72362,15.289132,123.92738,-227.60406,258.18231,.35741806,.42969227,-.18187046,-.61156273
2.1,27,-8.8998098,11.540176,-31.518139,13.718521,-10.699362,10.078068,-30.452011,9.0532875,4.5286136,122.55946,-235.6835,244.74074,15.227976,123.43166,-226.69365,257.1496,.35742283,.42969227,-.18187284,-.6115675
2.2,27,-8.8640671,11.493831,-31.391562,13.663426,-10.656393,10.037593,-30.329714,9.0169287,4.510426,122.06725,-234.73698,243.75783,15.166819,122.93596,-225.78323,256.11685,.35742283,.42969227,-.18187284,-.6115675
2.3,27,-8.8283253,11.447484,-31.264982,13.608332,-10.613423,9.9971189,-30.207417,8.9805698,4.492239,121.57504,-233.79047,242.77495,15.105662,122.44025,-224.87282,255.08414,.35742283,.42969704,-.18187046,-.61156273
2.4,27,-8.7925825,11.401138,-31.138403,13.553237,-10.570454,9.956645,-30.085119,8.944212,4.474052,121.08283,-232.84395,241.79204,15.044506,121.94453,-223.9624,254.05141,.35742283,.42969227,-.18187284,-.6115675
2.5,27,-8.7568407,11.354792,-31.011824,13.498143,-10.527485,9.9161711,-29.962822,8.9078531,4.4558644,120.59063,-231.89742,240.80916,14.983349,121.44883,-223.05199,253.01868,.35742283,.42969227,-.18187284,-.6115675
2.6,27,-8.7210979,11.308446,-30.885244,13.443048,-10.484515,9.8756971,-29.840525,8.8714943,4.4376774,120.09842,-230.9509,239.82626,14.922193,120.95312,-222.14157,251.98595,.35742283,.42969227,-.18187046,-.61156273
2.7,27,-8.6853561,11.2621,-30.758667,13.387954,-10.441546,9.8352222,-29.718227,8.8351355,4.4194903,119.60622,-230.00438,238.84337,14.861036,120.45741,-221.23114,250.95322,.35741806,.42969227,-.18187284,-.61156273
2.8,27,-8.6496143,11.215754,-30.632088,13.33286,-10.398577,9.7947483,-29.59593,8.7987776,4.4013028,119.11401,-229.05786,237.86047,14.79988,119.9617,-220.32072,249.92049,.35742283,.42969704,-.18187284,-.6115675
2.9,27,-8.6138716,11.169408,-30.505508,13.277765,-10.355607,9.7542744,-29.473633,8.7624187,4.3831158,118.6218,-228.11134,236.87758,14.738723,119.46599,-219.41031,248.88776,.35742283,.42969227,-.18187046,-.6115675
3,27,-8.5781298,11.123061,-30.378929,13.222671,-10.312638,9.7138004,-29.351336,8.7260599,4.3649287,118.12959,-227.16483,235.89468,14.677567,118.97028,-218.49989,247.85503,.35742283,.42969227,-.18187284,-.61156273
