temp,ref,yhat_comm,se_comm,lowerci_comm,upperci_comm,yhat_low,se_low,lowerci_low,upperci_low,yhat_high,se_high,lowerci_high,upperci_high,yhat_marg,se_marg,lowerci_marg,upperci_marg
-10,27,-23,17.5,-57.293064,11.30614,-19,12.5,-43.480228,5.4372621,-30.5,50.700001,-129.7653,68.863602,-11.4,52,-113.38204,90.523308
-5,27,-19.9,15.1,-49.550758,9.7782831,-16.5,10.8,-37.604519,4.702497,-26.299999,43.799999,-112.22945,59.557713,-9.8999996,45,-98.060143,78.290428
0,27,-16.799999,12.8,-41.808453,8.2504263,-13.9,9.1000004,-31.728813,3.967732,-22.200001,37,-94.693596,50.25182,-8.3000002,38,-82.738243,66.057549
5,27,-13.7,10.4,-34.066147,6.7225699,-11.3,7.4000001,-25.853107,3.2329667,-18.1,30.1,-77.157745,40.945927,-6.8000002,30.9,-67.416351,53.824669
10,27,-10.6,8,-26.323839,5.1947131,-8.6999998,5.6999998,-19.977402,2.4982016,-14,23.299999,-59.621895,31.640036,-5.3000002,23.9,-52.094452,41.591789
30,27,1.6,1.3,-.98550165,4.1597967,1.6,1,-.31715068,3.421566,2,3.9000001,-5.5770988,9.6668959,.5,4,-7.3187823,8.3041639
35,27,-.30000001,3.9000001,-7.8369632,7.2674999,4.3000002,2.4000001,-.37180468,8.9737387,-1.5,8.6000004,-18.374521,15.458483,-5.8000002,8.8000002,-23.094435,11.576461
40,27,-12.9,14.4,-41.110847,15.382347,7.4000001,7.4000001,-7.0425124,21.908791,-21.299999,22.299999,-64.980263,22.293577,-28.799999,23.4,-74.610107,17.057142
45,27,-28.200001,27.9,-82.927765,26.455416,10.7,14.2,-17.133324,38.463924,-45.5,42.700001,-129.1801,38.178146,-56.200001,45,-144.39224,32.059689
