temp,ref,mins_worked,T_spline0,T_spline1,T_ref_spline0,T_ref_spline1,yhat,lower_ci,upper_ci
-20,27,0,-20,0,27,0,-33.189198,-58.454494,-7.9238992
-19,27,0,-19,0,27,0,-32.483044,-57.210781,-7.7553053
-18,27,0,-18,0,27,0,-31.776892,-55.967072,-7.5867119
-17,27,0,-17,0,27,0,-31.070738,-54.723358,-7.418118
-16,27,0,-16,0,27,0,-30.364584,-53.479645,-7.2495246
-15,27,0,-15,0,27,0,-29.658432,-52.235931,-7.0809312
-14,27,0,-14,0,27,0,-28.952278,-50.992218,-6.9123373
-13,27,0,-13,0,27,0,-28.246124,-49.748508,-6.7437439
-12,27,0,-12,0,27,0,-27.539972,-48.504795,-6.57515
-11,27,0,-11,0,27,0,-26.833818,-47.261082,-6.4065566
-10,27,0,-10,0,27,0,-26.127666,-46.017368,-6.2379632
-9,27,0,-9,0,27,0,-25.421513,-44.773655,-6.0693693
-8,27,0,-8,0,27,0,-24.715359,-43.529942,-5.9007759
-7,27,0,-7,0,27,0,-24.009207,-42.286232,-5.732182
-6,27,0,-6,0,27,0,-23.303053,-41.042519,-5.5635886
-5,27,0,-5,0,27,0,-22.596901,-39.798805,-5.3949952
-4,27,0,-4,0,27,0,-21.890747,-38.555092,-5.2264013
-3,27,0,-3,0,27,0,-21.184593,-37.311378,-5.0578079
-2,27,0,-2,0,27,0,-20.478441,-36.067669,-4.889214
-1,27,0,-1,0,27,0,-19.772287,-34.823956,-4.7206206
0,27,0,0,0,27,0,-19.066135,-33.580242,-4.5520272
1,27,0,1,0,27,0,-18.359982,-32.336529,-4.3834333
2,27,0,2,0,27,0,-17.653828,-31.092817,-4.2148399
3,27,0,3,0,27,0,-16.947676,-29.849104,-4.0462461
4,27,0,4,0,27,0,-16.241522,-28.605391,-3.8776526
5,27,0,5,0,27,0,-15.535369,-27.361679,-3.709059
6,27,0,6,0,27,0,-14.829216,-26.117966,-3.5404656
7,27,0,7,0,27,0,-14.123062,-24.874254,-3.3718719
8,27,0,8,0,27,0,-13.416909,-23.630541,-3.2032783
9,27,0,9,0,27,0,-12.710756,-22.386827,-3.0346847
10,27,0,10,0,27,0,-12.004603,-21.143116,-2.866091
11,27,0,11,0,27,0,-11.29845,-19.899403,-2.6974976
12,27,0,12,0,27,0,-10.592297,-18.655689,-2.528904
13,27,0,13,0,27,0,-9.8861437,-17.411978,-2.3603103
14,27,0,14,0,27,0,-9.1799908,-16.168264,-2.1917167
15,27,0,15,0,27,0,-8.4738379,-14.924552,-2.023123
16,27,0,16,0,27,0,-7.7676845,-13.68084,-1.8545295
17,27,0,17,0,27,0,-7.0615311,-12.437127,-1.685936
18,27,0,18,0,27,0,-6.3553782,-11.193414,-1.5173423
19,27,0,19,0,27,0,-5.6492252,-9.9497013,-1.3487488
20,27,0,20,0,27,0,-4.9430718,-8.7059889,-1.1801552
21,27,0,21,0,27,0,-4.2369189,-7.462276,-1.0115615
22,27,0,22,0,27,0,-3.5307655,-6.2185636,-.84296799
23,27,0,23,0,27,0,-2.8246126,-4.9748507,-.6743744
24,27,0,24,0,27,0,-2.1184595,-3.731138,-.50578076
25,27,0,25,0,27,0,-1.4123063,-2.4874253,-.3371872
26,27,0,26,0,27,0,-.70615315,-1.2437127,-.1685936
27,27,0,27,0,27,0,0,0,0
28,27,0,28,1,27,0,.65918881,.13598643,1.1823912
29,27,0,29,6.9230766,27,0,1.0871685,.097278811,2.0770581
30,27,0,30,18.384615,27,0,1.2550379,-.17679547,2.6868713
31,27,0,31,34.923077,27,0,1.1844729,-.71315265,3.0820985
32,27,0,32,56.076927,27,0,.89714915,-1.5286736,3.3229721
33,27,0,33,81.384613,27,0,.41474324,-2.6255343,3.4550209
34,27,0,34,110.38462,27,0,-.24107015,-3.9917822,3.5096419
35,27,0,35,142.61539,27,0,-1.048614,-5.6050019,3.5077736
36,27,0,36,177.61539,27,0,-1.9862132,-7.4362617,3.4638352
37,27,0,37,214.92308,27,0,-3.0321918,-9.4529943,3.3886106
38,27,0,38,254.07692,27,0,-4.1648731,-11.620745,3.2909987
39,27,0,39,294.61539,27,0,-5.3625827,-13.904144,3.1789789
40,27,0,40,336.07693,27,0,-6.6036444,-16.267412,3.0601239
41,27,0,41,378,27,0,-7.8663807,-18.674627,2.9418647
42,27,0,42,420,27,0,-9.1327305,-21.095461,2.8299992
43,27,0,43,462,27,0,-10.39908,-23.522264,2.7241039
44,27,0,44,504,27,0,-11.66543,-25.953583,2.6227241
45,27,0,45,546,27,0,-12.931779,-28.388397,2.5248387
46,27,0,46,588,27,0,-14.198129,-30.82597,2.4297111
47,27,0,47,630,27,0,-15.464478,-33.265755,2.3367972
48,27,0,48,672,27,0,-16.730827,-35.707344,2.2456863
49,27,0,49,714,27,0,-17.997177,-38.150417,2.1560628
50,27,0,50,756,27,0,-19.263527,-40.594734,2.0676806
