temp,ref,mins_worked,T_spline0,T_spline1,T_ref_spline0,T_ref_spline1,yhat,lower_ci,upper_ci
-20,27,0,-20,0,27,0,20.577906,-7.3420138,48.497826
-19,27,0,-19,0,27,0,20.140079,-7.185801,47.465958
-18,27,0,-18,0,27,0,19.702251,-7.0295877,46.43409
-17,27,0,-17,0,27,0,19.264423,-6.8733749,45.402222
-16,27,0,-16,0,27,0,18.826595,-6.7171617,44.370354
-15,27,0,-15,0,27,0,18.388767,-6.5609488,43.338482
-14,27,0,-14,0,27,0,17.950939,-6.4047356,42.306614
-13,27,0,-13,0,27,0,17.513111,-6.2485228,41.274746
-12,27,0,-12,0,27,0,17.075285,-6.0923095,40.242878
-11,27,0,-11,0,27,0,16.637457,-5.9360962,39.21101
-10,27,0,-10,0,27,0,16.199629,-5.7798834,38.179142
-9,27,0,-9,0,27,0,15.761801,-5.6236701,37.14727
-8,27,0,-8,0,27,0,15.323973,-5.4674573,36.115402
-7,27,0,-7,0,27,0,14.886146,-5.311244,35.083534
-6,27,0,-6,0,27,0,14.448318,-5.1550312,34.051666
-5,27,0,-5,0,27,0,14.010489,-4.9988179,33.019798
-4,27,0,-4,0,27,0,13.572661,-4.8426051,31.987928
-3,27,0,-3,0,27,0,13.134834,-4.6863918,30.95606
-2,27,0,-2,0,27,0,12.697006,-4.530179,29.924191
-1,27,0,-1,0,27,0,12.259178,-4.3739657,28.892323
0,27,0,0,0,27,0,11.821351,-4.2177529,27.860455
1,27,0,1,0,27,0,11.383523,-4.0615396,26.828585
2,27,0,2,0,27,0,10.945695,-3.9053266,25.796717
3,27,0,3,0,27,0,10.507867,-3.7491136,24.764849
4,27,0,4,0,27,0,10.07004,-3.5929005,23.732979
5,27,0,5,0,27,0,9.6322117,-3.4366875,22.701111
6,27,0,6,0,27,0,9.1943836,-3.2804744,21.669241
7,27,0,7,0,27,0,8.7565556,-3.1242614,20.637373
8,27,0,8,0,27,0,8.3187284,-2.9680481,19.605505
9,27,0,9,0,27,0,7.8809004,-2.8118351,18.573635
10,27,0,10,0,27,0,7.4430728,-2.655622,17.541767
11,27,0,11,0,27,0,7.0052447,-2.499409,16.509899
12,27,0,12,0,27,0,6.5674171,-2.3431959,15.47803
13,27,0,13,0,27,0,6.1295891,-2.1869829,14.446161
14,27,0,14,0,27,0,5.6917615,-2.0307698,13.414292
15,27,0,15,0,27,0,5.2539334,-1.8745568,12.382424
16,27,0,16,0,27,0,4.8161058,-1.7183437,11.350555
17,27,0,17,0,27,0,4.3782778,-1.5621307,10.318686
18,27,0,18,0,27,0,3.9404502,-1.4059175,9.2868176
19,27,0,19,0,27,0,3.5026224,-1.2497045,8.2549496
20,27,0,20,0,27,0,3.0647945,-1.0934914,7.2230806
21,27,0,21,0,27,0,2.6269667,-.93727839,6.1912122
22,27,0,22,0,27,0,2.1891389,-.78106534,5.1593432
23,27,0,23,0,27,0,1.7513112,-.62485224,4.1274748
24,27,0,24,0,27,0,1.3134834,-.46863919,3.0956061
25,27,0,25,0,27,0,.87565559,-.31242612,2.0637374
26,27,0,26,0,27,0,.4378278,-.15621306,1.0318687
27,27,0,27,0,27,0,0,0,0
28,27,0,28,1,27,0,-.43200067,-1.0219666,.15796518
29,27,0,29,8,27,0,-.82903862,-1.9848841,.32680687
30,27,0,30,27,27,0,-1.1561512,-2.8316398,.51933736
31,27,0,31,64,27,0,-1.3783755,-3.5095794,.7528283
32,27,0,32,125,27,0,-1.4607491,-3.9744005,1.0529023
33,27,0,33,216,27,0,-1.368309,-4.1965051,1.4598869
34,27,0,34,343,27,0,-1.0660927,-4.1708555,2.0386701
35,27,0,35,512,27,0,-.51913744,-3.9290519,2.8907771
36,27,0,36,729,27,0,.30751961,-3.5445564,4.1595955
37,27,0,37,1000,27,0,1.4488411,-3.1142769,6.0119591
38,27,0,38,1325,27,0,2.9048269,-2.7331853,8.5428391
39,27,0,39,1680,27,0,4.5356264,-2.4763596,11.547612
40,27,0,40,2040,27,0,6.1955614,-2.3358378,14.726961
41,27,0,41,2400,27,0,7.8554964,-2.2664416,17.977434
42,27,0,42,2760,27,0,9.5154314,-2.2393339,21.270197
43,27,0,43,3120,27,0,11.175366,-2.2390816,24.589815
44,27,0,44,3480,27,0,12.835301,-2.2568276,27.927431
45,27,0,45,3840,27,0,14.495236,-2.2871747,31.277649
46,27,0,46,4200,27,0,16.155172,-2.3266661,34.637009
47,27,0,47,4560,27,0,17.815107,-2.3729925,38.003208
48,27,0,48,4920,27,0,19.475042,-2.4245565,41.374641
49,27,0,49,5280,27,0,21.134977,-2.4802191,44.750172
50,27,0,50,5640,27,0,22.794912,-2.5391481,48.128971
