temp,ref,mins_worked,T_spline0,T_spline1,T_ref_spline0,T_ref_spline1,yhat,lower_ci,upper_ci
-20,27,0,-20,0,27,0,-.46060809,-.46060809,-.46060809
-19,27,0,-19,0,27,0,-.45080793,-.45080793,-.45080793
-18,27,0,-18,0,27,0,-.44100776,-.44100776,-.44100776
-17,27,0,-17,0,27,0,-.4312076,-.4312076,-.4312076
-16,27,0,-16,0,27,0,-.42140743,-.42140743,-.42140743
-15,27,0,-15,0,27,0,-.41160724,-.41160724,-.41160724
-14,27,0,-14,0,27,0,-.40180707,-.40180707,-.40180707
-13,27,0,-13,0,27,0,-.3920069,-.3920069,-.3920069
-12,27,0,-12,0,27,0,-.38220674,-.38220674,-.38220674
-11,27,0,-11,0,27,0,-.37240654,-.37240654,-.37240654
-10,27,0,-10,0,27,0,-.36260638,-.36260638,-.36260638
-9,27,0,-9,0,27,0,-.35280621,-.35280621,-.35280621
-8,27,0,-8,0,27,0,-.34300604,-.34300604,-.34300604
-7,27,0,-7,0,27,0,-.33320588,-.33320588,-.33320588
-6,27,0,-6,0,27,0,-.32340568,-.32340568,-.32340568
-5,27,0,-5,0,27,0,-.31360552,-.31360552,-.31360552
-4,27,0,-4,0,27,0,-.30380535,-.30380535,-.30380535
-3,27,0,-3,0,27,0,-.29400519,-.29400519,-.29400519
-2,27,0,-2,0,27,0,-.28420499,-.28420499,-.28420499
-1,27,0,-1,0,27,0,-.27440482,-.27440482,-.27440482
0,27,0,0,0,27,0,-.26460466,-.26460466,-.26460466
1,27,0,1,0,27,0,-.25480449,-.25480449,-.25480449
2,27,0,2,0,27,0,-.24500431,-.24500431,-.24500431
3,27,0,3,0,27,0,-.23520415,-.23520415,-.23520415
4,27,0,4,0,27,0,-.22540396,-.22540396,-.22540396
5,27,0,5,0,27,0,-.2156038,-.2156038,-.2156038
6,27,0,6,0,27,0,-.20580362,-.20580362,-.20580362
7,27,0,7,0,27,0,-.19600345,-.19600345,-.19600345
8,27,0,8,0,27,0,-.18620327,-.18620327,-.18620327
9,27,0,9,0,27,0,-.17640311,-.17640311,-.17640311
10,27,0,10,0,27,0,-.16660294,-.16660294,-.16660294
11,27,0,11,0,27,0,-.15680276,-.15680276,-.15680276
12,27,0,12,0,27,0,-.14700259,-.14700259,-.14700259
13,27,0,13,0,27,0,-.13720241,-.13720241,-.13720241
14,27,0,14,0,27,0,-.12740225,-.12740225,-.12740225
15,27,0,15,0,27,0,-.11760207,-.11760207,-.11760207
16,27,0,16,0,27,0,-.1078019,-.1078019,-.1078019
17,27,0,17,0,27,0,-.098001726,-.098001726,-.098001726
18,27,0,18,0,27,0,-.088201553,-.088201553,-.088201553
19,27,0,19,0,27,0,-.078401379,-.078401379,-.078401379
20,27,0,20,0,27,0,-.068601206,-.068601206,-.068601206
21,27,0,21,0,27,0,-.058801036,-.058801036,-.058801036
22,27,0,22,0,27,0,-.049000863,-.049000863,-.049000863
23,27,0,23,0,27,0,-.03920069,-.03920069,-.03920069
24,27,0,24,0,27,0,-.029400518,-.029400518,-.029400518
25,27,0,25,0,27,0,-.019600345,-.019600345,-.019600345
26,27,0,26,0,27,0,-.0098001724,-.0098001724,-.0098001724
27,27,0,27,0,27,0,0,0,0
28,27,0,28,1,27,0,.01036674,.01036674,.01036674
29,27,0,29,8,27,0,.024132881,.024132881,.024132881
30,27,0,30,27,27,0,.044697829,.044697829,.044697829
31,27,0,31,64,27,0,.075460978,.075460978,.075460978
32,27,0,32,125,27,0,.11982174,.11982174,.11982174
33,27,0,33,216,27,0,.18117951,.18117951,.18117951
34,27,0,34,343,27,0,.2629337,.2629337,.2629337
35,27,0,35,512,27,0,.36848369,.36848369,.36848369
36,27,0,36,729,27,0,.50122893,.50122893,.50122893
37,27,0,37,1000,27,0,.66456878,.66456878,.66456878
38,27,0,38,1325,27,0,.85850322,.85850322,.85850322
39,27,0,39,1680,27,0,1.0694346,1.0694346,1.0694346
40,27,0,40,2040,27,0,1.283199,1.283199,1.283199
41,27,0,41,2400,27,0,1.4969633,1.4969633,1.4969633
42,27,0,42,2760,27,0,1.7107276,1.7107276,1.7107276
43,27,0,43,3120,27,0,1.9244919,1.9244919,1.9244919
44,27,0,44,3480,27,0,2.1382563,2.1382563,2.1382563
45,27,0,45,3840,27,0,2.3520205,2.3520205,2.3520205
46,27,0,46,4200,27,0,2.5657849,2.5657849,2.5657849
47,27,0,47,4560,27,0,2.7795491,2.7795491,2.7795491
48,27,0,48,4920,27,0,2.9933136,2.9933136,2.9933136
49,27,0,49,5280,27,0,3.2070777,3.2070777,3.2070777
50,27,0,50,5640,27,0,3.4208422,3.4208422,3.4208422
