temp,ref,mins_worked,T_spline0,T_spline1,T_ref_spline0,T_ref_spline1,yhat,lower_ci,upper_ci
-20,27,0,-20,0,27,0,-1.4636528,-5.2230015,2.2956958
-19,27,0,-19,0,27,0,-1.4325113,-5.1118736,2.2468512
-18,27,0,-18,0,27,0,-1.4013697,-5.0007458,2.1980066
-17,27,0,-17,0,27,0,-1.3702282,-4.8896184,2.1491618
-16,27,0,-16,0,27,0,-1.3390867,-4.7784905,2.1003172
-15,27,0,-15,0,27,0,-1.3079451,-4.6673632,2.0514727
-14,27,0,-14,0,27,0,-1.2768035,-4.5562353,2.0026281
-13,27,0,-13,0,27,0,-1.245662,-4.4451075,1.9537836
-12,27,0,-12,0,27,0,-1.2145205,-4.3339801,1.9049389
-11,27,0,-11,0,27,0,-1.1833789,-4.2228522,1.8560944
-10,27,0,-10,0,27,0,-1.1522373,-4.1117244,1.8072498
-9,27,0,-9,0,27,0,-1.1210958,-4.000597,1.7584052
-8,27,0,-8,0,27,0,-1.0899543,-3.8894691,1.7095606
-7,27,0,-7,0,27,0,-1.0588127,-3.7783415,1.6607161
-6,27,0,-6,0,27,0,-1.0276711,-3.6672137,1.6118715
-5,27,0,-5,0,27,0,-.99652958,-3.5560861,1.5630269
-4,27,0,-4,0,27,0,-.96538806,-3.4449584,1.5141823
-3,27,0,-3,0,27,0,-.93424648,-3.3338306,1.4653376
-2,27,0,-2,0,27,0,-.90310496,-3.222703,1.4164931
-1,27,0,-1,0,27,0,-.87196338,-3.1115754,1.3676485
0,27,0,0,0,27,0,-.84082186,-3.0004475,1.3188039
1,27,0,1,0,27,0,-.80968028,-2.8893199,1.2699593
2,27,0,2,0,27,0,-.77853876,-2.7781923,1.2211148
3,27,0,3,0,27,0,-.74739718,-2.6670644,1.1722702
4,27,0,4,0,27,0,-.71625566,-2.5559368,1.1234256
5,27,0,5,0,27,0,-.68511409,-2.4448092,1.0745809
6,27,0,6,0,27,0,-.65397257,-2.3336816,1.0257363
7,27,0,7,0,27,0,-.62283099,-2.2225537,.97689182
8,27,0,8,0,27,0,-.59168947,-2.1114261,.92804718
9,27,0,9,0,27,0,-.56054789,-2.0002985,.8792026
10,27,0,10,0,27,0,-.52940637,-1.8891708,.83035803
11,27,0,11,0,27,0,-.49826479,-1.778043,.78151345
12,27,0,12,0,27,0,-.46712324,-1.6669153,.73266882
13,27,0,13,0,27,0,-.43598169,-1.5557877,.68382424
14,27,0,14,0,27,0,-.40484014,-1.4446599,.63497967
15,27,0,15,0,27,0,-.37369859,-1.3335322,.58613509
16,27,0,16,0,27,0,-.34255704,-1.2224046,.53729045
17,27,0,17,0,27,0,-.31141549,-1.1112769,.48844591
18,27,0,18,0,27,0,-.28027394,-1.0001493,.4396013
19,27,0,19,0,27,0,-.24913239,-.88902152,.39075673
20,27,0,20,0,27,0,-.21799085,-.77789384,.34191212
21,27,0,21,0,27,0,-.1868493,-.66676611,.29306754
22,27,0,22,0,27,0,-.15570775,-.55563843,.24422295
23,27,0,23,0,27,0,-.1245662,-.44451076,.19537836
24,27,0,24,0,27,0,-.093424648,-.33338305,.14653377
25,27,0,25,0,27,0,-.062283099,-.22225538,.097689182
26,27,0,26,0,27,0,-.031141549,-.11112769,.048844591
27,27,0,27,0,27,0,0,0,0
28,27,0,28,1,27,0,.031055205,-.048420213,.11053062
29,27,0,29,8,27,0,.061592344,-.094380237,.21756493
30,27,0,30,27,27,0,.091093354,-.1358753,.31806201
31,27,0,31,64,27,0,.11904017,-.17193204,.41001239
32,27,0,32,125,27,0,.14491472,-.2034318,.49326125
33,27,0,33,216,27,0,.16819894,-.23425801,.57065588
34,27,0,34,343,27,0,.18837477,-.27256328,.64931285
35,27,0,35,512,27,0,.20492415,-.33126104,.74110937
36,27,0,36,729,27,0,.217329,-.42635268,.86101067
37,27,0,37,1000,27,0,.22507125,-.5732016,1.023344
38,27,0,38,1325,27,0,.22815093,-.77927828,1.2355802
39,27,0,39,1680,27,0,.22864027,-1.027331,1.4846115
40,27,0,40,2040,27,0,.2286979,-1.291981,1.7493767
41,27,0,41,2400,27,0,.22875552,-1.5638944,2.0214055
42,27,0,42,2760,27,0,.22881314,-1.8402089,2.2978351
43,27,0,43,3120,27,0,.22887076,-2.1193712,2.5771127
44,27,0,44,3480,27,0,.22892839,-2.4004738,2.8583307
45,27,0,45,3840,27,0,.22898601,-2.6829553,3.1409273
46,27,0,46,4200,27,0,.22904363,-2.9664497,3.4245369
47,27,0,47,4560,27,0,.22910126,-3.2507093,3.7089119
48,27,0,48,4920,27,0,.22915888,-3.5355608,3.9938786
49,27,0,49,5280,27,0,.2292165,-3.8208795,4.2793126
50,27,0,50,5640,27,0,.22927412,-4.1065726,4.5651212
