temp,ref,mins_worked,T_spline0,T_spline1,T_ref_spline0,T_ref_spline1,yhat,lower_ci,upper_ci
-20,27,0,-20,0,27,0,.16626151,-4.1312642,4.4637871
-19,27,0,-19,0,27,0,.16272403,-4.043365,4.368813
-18,27,0,-18,0,27,0,.15918656,-3.9554656,4.2738385
-17,27,0,-17,0,27,0,.15564908,-3.8675663,4.1788645
-16,27,0,-16,0,27,0,.1521116,-3.7796671,4.0838904
-15,27,0,-15,0,27,0,.14857411,-3.6917679,3.9889162
-14,27,0,-14,0,27,0,.14503664,-3.6038687,3.8939419
-13,27,0,-13,0,27,0,.14149916,-3.5159695,3.7989678
-12,27,0,-12,0,27,0,.13796169,-3.4280703,3.7039936
-11,27,0,-11,0,27,0,.13442421,-3.3401709,3.6090193
-10,27,0,-10,0,27,0,.13088672,-3.2522717,3.5140452
-9,27,0,-9,0,27,0,.12734924,-3.1643724,3.419071
-8,27,0,-8,0,27,0,.12381177,-3.0764732,3.3240969
-7,27,0,-7,0,27,0,.12027429,-2.988574,3.2291226
-6,27,0,-6,0,27,0,.11673681,-2.9006748,3.1341484
-5,27,0,-5,0,27,0,.11319933,-2.8127756,3.0391743
-4,27,0,-4,0,27,0,.10966185,-2.7248764,2.9442
-3,27,0,-3,0,27,0,.10612437,-2.6369772,2.8492258
-2,27,0,-2,0,27,0,.1025869,-2.5490777,2.7542517
-1,27,0,-1,0,27,0,.099049412,-2.4611785,2.6592774
0,27,0,0,0,27,0,.095511936,-2.3732793,2.5643032
1,27,0,1,0,27,0,.091974452,-2.2853801,2.4693291
2,27,0,2,0,27,0,.088436976,-2.1974809,2.3743548
3,27,0,3,0,27,0,.0848995,-2.1095817,2.2793806
4,27,0,4,0,27,0,.081362016,-2.0216825,2.1844065
5,27,0,5,0,27,0,.07782454,-1.9337832,2.0894322
6,27,0,6,0,27,0,.074287057,-1.845884,1.9944581
7,27,0,7,0,27,0,.070749581,-1.7579848,1.8994839
8,27,0,8,0,27,0,.067212105,-1.6700854,1.8045096
9,27,0,9,0,27,0,.063674621,-1.5821862,1.7095355
10,27,0,10,0,27,0,.060137145,-1.494287,1.6145613
11,27,0,11,0,27,0,.056599665,-1.4063878,1.5195872
12,27,0,12,0,27,0,.053062186,-1.3184886,1.4246129
13,27,0,13,0,27,0,.049524706,-1.2305893,1.3296387
14,27,0,14,0,27,0,.045987226,-1.1426901,1.2346646
15,27,0,15,0,27,0,.04244975,-1.0547909,1.1396903
16,27,0,16,0,27,0,.03891227,-.96689159,1.0447161
17,27,0,17,0,27,0,.03537479,-.87899238,.94974196
18,27,0,18,0,27,0,.031837311,-.79109311,.85476774
19,27,0,19,0,27,0,.028299833,-.7031939,.75979358
20,27,0,20,0,27,0,.024762353,-.61529464,.66481936
21,27,0,21,0,27,0,.021224875,-.52739543,.56984514
22,27,0,22,0,27,0,.017687395,-.43949619,.47487098
23,27,0,23,0,27,0,.014149916,-.35159695,.37989679
24,27,0,24,0,27,0,.010612438,-.26369771,.28492257
25,27,0,25,0,27,0,.0070749582,-.17579848,.18994839
26,27,0,26,0,27,0,.0035374791,-.087899238,.094974197
27,27,0,27,0,27,0,0,0,0
28,27,0,28,1,27,0,-.004067413,-.094891846,.086757019
29,27,0,29,8,27,0,-.011314429,-.18936042,.16673157
30,27,0,30,27,27,0,-.024920654,-.28335869,.23351739
31,27,0,31,64,27,0,-.048065688,-.37770122,.28156984
32,27,0,32,125,27,0,-.083929136,-.47479308,.30693477
33,27,0,33,216,27,0,-.1356906,-.57975769,.30837649
34,27,0,34,343,27,0,-.20652969,-.70200318,.28894383
35,27,0,35,512,27,0,-.29962602,-.85668778,.25743574
36,27,0,36,729,27,0,-.41815916,-1.0643829,.22806454
37,27,0,37,1000,27,0,-.56530875,-1.3472588,.21664129
38,27,0,38,1325,27,0,-.74107474,-1.7171224,.23497295
39,27,0,39,1680,27,0,-.93273878,-2.1481125,.28263488
40,27,0,40,2040,27,0,-1.1270524,-2.602318,.3482132
41,27,0,41,2400,27,0,-1.3213662,-3.0662949,.42356262
42,27,0,42,2760,27,0,-1.5156798,-3.5361342,.50477457
43,27,0,43,3120,27,0,-1.7099936,-4.0097299,.5897429
44,27,0,44,3480,27,0,-1.9043072,-4.4858632,.67724872
45,27,0,45,3840,27,0,-2.0986209,-4.9637852,.76654345
46,27,0,46,4200,27,0,-2.2929347,-5.4430132,.85714388
47,27,0,47,4560,27,0,-2.4872484,-5.9232221,.94872522
48,27,0,48,4920,27,0,-2.6815622,-6.4041858,1.0410615
49,27,0,49,5280,27,0,-2.8758757,-6.8857422,1.1339908
50,27,0,50,5640,27,0,-3.0701895,-7.3677731,1.2273942
