temp,ref,mins_worked,T_spline0,T_spline1,T_ref_spline0,T_ref_spline1,yhat,lower_ci,upper_ci
-20,27,0,-20,0,27,0,8.5349846,-13.489624,30.559593
-19,27,0,-19,0,27,0,8.3533888,-13.20261,29.909389
-18,27,0,-18,0,27,0,8.1717939,-12.915597,29.259184
-17,27,0,-17,0,27,0,7.9901986,-12.628584,28.60898
-16,27,0,-16,0,27,0,7.8086028,-12.341571,27.958776
-15,27,0,-15,0,27,0,7.6270075,-12.054557,27.308573
-14,27,0,-14,0,27,0,7.4454122,-11.767544,26.658369
-13,27,0,-13,0,27,0,7.2638168,-11.480531,26.008163
-12,27,0,-12,0,27,0,7.0822215,-11.193518,25.35796
-11,27,0,-11,0,27,0,6.9006257,-10.906505,24.707756
-10,27,0,-10,0,27,0,6.7190304,-10.619491,24.057552
-9,27,0,-9,0,27,0,6.5374351,-10.332478,23.407349
-8,27,0,-8,0,27,0,6.3558397,-10.045465,22.757143
-7,27,0,-7,0,27,0,6.1742444,-9.7584515,22.106939
-6,27,0,-6,0,27,0,5.9926486,-9.4714375,21.456736
-5,27,0,-5,0,27,0,5.8110533,-9.1844244,20.806532
-4,27,0,-4,0,27,0,5.629458,-8.8974113,20.156326
-3,27,0,-3,0,27,0,5.4478626,-8.6103983,19.506123
-2,27,0,-2,0,27,0,5.2662673,-8.3233852,18.855919
-1,27,0,-1,0,27,0,5.0846715,-8.0363712,18.205715
0,27,0,0,0,27,0,4.9030762,-7.7493582,17.555511
1,27,0,1,0,27,0,4.7214808,-7.4623451,16.905306
2,27,0,2,0,27,0,4.5398855,-7.1753316,16.255102
3,27,0,3,0,27,0,4.3582902,-6.8883185,15.604898
4,27,0,4,0,27,0,4.1766944,-6.601305,14.954695
5,27,0,5,0,27,0,3.9950993,-6.314292,14.30449
6,27,0,6,0,27,0,3.8135037,-6.0272784,13.654286
7,27,0,7,0,27,0,3.6319084,-5.7402654,13.004082
8,27,0,8,0,27,0,3.4503129,-5.4532523,12.353878
9,27,0,9,0,27,0,3.2687175,-5.1662388,11.703674
10,27,0,10,0,27,0,3.0871222,-4.8792257,11.05347
11,27,0,11,0,27,0,2.9055266,-4.5922122,10.403266
12,27,0,12,0,27,0,2.7239313,-4.3051991,9.7530613
13,27,0,13,0,27,0,2.5423357,-4.0181856,9.1028576
14,27,0,14,0,27,0,2.3607404,-3.7311726,8.4526529
15,27,0,15,0,27,0,2.1791451,-3.4441593,7.8024492
16,27,0,16,0,27,0,1.9975497,-3.157146,7.152245
17,27,0,17,0,27,0,1.8159542,-2.8701327,6.5020409
18,27,0,18,0,27,0,1.6343588,-2.5831194,5.8518372
19,27,0,19,0,27,0,1.4527633,-2.2961061,5.201633
20,27,0,20,0,27,0,1.2711679,-2.0090928,4.5514288
21,27,0,21,0,27,0,1.0895725,-1.7220796,3.9012246
22,27,0,22,0,27,0,.9079771,-1.4350663,3.2510204
23,27,0,23,0,27,0,.72638166,-1.1480531,2.6008165
24,27,0,24,0,27,0,.54478627,-.86103982,1.9506123
25,27,0,25,0,27,0,.36319083,-.57402653,1.3004082
26,27,0,26,0,27,0,.18159541,-.28701326,.65020412
27,27,0,27,0,27,0,0,0,0
28,27,0,28,1,27,0,-.18028924,-.64489585,.2843174
29,27,0,29,8,27,0,-.35274136,-1.2585152,.55303252
30,27,0,30,27,27,0,-.50951928,-1.8126757,.79363716
31,27,0,31,64,27,0,-.64278597,-2.2865369,1.0009651
32,27,0,32,125,27,0,-.74470419,-2.6734676,1.1840594
33,27,0,33,216,27,0,-.80743694,-2.9919739,1.3771001
34,27,0,34,343,27,0,-.82314706,-3.2990661,1.6527719
35,27,0,35,512,27,0,-.78399748,-3.6939464,2.1259515
36,27,0,36,729,27,0,-.68215114,-4.2927866,2.9284842
37,27,0,37,1000,27,0,-.50977087,-5.186255,4.1667132
38,27,0,38,1325,27,0,-.26685673,-6.4035945,5.8698812
39,27,0,39,1680,27,0,.015242931,-7.8453259,7.8758116
40,27,0,40,2040,27,0,.30387351,-9.3752584,9.9830055
41,27,0,41,2400,27,0,.59250408,-10.942681,12.12769
42,27,0,42,2760,27,0,.88113463,-12.532041,14.29431
43,27,0,43,3120,27,0,1.1697652,-14.135262,16.474792
44,27,0,44,3480,27,0,1.4583958,-15.747774,18.664566
45,27,0,45,3840,27,0,1.7470263,-17.366806,20.860859
46,27,0,46,4200,27,0,2.0356569,-18.990582,23.061895
47,27,0,47,4560,27,0,2.3242874,-20.617914,25.266489
48,27,0,48,4920,27,0,2.6129181,-22.247984,27.47382
49,27,0,49,5280,27,0,2.9015486,-23.880201,29.683298
50,27,0,50,5640,27,0,3.1901791,-25.514133,31.894493
