temp,ref,mins_worked,T_spline0,T_spline1,T_ref_spline0,T_ref_spline1,yhat,lower_ci,upper_ci
-20,27,0,-20,0,27,0,-.53966308,-4.7338891,3.6545627
-19,27,0,-19,0,27,0,-.5281809,-4.6331677,3.5768061
-18,27,0,-18,0,27,0,-.51669866,-4.5324469,3.4990494
-17,27,0,-17,0,27,0,-.50521648,-4.431726,3.4212928
-16,27,0,-16,0,27,0,-.4937343,-4.3310046,3.3435361
-15,27,0,-15,0,27,0,-.48225209,-4.2302837,3.2657795
-14,27,0,-14,0,27,0,-.47076991,-4.1295629,3.1880229
-13,27,0,-13,0,27,0,-.4592877,-4.0288415,3.1102662
-12,27,0,-12,0,27,0,-.44780552,-3.9281206,3.0325096
-11,27,0,-11,0,27,0,-.43632331,-3.8273995,2.9547529
-10,27,0,-10,0,27,0,-.42484114,-3.7266786,2.8769963
-9,27,0,-9,0,27,0,-.41335896,-3.6259575,2.7992396
-8,27,0,-8,0,27,0,-.40187675,-3.5252364,2.721483
-7,27,0,-7,0,27,0,-.39039457,-3.4245155,2.6437263
-6,27,0,-6,0,27,0,-.37891236,-3.3237944,2.5659697
-5,27,0,-5,0,27,0,-.36743018,-3.2230732,2.4882131
-4,27,0,-4,0,27,0,-.35594797,-3.1223524,2.4104564
-3,27,0,-3,0,27,0,-.34446579,-3.0216312,2.3326998
-2,27,0,-2,0,27,0,-.33298358,-2.9209101,2.2549429
-1,27,0,-1,0,27,0,-.3215014,-2.8201892,2.1771863
0,27,0,0,0,27,0,-.3100192,-2.7194681,2.0994296
1,27,0,1,0,27,0,-.29853702,-2.618747,2.021673
2,27,0,2,0,27,0,-.28705484,-2.5180261,1.9439164
3,27,0,3,0,27,0,-.27557263,-2.417305,1.8661597
4,27,0,4,0,27,0,-.26409045,-2.3165839,1.788403
5,27,0,5,0,27,0,-.25260824,-2.215863,1.7106464
6,27,0,6,0,27,0,-.24112605,-2.1151419,1.6328897
7,27,0,7,0,27,0,-.22964385,-2.0144207,1.5551331
8,27,0,8,0,27,0,-.21816166,-1.9136997,1.4773765
9,27,0,9,0,27,0,-.20667948,-1.8129787,1.3996198
10,27,0,10,0,27,0,-.19519728,-1.7122577,1.3218632
11,27,0,11,0,27,0,-.18371509,-1.6115366,1.2441065
12,27,0,12,0,27,0,-.1722329,-1.5108156,1.1663499
13,27,0,13,0,27,0,-.1607507,-1.4100946,1.0885931
14,27,0,14,0,27,0,-.14926851,-1.3093735,1.0108365
15,27,0,15,0,27,0,-.13778631,-1.2086525,.93307984
16,27,0,16,0,27,0,-.12630412,-1.1079315,.8553232
17,27,0,17,0,27,0,-.11482193,-1.0072104,.77756655
18,27,0,18,0,27,0,-.10333974,-.90648937,.69980991
19,27,0,19,0,27,0,-.091857545,-.80576831,.62205327
20,27,0,20,0,27,0,-.080375351,-.70504731,.54429656
21,27,0,21,0,27,0,-.068893157,-.60432625,.46653992
22,27,0,22,0,27,0,-.057410963,-.50360519,.38878328
23,27,0,23,0,27,0,-.045928773,-.40288416,.31102663
24,27,0,24,0,27,0,-.034446578,-.30216312,.23326996
25,27,0,25,0,27,0,-.022964386,-.20144208,.15551332
26,27,0,26,0,27,0,-.011482193,-.10072104,.077756658
27,27,0,27,0,27,0,0,0,0
28,27,0,28,1,27,0,.010730878,-.077895179,.099356934
29,27,0,29,8,27,0,.016953865,-.15669931,.19060706
30,27,0,30,27,27,0,.014161072,-.23773521,.26605734
31,27,0,31,64,27,0,-.0021553938,-.32327569,.3189649
32,27,0,32,125,27,0,-.036503419,-.41735044,.34434357
33,27,0,33,216,27,0,-.093390897,-.5269798,.34019801
34,27,0,34,343,27,0,-.17732573,-.66381526,.30916381
35,27,0,35,512,27,0,-.29281577,-.8454349,.25980335
36,27,0,36,729,27,0,-.44436896,-1.0943692,.20563121
37,27,0,37,1000,27,0,-.63649315,-1.4336493,.16066296
38,27,0,38,1325,27,0,-.86918837,-1.8736032,.13522652
39,27,0,39,1680,27,0,-1.124423,-2.3810561,.13221012
40,27,0,40,2040,27,0,-1.3834143,-2.9117415,.14491303
41,27,0,41,2400,27,0,-1.6424055,-3.4513988,.16658793
42,27,0,42,2760,27,0,-1.9013968,-3.9964256,.19363207
43,27,0,43,3120,27,0,-2.160388,-4.5448899,.22411397
44,27,0,44,3480,27,0,-2.4193792,-5.0956769,.2569184
45,27,0,45,3840,27,0,-2.6783705,-5.6481018,.2913608
46,27,0,46,4200,27,0,-2.9373617,-6.2017226,.32699949
47,27,0,47,4560,27,0,-3.196353,-6.7562432,.36353746
48,27,0,48,4920,27,0,-3.4553442,-7.3114562,.40076798
49,27,0,49,5280,27,0,-3.7143354,-7.8672137,.43854281
50,27,0,50,5640,27,0,-3.9733267,-8.4234066,.47675309
