temp,yhat_low,se_low,lowerci_low,upperci_low,yhat_high,se_high,lowerci_high,upperci_high
-20,4.3252416,80.108047,-152.68364,161.33412,1441.1855,6390.9756,-11084.896,13967.268
-19.9,4.1692929,79.172829,-151.00661,159.34518,1427.9149,6338.6772,-10995.664,13851.494
-19.8,4.0149579,78.245697,-149.34378,157.3737,1414.7251,6286.6992,-10906.979,13736.429
-19.7,3.8622282,77.326599,-147.69513,155.41959,1401.6157,6235.0396,-10818.837,13622.068
-19.6,3.7110953,76.415512,-146.06055,153.48274,1388.5865,6183.6973,-10731.237,13508.41
-19.5,3.5615509,75.512383,-144.44,151.56311,1375.6371,6132.6714,-10644.178,13395.452
-19.4,3.4135866,74.61718,-142.8334,149.66057,1362.7672,6081.9604,-10557.656,13283.19
-19.3,3.2671943,73.729866,-141.24069,147.77507,1349.9767,6031.563,-10471.669,13171.622
-19.2,3.1223652,72.850395,-139.66179,145.90651,1337.265,5981.4775,-10386.216,13060.746
-19.1,2.9790912,71.978729,-138.09663,144.05481,1324.6321,5931.7031,-10301.293,12950.557
-19,2.8373637,71.114838,-136.54517,142.21989,1312.0776,5882.2388,-10216.898,12841.054
-18.9,2.6971748,70.258675,-135.00731,140.40166,1299.6012,5833.0825,-10133.031,12732.233
-18.8,2.558516,69.41021,-133.483,138.60002,1287.2026,5784.2339,-10049.688,12624.093
-18.7,2.4213791,68.569397,-131.97217,136.81493,1274.8816,5735.6909,-9966.8662,12516.629
-18.6,2.2857556,67.736198,-130.47476,135.04626,1262.6378,5687.4521,-9884.5645,12409.84
-18.5,2.1516378,66.910583,-128.99069,133.29398,1250.4709,5639.5171,-9802.7793,12303.722
-18.4,2.019017,66.092514,-127.51992,131.55795,1238.3807,5591.8843,-9721.5107,12198.272
-18.3,1.8878851,65.281944,-126.06237,129.83813,1226.3671,5544.5522,-9640.7549,12093.489
-18.2,1.758234,64.478836,-124.61797,128.13443,1214.4294,5497.5195,-9560.5107,11989.369
-18.1,1.6300557,63.683167,-123.18665,126.44677,1202.5676,5450.7852,-9480.7754,11885.91
-18,1.5033418,62.89489,-121.76837,124.77505,1190.7813,5404.3477,-9401.5459,11783.108
-17.9,1.3780843,62.113968,-120.36305,123.11922,1179.0703,5358.2065,-9322.8213,11680.962
-17.8,1.254275,61.340366,-118.97063,121.47918,1167.4342,5312.3594,-9244.5986,11579.467
-17.7,1.1319059,60.574047,-117.59104,119.85486,1155.8728,5266.8057,-9166.877,11478.622
