temp,yhat_low,se_low,lowerci_low,upperci_low,yhat_high,se_high,lowerci_high,upperci_high
-20,-218.12582,12.474192,-242.57478,-193.67685,171.64438,55.9361,62.011639,281.2771
-19.9,-217.26009,12.410053,-241.58334,-192.93683,171.03473,55.688457,61.88736,280.1821
-19.8,-216.39606,12.34609,-240.59395,-192.19817,170.42613,55.441441,61.762905,279.08936
-19.7,-215.53374,12.282303,-239.60661,-191.46086,169.81857,55.195045,61.638268,277.99887
-19.6,-214.67313,12.218692,-238.62132,-190.72493,169.21205,54.949276,61.513454,276.91064
-19.5,-213.81424,12.155257,-237.63811,-189.99037,168.60658,54.704124,61.388462,275.82471
-19.4,-212.95706,12.091998,-236.65694,-189.25719,168.00215,54.459602,61.26329,274.741
-19.3,-212.10159,12.028914,-235.67784,-188.52536,167.39876,54.215698,61.137939,273.65958
-19.2,-211.24785,11.966008,-234.70079,-187.79489,166.79642,53.97242,61.012413,272.58041
-19.1,-210.3958,11.903277,-233.7258,-187.06581,166.1951,53.729763,60.886703,271.50351
-19,-209.54547,11.840723,-232.75287,-186.33809,165.59485,53.487732,60.760815,270.42886
-18.9,-208.69685,11.778344,-231.78198,-185.61172,164.99562,53.246323,60.63475,269.35651
-18.8,-207.84996,11.716143,-230.81317,-184.88673,164.39745,53.005535,60.508503,268.28638
-18.7,-207.00476,11.654117,-229.84642,-184.16312,163.80031,52.765373,60.382076,267.21854
-18.6,-206.16129,11.592267,-228.88171,-183.44087,163.20422,52.525837,60.25547,266.15295
-18.5,-205.31953,11.530594,-227.91908,-182.71999,162.60916,52.286919,60.128685,265.08966
-18.4,-204.47948,11.469098,-226.9585,-182.00046,162.01515,52.048626,60.00172,264.02859
-18.3,-203.64114,11.407778,-225.99997,-181.2823,161.4222,51.810959,59.874577,262.96982
-18.2,-202.80452,11.346635,-225.0435,-180.56552,160.83026,51.573914,59.747253,261.91327
-18.1,-201.9696,11.285668,-224.08911,-179.8501,160.2394,51.337494,59.619751,260.85904
-18,-201.1364,11.224878,-223.13676,-179.13605,159.64955,51.101696,59.492065,259.80704
-17.9,-200.30492,11.164265,-222.18648,-178.42336,159.06076,50.866524,59.364201,258.75729
-17.8,-199.47514,11.103828,-221.23825,-177.71204,158.47301,50.631973,59.236156,257.70984
-17.7,-198.64708,11.043569,-220.29207,-177.00209,157.88629,50.398045,59.107933,256.66464
-17.6,-197.82072,10.983485,-219.34796,-176.29349,157.30061,50.164745,58.979527,255.6217
-17.5,-196.99609,10.923579,-218.40591,-175.58627,156.71599,49.932064,58.850945,254.58104
-17.4,-196.17317,10.863851,-217.46593,-174.88042,156.13242,49.700012,58.722176,253.54263
-17.3,-195.35196,10.804298,-216.528,-174.17592,155.54987,49.468582,58.593231,252.5065
-17.2,-194.53247,10.744924,-215.59213,-173.47279,154.96837,49.237774,58.464104,251.47263
-17.1,-193.71468,10.685726,-214.65831,-172.77104,154.38791,49.007591,58.334797,250.44102
-17,-192.89861,10.626706,-213.72656,-172.07065,153.8085,48.778034,58.205307,249.41168
-16.9,-192.08424,10.567863,-212.79688,-171.37161,153.23012,48.549099,58.075638,248.38461
-16.8,-191.27161,10.509197,-211.86925,-170.67395,152.6528,48.320789,57.945789,247.3598
-16.7,-190.46066,10.450708,-210.94368,-169.97766,152.07651,48.093102,57.815758,246.33725
-16.6,-189.65144,10.392398,-210.02017,-169.28271,151.50127,47.866039,57.685547,245.31699
-16.5,-188.84393,10.334264,-209.09872,-168.58916,150.92706,47.639603,57.555153,244.29897
-16.4,-188.03815,10.276308,-208.17934,-167.89694,150.3539,47.413792,57.42458,243.28322
-16.3,-187.23405,10.21853,-207.26201,-167.20612,149.78178,47.188602,57.293823,242.26974
-16.2,-186.43169,10.160929,-206.34674,-166.51663,149.21071,46.964039,57.162888,241.25853
-16.1,-185.63103,10.103506,-205.43355,-165.82852,148.64067,46.740097,57.031769,240.24959
-16,-184.83209,10.046261,-204.5224,-165.14178,148.07169,46.516781,56.900467,239.2429
-15.9,-184.03485,9.9891939,-203.61331,-164.45639,147.50374,46.29409,56.768986,238.23848
-15.8,-183.23933,9.9323044,-202.7063,-163.77238,146.93683,46.072025,56.637321,237.23634
