temp,yhat_low,se_low,lowerci_low,upperci_low,yhat_high,se_high,lowerci_high,upperci_high
-20,97.12735,0,97.12735,97.12735,2736.0903,0,2736.0903,2736.0903
-19.9,93.882797,0,93.882797,93.882797,2709.5007,0,2709.5007,2709.5007
-19.8,90.674149,0,90.674149,90.674149,2683.0918,0,2683.0918,2683.0918
-19.7,87.501183,0,87.501183,87.501183,2656.863,0,2656.863,2656.863
-19.6,84.363686,0,84.363686,84.363686,2630.8135,0,2630.8135,2630.8135
-19.5,81.261444,0,81.261444,81.261444,2604.9426,0,2604.9426,2604.9426
-19.4,78.194244,0,78.194244,78.194244,2579.2495,0,2579.2495,2579.2495
-19.3,75.161873,0,75.161873,75.161873,2553.7332,0,2553.7332,2553.7332
-19.2,72.164108,0,72.164108,72.164108,2528.3933,0,2528.3933,2528.3933
-19.1,69.200745,0,69.200745,69.200745,2503.2288,0,2503.2288,2503.2288
-19,66.271576,0,66.271576,66.271576,2478.2388,0,2478.2388,2478.2388
-18.9,63.376381,0,63.376381,63.376381,2453.4229,0,2453.4229,2453.4229
-18.8,60.514957,0,60.514957,60.514957,2428.78,0,2428.78,2428.78
-18.7,57.687088,0,57.687088,57.687088,2404.3096,0,2404.3096,2404.3096
-18.6,54.892567,0,54.892567,54.892567,2380.0107,0,2380.0107,2380.0107
-18.5,52.131187,0,52.131187,52.131187,2355.8828,0,2355.8828,2355.8828
-18.4,49.402737,0,49.402737,49.402737,2331.9248,0,2331.9248,2331.9248
-18.3,46.707008,0,46.707008,46.707008,2308.1362,0,2308.1362,2308.1362
-18.2,44.043797,0,44.043797,44.043797,2284.5161,0,2284.5161,2284.5161
-18.1,41.412895,0,41.412895,41.412895,2261.064,0,2261.064,2261.064
-18,38.814095,0,38.814095,38.814095,2237.7786,0,2237.7786,2237.7786
-17.9,36.247196,0,36.247196,36.247196,2214.6597,0,2214.6597,2214.6597
-17.8,33.711987,0,33.711987,33.711987,2191.7063,0,2191.7063,2191.7063
-17.7,31.208269,0,31.208269,31.208269,2168.918,0,2168.918,2168.918
-17.6,28.735838,0,28.735838,28.735838,2146.2935,0,2146.2935,2146.2935
-17.5,26.294487,0,26.294487,26.294487,2123.8323,0,2123.8323,2123.8323
-17.4,23.884018,0,23.884018,23.884018,2101.5334,0,2101.5334,2101.5334
-17.3,21.504227,0,21.504227,21.504227,2079.3967,0,2079.3967,2079.3967
-17.2,19.154913,0,19.154913,19.154913,2057.4209,0,2057.4209,2057.4209
-17.1,16.835876,0,16.835876,16.835876,2035.6056,0,2035.6056,2035.6056
-17,14.546916,0,14.546916,14.546916,2013.9498,0,2013.9498,2013.9498
-16.9,12.287833,0,12.287833,12.287833,1992.4529,0,1992.4529,1992.4529
-16.8,10.058429,0,10.058429,10.058429,1971.114,0,1971.114,1971.114
-16.7,7.8585038,0,7.8585038,7.8585038,1949.9326,0,1949.9326,1949.9326
-16.6,5.687861,0,5.687861,5.687861,1928.9078,0,1928.9078,1928.9078
-16.5,3.546304,0,3.546304,3.546304,1908.0391,0,1908.0391,1908.0391
-16.4,1.4336358,0,1.4336358,1.4336358,1887.3254,0,1887.3254,1887.3254
-16.3,-.65033954,0,-.65033954,-.65033954,1866.7664,0,1866.7664,1866.7664
-16.2,-2.7058172,0,-2.7058172,-2.7058172,1846.361,0,1846.361,1846.361
-16.1,-4.7329922,0,-4.7329922,-4.7329922,1826.1086,0,1826.1086,1826.1086
-16,-6.7320585,0,-6.7320585,-6.7320585,1806.0085,0,1806.0085,1806.0085
-15.9,-8.7032089,0,-8.7032089,-8.7032089,1786.0602,0,1786.0602,1786.0602
-15.8,-10.646638,0,-10.646638,-10.646638,1766.2626,0,1766.2626,1766.2626
-15.7,-12.562536,0,-12.562536,-12.562536,1746.6151,0,1746.6151,1746.6151
-15.6,-14.451097,0,-14.451097,-14.451097,1727.1172,0,1727.1172,1727.1172
-15.5,-16.312511,0,-16.312511,-16.312511,1707.7679,0,1707.7679,1707.7679
-15.4,-18.146969,0,-18.146969,-18.146969,1688.5667,0,1688.5667,1688.5667
-15.3,-19.954659,0,-19.954659,-19.954659,1669.5127,0,1669.5127,1669.5127
-15.2,-21.735773,0,-21.735773,-21.735773,1650.6055,0,1650.6055,1650.6055
