temp,yhat_low,se_low,lowerci_low,upperci_low,yhat_high,se_high,lowerci_high,upperci_high
-20,-18.10751,23.063732,-63.311592,27.096575,-1040.6179,282.65558,-1594.6127,-486.6232
-19.9,-18.013828,22.968801,-63.031853,27.004196,-1036.4823,281.55145,-1588.313,-484.65155
-19.8,-17.920382,22.874079,-62.75275,26.911987,-1032.3547,280.44952,-1582.0258,-482.68381
-19.7,-17.827171,22.77956,-62.474289,26.819944,-1028.2355,279.34976,-1575.7509,-480.72
-19.6,-17.734198,22.685247,-62.196465,26.728073,-1024.1244,278.25217,-1569.4886,-478.76013
-19.5,-17.641457,22.591143,-61.919281,26.636368,-1020.0214,277.15677,-1563.2388,-476.80417
-19.4,-17.548952,22.497242,-61.642735,26.544832,-1015.9268,276.06354,-1557.0013,-474.85214
-19.3,-17.456682,22.403549,-61.366829,26.453466,-1011.8402,274.9725,-1550.7764,-472.90402
-19.2,-17.364647,22.310061,-61.091564,26.362267,-1007.7619,273.88364,-1544.564,-470.95984
-19.1,-17.272848,22.216778,-60.816933,26.271236,-1003.6918,272.79694,-1538.3639,-469.01959
-19,-17.181284,22.123703,-60.542946,26.180376,-999.62982,271.71243,-1532.1764,-467.08325
-18.9,-17.089956,22.030832,-60.269592,26.089684,-995.57611,270.6301,-1526.0013,-465.15082
-18.8,-16.998861,21.938169,-59.996883,25.999159,-991.53052,269.54996,-1519.8387,-463.22235
-18.7,-16.908003,21.845711,-59.724812,25.908802,-987.49316,268.47198,-1513.6886,-461.29776
-18.6,-16.817381,21.753458,-59.453377,25.818615,-983.46405,267.39618,-1507.5509,-459.37714
-18.5,-16.726992,21.661413,-59.182579,25.728596,-979.44305,266.32257,-1501.4258,-457.46042
-18.4,-16.636839,21.569572,-58.912426,25.638746,-975.4303,265.25113,-1495.313,-455.54761
-18.3,-16.546923,21.477938,-58.642906,25.549065,-971.42572,264.18188,-1489.2126,-453.63873
