temp,yhat_low,se_low,lowerci_low,upperci_low,yhat_high,se_high,lowerci_high,upperci_high
-20,-72.3918,94.148178,-256.91885,112.13525,-34.110298,292.12424,-606.66327,538.44263
-19.9,-71.718796,93.045296,-254.08423,110.64663,-33.001713,288.61893,-598.68445,532.68103
-19.799999,-71.05027,91.952003,-251.27287,109.17235,-31.908211,285.14291,-590.77808,526.96161
-19.700001,-70.386208,90.868271,-248.48474,107.71234,-30.829704,281.69604,-582.94379,521.28442
-19.6,-69.726563,89.794022,-245.7196,106.26648,-29.766043,278.27808,-575.18103,515.64893
-19.5,-69.071335,88.729218,-242.9774,104.83473,-28.717144,274.88892,-567.4895,510.05521
-19.4,-68.420509,87.67382,-240.25804,103.41702,-27.682898,271.52841,-559.86877,504.50299
-19.299999,-67.774055,86.627777,-237.56139,102.01328,-26.663197,268.19641,-552.31848,498.9921
-19.200001,-67.131973,85.591072,-234.88739,100.62344,-25.657955,264.89285,-544.83844,493.52249
-19.1,-66.494217,84.563614,-232.23584,99.247421,-24.667028,261.61746,-537.42786,488.09378
-19,-65.860779,83.545372,-229.60669,97.885147,-23.690331,258.37015,-530.08655,482.70587
-18.9,-65.231636,82.536308,-226.99983,96.536552,-22.727753,255.15079,-522.81409,477.35861
-18.799999,-64.606781,81.536377,-224.41513,95.201576,-21.779196,251.95921,-515.61017,472.05179
-18.700001,-63.986198,80.545547,-221.85257,93.880173,-20.844568,248.79535,-508.47449,466.78537
-18.6,-63.369846,79.563736,-219.3119,92.572212,-19.923731,245.65894,-501.4064,461.55893
-18.5,-62.757717,78.590927,-216.79311,91.277672,-19.016598,242.5499,-494.40564,456.37244
-18.4,-62.149796,77.627068,-214.29605,89.99646,-18.123066,239.46806,-487.47186,451.22574
-18.299999,-61.546059,76.672119,-211.82065,88.728531,-17.243032,236.41333,-480.60464,446.11859
-18.200001,-60.946499,75.726044,-209.36682,87.473824,-16.37641,233.3856,-473.8038,441.05096
-18.1,-60.351078,74.78878,-206.93439,86.232231,-15.523062,230.38461,-467.0686,436.02249
-18,-59.759789,73.860283,-204.52328,85.003708,-14.682904,227.41029,-460.3989,431.03308
-17.9,-59.172607,72.940521,-202.13341,83.788193,-13.855834,224.46251,-453.79425,426.08258
-17.799999,-58.589523,72.029457,-199.76466,82.585609,-13.04175,221.54109,-447.2543,421.17081
-17.700001,-58.010521,71.127045,-197.41698,81.395927,-12.240565,218.646,-440.77884,416.2977
-17.6,-57.435562,70.233231,-195.09016,80.219032,-11.452149,215.77695,-434.36719,411.46289
-17.5,-56.864643,69.347969,-192.78416,79.054878,-10.676416,212.93387,-428.01913,406.66629
-17.4,-56.297741,68.47123,-190.49889,77.903397,-9.9132671,210.11664,-421.73431,401.90778
-17.299999,-55.73484,67.602966,-188.23421,76.764534,-9.1625996,207.3251,-415.51233,397.18713
-17.200001,-55.17593,66.743149,-185.9901,75.638237,-8.4243307,204.55919,-409.35297,392.5043
-17.1,-54.620975,65.891716,-183.76636,74.524414,-7.6983309,201.81865,-403.25562,387.85895
-17,-54.069962,65.04863,-181.56293,73.423004,-6.9845161,199.10341,-397.22003,383.25098
-16.9,-53.522877,64.213852,-179.37971,72.333961,-6.2827888,196.41333,-391.24582,378.68024
-16.799999,-52.979702,63.387348,-177.21661,71.257217,-5.5930495,193.74828,-385.33267,374.14658
-16.700001,-52.440426,62.569084,-175.07358,70.192726,-4.9152136,191.10817,-379.48035,369.6499
-16.6,-51.90501,61.758991,-172.95041,69.140388,-4.2491574,188.49277,-373.6882,365.18988
-16.5,-51.373451,60.957047,-170.84708,68.100166,-3.5947971,185.90201,-367.95605,360.76645
-16.4,-50.84573,60.163212,-168.76346,67.071999,-2.9520357,183.33575,-362.28351,356.37943
-16.299999,-50.321823,59.377441,-166.69946,66.055817,-2.3207767,180.79385,-356.67023,352.02866
-16.200001,-49.801727,58.599712,-164.65504,65.051598,-1.7009357,178.27625,-351.11597,347.71408
-16.1,-49.285404,57.829956,-162.63004,64.059219,-1.092393,175.7827,-345.62015,343.43536
-16,-48.772846,57.068146,-160.62436,63.078663,-.49506518,173.31314,-340.18256,339.19244
-15.9,-48.264034,56.314247,-158.63792,62.109859,.091142997,170.86742,-334.80286,334.98514
-15.8,-47.758957,55.568226,-156.67067,61.152763,.66632092,168.44545,-329.48071,330.81335
-15.7,-47.257584,54.830029,-154.72246,60.207294,1.230574,166.04706,-324.21567,326.67682
-15.6,-46.759907,54.099628,-152.79323,59.273418,1.7839857,163.67215,-319.00754,322.5755
-15.5,-46.265903,53.37698,-150.88286,58.351055,2.3266604,161.32057,-313.85583,318.50916
-15.4,-45.775558,52.662048,-148.99127,57.440159,2.858686,158.9922,-308.76031,314.47769
-15.3,-45.288857,51.954803,-147.11839,56.540684,3.380151,156.68695,-303.72064,310.48093
-15.2,-44.805775,51.255192,-145.2641,55.652554,3.8911581,154.40465,-298.73639,306.51871
-15.1,-44.326302,50.56319,-143.42834,54.775734,4.3917899,152.14522,-293.80734,302.59091
-15,-43.85041,49.878754,-141.61098,53.910149,4.8821478,149.90848,-288.93307,298.69736
-14.9,-43.378094,49.201847,-139.81194,53.055756,5.362319,147.69434,-284.11325,294.83789
-14.8,-42.909332,48.53244,-138.03117,52.212505,5.8323908,145.5027,-279.34766,291.01245
-14.7,-42.444103,47.870487,-136.26854,51.380333,6.2924628,143.33339,-274.63583,287.22076
-14.6,-41.982395,47.215961,-134.52399,50.559193,6.7426171,141.18636,-269.97754,283.46277
-14.5,-41.524185,46.568817,-132.79739,49.749023,7.1829529,139.0614,-265.37238,279.73828
-14.4,-41.069458,45.929024,-131.0887,48.94978,7.6135554,136.95845,-260.82007,276.04718
-14.3,-40.618202,45.296555,-129.39781,48.161411,8.0345106,134.87741,-256.32034,272.38937
-14.2,-40.170391,44.671356,-127.72464,47.383858,8.4459162,132.8181,-251.87277,268.76462
-14.1,-39.726021,44.053413,-126.06912,46.617081,8.8478537,130.78046,-247.47714,265.17285
-14,-39.285057,43.442673,-124.43113,45.861015,9.2404175,128.76433,-243.13304,261.61386
-13.9,-38.847496,42.839111,-122.81061,45.11562,9.6236944,126.76962,-238.84019,258.08759
-13.8,-38.413319,42.242699,-121.20749,44.380848,9.9977684,124.79623,-234.59836,254.59389
-13.7,-37.982502,41.653389,-119.62164,43.656639,10.362734,122.84401,-230.4071,251.13257
-13.6,-37.555038,41.071159,-118.05303,42.942955,10.718671,120.91289,-226.26622,247.70357
-13.5,-37.130901,40.495968,-116.50154,42.239735,11.065674,119.0027,-222.17534,244.30669
-13.4,-36.710079,39.927784,-114.9671,41.54694,11.403826,117.11338,-218.13417,240.94183
-13.3,-36.292557,39.366581,-113.44965,40.864525,11.73321,115.24481,-214.14247,237.60889
-13.2,-35.878315,38.812321,-111.94906,40.192432,12.053918,113.39687,-210.19984,234.30768
-13.1,-35.467339,38.264973,-110.4653,39.530628,12.36603,111.56946,-206.30609,231.03815
-13,-35.059608,37.724499,-108.99826,38.879047,12.669637,109.76246,-202.46083,227.80009
