temp,yhat_low,se_low,lowerci_low,upperci_low,yhat_high,se_high,lowerci_high,upperci_high
-20,-136.77319,149.91698,-430.60507,157.05869,17.680792,236.28571,-445.43069,480.79227
-19.9,-135.30251,148.19684,-425.76297,155.15796,16.042187,233.58557,-441.77713,473.86151
-19.799999,-133.84583,146.49147,-420.96384,153.2722,14.415239,230.90959,-438.15924,466.98972
-19.700001,-132.40306,144.80083,-416.20749,151.40135,12.799951,228.25769,-434.5769,460.17679
-19.6,-130.97409,143.12477,-411.4935,149.54532,11.196232,225.62964,-431.02972,453.42221
-19.5,-129.55887,141.46326,-406.82175,147.70404,9.6040888,223.02539,-427.51764,446.7258
-19.4,-128.15727,139.81621,-402.19202,145.87746,8.0234928,220.44479,-424.04037,440.08734
-19.299999,-126.76925,138.18355,-397.60403,144.06554,6.4544177,217.88776,-420.59775,433.50659
-19.200001,-125.39472,136.56523,-393.05768,142.26822,4.8968658,215.3542,-417.18964,426.98337
-19.1,-124.03356,134.96114,-388.55252,140.4854,3.3507504,212.84392,-413.81567,420.51715
-19,-122.6857,133.3712,-384.08844,138.71704,1.8160743,210.35683,-410.47574,414.10788
-18.9,-121.35106,131.79535,-379.66522,136.96309,.29280993,207.89281,-407.16962,407.75522
-18.799999,-120.02955,130.23354,-375.28259,135.22348,-1.2190696,205.45175,-403.89713,401.45898
-18.700001,-118.72112,128.68568,-370.94043,133.49818,-2.7195632,203.0336,-400.65811,395.21896
-18.6,-117.42562,127.15167,-366.63831,131.78708,-4.2087555,200.63812,-397.45224,389.03473
-18.5,-116.14301,125.63146,-362.37616,130.09013,-5.6866446,198.26526,-394.27942,382.90613
-18.4,-114.87318,124.12498,-358.15369,128.4073,-7.1532588,195.9149,-391.1394,376.83289
-18.299999,-113.61607,122.63215,-353.97067,126.73852,-8.6086245,193.58693,-388.03204,370.81479
-18.200001,-112.37162,121.15292,-349.827,125.08375,-10.052743,191.28127,-384.95715,364.85165
-18.1,-111.13969,119.68718,-345.72226,123.44287,-11.485696,188.99773,-381.91443,358.94302
-18,-109.92023,118.23488,-341.65631,121.81587,-12.907483,186.73622,-378.90375,353.08878
-17.9,-108.71314,116.79594,-337.62897,120.20269,-14.318132,184.49666,-375.92493,347.28867
-17.799999,-107.51835,115.37029,-333.63995,118.60326,-15.717671,182.2789,-372.97775,341.54242
-17.700001,-106.3358,113.95789,-329.68918,117.01756,-17.1061,180.08292,-370.0621,335.84991
-17.6,-105.16537,112.55862,-325.77621,115.44547,-18.483501,177.90846,-367.1777,330.21069
-17.5,-104.00698,111.17243,-321.90094,113.88698,-19.849876,175.75551,-364.32434,324.6246
-17.4,-102.86057,109.79925,-318.06314,112.34201,-21.20525,173.62393,-361.50192,319.0914
-17.299999,-101.72604,108.43901,-314.2626,110.81052,-22.549652,171.51363,-358.71017,313.61087
-17.200001,-100.60336,107.09167,-310.49918,109.29247,-23.883085,169.42451,-355.94904,308.18286
-17.1,-99.492371,105.75711,-306.77249,107.78776,-25.205627,167.35641,-353.21817,302.80692
-17,-98.393044,104.43528,-303.08243,106.29636,-26.517282,165.30925,-350.51746,297.48288
-16.9,-97.305275,103.12612,-299.42874,104.8182,-27.818075,163.28291,-347.84671,292.21057
-16.799999,-96.229004,101.82955,-295.81125,103.35325,-29.108036,161.27731,-345.20575,286.98969
-16.700001,-95.164154,100.54553,-292.2298,101.90147,-30.387169,159.29237,-342.59448,281.82013
-16.6,-94.110619,99.273956,-288.68399,100.46275,-31.655548,157.3279,-340.01254,276.70145
