temp,yhat_low,se_low,lowerci_low,upperci_low,yhat_high,se_high,lowerci_high,upperci_high
-20,-201.55066,15.579651,-232.08621,-171.01511,-20.77154,38.638184,-96.500992,54.957912
-19.9,-200.74788,15.49764,-231.1227,-170.37306,-20.599768,38.44376,-95.948151,54.748615
-19.8,-199.9467,15.415855,-230.16122,-169.73218,-20.428539,38.249847,-95.396866,54.539783
-19.7,-199.14711,15.334296,-229.20178,-169.09245,-20.257856,38.056454,-94.84713,54.331421
-19.6,-198.34912,15.252963,-228.24438,-168.45387,-20.087715,37.863575,-94.298958,54.123528
-19.5,-197.55272,15.171855,-227.28902,-167.81644,-19.918119,37.671211,-93.752335,53.9161
-19.4,-196.75792,15.090974,-226.33569,-167.18016,-19.749067,37.479366,-93.207275,53.709137
-19.3,-195.96471,15.010318,-225.3844,-166.54503,-19.580559,37.288036,-92.663765,53.502647
-19.2,-195.1731,14.929888,-224.43513,-165.91106,-19.412596,37.097221,-92.121811,53.296623
-19.1,-194.38309,14.849684,-223.48793,-165.27823,-19.245174,36.906925,-91.581413,53.091068
-19,-193.59465,14.769706,-222.54276,-164.64656,-19.078299,36.717144,-91.04258,52.885979
-18.9,-192.80783,14.689954,-221.59961,-164.01605,-18.911966,36.527878,-90.505295,52.681362
-18.8,-192.02258,14.610429,-220.65851,-163.38667,-18.74618,36.339134,-89.969566,52.477211
-18.7,-191.23895,14.53113,-219.71944,-162.75845,-18.580935,36.150902,-89.435402,52.273533
-18.6,-190.45691,14.452057,-218.78241,-162.13139,-18.416235,35.963188,-88.902794,52.07032
-18.5,-189.67645,14.37321,-217.84743,-161.50548,-18.252079,35.775993,-88.371735,51.86758
-18.4,-188.8976,14.29459,-216.91447,-160.88072,-18.088469,35.589314,-87.842239,51.665306
-18.3,-188.12033,14.216196,-215.98357,-160.2571,-17.9254,35.403152,-87.314308,51.463505
-18.2,-187.34467,14.138029,-215.05469,-159.63464,-17.762877,35.21751,-86.787926,51.262173
-18.1,-186.57059,14.060088,-214.12785,-159.01332,-17.600897,35.032383,-86.263107,51.061314
-18,-185.79811,13.982374,-213.20306,-158.39316,-17.439461,34.847775,-85.739845,50.86092
-17.9,-185.02724,13.904887,-212.2803,-157.77415,-17.27857,34.663685,-85.21814,50.660999
-17.8,-184.25795,13.827627,-211.35959,-157.1563,-17.118221,34.48011,-84.697998,50.461552
-17.7,-183.49025,13.750594,-210.44092,-156.53958,-16.958418,34.297054,-84.179413,50.262573
-17.6,-182.72415,13.673787,-209.52428,-155.92401,-16.79916,34.114517,-83.662384,50.064064
-17.5,-181.95964,13.597208,-208.60968,-155.3096,-16.640444,33.932499,-83.146919,49.866032
-17.4,-181.19673,13.520856,-207.69713,-154.69635,-16.482273,33.750996,-82.633011,49.668468
-17.3,-180.43542,13.444731,-206.78661,-154.08423,-16.324646,33.570015,-82.120667,49.471375
-17.2,-179.67569,13.368833,-205.87813,-153.47327,-16.167562,33.389553,-81.609879,49.274757
-17.1,-178.91757,13.293162,-204.97169,-152.86345,-16.011023,33.209606,-81.100655,49.078609
-17,-178.16104,13.217719,-204.06729,-152.25479,-15.855027,33.030178,-80.592987,48.882935
-16.9,-177.4061,13.142503,-203.16493,-151.64726,-15.699576,32.851273,-80.086884,48.687733
-16.8,-176.65276,13.067514,-202.26462,-151.04091,-15.544669,32.672882,-79.582344,48.493004
-16.7,-175.90102,12.992754,-201.36635,-150.43568,-15.390306,32.495014,-79.079361,48.298752
-16.6,-175.15086,12.918221,-200.47011,-149.8316,-15.236487,32.317665,-78.577942,48.104969
-16.5,-174.4023,12.843916,-199.57591,-149.22868,-15.083212,32.140835,-78.078087,47.911663
-16.4,-173.65533,12.769838,-198.68376,-148.62691,-14.930481,31.964521,-77.579796,47.71883
-16.3,-172.90997,12.695989,-197.79366,-148.02629,-14.778295,31.788731,-77.083061,47.52647
-16.2,-172.1662,12.622368,-196.90558,-147.4268,-14.626652,31.613459,-76.587891,47.334587
-16.1,-171.42401,12.548974,-196.01955,-146.82848,-14.475553,31.438705,-76.094284,47.143181
-16,-170.68343,12.475809,-195.13556,-146.23129,-14.324998,31.264475,-75.602242,46.952244
-15.9,-169.94444,12.402872,-194.25362,-145.63525,-14.174987,31.090763,-75.111763,46.761787
-15.8,-169.20705,12.330163,-193.37372,-145.04036,-14.02552,30.91757,-74.622849,46.571804
-15.7,-168.47124,12.257683,-192.49586,-144.44662,-13.876598,30.7449,-74.13549,46.382298
-15.6,-167.73703,12.185431,-191.62004,-143.85403,-13.728219,30.57275,-73.649704,46.193268
-15.5,-167.00443,12.113408,-190.74626,-143.26257,-13.580385,30.401119,-73.165482,46.004715
-15.4,-166.27341,12.041614,-189.87454,-142.67227,-13.433094,30.230011,-72.682823,45.816639
-15.3,-165.54398,11.970048,-189.00485,-142.08311,-13.286347,30.059422,-72.201736,45.629036
-15.2,-164.81615,11.898711,-188.13721,-141.4951,-13.140145,29.889355,-71.722206,45.441914
-15.1,-164.08992,11.827604,-187.27159,-140.90825,-12.994487,29.71981,-71.244247,45.255272
-15,-163.36528,11.756725,-186.40804,-140.32253,-12.849373,29.550785,-70.767845,45.069103
-14.9,-162.64224,11.686075,-185.54652,-139.73795,-12.704803,29.382282,-70.293022,44.883415
-14.8,-161.92079,11.615655,-184.68706,-139.15453,-12.560776,29.214302,-69.819756,44.698204
-14.7,-161.20093,11.545465,-183.82964,-138.57224,-12.417294,29.046843,-69.348061,44.513474
-14.6,-160.48268,11.475503,-182.97424,-137.9911,-12.274356,28.879906,-68.87793,44.32922
-14.5,-159.76601,11.40577,-182.12091,-137.4111,-12.131962,28.713491,-68.40937,44.145447
-14.4,-159.05093,11.336268,-181.26962,-136.83226,-11.990111,28.5476,-67.942375,43.962154
-14.3,-158.33746,11.266995,-180.42036,-136.25456,-11.848805,28.382229,-67.476952,43.779343
-14.2,-157.62558,11.197953,-179.57317,-135.67799,-11.708043,28.217382,-67.0131,43.597012
-14.1,-156.9153,11.12914,-178.72801,-135.10258,-11.567825,28.053059,-66.550812,43.415157
-14,-156.2066,11.060557,-177.88489,-134.52831,-11.428151,27.889257,-66.090088,43.233788
-13.9,-155.4995,10.992205,-177.04382,-133.95518,-11.289021,27.725979,-65.630943,43.052898
-13.8,-154.79401,10.924083,-176.2048,-133.38319,-11.150435,27.563225,-65.173363,42.87249
-13.7,-154.09009,10.856191,-175.36783,-132.81235,-11.012394,27.400993,-64.717354,42.692566
-13.6,-153.38777,10.788529,-174.53291,-132.24265,-10.874896,27.239285,-64.262917,42.513123
