temp,ref,mins_worked,T_spline0,T_spline1,T_ref_spline0,T_ref_spline1,yhat,lower_ci,upper_ci
-20,27,0,-20,0,27,0,18.553391,-9.8751783,46.98196
-19,27,0,-19,0,27,0,18.158636,-9.6650686,45.982342
-18,27,0,-18,0,27,0,17.763884,-9.454958,44.982727
-17,27,0,-17,0,27,0,17.369131,-9.2448483,43.983109
-16,27,0,-16,0,27,0,16.974379,-9.0347376,42.983494
-15,27,0,-15,0,27,0,16.579624,-8.8246279,41.983879
-14,27,0,-14,0,27,0,16.184872,-8.6145172,40.984261
-13,27,0,-13,0,27,0,15.790119,-8.4044075,39.984646
-12,27,0,-12,0,27,0,15.395366,-8.1942968,38.985031
-11,27,0,-11,0,27,0,15.000613,-7.9841871,37.985413
-10,27,0,-10,0,27,0,14.60586,-7.7740769,36.985798
-9,27,0,-9,0,27,0,14.211107,-7.5639668,35.986179
-8,27,0,-8,0,27,0,13.816354,-7.3538566,34.986565
-7,27,0,-7,0,27,0,13.421601,-7.1437464,33.98695
-6,27,0,-6,0,27,0,13.026848,-6.9336362,32.987331
-5,27,0,-5,0,27,0,12.632095,-6.723526,31.987717
-4,27,0,-4,0,27,0,12.237342,-6.5134158,30.9881
-3,27,0,-3,0,27,0,11.842589,-6.3033056,29.988483
-2,27,0,-2,0,27,0,11.447836,-6.0931954,28.988869
-1,27,0,-1,0,27,0,11.053083,-5.8830853,27.989252
0,27,0,0,0,27,0,10.65833,-5.6729751,26.989635
1,27,0,1,0,27,0,10.263577,-5.4628649,25.990019
2,27,0,2,0,27,0,9.868824,-5.2527547,24.990404
3,27,0,3,0,27,0,9.4740715,-5.0426445,23.990788
4,27,0,4,0,27,0,9.079318,-4.8325343,22.991171
5,27,0,5,0,27,0,8.6845655,-4.6224241,21.991554
6,27,0,6,0,27,0,8.2898121,-4.4123139,20.99194
7,27,0,7,0,27,0,7.8950596,-4.2022038,19.992323
8,27,0,8,0,27,0,7.5003066,-3.9920936,18.992706
9,27,0,9,0,27,0,7.1055536,-3.7819834,17.99309
10,27,0,10,0,27,0,6.7108006,-3.5718732,16.993475
11,27,0,11,0,27,0,6.3160477,-3.361763,15.993858
12,27,0,12,0,27,0,5.9212947,-3.1516528,14.994242
13,27,0,13,0,27,0,5.5265417,-2.9415426,13.994626
14,27,0,14,0,27,0,5.1317887,-2.7314324,12.995009
15,27,0,15,0,27,0,4.7370358,-2.5213223,11.995394
16,27,0,16,0,27,0,4.3422828,-2.3112121,10.995777
17,27,0,17,0,27,0,3.9475298,-2.1011019,9.9961615
18,27,0,18,0,27,0,3.5527768,-1.8909917,8.9965448
19,27,0,19,0,27,0,3.1580238,-1.6808815,7.9969292
20,27,0,20,0,27,0,2.7632709,-1.4707713,6.997313
21,27,0,21,0,27,0,2.3685179,-1.2606611,5.9976969
22,27,0,22,0,27,0,1.9737649,-1.0505509,4.9980807
23,27,0,23,0,27,0,1.5790119,-.84044075,3.9984646
24,27,0,24,0,27,0,1.1842589,-.63033056,2.9988484
25,27,0,25,0,27,0,.78950596,-.42022038,1.9992323
26,27,0,26,0,27,0,.39475298,-.21011019,.99961615
27,27,0,27,0,27,0,0,0,0
28,27,0,28,1,27,0,-.38883018,-.98960882,.21194842
29,27,0,29,8,27,0,-.74212372,-1.9195696,.4353222
30,27,0,30,27,27,0,-1.0243438,-2.7323384,.68365079
31,27,0,31,64,27,0,-1.1999539,-3.3752043,.97529668
32,27,0,32,125,27,0,-1.2334172,-3.8044512,1.3376169
33,27,0,33,216,27,0,-1.0891969,-3.9920247,1.8136307
34,27,0,34,343,27,0,-.73175657,-3.9355278,2.4720147
35,27,0,35,512,27,0,-.12555936,-3.6696343,3.4185154
36,27,0,36,729,27,0,.76493138,-3.2692366,4.7990994
37,27,0,37,1000,27,0,1.9752524,-2.8291743,6.7796788
38,27,0,38,1325,27,0,3.5054035,-2.4402511,9.4510584
39,27,0,39,1680,27,0,5.2132382,-2.1741779,12.600655
40,27,0,40,2040,27,0,6.9506869,-2.0225799,15.923954
41,27,0,41,2400,27,0,8.6881351,-1.9412097,19.31748
42,27,0,42,2760,27,0,10.425584,-1.9017961,22.752964
43,27,0,43,3120,27,0,12.163033,-1.8891376,26.215202
44,27,0,44,3480,27,0,13.900481,-1.8944718,29.695435
45,27,0,45,3840,27,0,15.63793,-1.9124393,33.188297
46,27,0,46,4200,27,0,17.375378,-1.9395959,36.690353
47,27,0,47,4560,27,0,19.112827,-1.973635,40.199287
48,27,0,48,4920,27,0,20.850275,-2.0129566,43.713509
49,27,0,49,5280,27,0,22.587725,-2.0564182,47.231865
50,27,0,50,5640,27,0,24.325172,-2.103183,50.753529
