temp,no_wgt_comm,no_wgt_low,no_wgt_high,pop_wgt_comm,risk_wgt_low,risk_wgt_high,frac_no_wgt_comm,frac_no_wgt_low,frac_no_wgt_high,frac_pop_wgt_comm,frac_risk_wgt_low,frac_risk_wgt_high
6.3,203,199,4,.0007015584636188,.0014419860770545,3.27250628818e-08,.0000307769139185,.0000320162893732,.0000105189248607,.0007201132258481,.0016069788593444,5.88994646096e-07
6.4,208,200,8,.000737907094124,.0014627260487714,2.33281865381e-07,.0000315349659854,.0000321771752494,.0000210378497214,.0007574232020305,.0016300919092017,4.19867091583e-06
6.5,177,177,0,.0006019854785462,.001256638810446,0,.0000268350431703,.0000284768000958,0,.0006179067424168,.0014004240639712,0
6.6,150,150,0,.0003626898686901,.0007567714914671,0,.0000227415620087,.0000241328814371,0,.0003722822613779,.000843361671443,0
6.7,155,153,2,.0004589713792448,.0009404485500681,7.90402090445e-08,.0000234996140757,.0000246155390658,5.25946243034e-06,.0004711102176361,.0010480551527569,1.42258733380e-06
6.8,183,183,0,.0005614802571632,.0011693389681682,0,.0000277447056507,.0000294421153532,0,.0005763302421728,.0013031353292206,0
6.9,240,235,5,.0006273539989823,.001276939072909,1.37658499932e-07,.000036386499214,.0000378081809181,.0000131486560759,.0006439462074558,.0014230470928175,2.47761539046e-06
7,208,206,2,.0005474995068519,.0011351552361702,4.30638968929e-09,.0000315349659854,.0000331424905069,5.25946243034e-06,.0005619797300935,.0012650402771751,7.75075812736e-08
7.1,98,98,0,.0003283315292081,.0006827195296637,0,.0000148578205124,.0000157668158722,0,.0003370152152767,.0007608366464066,0
7.2,140,140,0,.000515721385118,.0010761993427195,0,.0000212254578748,.0000225240226746,0,.0005293611431334,.0011993386203307,0
7.3,176,174,2,.0005194185884197,.0010597461063071,1.34569624777e-07,.0000266834327569,.000027994142467,5.25946243034e-06,.0005331561297728,.0011810027962175,2.42202096928e-06
7.4,235,233,2,.000689809365651,.0014333410807126,5.64026603200e-09,.000035628447147,.0000374864091656,5.25946243034e-06,.0007080533886753,.0015973446981125,1.01515053077e-07
7.5,138,138,0,.0004648169605969,.0009711262034102,0,.000020922237048,.0000222022509221,0,.000477110402457,.0010822429588387,0
7.6,262,259,3,.0007194619359018,.0014701087483786,2.18650129113e-08,.0000397219283086,.000041669441948,7.88919364552e-06,.0007384902077364,.0016383193410628,3.93532491844e-07
7.7,183,181,2,.0007379791801016,.0015142927207421,6.53848664101e-09,.0000277447056507,.0000291203436007,5.25946243034e-06,.0007574971945324,.0016875588660762,1.17681473647e-07
7.8,286,280,6,.0008180368050337,.0016800157623891,1.93287272854e-08,.00004336057823,.0000450480453492,.000015778387291,.0008396721771363,.0018722440226603,3.47883728385e-07
7.9,163,157,6,.0005667791861319,.0011559074623619,5.56516646100e-08,.0000247124973828,.0000252590825708,.000015778387291,.0005817693167918,.0012881669836705,1.00163390427e-06
8,183,178,5,.0004588982247557,.0009229627293053,1.55224722409e-07,.0000277447056507,.000028637685972,.0000131486560759,.0004710351283629,.0010285685954652,2.79377707450e-06
8.1,229,227,2,.000781135426944,.0016185682634386,4.23454582510e-09,.0000347187846667,.0000365210939081,5.25946243034e-06,.0008017948343454,.0018037656695443,7.62145157258e-08
8.199999999999999,219,211,8,.0006434245734195,.0013074535646354,1.22903002220e-07,.0000332026805328,.0000339469198882,.0000210378497214,.0006604418151625,.0014570530682483,2.21204190067e-06
8.300000000000001,350,344,6,.0008271399811006,.0016817167885392,9.87403616648e-08,.000053063644687,.000055344741429,.000015778387291,.000849016113277,.00187413968109,1.77715607711e-06
8.4,226,223,3,.0006409981398056,.0013260765488781,6.57866472409e-09,.0000342639534265,.0000358775504031,7.88919364552e-06,.0006579512074262,.001477806903845,1.18404609792e-07
8.5,134,132,2,.000527150233434,.0010724734971745,1.29773894741e-07,.0000203157953945,.0000212369356646,5.25946243034e-06,.0005410922607171,.0011951864616385,2.33570610641e-06
8.6,220,216,4,.0007812059165261,.0016083924152497,6.83822920511e-08,.0000333542909461,.0000347513492694,.0000105189248607,.0008018671882303,.0017924254956163,1.23076322424e-06
8.699999999999999,218,213,5,.0006941913094009,.0014109927960817,1.53552906612e-07,.0000330510701194,.0000342686916407,.0000131486560759,.0007125512257236,.0015724393113574,2.76368727583e-06
8.800000000000001,230,223,7,.0007745111924809,.0015413526126054,3.43792715185e-07,.0000348703950801,.0000358775504031,.0000184081185062,.0007949954026581,.0017177149645658,6.18767546276e-06
8.9,184,178,6,.0006506891775446,.001332643669457,7.10378098567e-08,.000027896316064,.000028637685972,.000015778387291,.0006678985529575,.0014851254377095,1.27855796113e-06
9,269,262,7,.0008025493436259,.0016177366899228,2.23649900377e-07,.0000407832012023,.0000421520995768,.0000184081185062,.0008237751045859,.0018028389469627,4.02531217122e-06
9.1,206,201,5,.0007711604717273,.0015753324025241,1.88397466516e-07,.0000312317451587,.0000323380611257,.0000131486560759,.0007915560623095,.0017555827393753,3.39082920992e-06
9.199999999999999,272,268,4,.0009018473364169,.0018413359917533,4.14990353192e-08,.0000412380324425,.0000431174148343,.0000105189248607,.0009256993227617,.002052022594935,7.46911005473e-07
9.300000000000001,242,235,7,.0007708579227729,.0015682916141486,9.06238164511e-08,.0000366897200408,.0000378081809181,.0000184081185062,.0007912455115645,.0017477363404035,1.63107227299e-06
9.4,259,257,2,.0007002434700925,.0014550657643895,5.99231619880e-09,.0000392670970684,.0000413476701955,5.25946243034e-06,.0007187634534779,.0016215551311744,1.07851348416e-07
9.5,235,232,3,.0006669093693629,.0013616326344845,8.52075707769e-08,.000035628447147,.0000373255232894,7.88919364552e-06,.0006845477351138,.0015174313348987,1.53358919968e-06
9.6,217,216,1,.000855645703579,.0017591479862631,9.03727865875e-08,.000032899459706,.0000347513492694,2.62973121517e-06,.0008782757528275,.0019604305959441,1.62655416875e-06
9.699999999999999,195,193,2,.0006428411450805,.0013088157055563,1.30975671198e-07,.0000295640306114,.0000310509741157,5.25946243034e-06,.0006598429563574,.001458571066028,2.35733600827e-06
9.800000000000001,210,209,1,.0006712041928301,.0013874249622177,1.45361944703e-08,.0000318381868122,.0000336251481357,2.62973121517e-06,.0006889561477292,.0015461748339241,2.61626409965e-07
9.9,199,193,6,.0005326417087715,.0010693283675209,1.84952142934e-07,.0000301704722649,.0000310509741157,.000015778387291,.0005467289741558,.001191681464646,3.32881933232e-06
10,203,203,0,.0007229771000109,.0015011714257298,0,.0000307769139185,.0000326598328782,0,.0007420983406252,.0016729362257973,0
10.1,211,204,7,.0008415392584831,.0016689769452114,3.29677165567e-07,.0000319897972256,.0000328207187544,.0000184081185062,.000863796221598,.0018599421383918,5.93361993407e-06
10.2,205,201,4,.0007607526569041,.0015564692305361,8.38077029996e-08,.0000310801347453,.0000323380611257,.0000105189248607,.0007808729824309,.0017345612336291,1.50839399596e-06
10.3,246,242,4,.0007235195161858,.001481388465038,6.29743839298e-08,.0000372961616943,.0000389343820518,.0000105189248607,.0007426551025798,.0016508896886546,1.13343021249e-06
10.4,187,179,8,.000654987269272,.0013062218888535,2.30765548892e-07,.0000283511473042,.0000287985718483,.0000210378497214,.0006723103202717,.0014556804634954,4.15338156238e-06
10.5,217,217,0,.0009514254155164,.0019698544522271,0,.000032899459706,.0000349122351456,0,.0009765886389385,.0021952462031953,0
10.6,204,198,6,.0006487588105056,.0013313456498736,5.59008581646e-08,.0000309285243319,.000031855403497,.000015778387291,.0006659171317251,.0014836788980634,1.00611895812e-06
10.7,227,222,5,.0006435012482218,.0012924848268767,1.67343157109e-07,.0000344155638399,.0000357166645269,.0000131486560759,.0006605205178539,.0014403715998818,3.01188798183e-06
10.8,238,233,5,.0007540228808336,.0014983164152795,2.81542899216e-07,.0000360832783872,.0000374864091656,.0000131486560759,.0007739652177802,.0016697545435953,5.06728622291e-06
10.9,252,241,11,.0007980868445863,.0015635767473441,3.30257037495e-07,.0000382058241747,.0000387734961756,.0000289270433669,.000819194581728,.0017424819961348,5.94405662788e-06
11,199,192,7,.0006891150296068,.0013765618847401,2.50075382180e-07,.0000301704722649,.0000308900882395,.0000184081185062,.0007073406888869,.0015340687975818,4.50092523142e-06
11.1,233,227,6,.0008511470286544,.0016714849622304,4.37151982169e-07,.0000353252263202,.0000365210939081,.000015778387291,.0008736580973076,.0018627371239971,7.86798112376e-06
11.2,257,249,8,.0007184026805998,.0014219153888462,2.57356091993e-07,.0000389638762416,.0000400605831856,.0000210378497214,.0007374029373348,.0015846116727561,4.63196544103e-06
11.3,196,194,2,.0006436347326487,.0013064199242763,9.10753872319e-08,.0000297156410247,.000031211859992,5.25946243034e-06,.0006606575326662,.0014559011582322,1.63919976761e-06
11.4,197,194,3,.0005930756101057,.0012118623931769,8.09622731079e-08,.0000298672514381,.000031211859992,7.88919364552e-06,.0006087612264871,.001350524306204,1.45718116933e-06
11.5,259,249,10,.0007784337109001,.0015005997256914,4.98571065322e-07,.0000392670970684,.0000400605831856,.0000262973121517,.0007990216635312,.0016722991115489,8.97341860682e-06
11.6,264,255,9,.0009849279222535,.0019373288129714,2.85987852067e-07,.0000400251491354,.000041025898443,.0000236675809366,.0010109772172988,.0021589989637093,5.14728770191e-06
11.7,173,169,4,.0004863104106219,.0009583713490997,1.06317331827e-07,.0000262286015167,.0000271897130858,.0000105189248607,.0004991723095321,.0010680286875935,1.91352846165e-06
11.8,219,212,7,.0006516201975226,.0012867345185796,3.17558322527e-07,.0000332026805328,.0000341078057644,.0000184081185062,.0006688541964775,.001433963338377,5.71550167733e-06
11.9,190,169,21,.0005662035998192,.0010695906611353,5.11023359490e-07,.0000288059785444,.0000271897130858,.0000552243555186,.0005811785074182,.0011919737700295,9.19753840830e-06
12,212,206,6,.0007338704075648,.0014409492780061,3.99879603208e-07,.000032141407639,.0000331424905069,.000015778387291,.0007532797535076,.0016058234292202,7.19714263723e-06
12.1,397,390,7,.0006898240582147,.0013895373316615,6.55733702892e-08,.0000601893341165,.0000627454917364,.0000184081185062,.0007080684698268,.0015485289017568,1.18020748093e-06
12.2,272,271,1,.0007117149660805,.0014560802535115,5.73278846616e-08,.0000412380324425,.000043600072463,2.62973121517e-06,.0007305383466759,.0016226856986591,1.03180297192e-06
12.3,216,207,9,.0005864410861013,.0011612291318102,2.49097475979e-07,.0000327478492926,.0000333033763832,.0000236675809366,.0006019512331216,.0012940975612508,4.48332460775e-06
12.4,206,202,4,.0006955590589835,.0014218932084304,3.60848009251e-07,.0000312317451587,.0000324989470019,.0000105189248607,.0007139551494379,.0015845869544459,6.49464131730e-06
12.5,218,215,3,.0007083479497058,.0014593041613011,4.97816365908e-08,.0000330510701194,.0000345904633932,7.88919364552e-06,.0007270822797209,.0016262784876221,8.95983532003e-07
12.6,203,199,4,.0007053687400436,.0014280831683209,1.31828710170e-07,.0000307769139185,.0000320162893732,.0000105189248607,.0007240242761594,.0015914851727036,2.37268923738e-06
12.7,287,278,9,.0005139680016399,.0010402856505287,1.06430605828e-07,.0000435121886434,.0000447262735967,.0000236675809366,.0005275613863091,.0011593156651649,1.91556719815e-06
12.8,238,209,29,.0007276747750011,.0014151618125879,3.34100038885e-07,.0000360832783872,.0000336251481357,.00007626220524,.0007469202593485,.0015770853488583,6.01322401959e-06
12.9,236,228,8,.0007102455138346,.0014139844442269,2.86068043032e-07,.0000357800575604,.0000366819797844,.0000210378497214,.0007290300304743,.001575773265409,5.14873100087e-06
13,255,252,3,.000929065502446,.001925487570162,5.98136136176e-08,.0000386606554148,.0000405432408143,7.88919364552e-06,.0009536373526726,.0021458028398591,1.07654180258e-06
13.1,243,233,10,.0005789616897777,.0011498303274884,2.18650623954e-07,.0000368413304542,.0000374864091656,.0000262973121517,.0005942740223212,.0012813944999256,3.93533382471e-06
13.2,195,194,1,.0006368121279084,.0013052154814659,6.12692829804e-08,.0000295640306114,.000031211859992,2.62973121517e-06,.0006536544842205,.0014545589024612,1.10274133853e-06
13.3,200,199,1,.0005300441513477,.0010788767414169,2.20365343750e-08,.0000303220826783,.0000320162893732,2.62973121517e-06,.0005440627167407,.0012023223683524,3.96619582132e-07
13.4,249,234,15,.0008588608450879,.0016885747878721,3.59979098974e-07,.0000377509929345,.0000376472950419,.0000394459682276,.0008815759281423,.0018817823762038,6.47900243211e-06
13.5,324,308,16,.0007751431148288,.0015319234145839,3.70860178692e-07,.0000491217739389,.0000495528498841,.0000420756994428,.0007956440380378,.0017072068728982,6.67484308552e-06
13.6,195,191,4,.0005151790975215,.0010583545943668,4.40985803707e-08,.0000295640306114,.0000307292023632,.0000105189248607,.0005288045131578,.0011794520667713,7.93698329400e-07
13.7,303,294,9,.0007123851045066,.0014368010363675,2.07435890617e-07,.0000459379552576,.0000473004476167,.0000236675809366,.0007312262088696,.0016012005436578,3.73348798207e-06
13.8,252,233,19,.0007142583058219,.0014130662717058,1.66276299673e-07,.0000382058241747,.0000374864091656,.0000499648930883,.0007331489524637,.0015747500351198,2.99268638945e-06
13.9,213,201,12,.0005342469069319,.0010640241756894,2.01850608172e-07,.0000322930180524,.0000323380611257,.0000315567745821,.000548376626469,.0011857703644802,3.63296253866e-06
14,229,212,17,.0007283437674706,.0014458181590804,3.49507731215e-07,.0000347187846667,.0000341078057644,.0000447054306579,.0007476069452774,.0016112494101499,6.29053588677e-06
14.1,235,227,8,.0006415177303597,.001283462399746,7.30545103023e-08,.000035628447147,.0000365210939081,.0000210378497214,.0006584845400697,.0014303168220377,1.31485508818e-06
14.2,347,344,3,.0009768333561197,.0020084762363766,3.14319610339e-08,.0000526088134469,.000055344741429,7.88919364552e-06,.0010026685667262,.0022382871115827,5.65721044820e-07
14.3,336,328,8,.0009329631350128,.0018927028311975,1.90015757490e-07,.0000509410988996,.0000527705674091,.0000210378497214,.0009576380695143,.0021092668543434,3.41995565416e-06
14.4,310,295,15,.0009370454564974,.0018997354831063,1.65380078312e-07,.0000469992281514,.0000474613334929,.0000394459682276,.0009618283599116,.00211710418587,2.97655595190e-06
14.5,586,553,33,.0006918487414688,.0013521388511606,3.49470977809e-07,.0000888437022475,.0000889698895647,.0000867811301007,.0007101467017419,.0015068512680454,6.28987438891e-06
14.6,238,237,1,.00063934475226,.001317646639901,1.54055967982e-08,.0000360832783872,.0000381299526706,2.62973121517e-06,.0006562540912187,.0014684124403838,2.77274151217e-07
14.7,490,470,20,.0008881414254579,.0018523466833003,1.03783661942e-08,.0000742891025619,.0000756163618362,.0000525946243034,.0009116309189639,.0020642931354238,1.86792677701e-07
14.8,269,265,4,.0009668132115462,.0019859524468302,1.19523399178e-07,.0000407832012023,.0000426347572055,.0000105189248607,.0009923834101691,.0022131861385503,2.15121487935e-06
14.9,643,627,16,.0006308297310154,.0012827976936887,7.09268733121e-08,.0000974854958108,.000100875444407,.0000420756994428,.0006475138653722,.0014295760599744,1.27656129481e-06
15,486,455,31,.0006762059337484,.0013057233049691,4.37804526410e-07,.0000736826609083,.0000732030736925,.0000815216676703,.0006940901742919,.0014551248313887,7.87972579376e-06
15.1,330,299,31,.0008458127849632,.0016939498335948,7.30931289661e-08,.0000500314364192,.0000481048769979,.0000815216676703,.0008681827739652,.0018877724373992,1.31555015747e-06
15.2,244,222,22,.0005007397675716,.0010017235194564,1.18492525542e-07,.0000369929408675,.0000357166645269,.0000578540867338,.0005139832929623,.0011163412353902,2.13266093326e-06
15.3,567,531,36,.0007349110752479,.0014764664685183,2.21894073005e-07,.000085963104393,.0000854304002873,.0000946703237462,.0007543479446864,.0016454045147831,3.99371030920e-06
15.4,511,494,17,.0008299006173253,.0016972421696266,1.26459422746e-07,.0000774729212431,.0000794776228661,.0000447054306579,.0008518497625882,.0018914414841987,2.27605133151e-06
15.5,667,632,35,.0008318731080675,.0016431941002253,2.68380510274e-07,.0001011241457322,.0001016798737882,.000092040592531,.000853874421608,.0018312092071342,4.83038594116e-06
15.6,681,661,20,.0008153048064515,.0016419247931925,6.44183846377e-07,.0001032466915197,.0001063455641994,.0000525946243034,.0008368679228738,.0018297946653434,.0000115941973278
15.7,392,357,35,.0010028603691364,.0020070194570554,4.11721228166e-07,.0000594312820495,.0000574362578203,.000092040592531,.0010293839401051,.0022366636468287,7.41027144699e-06
15.8,519,501,18,.0010298963566527,.0020468704922392,3.17872073580e-07,.0000786858045502,.0000806038239999,.0000473351618731,.0010571349732605,.0022810744577806,5.72114865472e-06
15.9,794,727,67,.0009115887794281,.0018638542064648,1.28441597025e-07,.0001203786682329,.0001169640320317,.0001761919914166,.0009356984066797,.0020771173552572,2.31172704715e-06
16,2357,2293,64,.0009766068898456,.0019714331741447,9.60288243082e-08,.0003573457443639,.0003689113142349,.000168302797771,.0010024361108902,.0021970055632799,1.72835308500e-06
16.1,763,683,80,.0009735034512266,.0019563026857234,1.81944007721e-07,.0001156787454178,.0001098850534769,.0002103784972138,.0009992505927743,.0021801438366575,3.27467809074e-06
16.2,355,308,47,.0007900906512886,.001582187837557,2.90231804229e-07,.000053821696754,.0000495528498841,.0001235973671131,.0008109869057483,.0017632225767808,5.22367151547e-06
16.3,722,682,40,.0008787815637513,.0018170616363458,2.24825892001e-08,.0001094627184687,.0001097241676006,.0001051892486069,.0009020235083823,.0020249707554029,4.04647799060e-07
16.4,559,522,37,.0008554372805745,.0017253712073968,1.93128305764e-07,.0000847502210859,.0000839824274011,.0000973000549614,.000878061817468,.0019227890608152,3.47597615063e-06
16.5,1102,1014,88,.0009946826568729,.0019852526050048,3.05193152972e-07,.0001670746755575,.0001631382785147,.0002314163469352,.0010209899443605,.0022124062204663,5.49294996850e-06
16.6,1136,1116,20,.0010892640742607,.0021782353371904,1.88376804979e-06,.0001722294296128,.0001795486378919,.0000525946243034,.0011180728435234,.0024274701352818,.0000339045733792
16.7,2639,2592,47,.0011299513153109,.0022982387582084,2.53494925284e-07,.0004000998809403,.0004170161912328,.0001235973671131,.0011598361774762,.0025612044089295,4.56247110492e-06
16.8,882,829,53,.0009157014318846,.0018442187677947,2.64140954123e-07,.0001337203846114,.000133374391409,.0001393757544041,.0009399198302401,.0020552352196812,4.75408124822e-06
16.9,2562,2530,32,.0008921087770783,.0017846035928584,3.19830863655e-07,.0003884258791092,.0004070412669055,.0000841513988855,.0009157031987833,.0019887988460274,5.75640349507e-06
17,1441,1376,65,.0008890844863549,.0017905845774844,3.19407155100e-07,.0002184706056972,.0002213789657162,.0001709325289862,.0009125989218603,.0019954641779643,5.74877747243e-06
17.1,3201,3089,112,.000937875773792,.0018914337697353,1.53238358985e-07,.0004853049332664,.0004969764717277,.0002945298960993,.0009626806373717,.0021078525862216,2.75802596146e-06
17.2,2196,2084,112,.0006176471530603,.0012730973709649,7.64933064442e-08,.0003329364678079,.0003352861660992,.0002945298960993,.0006339826356479,.0014187658213778,1.37674748313e-06
17.3,1161,1033,128,.0014458412480575,.0025051735149031,.0000149569180117,.0001760196899476,.0001661951101634,.0003366055955421,.0014840807419417,.0027918167460134,.0002691987075109
17.4,4553,4424,129,.0011038484035117,.0022081597581765,3.40176422614e-07,.0006902822121718,.0007117591165177,.0003392353267573,.00113304289795,.0024608185237773,6.12258843845e-06
17.5,2884,2729,155,.0010028978370853,.0019765755220849,4.67104346633e-07,.0004372444322213,.0004390575562787,.0004076083383517,.0010294223990033,.0022027363012937,8.40707198420e-06
17.6,1475,1369,106,.0008358369407189,.0016989416026449,1.08352707001e-07,.0002236253597526,.0002202527645825,.0002787515088083,.0008579430893889,.0018933353672096,1.95016170158e-06
17.7,869,778,91,.0009860311162628,.0020064686353076,1.47729113158e-07,.0001317494492373,.0001251692117203,.0002393055405807,.0010121095884952,.0022360497997757,2.65886904593e-06
17.8,1150,1068,82,.0011154921516698,.0022822610018485,1.68611068593e-07,.0001743519754003,.000171826115832,.0002156379596441,.0011449945990297,.0025433984695388,3.03470820003e-06
17.9,4461,4272,189,.0008242578982264,.0016689341048666,1.96773045337e-07,.0006763340541398,.0006873044633282,.0004970191996676,.0008460578053051,.0018598943962329,3.54157517185e-06
18,7070,6943,127,.0012366543727468,.0022046064844865,.0000148673903522,.0010718856226784,.0011170306387845,.0003339758643269,.0012693613088554,.0024568586826997,.000267587364171
18.1,4082,3920,162,.0012939185313564,.0025402466104129,4.26220245487e-06,.0006188737074644,.0006306726348891,.0004260164568579,.0013281399853596,.0028309029229972,.0000767122873244
18.2,6441,6227,214,.0013844787504712,.0026465722382758,.0000102942289265,.0009765226726551,.0010018363513915,.0005627624800469,.0014210953339187,.0029493943834219,.0001852783521085
18.3,2527,2367,160,.0007750423312925,.0015445539503918,2.86829949073e-07,.0003831195146405,.0003808168690772,.0004207569944276,.0007955405889866,.0017212826010543,5.16244399452e-06
18.4,5462,5154,308,.0010487812469752,.0020810120752568,1.73614538616e-06,.0008280960779447,.0008292058061782,.0008099572142731,.0010765193296543,.0023191225381379,.000031247620241
18.5,5479,5243,236,.0015314812764736,.0028961699294283,.0000160812568878,.0008306734549724,.0008435246491642,.0006206165667807,.0015719857709912,.0032275511696806,.0002894348665914
18.6,10666,10352,314,.0012794712160916,.0022090778346688,.0000236328769282,.0016170766692344,.0016654905909113,.0008257356015642,.0013133105686542,.0024618416470501,.000425350992688
18.7,8697,8447,250,.0010666926249995,.0020596344431099,2.20501176071e-06,.0013185557652664,.0013590029966603,.0006574328037931,.0010949044263744,.002295298866419,.0000396864056862
18.8,2509,2281,228,.0012841364309757,.0024940257461024,7.50385434479e-06,.0003803905271994,.0003669806837199,.0005995787170593,.0013180991687691,.0027793934438215,.0001350564260222
18.9,2849,2716,133,.001351267669092,.0024944745665806,.0000112370061494,.0004319380677526,.0004369660398875,.0003497542516179,.001387005888511,.0027798936185678,.0002022467148211
19,11308,11029,279,.0015888607367336,.0031272244970523,5.01177795854e-06,.0017144105546318,.0017744103291307,.0007336950090331,.0016308827986347,.0034850431187604,.0000902033525701
19.1,2908,2633,275,.001339669867517,.0022890157081484,.000027317178521,.0004408830821427,.000423612512159,.0007231760841724,.0013751013492059,.0025509260527783,.0004916620619925
19.2,4933,4604,329,.001644453676221,.0029207861067648,.0000158058115279,.0007478941692606,.0007407185742422,.0008651815697918,.0016879460557468,.0032549839425812,.0002844773255515
19.3,6024,5809,215,.0015672009890343,.0031284635673726,3.07592885715e-06,.0009133011302708,.0009345860551201,.0005653922112621,.0016086501956577,.0034864239641386,.0000553614101577
19.4,5194,4890,304,.0010090065253338,.0020419567467512,1.16820994027e-06,.0007874644871558,.0007867319348489,.0007994382894124,.0010356926493508,.0022755984790281,.0000210257625118
19.5,8072,7715,357,.0017015212876667,.0031144130199724,.0000196090432762,.0012237992568967,.0012412345352474,.0009388140438166,.0017465229868235,.0034707657459397,.000352928932375
19.6,14293,13785,508,.0016634083898008,.0032845359997327,7.70402625406e-06,.0021669676386057,.002217811804068,.0013359034573076,.0017074020820779,.0036603542837998,.0001386591748781
19.7,8254,7894,360,.0012645068766861,.0022933606587925,.000016360233171,.001251392352134,.0012700331070956,.0009467032374621,.001297950453595,.0025557681548908,.0002944559581578
19.8,12254,11647,607,.0014952034282508,.0023252609840501,.0000380496390394,.0018578340057002,.0018738378006515,.0015962468476097,.0015347484491353,.0025913185316322,.0006848278263383
19.9,9907,9559,348,.0014248748918946,.0028022407837901,1.02998803498e-06,.0015020043654702,.0015379080910472,.00091514646288,.001462559869265,.0031228746032985,.0000185380067973
20,10449,9950,499,.0012233580729214,.0024262829325757,2.19875111795e-06,.0015841772095285,.0016008144686599,.0013122358763711,.0012557133495539,.0027038994630252,.000039573724923
20.1,5109,4623,486,.0010823238524067,.0021682453737504,3.81562676816e-07,.0007745776020175,.0007437754058909,.0012780493705738,.001110949067236,.0024163371151305,6.86746957848e-06
20.2,12888,12378,510,.0010908229685067,.0022221991941441,3.09528641008e-07,.0019539550077905,.0019914453761882,.001341162919738,.00111967296728,.0024764643591679,5.57098126979e-06
20.3,7541,7091,450,.0011756769973273,.0022039688561121,6.85724210422e-06,.0011432941273858,.0011408417484691,.0011833790468276,.0012067712086796,.0024561480965615,.0001234185217905
20.4,17959,17384,575,.0016968280101863,.0033537201106213,3.09681638959e-06,.0027227714140991,.0027968400726818,.0015120954487242,.0017417055819149,.0037374544759374,.0000557373496882
20.5,9680,9168,512,.0014436252773004,.0025599017822427,.0000155477550742,.0014675888016304,.0014750017134346,.0013464223821683,.0014818061633669,.0028528070496112,.0002798327548096
20.6,18548,17896,652,.0013776373825256,.00251201433631,.0000183150343711,.0028120699475868,.0028792136413204,.0017145847522925,.0014140730260199,.0027994402976942,.0003296390056328
20.7,14781,13993,788,.0018356481700811,.0034743328447628,.0000147750286416,.0022409535203407,.0022512760663275,.0020722281975559,.0018841972463144,.0038718677806269,.0002659250128036
20.8,15797,15057,740,.0015427795199117,.0030674117856007,3.44543453258e-06,.0023949897003466,.0024224586386545,.0019460010992276,.0015835828294697,.0034183866063624,.0000620118745225
20.9,16206,15603,603,.0011984358757517,.0024047189985507,5.20412473190e-07,.0024569983594237,.0025103023270855,.001585727922749,.0012301320121033,.0026798681726722,9.36652624864e-06
21,11792,11056,736,.0011298074858055,.0018827680518968,.0000191675297028,.0017877899947133,.0017787542477893,.001935482174367,.0011596885439796,.0020981953325288,.0003449824501359
21.1,23062,22311,751,.0015999472267608,.0029075726768827,.0000187850465788,.0034964393536363,.0035895247849519,.0019749281425945,.001642262503265,.0032402586253136,.0003380984140982
21.2,10455,9595,860,.0009753239800218,.0017938747890609,5.62428107012e-06,.0015850868720088,.0015436999825921,.0022615688450483,.0010011192707698,.0019991308572273,.0001012273513547
21.3,18221,17289,932,.0018296564249354,.0031711265287604,.000031275327943,.0027624933424077,.0027815559144383,.0024509094925408,.0018780470319715,.0035339684433247,.0005629019195426
21.4,12662,11846,816,.0013583364641563,.002394191340058,.0000192535988338,.001919691054364,.0019058540900247,.0021458606715808,.0013942616385027,.0026681359341262,.000346531545933
21.5,19988,19111,877,.0018786806489338,.0036110626278978,.0000135003911334,.0030303889428706,.0030746899809608,.0023062742757063,.0019283678447319,.0040242422552747,.0002429837377701
21.6,22169,21077,1092,.0019411184783003,.0036766018861776,.0000138699397349,.0033610512544776,.0033909916136628,.0028716664869684,.001992457024824,.0040972805489092,.0002496349747306
21.7,30854,29792,1062,.0018583023351263,.0033703648997925,.0000202793689664,.0046777876947834,.0047931120251574,.0027927745505132,.0019074505669079,.0037560037703737,.0003649936377679
21.8,24454,23213,1241,.0014974384152038,.0029001065059953,8.28699051098e-07,.0037074810490774,.0037346438453269,.0032634964380291,.0015370425468448,.0032319381713458,.0000149151525265
21.9,23618,22415,1203,.0016637842868052,.0029827821466671,.0000208558651604,.003580734743482,.0036062569160816,.0031635666518525,.0017077879207763,.0033240736009845,.0003753695741861
22,29506,28515,991,.0020453124687849,.0033631591432853,.0000411273797213,.0044734168575315,.0045876607611897,.0026060636342359,.0020994067296495,.0037479735275323,.0007402218462135
22.1,30143,28822,1321,.0021062925324255,.0037504173582336,.0000307456028915,.004569992690862,.0046370527251976,.0034738749352429,.0021619995891443,.0041795420249206,.0005533677829588
22.2,27386,26064,1322,.001747286432227,.0032739030745645,.0000119087473673,.0041520027811414,.0041933294785077,.003476504666458,.0017934985242728,.0036485047339116,.0002143368972702
22.3,22509,21120,1389,.0021977838081243,.0034716429412001,.0000541509322468,.0034125987950308,.0033979097063414,.0036526966578746,.0022559106187976,.0038688700969267,.0009746233120982
22.4,27083,25479,1604,.0021018702201041,.0037716108992599,.0000242911451055,.0041060648258838,.0040992112409031,.0042180888691367,.0021574603158597,.0042031605417191,.0004371986836618
22.5,26289,24910,1379,.0019026751220718,.0033357165037322,.0000292146873003,.0039856861576509,.0040076671773184,.0036263993457229,.0019529969217795,.0037173908871669,.0005258139447853
22.6,26215,24882,1333,.001933548007246,.0033207651791808,.0000327043389545,.0039744669870599,.0040031623727835,.0035054317098249,.0019846863305558,.0037007288244358,.0005886216511753
