temp,no_wgt_comm,no_wgt_low,no_wgt_high,pop_wgt_comm,risk_wgt_low,risk_wgt_high,frac_no_wgt_comm,frac_no_wgt_low,frac_no_wgt_high,frac_pop_wgt_comm,frac_risk_wgt_low,frac_risk_wgt_high
-10.7,9,9,0,.000024971559415,.0000526114336026,0,1.36449372052e-06,1.44797288623e-06,0,.0000256320052245,.000058631260665,0
-10.3,9,6,3,.0000103445466773,.0000160150642614,5.08272823829e-09,1.36449372052e-06,9.65315257483e-07,7.88919364552e-06,.0000106181384219,.0000178475160812,9.14803351404e-08
-10.1,2,2,0,4.37066980930e-06,9.20836373552e-06,0,3.03220826783e-07,3.21771752494e-07,0,4.48626493544e-06,.00001026198941,0
-10,3,3,0,8.30221874199e-06,.0000174915639946,0,4.54831240175e-07,4.82657628742e-07,0,8.52179516038e-06,.0000194929576668,0
-9.9,4,4,0,8.54027690577e-06,.0000179931180355,0,6.06441653566e-07,6.43543504989e-07,0,8.76614946747e-06,.0000200518997769,0
-9.699999999999999,2,2,0,6.80424591153e-06,.0000143355537148,0,3.03220826783e-07,3.21771752494e-07,0,6.98420406411e-06,.0000159758350814,0
-9.6,2,2,0,4.92546176789e-06,.0000103772290458,0,3.03220826783e-07,3.21771752494e-07,0,5.05572998745e-06,.0000115645968852,0
-9.300000000000001,1,1,0,2.38850964095e-06,5.03224146087e-06,0,1.51610413392e-07,1.60885876247e-07,0,2.45168075322e-06,5.60803309506e-06,0
-9.1,6,6,0,.0000234654785773,.0000494383384648,0,9.09662480349e-07,9.65315257483e-07,0,.0000240860916811,.0000550950983635,0
-8.9,10,10,0,.0000167640901117,.0000353194925538,0,1.51610413392e-06,1.60885876247e-06,0,.0000172074654284,.0000393607669032,0
-8.800000000000001,4,4,0,4.22104911518e-06,8.89313469088e-06,0,6.06441653566e-07,6.43543504989e-07,0,4.33268708515e-06,9.91069169734e-06,0
-8.699999999999999,4,4,0,4.86991558635e-06,.0000102602017478,0,6.06441653566e-07,6.43543504989e-07,0,4.99871472493e-06,.000011434179264,0
-8.6,9,9,0,.0000289215157154,.0000609334138062,0,1.36449372052e-06,1.44797288623e-06,0,.0000296864296537,.0000679054460874,0
-8.5,4,4,0,.0000143372098211,.0000302064092921,0,6.06441653566e-07,6.43543504989e-07,0,.0000147163992017,.0000336626420473,0
-8.300000000000001,9,9,0,.0000392950560246,.0000827889489301,0,1.36449372052e-06,1.44797288623e-06,0,.0000403343285288,.0000922617026856,0
-8.199999999999999,5,5,0,4.61566444226e-06,9.72453153736e-06,0,7.58052066958e-07,8.04429381236e-07,0,4.73773916689e-06,.000010837217395,0
-8.1,5,5,0,.0000138840346681,.0000292516351692,0,7.58052066958e-07,8.04429381236e-07,0,.0000142512385084,.0000325986221824,0
-8,4,4,0,.0000172504655123,.0000363442122762,0,6.06441653566e-07,6.43543504989e-07,0,.0000177067044468,.0000405027355788,0
-7.9,2,2,0,3.57506982314e-06,7.53215044824e-06,0,3.03220826783e-07,3.21771752494e-07,0,3.66962298437e-06,8.39398294362e-06,0
-7.8,6,6,0,.0000130777126143,.0000275528332168,0,9.09662480349e-07,9.65315257483e-07,0,.0000134235909134,.0000307054424442,0
-7.7,2,2,0,7.15462195985e-06,.0000150737450895,0,3.03220826783e-07,3.21771752494e-07,0,7.34384683017e-06,.0000167984906896,0
-7.6,7,7,0,.0000200723999342,.0000422896177952,0,1.06127289374e-06,1.12620113373e-06,0,.000020603273165,.0000471284174293,0
-7.5,11,11,0,.0000317567404638,.0000669068210755,0,1.66771454731e-06,1.76974463872e-06,0,.0000325966402,.0000745623336626,0
-7.4,3,3,0,5.49944638842e-06,.0000115865318548,0,4.54831240175e-07,4.82657628742e-07,0,5.64489530739e-06,.0000129122687383,0
-7.3,5,5,0,.0000248524725255,.0000523605349372,0,7.58052066958e-07,8.04429381236e-07,0,.0000255097687344,.0000583516540464,0
-7.2,3,3,0,3.99447350040e-06,8.41577252686e-06,0,4.54831240175e-07,4.82657628742e-07,0,4.10011901660e-06,9.37870951108e-06,0
-7.1,7,7,0,.0000123328611334,.0000259835392171,0,1.06127289374e-06,1.12620113373e-06,0,.0000126590396599,.0000289565890249,0
-7,4,4,0,.0000101809493914,.0000214497749766,0,6.06441653566e-07,6.43543504989e-07,0,.0000104502143279,.000023904069168,0
-6.9,5,5,0,.0000107636974241,.0000226775409828,0,7.58052066958e-07,8.04429381236e-07,0,.0000110483748341,.0000252723167867,0
-6.8,3,3,0,6.81515429750e-06,.0000143585352816,0,4.54831240175e-07,4.82657628742e-07,0,6.99540095420e-06,.0000160014462108,0
-6.7,7,7,0,.0000265027609521,.0000558374495085,0,1.06127289374e-06,1.12620113373e-06,0,.0000272037038577,.0000622263989561,0
-6.6,6,6,0,.0000140625171038,.0000296276723475,0,9.09662480349e-07,9.65315257483e-07,0,.0000144344414333,.0000330176857264,0
-6.5,8,8,0,.000021052761775,.0000443550986802,0,1.21288330713e-06,1.28708700998e-06,0,.0000216095635375,.0000494302316904,0
-6.4,8,8,0,8.48574333578e-06,.0000178782231615,0,1.21288330713e-06,1.28708700998e-06,0,8.71017359797e-06,.0000199238585728,0
-6.3,10,10,0,.0000228194986627,.0000480773544496,0,1.51610413392e-06,1.60885876247e-06,0,.0000234230269413,.0000535783898631,0
-6.2,9,9,0,.0000347482231101,.0000732094367777,0,1.36449372052e-06,1.44797288623e-06,0,.0000356672413404,.0000815860978676,0
-6.1,7,7,0,8.24540790769e-06,.0000173718722181,0,1.06127289374e-06,1.12620113373e-06,0,8.46348179767e-06,.0000193595706962,0
-6,21,21,0,.0001197150658733,.0002522221897152,0,3.18381868122e-06,3.37860340119e-06,0,.0001228812803768,.0002810815812853,0
-5.9,5,5,0,.0000133278914342,.0000280799235952,0,7.58052066958e-07,8.04429381236e-07,0,.0000136803864427,.0000312928427726,0
-5.8,8,8,0,.0000133706500376,.0000281700090454,0,1.21288330713e-06,1.28708700998e-06,0,.0000137242759222,.0000313932358459,0
-5.7,14,14,0,.0000544570435587,.0001147330506228,0,2.12254578748e-06,2.25240226746e-06,0,.0000558973190986,.0001278608647842,0
-5.6,14,14,0,.0000598848517263,.0001261686425096,0,2.12254578748e-06,2.25240226746e-06,0,.0000614686815032,.0001406049229263,0
-5.5,19,19,0,.0000314116227741,.0000661797064367,0,2.88059785444e-06,3.05683164870e-06,0,.0000322423948651,.0000737520221962,0
-5.4,12,12,0,.0000302351614045,.0000637010750779,0,1.81932496070e-06,1.93063051497e-06,0,.0000310348185391,.0000709897845732,0
-5.3,10,10,0,.0000210030718607,.0000442504084504,0,1.51610413392e-06,1.60885876247e-06,0,.0000215585594282,.0000493135627511,0
-5.2,13,13,0,.0000326022019641,.0000686880839567,0,1.97093537409e-06,2.09151639121e-06,0,.0000334644623984,.0000765474095511,0
-5.1,13,13,0,.0000421174624235,.0000887353498911,0,1.97093537409e-06,2.09151639121e-06,0,.0000432313817067,.000098888493877,0
-5,16,16,0,.0000363189738163,.0000765187796787,0,2.42576661427e-06,2.57417401996e-06,0,.0000372795351359,.000085274097471,0
-4.9,17,17,0,.0000586724051605,.0001236141971503,0,2.57737702766e-06,2.73505989620e-06,0,.0000602241682474,.0001377581966264,0
-4.8,20,20,0,.0000414850840183,.0000874030197338,0,3.03220826783e-06,3.21771752494e-06,0,.000042582278208,.0000974037178236,0
-4.7,12,12,0,.0000343288569633,.0000723258956441,0,1.81932496070e-06,1.93063051497e-06,0,.0000352367838312,.0000806014615069,0
-4.6,14,14,0,.0000349238551856,.0000735794693583,0,2.12254578748e-06,2.25240226746e-06,0,.0000358475185191,.0000819984697647,0
-4.5,16,16,0,.0000326851630515,.0000688628711032,0,2.42576661427e-06,2.57417401996e-06,0,.0000335496176341,.000076742195932,0
-4.4,14,14,0,.0000254601758834,.0000536408765583,0,2.12254578748e-06,2.25240226746e-06,0,.0000261335445823,.0000597784930088,0
-4.3,17,17,0,.0000499911644289,.0001053240939655,0,2.57737702766e-06,2.73505989620e-06,0,.0000513133267541,.0001173753305079,0
-4.2,25,25,0,.0000528031838665,.000111248605549,0,3.79026033479e-06,4.02214690618e-06,0,.0000541997182573,.0001239777277281,0
-4.1,24,22,2,.0000882969345398,.0001684196761289,1.54864512325e-08,3.63864992140e-06,3.53948927744e-06,5.25946243034e-06,.0000906322048144,.0001876903413587,2.78729391474e-07
-4,21,21,0,.0000665526525443,.0001402167262086,0,3.18381868122e-06,3.37860340119e-06,0,.0000683128317849,.0001562603955261,0
-3.9,15,15,0,.000030712999732,.0000647078118163,0,2.27415620087e-06,2.41328814371e-06,0,.0000315252946966,.0000721117126427,0
-3.8,10,10,0,.000021724903193,.0000457712019397,0,1.51610413392e-06,1.60885876247e-06,0,.000022299481698,.0000510083662071,0
-3.7,23,23,0,.0000836059499763,.0001761455422979,0,3.48703950801e-06,3.70037515369e-06,0,.0000858171534656,.0001963002050746,0
-3.6,27,27,0,.0000800852868799,.0001687280197302,0,4.09348116157e-06,4.34391865868e-06,0,.0000822033761528,.0001880339657921,0
-3.5,14,14,0,.0000561426005895,.000118284267387,0,2.12254578748e-06,2.25240226746e-06,0,.0000576274556071,.0001318184135815,0
-3.4,24,24,0,.0000447187996942,.000094215985996,0,3.63864992140e-06,3.86126102993e-06,0,.0000459015189379,.0001049962271599,0
-3.3,16,16,0,.0000563156632944,.0001186488887015,0,2.42576661427e-06,2.57417401996e-06,0,.0000578050954607,.0001322247550528,0
-3.2,11,11,0,.0000348389459815,.0000734005760705,0,1.66771454731e-06,1.76974463872e-06,0,.0000357603636431,.0000817991074158,0
-3.1,32,32,0,.0000743637232001,.0001566735227243,0,4.85153322853e-06,5.14834803991e-06,0,.0000763304890136,.0001746001870914,0
-3,15,15,0,.0000441589746044,.0000930365192744,0,2.27415620087e-06,2.41328814371e-06,0,.0000453268876389,.0001036818052546,0
-2.9,25,25,0,.0000568382980771,.0001197500042736,0,3.79026033479e-06,4.02214690618e-06,0,.0000583415528464,.0001334518608301,0
-2.8,25,25,0,.0000393589445565,.0000829235547144,0,3.79026033479e-06,4.02214690618e-06,0,.0000403999067795,.0000924117101324,0
-2.7,23,23,0,.0000906482563864,.0001870968754929,0,3.48703950801e-06,3.70037515369e-06,0,.0000930457142335,.0002085045953985,0
-2.6,20,20,0,.000046245371375,.0000974322515503,0,3.03220826783e-06,3.21771752494e-06,0,.0000474684652646,.0001085804994592,0
-2.5,36,36,0,.0001721365771377,.0003626666497212,0,5.45797488210e-06,5.79189154490e-06,0,.0001766892315854,.0004041631527273,0
-2.4,35,35,0,.0000787341921946,.0001658814574057,0,5.30636446870e-06,5.63100566865e-06,0,.0000808165478232,.0001848616983548,0
-2.3,51,51,0,.0001516513113007,.0003195071959681,0,7.73213108297e-06,8.20517968861e-06,0,.0001556621730732,.0003560653722662,0
-2.2,30,30,0,.0000848724768114,.0001788139267092,0,4.54831240175e-06,4.82657628742e-06,0,.0000871171773014,.0001992739073909,0
-2.1,39,38,1,.0001230708251205,.0002554913065751,3.34279226522e-09,5.91280612227e-06,6.11366329739e-06,2.62973121517e-06,.0001263257924766,.0002847247521634,6.01644908777e-08
-2,40,36,4,.0000917607733505,.0001788407351455,1.27396804217e-08,6.06441653566e-06,5.79189154490e-06,.0000105189248607,.0000941876549574,.0001993037832623,2.29292258000e-07
-1.9,48,48,0,.0001104270994662,.0002326537937165,0,7.27729984280e-06,7.72252205987e-06,0,.0001133476665757,.0002592741594374,0
-1.8,33,33,0,.0000890605898657,.0001863544750904,0,5.00314364192e-06,5.30923391616e-06,0,.0000914160572353,.0002076772491633,0
-1.7,35,35,0,.0000793566623745,.0001671929107943,0,5.30636446870e-06,5.63100566865e-06,0,.0000814554810447,.0001863232089088,0
-1.6,22,22,0,.0000430374313366,.0000906735897388,0,3.33542909461e-06,3.53948927744e-06,0,.0000441756818842,.0001010485081165,0
-1.5,37,37,0,.0000824779308548,.0001737689669881,0,5.60958529549e-06,5.95277742115e-06,0,.0000846593005845,.0001936517008058,0
-1.4,36,34,2,.0001059382247338,.0001958568341252,1.29773894741e-07,5.45797488210e-06,5.47011979241e-06,5.25946243034e-06,.0001087400704429,.0002182668729647,2.33570610641e-06
-1.3,44,42,2,.0000980447697549,.000202055301088,3.96699961769e-09,6.67085818923e-06,6.75720680238e-06,5.25946243034e-06,.0001006378499969,.0002251745716783,7.13991457961e-08
-1.2,26,26,0,.0000597978877728,.0001259854246882,0,3.94187074818e-06,4.18303278243e-06,0,.0000613794175339,.0001404007412284,0
-1.1,32,32,0,.0000576163501837,.0001213892441569,0,4.85153322853e-06,5.14834803991e-06,0,.0000591401828129,.0001352786633769,0
-1,29,29,0,.0000902849822804,.0001902172866721,0,4.39670198836e-06,4.66569041117e-06,0,.0000926728322829,.0002119820456161,0
-.9,27,27,0,.0000555508087777,.0001170374497406,0,4.09348116157e-06,4.34391865868e-06,0,.0000570200121327,.0001304289344241,0
-.8,31,31,0,.0000954828980101,.0002011685369325,0,4.69992281514e-06,4.98746216366e-06,0,.0000980082220727,.000224186343516,0
-.7,41,41,0,.0001172648692813,.0002470599781645,0,6.21602694905e-06,6.59632092614e-06,0,.0001203662811809,.0002753287068565,0
-.6,34,32,2,.0001015099614417,.0002062735395612,6.67785027275e-09,5.15475405531e-06,5.14834803991e-06,5.25946243034e-06,.0001041946887968,.0002298754631487,1.20189778467e-07
-.5,49,49,0,.0001325404858156,.000275993110904,0,7.42891025619e-06,7.88340793611e-06,0,.0001360459060017,.0003075723833987,0
-.4,49,45,4,.0001706615169337,.000319866260952,3.49080337969e-08,7.42891025619e-06,7.23986443113e-06,.0000105189248607,.0001751751591069,.0003564655216488,6.28284354606e-07
-.3,51,51,0,.0001081965238103,.0002279542911765,0,7.73213108297e-06,8.20517968861e-06,0,.000111058096833,.0002540369374202,0
-.2,40,40,0,.000086507671892,.00018225904671,0,6.06441653566e-06,6.43543504989e-06,0,.0000887956198909,.0002031132197791,0
-.1,44,44,0,.000084472059334,.0001779703070497,0,6.67085818923e-06,7.07897855488e-06,0,.0000867061696145,.0001983337603398,0
0,70,70,0,.0002043765166724,.0004240817714845,0,.0000106127289374,.0000112620113373,0,.0002097818504667,.0004726054240419,0
.1,48,48,0,.0001254235033637,.0002614865672399,0,7.27729984280e-06,7.72252205987e-06,0,.0001287406941661,.0002914059936108,0
.2,64,64,0,.0001818922500967,.0003806279137279,0,9.70306645706e-06,.0000102966960798,0,.0001867029218039,.0004241795537212,0
.3,47,47,0,.0001565751534103,.0003298810073034,0,7.12568942940e-06,7.56163618362e-06,0,.0001607162405659,.0003676261603847,0
.4,41,35,6,.0001227256127694,.0002009968147831,2.18343105818e-07,6.21602694905e-06,5.63100566865e-06,.000015778387291,.0001259714499768,.0002239949728307,3.92979902906e-06
.5,81,77,4,.0002082743874183,.0004201759564353,1.88054833927e-08,.0000122804434847,.000012388212471,.0000105189248607,.0002137828117869,.000468252703643,3.38466241473e-07
.6,50,50,0,.0001652127977872,.0003441212417101,0,7.58052066958e-06,8.04429381236e-06,0,.0001695823326715,.0003834957696742,0
.7,89,88,1,.0002365314685856,.0004959189880083,2.24163376750e-09,.0000134933267918,.0000141579571098,2.62973121517e-06,.0002427872339807,.0005526622915144,4.03455385963e-08
.8,70,69,1,.0001797438685963,.0003727447242454,3.96460109187e-09,.0000106127289374,.0000111011254611,2.62973121517e-06,.0001844977200811,.000415394365678,7.13559764713e-08
.9,64,63,1,.0002260231716912,.0004717797264675,2.26548624305e-09,9.70306645706e-06,.0000101358102036,2.62973121517e-06,.0002320010144891,.0005257610033581,4.07748419852e-08
1,58,58,0,.0001819691686335,.0003833824983985,0,8.79340397671e-06,9.33138082234e-06,0,.000186781874676,.0004272493193745,0
1.1,42,40,2,.0000959337967434,.0001973281945311,4.20003676282e-09,6.36763736245e-06,6.43543504989e-06,5.25946243034e-06,.0000984710461397,.0002199065871786,7.55934121699e-08
1.2,72,70,2,.0002095871535336,.0004332918246064,6.06534511505e-09,.0000109159497642,.0000112620113373,5.25946243034e-06,.0002151302978356,.0004828692961388,1.09165742856e-07
1.3,66,61,5,.0001785239694399,.0003554761233318,1.74058287783e-08,.0000100062872838,9.81403845108e-06,.0000131486560759,.0001832455571292,.0003961498826415,3.13274874316e-07
1.4,43,41,2,.0000810291870082,.0001612422015569,7.38262651012e-09,6.51924777584e-06,6.59632092614e-06,5.25946243034e-06,.0000831722404763,.0001796916164859,1.32874534246e-07
1.5,79,78,1,.0001857852572309,.0003891997786241,7.10064118614e-10,.0000119772226579,.0000125490983473,2.62973121517e-06,.00019069889088,.00043373221577,1.27799285141e-08
1.6,79,77,2,.0003154079132264,.0006382552114701,1.27805186878e-07,.0000119772226579,.000012388212471,5.25946243034e-06,.0003237497965314,.0007112846982503,2.30027276300e-06
1.7,49,47,2,.0002085181081258,.0004165466251607,9.31853170183e-08,7.42891025619e-06,7.56163618362e-06,5.25946243034e-06,.0002140329784002,.0004642081024331,1.67717486187e-06
1.8,59,58,1,.0001777268345983,.0003697875196167,2.11940154315e-09,8.94501439010e-06,9.33138082234e-06,2.62973121517e-06,.000182427339729,.0004120987961876,3.81455695396e-08
1.9,56,54,2,.0001433897719664,.0002915882546404,9.19024856216e-09,8.49018314993e-06,8.68783731735e-06,5.25946243034e-06,.0001471821332062,.0003249519314343,1.65408611099e-07
2,74,73,1,.0002831407404206,.0005902799525757,2.52132936751e-09,.000011219170591,.000011744668966,2.62973121517e-06,.0002906292241156,.0006578200857678,4.53795766221e-08
2.1,54,51,3,.0001716045661754,.0003383462420743,1.89751121482e-08,8.18696232314e-06,8.20517968861e-06,7.88919364552e-06,.0001761431500397,.000377059991635,3.41519266280e-07
2.2,99,95,4,.0002501291256666,.0005057885582005,2.74552203194e-08,.0000150094309258,.0000152841582435,.0000105189248607,.0002567445208105,.0005636611429611,4.94146576095e-07
2.3,101,100,1,.0001787381760488,.0003667633932309,7.36159178061e-09,.0000153126517525,.0000160885876247,2.62973121517e-06,.0001834654290575,.0004087286477186,1.32495945422e-07
2.4,99,95,4,.0002242236362259,.0004362991387552,1.37060291783e-07,.0000150094309258,.0000152841582435,.0000105189248607,.0002301538850534,.0004862207087061,2.46684867632e-06
2.5,54,54,0,.0001333410709942,.000279713647501,0,8.18696232314e-06,8.68783731735e-06,0,.0001368676649931,.0003117186256905,0
2.6,64,64,0,.00018062169661,.0003804666399674,0,9.70306645706e-06,.0000102966960798,0,.00018539876482,.0004239998269347,0
2.7,83,83,0,.0002174801662077,.0004539596367295,0,.0000125836643115,.0000133535277285,0,.0002232320642787,.0005059019298647,0
2.8,112,112,0,.000346704758776,.000728318657309,0,.0000169803662999,.0000180192181397,0,.0003558743785532,.0008116532494908,0
2.9,57,57,0,.0001814443938146,.0003789809363752,0,8.64179356332e-06,9.17049494609e-06,0,.0001862432206546,.0004223441283799,0
3,77,77,0,.000208635470814,.0004339522034229,0,.0000116740018312,.000012388212471,0,.0002141534450874,.0004836052358363,0
3.1,130,129,1,.000342307641007,.0007089620658007,2.25749019478e-09,.0000197093537409,.0000207542780359,2.62973121517e-06,.0003513609661645,.000790081866911,4.06309269181e-08
3.2,163,162,1,.0004795855758744,.0009982985122861,7.20685244815e-09,.0000247124973828,.0000260635119521,2.62973121517e-06,.0004922696168922,.0011125243371528,1.29710904529e-07
3.3,105,102,3,.0003316679927099,.0006789230574213,1.38076241551e-08,.0000159190934061,.0000164103593772,7.88919364552e-06,.0003404399212987,.0007566057798742,2.48513401856e-07
3.4,113,111,2,.0003287452796927,.0006745937386086,1.01326245172e-08,.0000171319767132,.0000178583322634,5.25946243034e-06,.0003374399086011,.0007517810981951,1.82369751682e-07
3.5,85,84,1,.0001816703445567,.0003777391129915,4.48144943377e-09,.0000128868851383,.0000135144136048,2.62973121517e-06,.0001864751473239,.0004209602149314,8.06583545087e-08
3.6,121,121,0,.0003760817459624,.0007807572914089,0,.0000183448600204,.0000194671910259,0,.000386028325951,.0008700919388459,0
3.7,91,90,1,.0002926627666859,.0006117438590536,1.30998056846e-09,.0000137965476186,.0000144797288623,2.62973121517e-06,.0003004030881713,.0006817399033706,2.35773891131e-08
3.8,76,76,0,.0002295389645422,.0004820693228567,0,.0000115223914178,.0000122273265948,0,.0002356097927487,.0005372279406134,0
3.9,85,83,2,.0002716859003262,.0005593088252454,5.09899633627e-09,.0000128868851383,.0000133535277285,5.25946243034e-06,.000278871427325,.0006233052262543,9.17731328241e-08
4,116,111,5,.000317695980903,.0006150569990382,9.64185407071e-08,.0000175868079534,.0000178583322634,.0000131486560759,.0003260983788392,.0006854321345218,1.73536730750e-06
4.1,104,104,0,.0003595757816359,.0007480417009447,0,.0000157674829927,.0000167321311297,0,.000369085813198,.0008336330138371,0
4.2,125,121,4,.000420863102494,.0008689930765513,1.16666074579e-08,.0000189513016739,.0000194671910259,.0000105189248607,.0004319940562246,.0009684237075209,2.09978796851e-07
4.3,102,100,2,.0003345935225882,.0006912018577623,6.01131899813e-09,.0000154642621659,.0000160885876247,5.25946243034e-06,.0003434428253577,.0007702895268118,1.08193366004e-07
4.4,115,114,1,.0003519190832744,.0007208414266415,1.94852933788e-08,.00001743519754,.0000183409898922,2.62973121517e-06,.0003612266110896,.0008033204702772,3.50701647822e-07
4.5,148,146,2,.0004083843206326,.000845110503974,6.78546618893e-09,.000022438341182,.0000234893379321,5.25946243034e-06,.0004191852365369,.0009418084788101,1.22126679206e-07
4.6,104,103,1,.0003308792181558,.0006685916147262,9.73997345000e-08,.0000157674829927,.0000165712452535,2.62973121517e-06,.0003396302852982,.0007450922082373,1.75302710216e-06
4.7,129,125,4,.0004521832799963,.0009001187012245,3.64715369017e-08,.0000195577433275,.0000201107345309,.0000105189248607,.0004641425872806,.001003110742042,6.56424711774e-07
4.8,102,102,0,.0004290323446175,.0009005209053612,0,.0000154642621659,.0000164103593772,0,.0004403793578114,.0010035589665811,0
4.9,155,154,1,.0005477853825904,.0011257640910571,7.76815767267e-08,.0000234996140757,.0000247764249421,2.62973121517e-06,.0005622731666507,.0012545745924491,1.39813429718e-06
5,134,133,1,.0004287915072398,.0008824338177646,7.70327375221e-08,.0000203157953945,.0000213978215409,2.62973121517e-06,.000440132150786,.0009834023451981,1.38645631144e-06
5.1,163,162,1,.0004181069358237,.0008491458811477,2.32607835216e-08,.0000247124973828,.0000260635119521,2.62973121517e-06,.0004291649946783,.000946305585898,4.18653953628e-07
5.2,161,156,5,.0004738805572355,.0009786243344934,2.96837249225e-08,.000024409276556,.0000250981966946,.0000131486560759,.0004864137123759,.0010905990299041,5.34255812394e-07
5.3,136,135,1,.0004758733149709,.0009772609471952,2.02971790486e-08,.0000206190162213,.0000217195932934,2.62973121517e-06,.0004884591744088,.001089079643136,3.65314188507e-07
5.4,151,149,2,.0005009690009208,.0010346721435894,2.97638602653e-09,.0000228931724221,.0000239719955608,5.25946243034e-06,.0005142185890569,.001153059857899,5.35698110245e-08
5.5,156,151,5,.0006420002646766,.0012889383040147,2.51070256141e-07,.0000236512244891,.0000242937673133,.0000131486560759,.0006589798364157,.0014364192820653,4.51883124549e-06
5.6,136,128,8,.0005075386822675,.0009868026286881,2.46566388640e-07,.0000206190162213,.0000205933921596,.0000210378497214,.0005209620248112,.0010997130886912,4.43776940447e-06
5.7,240,237,3,.0006976389439188,.001424143134841,2.76800942167e-08,.000036386499214,.0000381299526706,7.88919364552e-06,.000716090043004,.0015870943185837,4.98193918098e-07
5.8,150,149,1,.0004280655928069,.0008939465694766,2.10649386823e-09,.0000227415620087,.0000239719955608,2.62973121517e-06,.0004393870374262,.000996232391832,3.79132536705e-08
5.9,143,142,1,.0005100006900887,.0010543722854663,5.73278846616e-08,.000021680289115,.0000228457944271,2.62973121517e-06,.0005234891476187,.0011750141000557,1.03180297192e-06
6,122,122,0,.0004190590597884,.0008767236078029,0,.0000184964704338,.0000196280769022,0,.0004301423003415,.0009770387701005,0
6.1,147,145,2,.0006230737260313,.0012648297530404,1.27805186878e-07,.0000222867307686,.0000233284520558,5.25946243034e-06,.0006395527301875,.0014095522183943,2.30027276300e-06
6.2,212,210,2,.0006532131605234,.0013507501808476,5.46156586623e-09,.000032141407639,.0000337860340119,5.25946243034e-06,.0006704892900366,.001505303705367,9.82987585426e-08
